task_id,graph_family,cost,score,valid_train,valid_arcgen_sample,model_sha256,compressed_size,uncompressed_size
189,compact artifact selection,24639,14.887914167592,True,True,fa7e9452713b624f61ee082a94e71437e44e5d608c16d3ffc5d70c49544f35be,2184,10578
190,compact artifact selection,11204,15.675973863620,True,True,0a31ba38881a6fc4af83224d1aa59f0a876aea5808f55f95707b8c5975ac4c06,1674,8781
191,typed tail and graph surgery,67936,13.873678635497,True,True,5141a1ad472c7dd6f3c00ab2414018e9b15cc4be8d43b7bcf982b77453438a07,1823,6248
192,typed tail and graph surgery,39884,14.406269480051,True,True,a16217ee70f82f45cac417ed9350dd9bf6ee52503c66d67d7b648928e4bc59f7,1005,3068
193,optimizer and simplifier passes,17123,15.251822132011,True,True,b99ad2d8de2efe7311abf9c4a0140356938bf3f9853d5a9c7a2af4632e780908,435,971
194,compact artifact selection,1521,17.672876707741,True,True,8f035e5b5ff9c24971875d81fea8037ea072c8ae0c0da207fb97bedffda83303,299,703
195,typed tail and graph surgery,10602,15.731202058452,True,True,bb0e17eeb98123781db94161388381acf900ef6baad26ff36a4e459de78a3200,1040,2531
196,compact artifact selection,32241,14.619005786491,True,True,73f53f65549114a9075f19b9b3cae9b96e5ef04b7ac513a65f50e2171fbcf8be,939,3491
197,compact artifact selection,16222,15.305876375370,True,True,75cc693e41cd4faa4e637638a00f83071ab3a9409af42a6fca96aeb7c4c96767,701,1516
198,compact artifact selection,46560,14.251502917595,True,True,b1ea942819b5b1a0b99a09f49af9bf81c1ba0ce2bdccb5bd582bb5d189950f61,3424,7097
199,compact artifact selection,16157,15.309891328723,True,True,7f8ae82add1995ce631f2596ebf18e50b694cb8ec8d56a776cb6b1f393d891fa,979,2948
200,optimizer and simplifier passes,3255,16.912052445357,True,True,1d068a68000da319aa88ea6aa59ef69d9c3d678953412a13240580206524684b,1129,3689
201,typed tail and graph surgery,34219,14.559463675658,True,True,72bbb354cc178d4a39ab3e8e09b48d7ecebefacc2cc6bdacbb5611b7d1ee8f13,2040,10916
202,compact artifact selection,35248,14.529835930958,True,True,44d20ccfce22f523b388a86e032d6a0836f56244297ef0c674acc92c10f09070,758,2010
203,compact artifact selection,2868,17.038629798280,True,True,294548eff460bd5d6f2e4e2fc656ceb06238cc9781610b15d6f3e9320fbcfb56,778,1988
204,optimizer and simplifier passes,47241,14.236982561411,True,True,63de62fa84e33acaf3bd30a5b1591479fa305a254b972a0a094cf9803f14dcc8,1353,6708
205,optimizer and simplifier passes,56559,14.056960379925,True,True,9eb8bd5e63191a73626176f01ae32552c961f797680a4a6722442d8ffd0585dc,3371,7009
206,compact artifact selection,21476,15.025308688458,True,True,c28e1c83615e7028805adc095f2e5d28a7394918ad5b0304c01cdd33f5b13103,1163,3100
207,compact artifact selection,1790,17.510029101165,True,True,e29aaca7ff94e755df5afd4d2e7e5c911db846795fd7b11dfe155cf20b491cdb,605,1808
208,compact artifact selection,88044,13.614408031498,True,True,5a94eef2db33af8b8228449bf8a6aafc377a718d4348b66852b0f482b7ba2cb0,3280,16291
209,optimizer and simplifier passes,67915,13.873987797743,True,True,a290af38dbf5a3e7fbb56016a01329091c2fe29b84ece7456a7a6e2c2bf5c97c,3433,12153
210,compact artifact selection,30,21.598802618338,True,True,aa923630b6479cf1a1f5e7b7bfe2e4947e1c8ba8edba4f31d250b0b2f0c98dde,166,479
211,compact artifact selection,986,18.106343645397,True,True,1b3e53fb6ec0ec7de9f79b50d5826622c4b753c28ef9f05873928320048812f3,399,843
212,compact artifact selection,8330,15.972381264839,True,True,93baf50b6cb009807442a7135ea10f2dbc32711b2476067127e4eb9469485aca,1508,5951
213,compact artifact selection,36702,14.489413471529,True,True,55fa525225a143f81e30153aa075b06aeb8576670d1c7a47b3071012dd036557,863,2314
214,compact artifact selection,1194,17.914935706047,True,True,a863fa7a54900dbf690713ecf6461d7497c919a9f0bef6a8cb1c19067fec413a,489,1181
215,compact artifact selection,29094,14.721712753667,True,True,9df10befe9f9e08ddca43e150a77856f17e582cfec8aa4df96de2e4296e49821,611,1688
216,compact artifact selection,68168,13.870269474492,True,True,ff027b21a878df2059deb610213eb85c80d8319959481894ecca74feb6f717a0,2869,11668
217,typed tail and graph surgery,16304,15.300834244537,True,True,c4bc25c1ebb041d0f688fef38e5f99065b8c81024cafc40488e202e759fd3bbf,604,1350
218,compact artifact selection,16484,15.289854507541,True,True,efdaa7c8154ea6b7622da22d7e48f880c94899139d1ba327e1f847f6e36eeb03,1562,5807
219,compact artifact selection,57114,14.047195450521,True,True,ccf607dd4565f43798e7b470ff1dab8b6322012bf2b13e537d53dccaab8c3276,4153,25122
220,compact artifact selection,900,18.197605236676,True,True,924ca3ff6b3c2190ebdd92b73e0c33ac441a7e64b5924bb34b2faa596a40dd55,254,3798
221,optimizer and simplifier passes,32184,14.620775286370,True,True,3a581613e06e93d65c56ba10c8bd7baea3ce960357c28ca176fb5dd93047be8e,951,5905
222,optimizer and simplifier passes,54404,14.095807040447,True,True,f58ac035550198fdcebd7f7238d9caaf3a929e7c80cde3da624cf5b797b41285,676,1635
223,compact artifact selection,90,20.500190329670,True,True,fb4473e6de8d6141efc60f0630e3bd995ae836a9f256171645a1a35c58232870,191,587
224,compact artifact selection,14451,15.421481104702,True,True,30f4a443534ad42be5f4ff291d0e3a610b6a532e47176b6b3bab916ebb5f3596,914,2481
225,compact artifact selection,11078,15.687283561407,True,True,29a76e5536c419ef3e3747f899f51614ee6699ad35ad5fb9b073ba5d5f52d257,1236,5688
226,compact artifact selection,4759,16.532207158879,True,True,adbe789aeb65453c344dc91ee8ee73e451cdd63ae48630fec91dc77cb89acaf1,1203,4625
227,compact artifact selection,1139,17.962094036553,True,True,db56d479b716dea6778342c08c5cc65aa068456fd5af52e1452e3f31ed387624,482,1175
228,compact artifact selection,25086,14.869934799415,True,True,a8a923f21fecee5512861159a89a0ecf2a9f276985c45face926d3b953bdb4fe,924,2649
229,compact artifact selection,1409,17.749364488101,True,True,acbf2dc745d4a717148c274f1e25cdd3fce8e718787f72530d661d60044ad805,645,1379
230,compact artifact selection,900,18.197605236676,True,True,1444325f9990947c4e2b6bd66f2ce611d8efc4be97b595c4bf2ad63e9e166ad0,274,3798
231,compact artifact selection,33214,14.589273247233,True,True,add111360adbc0d9b4a6381553200ed557dea3a43b8a8284be395d7fc5b3c472,1194,4556
232,compact artifact selection,29497,14.707956157759,True,True,b416c4b9864f9c0ee3021d3e0d536638459295310003e1612ea60837e5e1fc02,693,1616
233,compact artifact selection,79463,13.716953216499,True,True,a501a7e083ca140f1e10fb2b98cd1af5c91a16221deffdd99a8b555efb1f9346,7514,23998
234,compact artifact selection,62640,13.954840669335,True,True,6bf3ee33ed640e59c12f591c948ee381e295fe1a681d1d78a44f2f7ee9846dfa,1393,4500
235,compact artifact selection,1230,17.885230551634,True,True,c3993fcddbac3e7a8e1cdbe38cf2c8de1dd5c13e45eab9f008e9f4a347034a42,995,3142
236,optimizer and simplifier passes,625,18.562248350264,True,True,805244ba3164503d6b29fbaad02d9c5900e80803756a36aede64f7cbcc3b028a,345,652
237,compact artifact selection,14324,15.430308268882,True,True,9d3baf9e04284ace2238abe88eae62477296ee34499efa7b0146d799717804fc,703,1637
238,typed tail and graph surgery,57264,14.044572566994,True,True,1f201d3763168c3c146d7909ff89720f450b851d3d3ff461c2383a314f09895e,1835,9315
239,optimizer and simplifier passes,6262,16.257745098114,True,True,20e9568143f0de3fda02d68fb075d5819885c6c6ddc52195c33e3aad7b9cbb4a,815,1977
240,compact artifact selection,24607,14.889213765711,True,True,00fc348021d31d0ccbac3d8e6eab40ba86cc804cf03f1ab5a5fb94f4fd0d6a03,2999,48169
241,compact artifact selection,0,25.000000000000,True,True,bde695a21a93b9e2084a9b7e8a8bee5f2cdc694baa71a12d1c34ae921a89cb87,125,170
242,compact artifact selection,20119,15.090580078811,True,True,beed8e7a6b84fa7c89b7d5ec9cba5867a87a8ac3b612eee21d427fb75c0223b0,685,1736
243,typed tail and graph surgery,59713,14.002694968881,True,True,c6122474372b785a7d50ec7f64b1086b92a98fde383f1fc53a5109045ebc4e3e,1367,8241
244,compact artifact selection,31770,14.633722272736,True,True,ad33df63c694a3792c36de1adb8a2b1493ca0b8f624b370ade976bd5fd544e2e,1224,4574
245,compact artifact selection,8387,15.965561833016,True,True,dac9174e8b59833f1a3afcbbcc7eadab971ca576c43f1db7a49da8f245730803,1082,3101
246,compact artifact selection,13391,15.497661881504,True,True,379b5a73e3dee6f56eedab3ab0bd0ed8414179c6e7ae1edd0a948060d6401309,890,3824
247,compact artifact selection,6168,16.272870084757,True,True,202455e85ff2289b7e5ad0e15e4530063a9a3e5c67005cce9ec5d01f88cab3fd,763,2060
248,compact artifact selection,6510,16.218905264797,True,True,d86885301cdf5826a31492fd78adf8de4176e3e132edd91045a94f65503930ec,773,8306
249,compact artifact selection,792,18.325438608186,True,True,ca5e5d0c65db453f1134c1cb039e177cc64bb574e5e6bcb4ca15f411f4286c22,410,946
250,compact artifact selection,11940,15.612350613053,True,True,8855890bb43f646f243dd994339add8460c46694a1b4e05f49ac8c11ea98025c,2221,14610
251,compact artifact selection,24132,14.908705960439,True,True,e60fdec2863f6a7af481ad8f15ac47639beb5f92953a766fade0536152ca75ac,1163,3706
252,compact artifact selection,29511,14.707481645819,True,True,d32ed969c6e915eaeac6994ed74efa502796b88e6ff6c8bbcc89f0602d170e84,513,1213
253,optimizer and simplifier passes,25769,14.843072501918,True,True,a44167ccb6be040794e167d8fe73834d1b16eab473a4f6f39e292b47678f9445,799,2707
254,compact artifact selection,7956,16.018318360026,True,True,cce96782d9b4b1065b63ebb4a84c1ba6253724c3cd2a387838d205cf71eaae5f,1169,4960
255,compact artifact selection,112093,13.372915837136,True,True,184c0d23896490c8a60f22a1bf98116c32666a4df574e7a0ea1a86f1e3ddb1eb,2607,10222
256,compact artifact selection,18081,15.197383057849,True,True,93b4cd85da78966500ea451ad9648b6e956e73a8478135df67e7aff45a38168b,1299,4194
257,compact artifact selection,1077,18.018065322844,True,True,316eaaf4e1a47569341378a8a58e40559f938a7fe5ae659867c0f2117bf8e021,540,1369
258,compact artifact selection,160,19.924826184766,True,True,9cf85f5ef87760197eaab665af872adc9c2a38a6b9c2133f506deb1e51402d09,228,880
259,compact artifact selection,6843,16.169018489048,True,True,cd8f2883b4e59672ccd19f5a5b45fc92a1c48a4e736beaa179e62ce6d6dd7a07,1205,3882
260,compact artifact selection,12273,15.584842993402,True,True,d5948dfc0b9b680602ea7cdc40e22519e3f27472cfb700bb2d03237c2628eee9,866,3816
261,compact artifact selection,200,19.701682633452,True,True,6104690685d52f02ca149095658b51c2d448d252f763922efdb0fd69749b630f,178,995
262,compact artifact selection,3770,16.765169719558,True,True,0e242b2a1418fb93332fc01ff90e906403df0499e49baf091447cb02afec05aa,452,903
263,optimizer and simplifier passes,7233,16.113590833151,True,True,708f03f0263e27764e3af5d55dffddab2db01cbd0f0f22016c4701ed19a39615,1728,6815
264,optimizer and simplifier passes,71697,13.819795815292,True,True,ef0fc3d49381cdcd200b50004559de7dca24b10a570f382a12cfe440d8cb3d08,3372,23060
265,compact artifact selection,39162,14.424537832137,True,True,793c90930f0d6bb81694213900773baf05b0f6a7e4269f05aa80bcb0d1b6e454,798,2076
266,compact artifact selection,910,18.186555400489,True,True,491258de81aba00b6aa06f223356e30346665751690278693288e858450c8563,449,3825
267,typed tail and graph surgery,1207,17.904106778902,True,True,0c1142f835d5b78bdfecce78168ad1f450e2ffb23e10ffdcc06ee1df2bb5602e,546,1202
268,compact artifact selection,18865,15.154936367602,True,True,0b43926546cb4feaf7eac31004431c39edd246e9b8c4dc1b199901ceb27a3d83,1984,6821
269,compact artifact selection,8602,15.940249986656,True,True,947f2c17a6b1d44a9f4ad789f9351b4edfb84e0298e879c258d5034b09e12f72,941,2336
270,optimizer and simplifier passes,24834,14.880031039023,True,True,00c459f1a97fee25dd9e36a1be10062ffd850df633de3700736591e07394a584,2402,13300
271,compact artifact selection,22718,14.969087159209,True,True,01261d1cfb5dcdbc3cffe6d3b0a015bcb48f35db4dad2981d85fadea4d2e66e6,579,1325
272,compact artifact selection,460,18.868773510517,True,True,b28307adc7b5d3d4306792b0eca202d21dd98994541ef343269c6fcecfaab774,426,2039
273,compact artifact selection,5937,16.311040765729,True,True,590750bab5e6ceadb53d2a7aaab53b648f679b8070b90d7b9f76e86d7e1b9199,671,1670
274,typed tail and graph surgery,1609,17.616631853008,True,True,e2c83c37a5510bc791f89ffb86ed8308948eb70e52f93ae348832b9eed055458,702,3123
275,optimizer and simplifier passes,45881,14.266193633005,True,True,ecd9a9a8998b02485efcffc509482128fcfb1d7626d892e58131499d051b8e14,1671,9671
276,compact artifact selection,10,22.697414907006,True,True,2a3e881ae92099c36f1955bdf96ca1e9f77a4ef3d1d3eb58c63eccc80a655c7e,125,217
277,compact artifact selection,12913,15.534010165153,True,True,2b568cf1474eb313d082b9737e9a1d7c843fdf390a4a71383d33b9178cd0660b,1826,6735
278,compact artifact selection,30494,14.674714778068,True,True,a70f9cf378e14a966f9c6ecc992d9e4373e7f5f959ed026f6623cb7be8929ea8,803,2799
279,compact artifact selection,26330,14.821535747510,True,True,77ad3d002b2c64888991d763c754fc018247f352e78c562d64fca7db08032314,1356,10314
280,typed tail and graph surgery,62508,13.956950172467,True,True,4baf0ca3b91dc1e77a85ce54624efb24fb5dc220c3e1ca5c059bacfbaded0dc9,3211,10126
281,compact artifact selection,23887,14.918910343120,True,True,8860c241dd2ece485b6c467d2d94fc69c4515e25484f06ad1a16c7689d7f38b2,1684,5445
282,compact artifact selection,900,18.197605236676,True,True,3b69ffb73c79f09e8523073931061610e74b3e0d32534378317960c9557acd0d,231,3798
283,compact artifact selection,910,18.186555400489,True,True,b0e2a1e5a77dc63e5c2faa69d44120f7fe0e8773160760e68b7f5912591f4c60,431,3825
284,compact artifact selection,57411,14.042008798422,True,True,fce23fea927a2c237b9409d0010888656243aecd3ac98fd3ef1c5ed3dbc83410,2556,9337
285,compact artifact selection,92639,13.563534501725,True,True,42c6bdbe4876bd56f4745c35b1bb34c50385e7bf7ee7c479cf9ef234a0a55600,10099,32876
286,optimizer and simplifier passes,139659,13.153040983872,True,True,8ff28f4afe00d0c0873e3d503e2bf355a14606c77a02168e9447ae2ff0e989a7,1519,11552
287,compact artifact selection,22566,14.975800372302,True,True,4cdbdb8ebc51362af348b4c6b27acc968618f39eb23639e05932f58cfd196831,709,1686
288,compact artifact selection,30187,14.684833352889,True,True,3bc3bc499c1424f635a77a6dbfa440d0cb1b5ca51e3ecff3a07a0cff6e9ec98e,1204,4053
289,typed tail and graph surgery,12012,15.606338570897,True,True,8f6ace21cfce35d9adc6f5fc568ab67bba4ca3d3051d28e60500462ea508f92d,841,2035
290,compact artifact selection,8922,15.903724584312,True,True,70693a343f9e33a0a6193a34c0206384082d9c8be976fcb77b71dd195a14f9e8,746,1908
291,compact artifact selection,4327,16.627370259775,True,True,f97257c9bae5cbdf0614cf4f6d0aeda2c0db164b44f4861fc829c00eae636b67,911,6009
292,compact artifact selection,6305,16.250901751601,True,True,e07b37f22f098e404b58d7607ce39d0fe5eddd0d9460f62732e9ce79fdb66757,456,1065
293,compact templates,20163,15.088395479362,True,True,d35beacc4f2761104858d88e2483e3c5babb62a0267f1451f7a4b4354dd48b84,1174,4208
294,compact artifact selection,910,18.186555400489,True,True,247179b0cb2fab9e792e9f91da564f6ee1f8d4059046fabd7bfd7e7d3d010cd9,395,3825
295,compact artifact selection,12190,15.591628777525,True,True,7b18d0ee9b04afa6db8393104484e5cd2834a81a6c49a74fa98bb59c57eecbd7,786,1889
296,typed tail and graph surgery,4107,16.679551886043,True,True,ef3bf836cbc30e5283b2fc94870db8ddcd570778c46a325a0760ed3c9e736da5,681,2803
297,compact artifact selection,9171,15.876198389441,True,True,d845a2a2d30cfcd08e8e06dcb093f16c2fbc6005f02821697184a28514fa9b5c,1145,3233
298,compact artifact selection,2868,17.038629798280,True,True,b7afbd6b8fc3938fab938e392f81e6ddf1d6faf14fb0187cdec4ea51e6242db5,785,2015
299,typed tail and graph surgery,1058,18.035864387582,True,True,66bf0561cdcd4fb615c5fa9ac87b65f16384d656d8d9e975d5bf65424444aa0a,513,1373
300,optimizer and simplifier passes,15145,15.374574276539,True,True,1495cc2e7c19482e023e60667282f13de3f072617f66ea9de8222590f74051d6,1177,3881
301,compact artifact selection,14991,15.384794699988,True,True,1dc35855198f2a8add25a5fcc8fcb5e906d3c15e06625c25bcf704aadf780212,1311,3736
302,compact artifact selection,7796,16.038633939373,True,True,fc0c4095ee26f99dfa28593219832fb1744068c9c08b4b65293674194a176ad1,1118,4372
303,typed tail and graph surgery,14173,15.440905974833,True,True,9481a0ef9f4e62f4bccdb367655d3e741ebbadbe9638b6a3000479f72b5efabc,538,1732
304,compact artifact selection,10848,15.708263989820,True,True,e2c67b5b9c7fc288bc8af309abfde41242b6285937927be9d1590f1274b24e1f,700,1879
305,compact artifact selection,3952,16.718022941132,True,True,9f735899c445d2de0753685201dbbaa448ff1306c5f52d568270b4588d8e242d,486,1865
306,compact artifact selection,60061,13.996884008585,True,True,75e09a140d16ab1d02dc68a62b6a97556305cc8273695525ae8abf84cc09fb8f,1014,3646
307,compact artifact selection,40,21.311120545886,True,True,0b9c612a020c1c6bb55184d176185eb7e6c76add3a931362e08a006544398a1d,185,387
308,optimizer and simplifier passes,19840,15.104544619161,True,True,fdc2a740f258e82de4e8908b7db18278bf58c809acae25bdfe8e17fea5282184,1359,3901
309,compact artifact selection,10,22.697414907006,True,True,c47b834e65872a11ec0cda3c8246948b8365f81f916610b49ed07267815733d9,125,217
310,compact artifact selection,25739,14.844237369643,True,True,9456e21fd271f0a84660fec5554753d105c6ab2d03ef08b086922cf1214f946e,1078,3379
311,compact artifact selection,30,21.598802618338,True,True,250771b94d3db4658d4ac04e3bd9a0740f2af0f3aba0bb9b5df4d6181bb470d4,166,479
312,compact artifact selection,9979,15.791761836116,True,True,5f8662413159b881c8dff97e5c51ca63270ea3b1609d0f333539af73166348ff,466,1202
313,compact artifact selection,52768,14.126339774641,True,True,86126db814ab7d85cf4a7a752fe5ef0b345e6e8addecf7d31656603aa7e29efe,629,1208
314,compact artifact selection,500,18.785391901578,True,True,dfd4d1c1774b4c367fe66245f2a2d2264c1c1c525a9da8faf9f96626e01d3a8a,275,2225
315,compact artifact selection,3387,16.872300147182,True,True,a99bce260c7f3b92b335916fc0c008ae41e97072f82ebf255f5d2de3079c1679,590,1461
316,optimizer and simplifier passes,3543,16.827270895135,True,True,358290ad1f1c010edda808b84ab0dc7536216b3536dfe338e26d54ad1dd97640,1047,3954
317,compact artifact selection,900,18.197605236676,True,True,54ad9bc9831f0f3a781e65116809c2c60f3246bbdc84fc6c0fa8064fecb5d8c5,228,3798
318,optimizer and simplifier passes,721,18.419360862715,True,True,3a4da9726a424b367c2f8df08fd456e5b922699f3fb54f40b68511285daa24eb,371,731
319,optimizer and simplifier passes,30628,14.670330097767,True,True,1f7e4d6fa09d5a07041a6b3bc34ad602d1892ef2ab083a0129cfda680ab86bde,1873,5702
320,compact artifact selection,3013,16.989308460870,True,True,6800f9060905c12092a6915c0f52183f2b3883dd54fdcda729fda80bba47b1ae,537,1258
321,compact artifact selection,5411,16.403810802357,True,True,1d11ac54816b2582bf888aee04f131b590f48a64ee53922407b5075217e6194f,666,2349
322,compact artifact selection,510,18.765589274282,True,True,ab4dac6e0fa488f95258ad434a0a5a81121d1494736932a83cf2fb836ed0c2ee,264,2222
323,compact artifact selection,4532,16.581081377852,True,True,6d262e7a68ed3113a342a9cbf11f191b6b4cefd4922c56e1634559f361df04cd,532,2479
324,optimizer and simplifier passes,35175,14.531909118017,True,True,193c618ab7065ce396965c54f4b42bda05f24037986931600526b14f1dc69280,1353,7375
325,optimizer and simplifier passes,16401,15.294902412437,True,True,84c3828112aa10df9b1a6816ec11f3184f7d322f8866011d25824cec16f3b7da,1240,5157
326,compact artifact selection,160,19.924826184766,True,True,d8c069fbf425d2fc92a051625cd6ab3ed7942bb3f87ef81c26b098ca464da222,184,251
327,compact artifact selection,7538,16.072287826173,True,True,04ef520d7caa60d02d99447081af51d085431217e931b11d5c1a310f8945b85b,689,2321
328,optimizer and simplifier passes,31834,14.631709820010,True,True,b9c665017a8e68b5f572c81a86d5606d46767f4a02224f615838285ce2f1f045,2338,8407
329,compact artifact selection,10260,15.763991881275,True,True,b3983c3bd8c099ce71cb48e09938e0328cc29853d73d956c35e125db9bcd43ef,679,1652
330,compact artifact selection,17737,15.216591867794,True,True,a7a01e56dcd6ae19dcb2ef96cfcb82f68dbb794b53374913477737f9743258bd,1182,7080
331,compact artifact selection,910,18.186555400489,True,True,159b7db4377d2a7d75a15aa8f84344e6d919741566944220da8f361aa1da572a,784,3836
332,compact artifact selection,7842,16.032750817148,True,True,becdaad301d7922e8b044db657cbaff61f7d067046a3124224ac953b7ef5ac4b,1268,3685
333,compact artifact selection,24585,14.890108220154,True,True,339c97dda2eac70a0b0ef2d1e000919e21cf694e2f24ae35880800731421ef0b,1009,3323
334,compact artifact selection,591,18.618183982594,True,True,bcb79589b10d4df1a7b116467f722bf5553961ff2f5456dfce17fde57bbf1bf1,419,795
335,optimizer and simplifier passes,31915,14.629168602310,True,True,40d0e70141524633f8077a90bac5baf2b9fb3dd73644deb0c0d986e259389750,865,2889
336,optimizer and simplifier passes,4746,16.534942563004,True,True,de05ef3b4af0be4c7680cd81e35e32c7b73f060de9730fc2e86916af3ae874cc,1546,6523
337,compact artifact selection,10,22.697414907006,True,True,c276f5799bf0f2f77bbc0c31f5ed97472afbff9a946326286e229929029e2484,117,159
338,compact artifact selection,45016,14.285226738887,True,True,c4e2d784490156e8a4ba7ee3f80c9706021d7bca46e83c27c2aaab16a43710e1,1058,8884
339,compact artifact selection,742,18.390650756833,True,True,fecb79ff438af0f233628b0a1209e4fd00faa94c1e3046feaae1c45aef1c3124,649,1522
340,compact artifact selection,49142,14.197530654712,True,True,c90258d3e6d55ce1547163a3a855d59c412dd3b366403863abc5d9328880e2cb,1297,4098
341,compact artifact selection,15265,15.366682094831,True,True,8cbc6d2c78976072bac2b4c9f8403cabaf4a703f348af2e6f8bce0fbc636be97,2418,12100
342,compact artifact selection,11613,15.640119560754,True,True,99ba162ecf5262db110f70e514b2240ffb8997a714776121c53f59dc5d6e288a,1065,2836
343,optimizer and simplifier passes,14855,15.393908212103,True,True,3550741269342c354cb9b73a2c9450335c0af105f9b4f30dd52da2b2d8b82f93,808,2448
344,compact artifact selection,910,18.186555400489,True,True,b1fa63d4aaa32fceb4f08ac425c2618ee83624910540d51ff7cfd52ad744d78e,364,3851
345,compact artifact selection,11696,15.632997818010,True,True,d405c0e09619714aab5a09ae781099140395c6f5cf84f2375476247fe3dfbc17,1466,10029
346,compact artifact selection,9092,15.884849815028,True,True,233053780890c213e4c69b0f0f40ae9c82253e87347fdcde4085198d0c37ed1d,741,1781
347,compact artifact selection,647,18.527653705499,True,True,e163b8988d980c1bb7389bf5825ce0c73950d6e669185156caa25dbfee417e3b,473,1132
348,compact artifact selection,7207,16.117191945076,True,True,2352e5feb515f6c83125588b2fb6aedd2528a35bc1c57495f797cae172581d45,763,1950
349,compact artifact selection,44079,14.306261242456,True,True,4cc05dc16b10f98c4006406f425e58851f7bafbe44dd60fe5d2893808cd95077,915,8427
350,compact artifact selection,19830,15.105048778486,True,True,56c96aa23a40bb37c0c6b80510d1b3ee89bf7273dc38465bc42e935e37ac79dd,616,1984
351,typed tail and graph surgery,20147,15.089189327084,True,True,fbdef1cda1a6939d23ba4975bac94b31a4e2bbd5b826a74befd31b65f83a2e98,824,2261
352,compact artifact selection,910,18.186555400489,True,True,50de62d68f18c1b73cfa957aff5439a958d556fc8359f06b77e21d007d6a5c9f,354,3851
353,compact artifact selection,5411,16.403810802357,True,True,1639de1c1d4d3ee61a8454a02d3b5af4d359f13f2fb1c963687d4cd76b280a8b,893,3244
354,compact artifact selection,17007,15.258619697008,True,True,72097d91360fee677a7cedfcb6a9f81d203f7ed48b510491a32767048d687447,813,2710
355,compact templates,5769,16.339745965743,True,True,fb0dedfbe48ebcf56f8b3121d9537fff9e8caa85e66a3e620f94ff3b149efe6a,631,1614
356,compact artifact selection,5001,16.482606828581,True,True,ddccb479313074b253968d42dbddb3ebe3f44ea46ee8b5fd255d31defc4d66bb,691,2324
357,typed tail and graph surgery,6572,16.209426520843,True,True,564d97e0f32efc6d394edc801d3bd5ed9c215ac9597410bc46f777750d73fd7a,779,1767
358,optimizer and simplifier passes,41208,14.373612308755,True,True,5092f8fac37b9a2a762b629768e397da3f0d72fa126494706bd9b9fc431f29c5,1891,8547
359,compact artifact selection,30313,14.680668057611,True,True,a7bcb86bd2c4b1c54e2258736c59a167efef7c9b096f5a6a44ceef7b096f4b49,494,1305
360,compact artifact selection,8426,15.960922557461,True,True,f8c32559c11561f425f68fba8838cd9070dd1cad9ad2383318eb04b20eeba84c,658,1753
361,compact artifact selection,15493,15.351856412004,True,True,050955ad725fc5ce32641fdc4a4a0351cb276d3e65c50a81cbd61dea519d01fc,1539,4414
362,compact artifact selection,11939,15.612434368655,True,True,809f348845562e3a2af3412a38f9a7bf492e320a45d1adebf5e278757bb88f21,671,1696
363,typed tail and graph surgery,42866,14.334165750103,True,True,5c484ba80d7c961885ce4a4e45390304a35b20764af0695bc0e564a7cbd4a5cc,1149,6047
364,compact artifact selection,75658,13.766021536209,True,True,6c639c2f56cb782a1f2a43c2957b0fca0ec347cf5fb49883d7d9c9a7cc52b4c2,2413,8359
365,optimizer and simplifier passes,24208,14.905561563972,True,True,76fdf9f6e6b20062e306150c3405919ef3fd3d8c3e6b27027fadf0ab332dee08,3677,17448
366,optimizer and simplifier passes,87501,13.620594499148,True,True,88ec0d484c99f62aa6bbd24684504d2ebcd6e4756c72d4f9ee7f885611d80aa9,9684,38888
367,compact artifact selection,108380,13.406601150880,True,True,82cf5f3c3f926956357b9e970287a5535fa857b4729147cee36c4b3175ab7fe7,1877,5478
368,compact artifact selection,29032,14.723846051107,True,True,65e6ebebc28b1d03b1373dea0bc3a8a76dcf39f6ff414a5927caccd69a00f6e0,1267,3469
369,optimizer and simplifier passes,7329,16.100405640074,True,True,b641c8ad3e6212afb9d758203c75944d9b6949d6b5c69c3e8db2ececdffb4d53,868,3056
370,optimizer and simplifier passes,39897,14.405943587919,True,True,72b79065fdb5beb992383f2646f8bf2fac036a68247d56e28b05bb5eced52f4f,7478,25495
371,compact artifact selection,13229,15.509833331538,True,True,ac746c0f7985def55f31802cab65bd5cdd75ce9961ea75cb9e2e4cca9b37041e,817,3031
372,optimizer and simplifier passes,7878,16.028170656469,True,True,49debbd524f6003bd2accc773182b09a6122b202f854be799ea472d199ff510b,345,640
373,compact artifact selection,513,18.759724154829,True,True,ea87e51bdef074bd7cdc927fbc57a197dcf4a0aeb6dde49f6bd8f3d485a4d63c,262,509
374,optimizer and simplifier passes,13041,15.524146480343,True,True,f1376c7e2740d65b485f5f93976fdec179a80e5565f0f973eadd5fb2b3ba7379,1597,5591
375,compact artifact selection,13184,15.513240747851,True,True,e2e1cf630313dab25b5fbfdb68c257b1906db1f726b3765d2b2120fa556ea924,839,2267
376,typed tail and graph surgery,14412,15.424183528132,True,True,ae3846595a0f12fbf1b4a0eccd7117ebc1e6904b4a485ffb23b583e0a1eb8892,1001,2605
377,optimizer and simplifier passes,33600,14.577718654049,True,True,9ddbf1451c0220cea85b34766aa4d8a02b190a251b7f2bae338413247b81d9c7,1995,10778
378,optimizer and simplifier passes,38948,14.430017297901,True,True,9c97135ee3773a5a2b2ed09af12a880f69a09e871d586012c6c2f9049408c4b6,2191,8612
