task_id,current_source,current_cost,current_points,manifest_rows,unique_sources,sources,non_current_rows,cheaper_rows,full_validation_hint_rows,candidate_eval_rows,improved_candidate_rows,full_pass_candidate_rows,best_alt_source,best_alt_exp,best_alt_cost
13,massimilianoghiotto_6254,116882.0,13.3310798421544,34,12,beicicc_6645 | exp002_public_blend_6500_fast | exp003_rule_audit_compress | exp004_public_blend_relaxed_static | exp008_extra_public_sources_strict | exp012_signature_scatter_lookup | exp014_sparse_object_template_bank | exp016_signature_scatternd_lookup | exp023_graph_surgery_exp016_surgery_prune_unused_initializers | exp_b035_new_source_full_arc_blend | exp_b036_beicicc_full_arc_blend | massimilianoghiotto_6254,22,16,4,45,0,1,exp004_public_blend_relaxed_static,exp004_public_blend_relaxed_static,116882.0
2,massimilianoghiotto_6254,97293.0,13.514517676859928,34,12,beicicc_6645 | exp002_public_blend_6500_fast | exp003_rule_audit_compress | exp004_public_blend_relaxed_static | exp008_extra_public_sources_strict | exp012_signature_scatter_lookup | exp014_sparse_object_template_bank | exp016_signature_scatternd_lookup | exp023_graph_surgery_exp016_surgery_prune_unused_initializers | exp_b035_new_source_full_arc_blend | exp_b036_beicicc_full_arc_blend | massimilianoghiotto_6254,22,16,4,45,0,1,exp004_public_blend_relaxed_static,exp004_public_blend_relaxed_static,97293.0
29,massimilianoghiotto_6254,97117.0,13.516328283804857,34,11,beicicc_6645 | exp002_public_blend_6500_fast | exp003_rule_audit_compress | exp004_public_blend_relaxed_static | exp008_extra_public_sources_strict | exp015_crop_resize_template_bank | exp016_signature_scatternd_lookup | exp023_graph_surgery_exp016_surgery_prune_unused_initializers | exp_b035_new_source_full_arc_blend | exp_b036_beicicc_full_arc_blend | massimilianoghiotto_6254,20,14,4,32,0,1,exp004_public_blend_relaxed_static,exp004_public_blend_relaxed_static,97117.0
9,massimilianoghiotto_6254,81241.0,13.69482467517415,34,11,exp002_public_blend_6500_fast | exp003_rule_audit_compress | exp004_public_blend_relaxed_static | exp008_extra_public_sources_strict | exp014_sparse_object_template_bank | exp016_signature_scatternd_lookup | exp023_graph_surgery_exp016_surgery_prune_unused_initializers | exp_b025_best | exp_b035_new_source_full_arc_blend | exp_b036_beicicc_full_arc_blend | massimilianoghiotto_6254,20,12,4,45,0,1,exp004_public_blend_relaxed_static,exp004_public_blend_relaxed_static,81241.0
24,massimilianoghiotto_6254,9080.0,15.88617052840466,33,8,beicicc_6645 | exp002_public_blend_6500_fast | exp003_rule_audit_compress | exp004_public_blend_relaxed_static | exp008_extra_public_sources_strict | exp_b035_new_source_full_arc_blend | exp_b036_beicicc_full_arc_blend | massimilianoghiotto_6254,8,2,4,0,0,0,exp004_public_blend_relaxed_static,exp004_public_blend_relaxed_static,9080.0
18,kojimar_5800_minimal_blend,114578.0,13.35098890724301,34,12,beicicc_6645 | exp002_public_blend_6500_fast | exp003_rule_audit_compress | exp004_public_blend_relaxed_static | exp008_extra_public_sources_strict | exp012_signature_scatter_lookup | exp014_sparse_object_template_bank | exp016_signature_scatternd_lookup | exp023_graph_surgery_exp016_surgery_prune_unused_initializers | exp_b035_new_source_full_arc_blend | exp_b036_beicicc_full_arc_blend | kojimar_5800_minimal_blend,22,16,4,32,0,1,exp004_public_blend_relaxed_static,exp004_public_blend_relaxed_static,114578.0
