task_id,cost,local_points,initializer_count,initializer_params,unused_count,unused_params,duplicate_groups,duplicate_wasted_params,uniform_safe_count,uniform_safe_saveable_params,total_seddik_style_saveable,primary_category,transformations,cost_gap_to_600,cost_gap_to_250
310,25739,14.844237369643414,17,166,0,0,0,0,0,0,0,Pattern_Recognition,Cropping | Object Detection | Color Mapping | Filling Regions,3.7588329751404377,4.63430171249434
228,25086,14.86993479941538,15,78,0,0,0,0,0,0,0,Object_Based,Reflection | Object Detection | Sorting | Color Mapping | Symmetry Completion,3.733135545368471,4.608604282722373
289,24972,14.874489523818365,17,80,0,0,0,0,0,0,0,Spatial_and_Geometric,Tiling,3.7285808209654867,4.604049558319389
333,24893,14.877658081568091,19,53,0,0,0,0,0,0,0,Object_Based,Translation | Shifting | Object Detection | Gravity | Color Mapping | Filling Regions,3.7254122632157607,4.600881000569663
183,24878,14.87826084223009,9,38,0,0,0,0,0,0,0,Object_Based,Cropping | Object Detection | Color Mapping | Filling Regions,3.7248095025537626,4.600278239907665
166,24789,14.881844714630706,8,37,0,0,0,0,0,0,0,Color_and_Logical,Flood Fill,3.721225630153146,4.596694367507048
293,24771,14.882571106914462,20,496,0,0,0,0,0,0,0,Color_and_Logical,Object Detection | Color Swapping,3.72049923786939,4.595967975223292
390,24692,14.885765416486214,11,968,0,0,0,0,0,0,0,Object_Based,Translation | Object Detection,3.7173049282976383,4.59277366565154
189,24649,14.887508389303385,55,269,0,0,0,0,0,0,0,Pattern_Recognition,Cropping | Object Detection | Color Mapping | Filling Regions,3.7155619554804673,4.591030692834369
163,24085,14.910655480935679,22,1655,0,0,0,0,0,0,0,Object_Based,Gravity | Object Detection | Sorting | Color Mapping,3.692414863848173,4.567883601202075
175,23859,14.920083216374755,26,503,0,0,0,0,0,0,0,Pattern_Recognition,Flood Fill | In-painting,3.6829871284090974,4.558455865762999
169,23629,14.929769949800432,63,656,0,0,0,0,0,0,0,Object_Based,Object Detection | Sorting | Color Mapping,3.6733003949834195,4.548769132337322
82,23479,14.936138316402742,10,79,0,0,0,0,0,0,0,Spatial_and_Geometric,Tiling,3.66693202838111,4.542400765735012
376,23413,14.938953297362508,16,151,0,0,0,0,0,0,0,Spatial_and_Geometric,Tiling,3.6641170474213443,4.539585784775246
8,23289,14.94426357492621,21,61,0,0,0,0,0,0,0,Object_Based,Translation | Gravity,3.6588067698576427,4.534275507211545
218,23202,14.948006239164648,21,44,0,0,0,0,0,0,0,Object_Based,Cropping | Object Detection | Background Separation | Filling Regions,3.6550641056192035,4.5305328429731055
287,22566,14.975800372301608,13,38,0,0,0,0,0,0,0,Pattern_Recognition,Reflection | Symmetry Completion,3.627269972482244,4.502738709836146
268,22387,14.983764287772118,30,99,0,0,0,0,0,0,0,Pattern_Recognition,Object Detection | Flood Fill | Filling Regions,3.619306057011734,4.494774794365636
247,22031,14.999794168587435,6,33,0,0,0,0,0,0,0,Object_Based,Object Detection | Sorting,3.6032761761964167,4.478744913550319
148,22029,14.99988495388028,16,353,0,0,0,0,0,0,0,Pattern_Recognition,Object Detection | Gravity | Color Mapping | Filling Regions,3.6031853909035725,4.4786541282574746
74,21825,15.009188619292196,13,45,0,0,0,0,0,0,0,Pattern_Recognition,Translation | Shifting | Object Detection | Sorting | Color Mapping | Filling Regions | In-painting,3.5938817254916557,4.469350462845558
308,21799,15.010380623834585,14,101,0,0,0,0,0,0,0,Pattern_Recognition,Cropping | Object Detection | Color Mapping | Filling Regions,3.5926897209492665,4.468158458303169
23,21433,15.027312930662868,13,490,0,0,0,0,0,0,0,Object_Based,Object Detection | Shape Matching | Color Mapping,3.575757414120984,4.451226151474886
66,21408,15.028480037072045,21,4446,0,0,0,0,0,0,0,Pattern_Recognition,Flood Fill | Filling Regions,3.574590307711807,4.450059045065709
79,21383,15.029648507210364,7,245,0,0,0,0,0,0,0,Pattern_Recognition,Cropping | Object Detection | Symmetry Completion,3.5734218375734876,4.44889057492739
371,21181,15.039140167606002,14,89,0,0,0,0,0,0,0,Pattern_Recognition,Object Detection | Color Mapping | Filling Regions,3.56393017717785,4.439398914531752
256,21123,15.041882226812756,17,1073,0,0,0,0,0,0,0,Object_Based,Translation | Shifting | Object Detection | Gravity | Color Mapping | Filling Regions,3.5611881179710956,4.436656855324998
397,21041,15.045771805760689,29,95,0,0,0,0,0,0,0,Object_Based,Object Detection | Gravity | Color Mapping | Filling Regions,3.5572985390231633,4.432767276377065
168,20403,15.076562772156251,10,185,0,0,0,0,0,0,0,Pattern_Recognition,Rotation | Reflection | Object Detection | Symmetry Completion,3.526507572627601,4.401976309981503
59,20387,15.077347278202861,16,2547,0,0,0,0,0,0,0,Object_Based,Translation | Gravity,3.5257230665809907,4.401191803934893
242,20119,15.090580078810763,7,45,0,0,0,0,0,0,0,Pattern_Recognition,Cropping | Object Detection | Symmetry Completion | Filling Regions,3.5124902659730886,4.387959003326991
350,19831,15.10499835111417,7,31,0,0,0,0,0,0,0,Pattern_Recognition,Object Detection | Gravity | Flood Fill | Filling Regions,3.498071993669681,4.373540731023583
84,19513,15.121163810905001,14,113,0,0,0,0,0,0,0,Pattern_Recognition,Shifting | Color Mapping | Line Extrapolation,3.481906533878851,4.357375271232753
143,19441,15.12486048297936,15,57,0,0,0,0,0,0,0,Object_Based,Object Detection | Sorting | Color Mapping,3.4782098618044923,4.353678599158394
61,18914,15.152342332424542,12,1972,0,0,0,0,0,0,0,Pattern_Recognition,Color Mapping | In-painting,3.45072801235931,4.326196749713212
341,18865,15.15493636760159,52,289,0,0,0,0,0,0,0,Object_Based,Translation | Object Detection | Gravity | Color Mapping | Filling Regions,3.4481339771822626,4.323602714536165
31,18616,15.168223295017873,13,58,0,0,0,0,0,0,0,Object_Based,Cropping | Object Detection,3.4348470497659793,4.310315787119881
319,18368,15.181634700880707,13,7608,0,0,0,0,0,0,0,Pattern_Recognition,Cropping | Object Detection | Color Mapping | Filling Regions,3.421435643903145,4.296904381257047
217,17924,15.206104124093967,5,23,0,0,0,0,0,0,0,Spatial_and_Geometric,Translation | Tiling | Object Detection,3.396966220689885,4.272434958043787
354,17007,15.258619697007587,15,147,0,0,0,0,0,0,0,Object_Based,Object Detection | Shape Matching | Color Mapping,3.3444506477762648,4.219919385130167
119,16640,15.280435285624801,23,101,0,0,0,0,0,0,0,Pattern_Recognition,Reflection | Color Mapping | Symmetry Completion,3.322635059159051,4.198103796512953
199,16157,15.30989132872317,14,54,0,0,0,0,0,0,0,Object_Based,Translation | Shifting | Gravity | Color Mapping | Filling Regions,3.293179016060682,4.168647753414584
130,15948,15.322911291498754,5,108,0,0,0,0,0,0,0,Spatial_and_Geometric,Cropping | Object Detection,3.2801590532850984,4.1556277906390005
361,15917,15.324857000570146,20,276,0,0,0,0,0,0,0,Pattern_Recognition,Reflection | Translation | Object Detection | Color Mapping | Symmetry Completion,3.2782133442137056,4.153682081567608
141,15819,15.33103297180142,10,69,0,0,0,0,0,0,0,Pattern_Recognition,Reflection | Object Detection | Color Mapping | Symmetry Completion,3.2720373729824317,4.147506110336334
374,15742,15.335912421297605,13,134,0,0,0,0,0,0,0,Object_Based,Object Detection | Sorting | Color Mapping,3.2671579234862467,4.142626660840149
93,15458,15.354118052333183,10,58,0,0,0,0,0,0,0,Object_Based,Gravity | Object Detection | Collision Detection | Color Mapping,3.248952292450669,4.124421029804571
35,15363,15.36028269986934,16,51,0,0,0,0,0,0,0,Color_and_Logical,Object Detection | Collision Detection | Color Swapping | Color Mapping,3.2427876449145128,4.118256382268415
375,15172,15.372793097191211,12,59,0,0,0,0,0,0,0,Pattern_Recognition,Reflection | Cropping | Object Detection | Color Mapping | Symmetry Completion,3.2302772475926407,4.105745984946543
298,14948,15.387667209394625,19,534,0,0,0,0,0,0,0,Color_and_Logical,Color Swapping | Background Separation | Filling Regions,3.215403135389227,4.090871872743129
277,14617,15.410059486110708,17,250,0,0,0,0,0,0,0,Color_and_Logical,Object Detection | Color Mapping,3.1930108586731443,4.068479596027046
304,14494,15.418509950330773,9,18,0,0,0,0,0,0,0,Spatial_and_Geometric,Tiling,3.1845603944530794,4.060029131806981
237,14324,15.430308268881676,11,41,0,0,0,0,0,0,0,Object_Based,Object Detection | Gravity | Color Mapping | Filling Regions,3.1727620759021757,4.048230813256078
195,14229,15.436962585454308,10,1919,0,0,0,0,0,0,0,Pattern_Recognition,Cropping | Object Detection | Color Mapping | Symmetry Completion,3.1661077593295435,4.0415764966834455
125,13417,15.495722161409528,10,247,0,0,0,0,0,0,0,Pattern_Recognition,Translation | Object Detection | Color Mapping | Filling Regions,3.1073481833743237,3.982816920728226
246,13391,15.497661881504435,11,431,0,0,0,0,0,0,0,Pattern_Recognition,Object Detection | Color Mapping | Filling Regions,3.105408463279417,3.9808772006333193
12,12639,15.555457449352874,13,102,0,0,0,0,0,0,0,Pattern_Recognition,Translation | Object Detection | Color Mapping | Symmetry Completion,3.0476128954309782,3.9230816327848803
102,12607,15.55799250576873,26,532,0,0,0,0,0,0,0,Color_and_Logical,Object Detection | Flood Fill,3.0450778390151214,3.9205465763690235
68,12589,15.55942130423374,11,27,0,0,0,0,0,0,0,Object_Based,Translation | Object Detection | Gravity | Color Mapping | Filling Regions,3.043649040550111,3.919117777904013
260,12474,15.568598242913932,15,142,0,0,0,0,0,0,0,Pattern_Recognition,Translation | Symmetry Completion,3.0344721018699197,3.9099408392238217
295,12190,15.591628777524683,11,65,0,0,0,0,0,0,0,Pattern_Recognition,Translation | Filling Regions,3.011441567259169,3.886910304613071
342,12153,15.5946686681292,16,237,0,0,0,0,0,0,0,Object_Based,Translation | Object Detection | Gravity | Sorting,3.0084016766546515,3.8838704140085536
250,12141,15.595656566456025,19,69,0,0,0,0,0,0,0,Object_Based,Translation | Gravity,3.0074137783278267,3.882882515681729
30,11998,15.607504751786962,19,170,0,0,0,0,0,0,0,Object_Based,Translation | Gravity,2.99556559299689,3.871034330350792
362,11939,15.612434368654611,11,45,0,0,0,0,0,0,0,Object_Based,Shifting | Object Detection | Gravity,2.9906359761292407,3.8661047134831428
355,11795,15.624569008158225,12,89,0,0,0,0,0,0,0,Object_Based,Object Detection | Outlier Detection | Color Mapping,2.9785013366256265,3.8539700739795286
41,11769,15.626775765122337,7,29,0,0,0,0,0,0,0,Pattern_Recognition,Object Detection | Flood Fill | Filling Regions,2.9762945796615146,3.8517633170154166
345,11716,15.631289292052376,23,1856,0,0,0,0,0,0,0,Object_Based,Translation | Shifting | Gravity,2.971781052731476,3.847249790085378
290,11708,15.631972352188223,14,94,0,0,0,0,0,0,0,Spatial_and_Geometric,Cropping | Color Mapping,2.971097992595629,3.846566729949531
124,11673,15.634966238347337,16,353,0,0,0,0,0,0,0,Pattern_Recognition,Translation | Shifting | Filling Regions | Line Extrapolation,2.968104106436515,3.843572843790417
78,11496,15.65024557224114,11,36,0,0,0,0,0,0,0,Object_Based,Gravity | Object Detection | Collision Detection | Color Mapping,2.952824772542712,3.828293509896614
153,11212,15.675260087715321,12,2788,0,0,0,0,0,0,0,Object_Based,Cropping | Object Detection | Sorting,2.927810257068531,3.803278994422433
190,11204,15.675973863620001,40,178,0,0,0,0,0,0,0,Pattern_Recognition,Translation | Object Detection | Line Extrapolation,2.9270964811638507,3.8025652185177528
360,11146,15.681164031870518,13,26,0,0,0,0,0,0,0,Object_Based,Cropping | Object Detection | Background Separation,2.9219063129133342,3.7973750502672363
225,11078,15.68728356140695,24,650,0,0,0,0,0,0,0,Pattern_Recognition,Reflection | Tiling | Object Detection | Sorting | Color Mapping | Symmetry Completion,2.915786783376902,3.791255520730804
188,10664,15.725371138141455,15,48,0,0,0,0,0,0,0,Spatial_and_Geometric,Cropping,2.877699206642397,3.7531679439962993
94,10453,15.745355702467293,12,113,0,0,0,0,0,0,0,Pattern_Recognition,Translation | Object Detection | Color Mapping | Filling Regions,2.8577146423165587,3.7331833796704608
329,10260,15.76399188127524,10,46,0,0,0,0,0,0,0,Object_Based,Outlier Detection | Color Mapping,2.8390784635086117,3.7145472008625138
391,10021,15.787561829941671,12,29,0,0,0,0,0,0,0,Object_Based,Object Detection | Outlier Detection | Color Mapping | Filling Regions,2.815508514842181,3.690977252196083
312,9979,15.791761836115688,9,19,0,0,0,0,0,0,0,Color_and_Logical,Object Detection | Color Mapping,2.811308508668164,3.686777246022066
315,9557,15.83497085073382,4,17,0,0,0,0,0,0,0,Spatial_and_Geometric,Tiling,2.7680994940500323,3.6435682314039344
50,9475,15.843587970049374,9,250,0,0,0,0,0,0,0,Pattern_Recognition,Object Detection | Flood Fill | Color Mapping | Filling Regions,2.7594823747344783,3.6349511120883804
346,9178,15.875435405045222,12,109,0,0,0,0,0,0,0,Object_Based,Cropping | Object Detection | Outlier Detection | Color Mapping | Filling Regions,2.72763493973863,3.603103677092532
297,9172,15.876089356022204,18,96,0,0,0,0,0,0,0,Pattern_Recognition,Tiling | Object Detection | Color Mapping | Filling Regions,2.726980988761648,3.60244972611555
3,9102,15.883750551423413,10,10,0,0,0,0,0,0,0,Spatial_and_Geometric,Tiling | Color Mapping,2.719319793360439,3.5947885307143412
24,9080,15.88617052840466,11,260,0,0,0,0,0,0,0,Object_Based,Object Detection | Gravity | Color Mapping | Filling Regions,2.7168998163791915,3.5923685537330936
249,8999,15.895131260966052,14,323,0,0,0,0,0,0,0,Spatial_and_Geometric,Tiling,2.7079390838178004,3.5834078211717024
28,8990,15.896131872534333,11,314,0,0,0,0,0,0,0,Pattern_Recognition,Translation | Shifting | Object Detection | Color Mapping | Filling Regions,2.7069384722495187,3.5824072096034207
332,8990,15.896131872534333,17,164,0,0,0,0,0,0,0,Color_and_Logical,Color Mapping,2.7069384722495187,3.5824072096034207
269,8602,15.940249986656319,18,96,0,0,0,0,0,0,0,Spatial_and_Geometric,Tiling | Magnification | Object Detection | Sorting | Color Mapping | Filling Regions,2.662820358127533,3.538289095481435
314,8594,15.941180435665059,83,178,0,0,0,0,0,0,0,Object_Based,Object Detection | Sorting | Color Mapping,2.661889909118793,3.537358646472695
274,8581,15.942694264192879,11,389,0,0,0,0,0,0,0,Pattern_Recognition,Cropping | Object Detection | Color Mapping | Filling Regions,2.6603760805909733,3.5358448179448754
42,8518,15.950063149516842,23,728,0,0,0,0,0,0,0,Object_Based,Object Detection | Gravity | Color Mapping,2.6530071952670102,3.5284759326209123
200,8306,15.975266575809302,17,54,0,0,0,0,0,0,0,Pattern_Recognition,Translation | Shifting | Object Detection | Sorting | Color Mapping | Filling Regions | Line Extrapolation,2.62780376897455,3.503272506328452
263,8054,16.006075858588602,27,52,0,0,0,0,0,0,0,Object_Based,Cropping | Object Detection | Outlier Detection | Color Mapping | Symmetry Completion,2.59699448619525,3.472463223549152
254,7956,16.018318360026136,27,158,0,0,0,0,0,0,0,Object_Based,Object Detection | Gravity | Color Mapping,2.584751984757716,3.460220722111618
176,7920,16.022853515191528,9,120,0,0,0,0,0,0,0,Pattern_Recognition,Object Detection | Sorting | Color Mapping | Filling Regions,2.580216829592324,3.455685566946226
372,7880,16.027916817148075,7,12,0,0,0,0,0,0,0,Object_Based,Translation | Gravity,2.575153527635777,3.450622264989679
40,7868,16.02944082049105,20,62,0,0,0,0,0,0,0,Color_and_Logical,Color Mapping,2.5736295242928016,3.4490982616467036
302,7796,16.03863393937255,4,20,0,0,0,0,0,0,0,Pattern_Recognition,Object Detection | Shape Matching | Color Mapping | Filling Regions,2.5644364054113034,3.4399051427652054
39,7772,16.04171718950267,9,28,0,0,0,0,0,0,0,Spatial_and_Geometric,Cropping | Object Detection,2.561353155281182,3.436821892635084
369,7729,16.04726523289313,11,529,0,0,0,0,0,0,0,Color_and_Logical,Object Detection | Sorting | Color Mapping,2.5558051118907237,3.4312738492446258
327,7548,16.07096209351156,9,32,0,0,0,0,0,0,0,Pattern_Recognition,Translation | Shifting | Line Extrapolation,2.532108251272291,3.407576988626193
180,7450,16.084030688626395,5,922,0,0,0,0,0,0,0,Pattern_Recognition,Cropping | Object Detection | Color Mapping | Filling Regions,2.5190396561574566,3.3945083935113587
7,7271,16.108350887349943,13,31,0,0,0,0,0,0,0,Pattern_Recognition,Tiling | Color Mapping | Filling Regions,2.4947194574339093,3.3701881947878114
348,7207,16.11719194507556,12,139,0,0,0,0,0,0,0,Pattern_Recognition,Translation | Shifting | Object Detection | Sorting | Color Mapping | Symmetry Completion | Filling Regions,2.485878399708291,3.361347137062193
43,7119,16.129477454896126,14,139,0,0,0,0,0,0,0,Color_and_Logical,Translation | Color Mapping,2.473592889887726,3.3490616272416283
105,7055,16.138508135713085,18,68,0,0,0,0,0,0,0,Pattern_Recognition,Color Mapping | Filling Regions,2.464562209070767,3.340030946424669
259,6843,16.169018489047502,15,50,0,0,0,0,0,0,0,Object_Based,Cropping | Object Detection,2.4340518557363495,3.3095205930902516
352,6626,16.20124341714016,7,26,0,0,0,0,0,0,0,Pattern_Recognition,Translation | Object Detection | Gravity | Color Mapping | Filling Regions,2.401826927643693,3.2772956649975953
100,6536,16.21491936346016,14,43,0,0,0,0,0,0,0,Object_Based,Cropping | Object Detection | Color Mapping | Filling Regions,2.3881509813236903,3.2636197186775924
121,6530,16.215837777729526,17,46,0,0,0,0,0,0,0,Object_Based,Cropping | Object Detection | Color Mapping,2.387232567054326,3.2627013044082283
388,6468,16.225377779303003,32,186,0,0,0,0,0,0,0,Spatial_and_Geometric,Tiling | Cropping | Color Mapping | Symmetry Completion,2.3776925654808494,3.2531613028347515
292,6305,16.250901751600978,9,65,0,0,0,0,0,0,0,Color_and_Logical,Object Detection | Sorting | Color Mapping | Symmetry Completion,2.352168593182874,3.2276373305367763
336,6036,16.294503180112258,12,136,0,0,0,0,0,0,0,Pattern_Recognition,Flood Fill | Filling Regions,2.3085671646715937,3.184035902025496
273,5937,16.311040765729324,13,37,0,0,0,0,0,0,0,Pattern_Recognition,Object Detection | Shape Matching | Color Mapping | Filling Regions,2.292029579054528,3.1674983164084303
48,5609,16.367872270491663,15,66,0,0,0,0,0,0,0,Object_Based,Object Detection | Outlier Detection | Color Mapping,2.235198074292189,3.110666811646091
60,5581,16.372876749211567,18,181,0,0,0,0,0,0,0,Pattern_Recognition,Object Detection | Sorting | Color Mapping | Filling Regions,2.2301935955722847,3.1056623329261868
226,5559,16.37682648504653,15,151,0,0,0,0,0,0,0,Pattern_Recognition,Object Detection | Sorting | Color Mapping | Filling Regions,2.2262438597373233,3.1017125970912254
321,5511,16.385498626116764,11,135,0,0,0,0,0,0,0,Object_Based,Cropping | Object Detection | Color Mapping,2.217571718667088,3.09304045602099
353,5411,16.403810802357263,13,225,0,0,0,0,0,0,0,Object_Based,Translation | Gravity,2.1992595424265886,3.0747282797804907
320,5190,16.445511023840066,11,141,0,0,0,0,0,0,0,Object_Based,Gravity | Color Mapping | Filling Regions,2.157559320943786,3.0330280582976883
10,5016,16.479611917687244,26,77,0,0,0,0,0,0,0,Object_Based,Object Detection | Sorting | Color Mapping,2.123458427096608,2.99892716445051
356,5002,16.482406888562437,10,122,0,0,0,0,0,0,0,Pattern_Recognition,Object Detection | Flood Fill | Filling Regions,2.120663456221415,2.996132193575317
99,4910,16.500970779211436,2,4910,0,0,0,0,0,0,0,Color_and_Logical,Object Detection | Shape Matching | Flood Fill | Color Mapping | Filling Regions,2.1020995655724164,2.9775683029263185
136,4837,16.515950027177016,10,137,0,0,0,0,0,0,0,Object_Based,Translation | Object Detection | Color Mapping,2.0871203176068356,2.9625890549607377
394,4753,16.53346872338599,14,35,0,0,0,0,0,0,0,Pattern_Recognition,Cropping | Outlier Detection | Color Mapping | Filling Regions,2.0696016213978616,2.9450703587517637
160,4586,16.56923653658215,11,66,0,0,0,0,0,0,0,Pattern_Recognition,Object Detection | Color Mapping | Filling Regions,2.0338338082017025,2.9093025455556045
323,4533,16.58086074905915,6,646,0,0,0,0,0,0,0,Object_Based,Translation | Shifting | Object Detection | Gravity | Color Mapping | Filling Regions,2.0222095957247035,2.8976783330786056
291,4327,16.627370259775116,9,931,0,0,0,0,0,0,0,Object_Based,Object Detection | Sorting | Color Mapping,1.9757000850087358,2.851168822362638
123,4104,16.680282613149394,13,949,0,0,0,0,0,0,0,Spatial_and_Geometric,Tiling | Cropping | Color Mapping | Filling Regions,1.9227877316344575,2.7982564689883596
305,3952,16.71802294113224,4,284,0,0,0,0,0,0,0,Pattern_Recognition,Translation | Filling Regions,1.8850474036516118,2.760516141005514
316,3903,16.730499232819383,19,155,0,0,0,0,0,0,0,Object_Based,Cropping | Object Detection | Sorting,1.8725711119644686,2.7480398493183706
262,3770,16.765169719557946,10,26,0,0,0,0,0,0,0,Object_Based,Object Detection | Sorting | Color Mapping,1.837900625225906,2.713369362579808
104,3682,16.788788638206977,16,990,0,0,0,0,0,0,0,Spatial_and_Geometric,Tiling | Cropping | Object Detection | Color Mapping | Filling Regions,1.8142817065768746,2.6897504439307767
381,3681,16.78906026662098,11,41,0,0,0,0,0,0,0,Pattern_Recognition,Object Detection | Color Mapping | Filling Regions,1.8140100781628732,2.6894788155167753
139,3630,16.803012072741105,22,174,0,0,0,0,0,0,0,Pattern_Recognition,Object Detection | Color Mapping | Filling Regions,1.8000582720427474,2.6755270093966494
32,3405,16.86699978141639,10,69,0,0,0,0,0,0,0,Object_Based,Gravity | Object Detection | Sorting,1.7360705633674627,2.6115393007213648
47,3024,16.985664262700574,8,36,0,0,0,0,0,0,0,Object_Based,Translation | Shifting | Object Detection | Gravity | Color Mapping | Filling Regions,1.6174060820832779,2.49287481943718
227,2927,17.018266713308115,10,47,0,0,0,0,0,0,0,Object_Based,Translation | Gravity | Collision Detection | Color Mapping,1.5848036314757366,2.4602723688296386
1,2843,17.047384888349,4,24,0,0,0,0,0,0,0,Spatial_and_Geometric,Tiling,1.5556854564348512,2.4311541937887533
122,2510,17.17196196787417,2,2510,0,0,0,0,0,0,0,Object_Based,Shifting | Object Detection | Gravity,1.4311083769096804,2.3065771142635825
344,2510,17.17196196787417,2,2510,0,0,0,0,0,0,0,Object_Based,Object Detection | Collision Detection | Color Mapping,1.4311083769096804,2.3065771142635825
81,2307,17.256296741826247,17,109,0,0,0,0,0,0,0,Color_and_Logical,Object Detection | Color Mapping,1.3467736029576045,2.2222423403115066
146,2256,17.27865138738205,10,24,0,0,0,0,0,0,0,Object_Based,Object Detection | Sorting | Color Mapping,1.3244189574018002,2.1998876947557022
38,2193,17.306974251582112,13,77,0,0,0,0,0,0,0,Object_Based,Cropping | Object Detection | Color Mapping | Filling Regions,1.29609609320174,2.171564830555642
386,2183,17.311544643450056,2,20,0,0,0,0,0,0,0,Object_Based,Cropping | Object Detection | Sorting | Color Mapping | Filling Regions,1.2915257013337964,2.1669944386876985
389,1898,17.451444020830127,9,42,0,0,0,0,0,0,0,Object_Based,Object Detection | Sorting | Color Mapping | Filling Regions,1.1516263239537246,2.0270950613076266
207,1875,17.463636061595487,15,35,0,0,0,0,0,0,0,Spatial_and_Geometric,Cropping,1.1394342831883648,2.014903020542267
399,1839,17.48302277539568,4,909,0,0,0,0,0,0,0,Pattern_Recognition,Cropping | Object Detection | Color Mapping | Filling Regions,1.1200475693881735,1.9955163067420756
83,1800,17.504458056115745,1,1800,0,0,0,0,0,0,0,Spatial_and_Geometric,Tiling | Symmetry Completion,1.0986122886681073,1.9740810260220094
108,1800,17.504458056115745,1,1800,0,0,0,0,0,0,0,Object_Based,Magnification | Object Detection | Sorting | Filling Regions,1.0986122886681073,1.9740810260220094
142,1800,17.504458056115745,1,1800,0,0,0,0,0,0,0,Pattern_Recognition,Reflection | Symmetry Completion,1.0986122886681073,1.9740810260220094
152,1800,17.504458056115745,1,1800,0,0,0,0,0,0,0,Pattern_Recognition,Reflection | Tiling | Symmetry Completion,1.0986122886681073,1.9740810260220094
194,1800,17.504458056115745,1,1800,0,0,0,0,0,0,0,Spatial_and_Geometric,Reflection | Tiling | Symmetry Completion,1.0986122886681073,1.9740810260220094
211,1800,17.504458056115745,1,1800,0,0,0,0,0,0,0,Spatial_and_Geometric,Tiling,1.0986122886681073,1.9740810260220094
214,1800,17.504458056115745,1,1800,0,0,0,0,0,0,0,Pattern_Recognition,Translation | Shifting | Object Detection | Color Mapping | Filling Regions,1.0986122886681073,1.9740810260220094
223,1800,17.504458056115745,1,1800,0,0,0,0,0,0,0,Spatial_and_Geometric,Tiling | Magnification,1.0986122886681073,1.9740810260220094
307,1800,17.504458056115745,1,1800,0,0,0,0,0,0,0,Spatial_and_Geometric,Magnification,1.0986122886681073,1.9740810260220094
299,1790,17.5100291011652,8,62,0,0,0,0,0,0,0,Object_Based,Translation | Shifting | Gravity | Color Mapping | Filling Regions,1.0930412436186536,1.9685099809725557
395,1667,17.581219117249205,10,47,0,0,0,0,0,0,0,Object_Based,Object Detection | Sorting | Color Mapping,1.021851227534647,1.897319964888549
6,1631,17.603051397378987,10,47,0,0,0,0,0,0,0,Object_Based,Object Detection | Sorting | Color Mapping,1.0000189474048646,1.8754876847587667
347,1607,17.61787563426249,2,20,0,0,0,0,0,0,0,Object_Based,Cropping | Object Detection | Sorting | Color Mapping,0.9851947105213625,1.8606634478752646
229,1409,17.74936448810132,12,45,0,0,0,0,0,0,0,Color_and_Logical,Sorting | Color Mapping,0.8537058566825309,1.729174594036433
235,1338,17.801068759311825,19,114,0,0,0,0,0,0,0,Object_Based,Object Detection | Sorting | Color Mapping,0.802001585472027,1.6774703228259291
72,1309,17.8229812340901,8,49,0,0,0,0,0,0,0,Object_Based,Object Detection | Gravity | Color Mapping | Filling Regions,0.7800891106937513,1.6555578480476534
181,1194,17.91493570604745,21,86,0,0,0,0,0,0,0,Object_Based,Translation | Object Detection | Gravity,0.6881346387364005,1.5636033760903025
106,1164,17.940382371708615,16,125,0,0,0,0,0,0,0,Pattern_Recognition,Reflection | Tiling | Symmetry Completion,0.6626879730752364,1.5381567104291385
257,1077,18.01806532284361,11,53,0,0,0,0,0,0,0,Object_Based,Cropping | Object Detection | Sorting | Color Mapping | Filling Regions,0.5850050219402405,1.4604737592941426
150,1014,18.078341815848873,6,36,0,0,0,0,0,0,0,Spatial_and_Geometric,Rotation,0.524728528934979,1.400197266288881
155,1014,18.078341815848873,6,36,0,0,0,0,0,0,0,Spatial_and_Geometric,Reflection,0.524728528934979,1.400197266288881
73,910,18.186555400489105,2,910,0,0,0,0,0,0,0,Object_Based,Gravity | Object Detection | Color Swapping,0.41651494429474667,1.2919836816486487
95,910,18.186555400489105,2,910,0,0,0,0,0,0,0,Pattern_Recognition,Translation | Object Detection | Color Mapping | Filling Regions,0.41651494429474667,1.2919836816486487
98,910,18.186555400489105,2,910,0,0,0,0,0,0,0,Pattern_Recognition,Object Detection | Color Mapping | Filling Regions,0.41651494429474667,1.2919836816486487
120,910,18.186555400489105,2,910,0,0,0,0,0,0,0,Pattern_Recognition,Object Detection | Shape Matching | Color Mapping | Filling Regions,0.41651494429474667,1.2919836816486487
147,910,18.186555400489105,2,910,0,0,0,0,0,0,0,Color_and_Logical,Object Detection | Sorting | Color Mapping,0.41651494429474667,1.2919836816486487
151,910,18.186555400489105,2,910,0,0,0,0,0,0,0,Pattern_Recognition,Object Detection | Collision Detection | Color Mapping | Filling Regions,0.41651494429474667,1.2919836816486487
171,910,18.186555400489105,2,910,0,0,0,0,0,0,0,Pattern_Recognition,Color Mapping | Filling Regions,0.41651494429474667,1.2919836816486487
266,910,18.186555400489105,2,910,0,0,0,0,0,0,0,Object_Based,Translation | Object Detection | Color Mapping,0.41651494429474667,1.2919836816486487
272,910,18.186555400489105,2,910,0,0,0,0,0,0,0,Object_Based,Outlier Detection | Color Mapping,0.41651494429474667,1.2919836816486487
283,910,18.186555400489105,2,910,0,0,0,0,0,0,0,Object_Based,Object Detection | Shape Matching | Color Mapping | Filling Regions,0.41651494429474667,1.2919836816486487
