task_id,shape,rank,rule,pass_count,fail_count
263,3x3,2,bbox_bottom_left_dr0_dc0_id,66,201
263,3x3,3,bottom_left_dr0_dc0_id,66,201
263,3x3,4,bbox_top_right_dr0_dc0_id,60,207
263,3x3,5,top_right_dr0_dc0_id,60,207
263,3x3,6,bbox_center_dr0_dc0_id,57,210
263,3x3,7,center_dr0_dc0_id,57,210
263,3x3,8,bbox_top_left_dr0_dc0_id,54,213
263,3x3,9,top_left_dr0_dc0_id,54,213
263,3x3,10,bbox_bottom_right_dr0_dc0_transpose,16,251
263,3x3,11,bottom_right_dr0_dc0_transpose,16,251
263,3x3,12,bbox_center_dr0_dc0_anti_transpose,15,252
263,3x3,13,bbox_top_left_dr0_dc0_anti_transpose,15,252
263,3x3,14,bbox_top_right_dr0_dc0_anti_transpose,15,252
263,3x3,15,center_dr0_dc0_anti_transpose,15,252
263,3x3,16,top_left_dr0_dc0_anti_transpose,15,252
263,3x3,17,top_right_dr0_dc0_anti_transpose,15,252
263,3x3,18,bbox_bottom_left_dr0_dc0_transpose,14,253
263,3x3,19,bbox_top_right_dr0_dc0_transpose,14,253
271,3x3,0,bbox_bottom_left_dr0_dc0_id,31,236
271,3x3,1,bbox_top_left_dr0_dc0_id,31,236
271,3x3,2,bbox_top_right_dr0_dc0_id,31,236
271,3x3,3,bbox_bottom_right_dr0_dc0_id,28,239
271,3x3,4,bottom_right_dr0_dc0_id,20,247
271,3x3,5,bbox_top_left_dr0_dc1_id,19,248
271,3x3,6,top_left_dr0_dc1_id,17,250
271,3x3,7,top_left_dr0_dc0_id,16,251
271,3x3,8,top_right_dr0_dc0_id,16,251
271,3x3,9,top_right_dr1_dc0_id,15,252
271,3x3,10,bottom_left_dr0_dc0_id,14,253
271,3x3,11,bbox_top_right_dr0_dc-1_id,13,254
271,3x3,12,bbox_top_right_dr1_dc0_id,13,254
271,3x3,13,top_right_dr0_dc-1_id,13,254
271,3x3,14,bbox_bottom_left_dr-1_dc0_id,12,255
271,3x3,15,bbox_bottom_left_dr0_dc1_id,12,255
271,3x3,16,bbox_bottom_right_dr0_dc-1_id,12,255
271,3x3,17,bottom_left_dr0_dc1_id,12,255
271,3x3,18,top_left_dr1_dc0_id,11,256
271,3x3,19,bbox_top_left_dr1_dc0_id,10,257
274,3x3,0,bbox_top_left_dr1_dc1_flipud,54,215
274,3x3,1,bbox_top_left_dr1_dc1_rot180,54,215
274,3x3,2,bbox_top_right_dr1_dc-1_flipud,54,215
274,3x3,3,bbox_top_right_dr1_dc-1_rot180,54,215
274,3x3,4,center_dr-1_dc0_flipud,20,249
274,3x3,5,center_dr-1_dc0_rot180,20,249
274,3x3,6,center_dr0_dc0_flipud,19,250
274,3x3,7,center_dr0_dc0_rot180,19,250
274,3x3,8,bbox_center_dr-1_dc0_flipud,17,252
274,3x3,9,bbox_center_dr-1_dc0_rot180,17,252
274,3x3,10,center_dr-1_dc1_flipud,16,253
274,3x3,11,center_dr-1_dc1_rot180,16,253
274,3x3,12,center_dr0_dc1_flipud,16,253
274,3x3,13,center_dr0_dc1_rot180,16,253
274,3x3,14,bbox_center_dr-1_dc1_flipud,15,254
274,3x3,15,bbox_center_dr-1_dc1_rot180,15,254
274,3x3,16,bbox_center_dr0_dc0_flipud,14,255
274,3x3,17,bbox_center_dr0_dc0_rot180,14,255
274,3x3,18,bbox_center_dr0_dc1_flipud,11,258
274,3x3,19,bbox_center_dr0_dc1_rot180,11,258
291,1x1,0,center_dr-1_dc0_anti_transpose,26,239
291,1x1,1,center_dr-1_dc0_fliplr,26,239
291,1x1,2,center_dr-1_dc0_flipud,26,239
291,1x1,3,center_dr-1_dc0_id,26,239
291,1x1,4,center_dr-1_dc0_rot180,26,239
291,1x1,5,center_dr-1_dc0_rot270,26,239
291,1x1,6,center_dr-1_dc0_rot90,26,239
291,1x1,7,center_dr-1_dc0_transpose,26,239
291,1x1,8,center_dr1_dc-1_anti_transpose,26,239
291,1x1,9,center_dr1_dc-1_fliplr,26,239
291,1x1,10,center_dr1_dc-1_flipud,26,239
291,1x1,11,center_dr1_dc-1_id,26,239
291,1x1,12,center_dr1_dc-1_rot180,26,239
291,1x1,13,center_dr1_dc-1_rot270,26,239
291,1x1,14,center_dr1_dc-1_rot90,26,239
291,1x1,15,center_dr1_dc-1_transpose,26,239
291,1x1,16,bbox_center_dr-1_dc-1_anti_transpose,25,240
291,1x1,17,bbox_center_dr-1_dc-1_fliplr,25,240
291,1x1,18,bbox_center_dr-1_dc-1_flipud,25,240
291,1x1,19,bbox_center_dr-1_dc-1_id,25,240
296,3x3,0,bbox_bottom_left_dr0_dc-1_fliplr,1,267
296,3x3,1,bbox_bottom_left_dr0_dc-1_rot270,1,267
296,3x3,2,bbox_bottom_left_dr0_dc0_anti_transpose,1,267
296,3x3,3,bbox_bottom_left_dr0_dc0_id,1,267
296,3x3,4,bbox_bottom_left_dr1_dc-1_rot180,1,267
296,3x3,5,bbox_bottom_left_dr1_dc-1_transpose,1,267
296,3x3,6,bbox_bottom_left_dr1_dc0_flipud,1,267
296,3x3,7,bbox_bottom_left_dr1_dc0_rot90,1,267
296,3x3,8,bbox_center_dr1_dc-1_anti_transpose,1,267
296,3x3,9,bbox_center_dr1_dc-1_id,1,267
296,3x3,10,bbox_top_left_dr1_dc-1_fliplr,1,267
296,3x3,11,bbox_top_left_dr1_dc-1_rot270,1,267
296,3x3,12,bbox_top_left_dr1_dc0_anti_transpose,1,267
296,3x3,13,bbox_top_left_dr1_dc0_id,1,267
296,3x3,14,bottom_left_dr0_dc-1_fliplr,1,267
296,3x3,15,bottom_left_dr0_dc-1_rot270,1,267
296,3x3,16,bottom_left_dr0_dc0_anti_transpose,1,267
296,3x3,17,bottom_left_dr0_dc0_id,1,267
296,3x3,18,bottom_left_dr1_dc-1_rot180,1,267
296,3x3,19,bottom_left_dr1_dc-1_transpose,1,267
316,3x3,0,bbox_bottom_left_dr-1_dc-1_anti_transpose,0,266
316,3x3,1,bbox_bottom_left_dr-1_dc-1_fliplr,0,266
316,3x3,2,bbox_bottom_left_dr-1_dc-1_flipud,0,266
316,3x3,3,bbox_bottom_left_dr-1_dc-1_id,0,266
316,3x3,4,bbox_bottom_left_dr-1_dc-1_rot180,0,266
316,3x3,5,bbox_bottom_left_dr-1_dc-1_rot270,0,266
316,3x3,6,bbox_bottom_left_dr-1_dc-1_rot90,0,266
316,3x3,7,bbox_bottom_left_dr-1_dc-1_transpose,0,266
316,3x3,8,bbox_bottom_left_dr-1_dc0_anti_transpose,0,266
316,3x3,9,bbox_bottom_left_dr-1_dc0_fliplr,0,266
316,3x3,10,bbox_bottom_left_dr-1_dc0_flipud,0,266
316,3x3,11,bbox_bottom_left_dr-1_dc0_id,0,266
316,3x3,12,bbox_bottom_left_dr-1_dc0_rot180,0,266
316,3x3,13,bbox_bottom_left_dr-1_dc0_rot270,0,266
316,3x3,14,bbox_bottom_left_dr-1_dc0_rot90,0,266
316,3x3,15,bbox_bottom_left_dr-1_dc0_transpose,0,266
316,3x3,16,bbox_bottom_left_dr-1_dc1_anti_transpose,0,266
316,3x3,17,bbox_bottom_left_dr-1_dc1_fliplr,0,266
316,3x3,18,bbox_bottom_left_dr-1_dc1_flipud,0,266
316,3x3,19,bbox_bottom_left_dr-1_dc1_id,0,266
326,2x2,0,bbox_top_left_dr0_dc0_id,266,0
326,2x2,1,top_left_dr0_dc0_id,266,0
326,2x2,2,bbox_top_left_dr0_dc0_transpose,86,180
326,2x2,3,top_left_dr0_dc0_transpose,86,180
326,2x2,4,bbox_top_left_dr0_dc0_anti_transpose,78,188
326,2x2,5,top_left_dr0_dc0_anti_transpose,78,188
326,2x2,6,bbox_center_dr-1_dc-1_id,32,234
326,2x2,7,center_dr-1_dc-1_id,32,234
326,2x2,8,bbox_top_left_dr0_dc0_fliplr,23,243
326,2x2,9,top_left_dr0_dc0_fliplr,23,243
326,2x2,10,bbox_top_left_dr0_dc0_rot180,21,245
326,2x2,11,top_left_dr0_dc0_rot180,21,245
326,2x2,12,bbox_top_left_dr0_dc1_fliplr,19,247
326,2x2,13,top_left_dr0_dc1_fliplr,19,247
326,2x2,14,bbox_center_dr-1_dc-1_anti_transpose,17,249
326,2x2,15,bbox_top_left_dr1_dc0_flipud,17,249
326,2x2,16,center_dr-1_dc-1_anti_transpose,17,249
326,2x2,17,top_left_dr1_dc0_flipud,17,249
326,2x2,18,bbox_top_left_dr0_dc0_flipud,16,250
326,2x2,19,top_left_dr0_dc0_flipud,16,250
334,3x3,0,bbox_bottom_left_dr-1_dc-1_anti_transpose,0,271
334,3x3,1,bbox_bottom_left_dr-1_dc-1_fliplr,0,271
334,3x3,2,bbox_bottom_left_dr-1_dc-1_flipud,0,271
334,3x3,3,bbox_bottom_left_dr-1_dc-1_id,0,271
334,3x3,4,bbox_bottom_left_dr-1_dc-1_rot180,0,271
334,3x3,5,bbox_bottom_left_dr-1_dc-1_rot270,0,271
334,3x3,6,bbox_bottom_left_dr-1_dc-1_rot90,0,271
334,3x3,7,bbox_bottom_left_dr-1_dc-1_transpose,0,271
334,3x3,8,bbox_bottom_left_dr-1_dc0_anti_transpose,0,271
334,3x3,9,bbox_bottom_left_dr-1_dc0_fliplr,0,271
334,3x3,10,bbox_bottom_left_dr-1_dc0_flipud,0,271
334,3x3,11,bbox_bottom_left_dr-1_dc0_id,0,271
334,3x3,12,bbox_bottom_left_dr-1_dc0_rot180,0,271
334,3x3,13,bbox_bottom_left_dr-1_dc0_rot270,0,271
334,3x3,14,bbox_bottom_left_dr-1_dc0_rot90,0,271
334,3x3,15,bbox_bottom_left_dr-1_dc0_transpose,0,271
334,3x3,16,bbox_bottom_left_dr-1_dc1_anti_transpose,0,271
334,3x3,17,bbox_bottom_left_dr-1_dc1_fliplr,0,271
334,3x3,18,bbox_bottom_left_dr-1_dc1_flipud,0,271
334,3x3,19,bbox_bottom_left_dr-1_dc1_id,0,271
346,1x1,0,bbox_top_left_dr0_dc0_anti_transpose,48,219
346,1x1,1,bbox_top_left_dr0_dc0_fliplr,48,219
346,1x1,2,bbox_top_left_dr0_dc0_flipud,48,219
346,1x1,3,bbox_top_left_dr0_dc0_id,48,219
346,1x1,4,bbox_top_left_dr0_dc0_rot180,48,219
346,1x1,5,bbox_top_left_dr0_dc0_rot270,48,219
346,1x1,6,bbox_top_left_dr0_dc0_rot90,48,219
346,1x1,7,bbox_top_left_dr0_dc0_transpose,48,219
346,1x1,8,bbox_bottom_right_dr0_dc0_anti_transpose,45,222
346,1x1,9,bbox_bottom_right_dr0_dc0_fliplr,45,222
346,1x1,10,bbox_bottom_right_dr0_dc0_flipud,45,222
346,1x1,11,bbox_bottom_right_dr0_dc0_id,45,222
346,1x1,12,bbox_bottom_right_dr0_dc0_rot180,45,222
346,1x1,13,bbox_bottom_right_dr0_dc0_rot270,45,222
346,1x1,14,bbox_bottom_right_dr0_dc0_rot90,45,222
346,1x1,15,bbox_bottom_right_dr0_dc0_transpose,45,222
346,1x1,16,bbox_bottom_right_dr0_dc-1_anti_transpose,41,226
346,1x1,17,bbox_bottom_right_dr0_dc-1_fliplr,41,226
346,1x1,18,bbox_bottom_right_dr0_dc-1_flipud,41,226
346,1x1,19,bbox_bottom_right_dr0_dc-1_id,41,226
347,3x3,0,bbox_bottom_left_dr-1_dc-1_anti_transpose,0,269
347,3x3,1,bbox_bottom_left_dr-1_dc-1_fliplr,0,269
347,3x3,2,bbox_bottom_left_dr-1_dc-1_flipud,0,269
347,3x3,3,bbox_bottom_left_dr-1_dc-1_id,0,269
347,3x3,4,bbox_bottom_left_dr-1_dc-1_rot180,0,269
347,3x3,5,bbox_bottom_left_dr-1_dc-1_rot270,0,269
347,3x3,6,bbox_bottom_left_dr-1_dc-1_rot90,0,269
347,3x3,7,bbox_bottom_left_dr-1_dc-1_transpose,0,269
347,3x3,8,bbox_bottom_left_dr-1_dc0_anti_transpose,0,269
347,3x3,9,bbox_bottom_left_dr-1_dc0_fliplr,0,269
347,3x3,10,bbox_bottom_left_dr-1_dc0_flipud,0,269
347,3x3,11,bbox_bottom_left_dr-1_dc0_id,0,269
347,3x3,12,bbox_bottom_left_dr-1_dc0_rot180,0,269
347,3x3,13,bbox_bottom_left_dr-1_dc0_rot270,0,269
347,3x3,14,bbox_bottom_left_dr-1_dc0_rot90,0,269
347,3x3,15,bbox_bottom_left_dr-1_dc0_transpose,0,269
347,3x3,16,bbox_bottom_left_dr-1_dc1_anti_transpose,0,269
347,3x3,17,bbox_bottom_left_dr-1_dc1_fliplr,0,269
347,3x3,18,bbox_bottom_left_dr-1_dc1_flipud,0,269
347,3x3,19,bbox_bottom_left_dr-1_dc1_id,0,269
355,1x1,0,bbox_bottom_right_dr0_dc0_anti_transpose,70,197
355,1x1,1,bbox_bottom_right_dr0_dc0_fliplr,70,197
355,1x1,2,bbox_bottom_right_dr0_dc0_flipud,70,197
355,1x1,3,bbox_bottom_right_dr0_dc0_id,70,197
355,1x1,4,bbox_bottom_right_dr0_dc0_rot180,70,197
355,1x1,5,bbox_bottom_right_dr0_dc0_rot270,70,197
355,1x1,6,bbox_bottom_right_dr0_dc0_rot90,70,197
355,1x1,7,bbox_bottom_right_dr0_dc0_transpose,70,197
355,1x1,8,bottom_right_dr0_dc0_anti_transpose,70,197
355,1x1,9,bottom_right_dr0_dc0_fliplr,70,197
355,1x1,10,bottom_right_dr0_dc0_flipud,70,197
355,1x1,11,bottom_right_dr0_dc0_id,70,197
355,1x1,12,bottom_right_dr0_dc0_rot180,70,197
355,1x1,13,bottom_right_dr0_dc0_rot270,70,197
355,1x1,14,bottom_right_dr0_dc0_rot90,70,197
355,1x1,15,bottom_right_dr0_dc0_transpose,70,197
355,1x1,16,bbox_bottom_right_dr-1_dc-1_anti_transpose,69,198
355,1x1,17,bbox_bottom_right_dr-1_dc-1_fliplr,69,198
355,1x1,18,bbox_bottom_right_dr-1_dc-1_flipud,69,198
355,1x1,19,bbox_bottom_right_dr-1_dc-1_id,69,198
386,4x3,0,bbox_bottom_left_dr-1_dc-1_fliplr,0,268
386,4x3,1,bbox_bottom_left_dr-1_dc-1_flipud,0,268
386,4x3,2,bbox_bottom_left_dr-1_dc-1_id,0,268
386,4x3,3,bbox_bottom_left_dr-1_dc0_fliplr,0,268
386,4x3,4,bbox_bottom_left_dr-1_dc0_flipud,0,268
386,4x3,5,bbox_bottom_left_dr-1_dc0_id,0,268
386,4x3,6,bbox_bottom_left_dr-1_dc1_fliplr,0,268
386,4x3,7,bbox_bottom_left_dr-1_dc1_flipud,0,268
386,4x3,8,bbox_bottom_left_dr-1_dc1_id,0,268
386,4x3,9,bbox_bottom_left_dr0_dc-1_fliplr,0,268
386,4x3,10,bbox_bottom_left_dr0_dc-1_flipud,0,268
386,4x3,11,bbox_bottom_left_dr0_dc-1_id,0,268
386,4x3,12,bbox_bottom_left_dr0_dc0_fliplr,0,268
386,4x3,13,bbox_bottom_left_dr0_dc0_flipud,0,268
386,4x3,14,bbox_bottom_left_dr0_dc0_id,0,268
386,4x3,15,bbox_bottom_left_dr0_dc1_fliplr,0,268
386,4x3,16,bbox_bottom_left_dr0_dc1_flipud,0,268
386,4x3,17,bbox_bottom_left_dr0_dc1_id,0,268
386,4x3,18,bbox_bottom_left_dr1_dc-1_fliplr,0,268
386,4x3,19,bbox_bottom_left_dr1_dc-1_flipud,0,268
391,3x1,0,bbox_bottom_left_dr-1_dc-1_fliplr,0,267
391,3x1,1,bbox_bottom_left_dr-1_dc-1_flipud,0,267
391,3x1,2,bbox_bottom_left_dr-1_dc-1_id,0,267
391,3x1,3,bbox_bottom_left_dr-1_dc0_fliplr,0,267
391,3x1,4,bbox_bottom_left_dr-1_dc0_flipud,0,267
391,3x1,5,bbox_bottom_left_dr-1_dc0_id,0,267
391,3x1,6,bbox_bottom_left_dr-1_dc1_fliplr,0,267
391,3x1,7,bbox_bottom_left_dr-1_dc1_flipud,0,267
391,3x1,8,bbox_bottom_left_dr-1_dc1_id,0,267
391,3x1,9,bbox_bottom_left_dr0_dc-1_fliplr,0,267
391,3x1,10,bbox_bottom_left_dr0_dc-1_flipud,0,267
391,3x1,11,bbox_bottom_left_dr0_dc-1_id,0,267
391,3x1,12,bbox_bottom_left_dr0_dc0_fliplr,0,267
391,3x1,13,bbox_bottom_left_dr0_dc0_flipud,0,267
391,3x1,14,bbox_bottom_left_dr0_dc0_id,0,267
391,3x1,15,bbox_bottom_left_dr0_dc1_fliplr,0,267
391,3x1,16,bbox_bottom_left_dr0_dc1_flipud,0,267
391,3x1,17,bbox_bottom_left_dr0_dc1_id,0,267
391,3x1,18,bbox_bottom_left_dr1_dc-1_fliplr,0,267
391,3x1,19,bbox_bottom_left_dr1_dc-1_flipud,0,267
393,3x1,0,bbox_bottom_left_dr-1_dc-1_fliplr,0,265
393,3x1,1,bbox_bottom_left_dr-1_dc-1_flipud,0,265
393,3x1,2,bbox_bottom_left_dr-1_dc-1_id,0,265
393,3x1,3,bbox_bottom_left_dr-1_dc0_fliplr,0,265
393,3x1,4,bbox_bottom_left_dr-1_dc0_flipud,0,265
393,3x1,5,bbox_bottom_left_dr-1_dc0_id,0,265
393,3x1,6,bbox_bottom_left_dr-1_dc1_fliplr,0,265
393,3x1,7,bbox_bottom_left_dr-1_dc1_flipud,0,265
393,3x1,8,bbox_bottom_left_dr-1_dc1_id,0,265
393,3x1,9,bbox_bottom_left_dr0_dc-1_fliplr,0,265
393,3x1,10,bbox_bottom_left_dr0_dc-1_flipud,0,265
393,3x1,11,bbox_bottom_left_dr0_dc-1_id,0,265
393,3x1,12,bbox_bottom_left_dr0_dc0_fliplr,0,265
393,3x1,13,bbox_bottom_left_dr0_dc0_flipud,0,265
393,3x1,14,bbox_bottom_left_dr0_dc0_id,0,265
393,3x1,15,bbox_bottom_left_dr0_dc1_fliplr,0,265
393,3x1,16,bbox_bottom_left_dr0_dc1_flipud,0,265
393,3x1,17,bbox_bottom_left_dr0_dc1_id,0,265
393,3x1,18,bbox_bottom_left_dr1_dc-1_fliplr,0,265
393,3x1,19,bbox_bottom_left_dr1_dc-1_flipud,0,265
395,3x3,0,bbox_top_left_dr-1_dc-1_anti_transpose,1,267
395,3x3,1,bbox_top_left_dr-1_dc-1_fliplr,1,267
395,3x3,2,bbox_top_left_dr-1_dc-1_flipud,1,267
395,3x3,3,bbox_top_left_dr-1_dc-1_id,1,267
395,3x3,4,bbox_top_left_dr-1_dc-1_rot180,1,267
395,3x3,5,bbox_top_left_dr-1_dc-1_rot270,1,267
395,3x3,6,bbox_top_left_dr-1_dc-1_rot90,1,267
395,3x3,7,bbox_top_left_dr-1_dc-1_transpose,1,267
395,3x3,8,bbox_top_right_dr-1_dc-1_anti_transpose,1,267
395,3x3,9,bbox_top_right_dr-1_dc-1_fliplr,1,267
395,3x3,10,bbox_top_right_dr-1_dc-1_flipud,1,267
395,3x3,11,bbox_top_right_dr-1_dc-1_id,1,267
395,3x3,12,bbox_top_right_dr-1_dc-1_rot180,1,267
395,3x3,13,bbox_top_right_dr-1_dc-1_rot270,1,267
395,3x3,14,bbox_top_right_dr-1_dc-1_rot90,1,267
395,3x3,15,bbox_top_right_dr-1_dc-1_transpose,1,267
395,3x3,16,bottom_left_dr1_dc-1_anti_transpose,1,267
395,3x3,17,bottom_left_dr1_dc-1_fliplr,1,267
395,3x3,18,bottom_left_dr1_dc-1_flipud,1,267
395,3x3,19,bottom_left_dr1_dc-1_id,1,267
399,3x3,0,bbox_bottom_left_dr-1_dc-1_anti_transpose,0,273
399,3x3,1,bbox_bottom_left_dr-1_dc-1_fliplr,0,273
399,3x3,2,bbox_bottom_left_dr-1_dc-1_flipud,0,273
399,3x3,3,bbox_bottom_left_dr-1_dc-1_id,0,273
399,3x3,4,bbox_bottom_left_dr-1_dc-1_rot180,0,273
399,3x3,5,bbox_bottom_left_dr-1_dc-1_rot270,0,273
399,3x3,6,bbox_bottom_left_dr-1_dc-1_rot90,0,273
399,3x3,7,bbox_bottom_left_dr-1_dc-1_transpose,0,273
399,3x3,8,bbox_bottom_left_dr-1_dc0_anti_transpose,0,273
399,3x3,9,bbox_bottom_left_dr-1_dc0_fliplr,0,273
399,3x3,10,bbox_bottom_left_dr-1_dc0_flipud,0,273
399,3x3,11,bbox_bottom_left_dr-1_dc0_id,0,273
399,3x3,12,bbox_bottom_left_dr-1_dc0_rot180,0,273
399,3x3,13,bbox_bottom_left_dr-1_dc0_rot270,0,273
399,3x3,14,bbox_bottom_left_dr-1_dc0_rot90,0,273
399,3x3,15,bbox_bottom_left_dr-1_dc0_transpose,0,273
399,3x3,16,bbox_bottom_left_dr-1_dc1_anti_transpose,0,273
399,3x3,17,bbox_bottom_left_dr-1_dc1_fliplr,0,273
399,3x3,18,bbox_bottom_left_dr-1_dc1_flipud,0,273
399,3x3,19,bbox_bottom_left_dr-1_dc1_id,0,273
