task_id,route,template_name,baseline_cost,candidate_cost,baseline_points,candidate_points,file_bytes,validation_status,status,reason,sha256
299,sparse_edit_or_object_completion,greedy1_Cast_node1_to_input0,1790,1730,17.5100291011652,17.544123312508177,2001,full_arc_pass,improved,ok,c8b7e7620b34426a2d0f057c976ddcac69d7e4d2b1763c4de2d9e97742490e57
229,sparse_edit_or_object_completion,greedy1_Reshape_node3_to_input0,1409,1389,17.74936448810132,17.763660657245655,1629,full_arc_pass,improved,ok,27141bd718f1f76a1d2c668f71dbee934047d101dcf0bff4a55438b3c448192a
235,crop_or_resize,greedy1_Mul_node3_to_input0,1338,1306,17.801068759311825,17.825275690163622,3554,full_arc_pass,improved,ok,ab7490995905010ce02944ab0f3f1a426f2a96ac08ee1b04cd2c2e8f06c18f68
339,crop_or_resize,greedy1_Cast_node1_to_input0,884,742,18.215542937362358,18.39065075683262,1646,full_arc_pass,improved,ok,dfe63e3ad49c105d9723d33b00b9c13fac7611299df1dd8971a55bf1698079c2
129,sparse_edit_or_object_completion,greedy1_Cast_node1_to_input0,807,647,18.306676331730053,18.527653705499098,936,full_arc_pass,improved,ok,ab699c9365d61118099d6010c09e9ab298f7c5ef542b09c2f43e0b11f5911a54
144,crop_or_resize,greedy1_Sub_node8_to_input0,771,739,18.35231162643667,18.394702079051797,1429,full_arc_pass,improved,ok,c2d0311c3a019bc0bbf94429f7084fbc8e2a4f6982c93ca5d05c121dd7b67bf9
318,crop_or_resize,greedy1_Sub_node9_to_input0,739,707,18.394702079051797,18.438969334103426,1102,full_arc_pass,improved,ok,40c1593e9ad3a6f433399d0e12054a488629eed66a355f61d9f7d9929ce41f34
26,crop_or_resize,greedy1_Sub_node8_to_input0,724,694,18.415208607614282,18.457528039493194,1427,full_arc_pass,improved,ok,c099908e650a6f19920add0caf0438ad769eda63b5dc9e05df7765fba6630cf1
