task_id,task_name,source,ok,sha256,points,memory,params,cost,reason
270,task270.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,7aeb2233f4e1e42c291b740135b09e0a673188d72a5d21294dee9b851c42855d,16.970892945380264,2742,327,3069,ok
271,task271.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,97d0749be232fc02c0f9b4d66e49605c6f01b0e19e27707cadda85a588f052ff,17.92081560539033,1141,46,1187,ok
272,task272.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,7522945b9d6b38bea0a5d0b3d2be2ead79cbf22c957a4fd45197cabc887e2678,19.003547911380977,200,202,402,ok
273,task273.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,4f8f7ee2eb3675b9e99e8f9f03347c0b6c5b1d7b0439a77a586bd4a70d5ae87f,17.32213649932179,2109,51,2160,ok
274,task274.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,7995de89857f777640054238a5585ee9590194757f63222178e49339b87e1939,19.527729326328526,158,80,238,ok
275,task275.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,95d30d1d15e5748629f4ce11e69308d158591d8c918bf7bc48673ebbcf59d98f,17.393612610227347,1374,637,2011,ok
276,task276.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,c63ecefe42dd6618ee513db05b738b261f87d490dab4d848dd2a08d86037de07,22.697414907005953,0,10,10,ok
277,task277.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,2f4f8f7e03dccbc0f1a6b5ce8678626a5642cf9846abb3cbb94d05109effb9c7,16.413280745935154,5342,18,5360,ok
278,task278.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,e7ebb70fceff307f6974141e0dd05e9e7963699e8b890370d1ce8de8575a6261,15.957841621264052,7776,676,8452,ok
279,task279.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,82b790ee80f37c5629c61d0e5b42fff4f326a9c1daac849f997cc6e552470eb6,16.37754629792627,5508,47,5555,ok
280,task280.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,76cc25ee83fbc87cdd13997470f3256a9ee4668300f7c133b7cc01f6dce2ef1e,16.277745764820317,5386,752,6138,ok
281,task281.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,18f2dd954b7ddc2a668286a76ba6538c873f540e1523dffca34c135f3549a6d3,17.22220737366117,2321,66,2387,ok
282,task282.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,71f0dde46f0325c9b51eb1e9f10077f0a9f6ea3bc91e18f4c02fe74ffbfb7942,18.899681047979936,407,39,446,ok
283,task283.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,8f59a62b9de48b3c75feac2f7767c48888ea77bc153b7cedba72638264e30703,18.186555400489105,0,910,910,ok
284,task284.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,ce920d898724840e76b7f5cd4ac975dc8b10772a295dab3b4364abc2f3a08a33,16.774496902433082,3082,653,3735,ok
285,task285.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,7c35ac5360efe450982a4da0d4bfcc19d2501a460db9e9ae5cdbcd60d4e49999,14.825264681475517,25680,552,26232,ok
286,task286.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,0c1d3c73d8c649174d89c26431d1431898bc8220d81e31118cf2a38febb895fa,13.845923268509356,67877,1971,69848,ok
287,task287.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,cc13d8f7c4147b0f7a363d5b6b43f6b2a446cbe5b0cc16b13a910da6e24831a3,17.402102049478216,1699,295,1994,ok
288,task288.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,8c39d5354d91425c4782f4db731a400e8694155933d87be5e678caf0b93d7cfd,18.13515222202914,769,189,958,ok
289,task289.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,051f671b58ac19149c4c5c43f6e710517f2530e09aeadea7ab3b33d7dbb5d41a,18.39065075683262,618,124,742,ok
290,task290.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,98d9f06dbc0479a94be0df405fc4356259097ea03def8320be95dc795cb2caee,19.127882210524582,292,63,355,ok
291,task291.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,b2212d14a2771cebf2412302becf28e9858259ae9b190b0d39951ffdbeaf7644,20.780492294823894,40,28,68,ok
292,task292.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,a968a9515915ba0bb3019042eccc50c2e68adf9f35c984283f15813c04c81083,18.926955465899596,252,182,434,ok
293,task293.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,8b83a94d7f62f21620ad523a9c37eb8f7bdf48c159def6323ec46f898d43055c,17.83760250264428,1249,41,1290,ok
294,task294.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,2fe8dc13cad1deb1a8c198888aee42d5815814b2a2df5a1ced53452f033b7add,18.186555400489105,0,910,910,ok
295,task295.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,72e9f5dee7a057e245199bb5f3aec7ef1f30ace1130fc3602745ba317068ba5b,17.61974421157354,1557,47,1604,ok
296,task296.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,fd254d5c85051a29dfeb4284f9ed2b36b5ea3824708959932fe94d6a74f7e02c,19.200907345539473,285,45,330,ok
297,task297.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,b8b0f29df0055e36fd76a4ec5b66ab511297a84fa86c42db555676ebe312e04a,17.763660657245655,1350,39,1389,ok
298,task298.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,cb1fe3c729a0c45639b73d21310c33c9f8bb7ed6beebd48151601acf11ee1d65,20.09472522156157,120,15,135,ok
299,task299.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,63937e8cccb8a0981bf1e4606b6807083bfab548f949e29a4243abf836467c24,21.087976994571854,0,50,50,ok
300,task300.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,acf7b82002d22226ab8efc6992c86f009880b9721e7c8c6125fe25e9b68a53d9,18.70843086044168,474,66,540,ok
301,task301.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,5cbf98f6d33c2a080e6c00f6ff806e2907757abfe5282aa106ad0d34e95bff18,17.960339650137925,1077,64,1141,ok
302,task302.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,658ece7fa00a67d9339dc9fec84b7a9fb9152c41100f810d0c85e2fd84e9d3cd,17.519007837130474,1216,558,1774,ok
303,task303.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,7b54f4d5d4add182f0452b30c0466eceecc68b0a9faf58721cb19d3d51c071d9,17.60981857177357,1598,22,1620,ok
304,task304.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,c43deb52a8925956783edb530e1203e211a3e593b716e906eda0ff4daecd548b,17.726907404000478,1404,37,1441,ok
305,task305.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,52407df10596663f64b88d9a4a4aea2a4bfbf0078de38816663ed344165e3bbf,18.544801436659878,296,340,636,ok
306,task306.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,874cc107c1dd7d3ac12c2007c036a6138427308708a87ba639a8697740e8ef8b,19.2962175253438,0,300,300,ok
307,task307.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,56955386dbd6988f9e27af533d96825185683e229ceaf0280793dea8c5d5b155,23.3905620875659,0,5,5,ok
308,task308.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,64e801ea1a1ebeed7198d34a98f05adf6e20b53af5e52fc5e90e63c279bc95de,17.694811784606962,1385,103,1488,ok
309,task309.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,a29ce85d91d073cd1e01832b27594b196b120a63013575d1527043b427cd5f1e,22.697414907005953,0,10,10,ok
310,task310.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,ef423c31c7a199a105d1d541c9d5fa90e2914d8987f6cac16433d36f87f47018,16.90226942633578,3208,79,3287,ok
311,task311.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,8a8bb252fcc29837d78942dc1a2763c253baae7d2232ada79ed87c67d8073039,21.598802618337846,0,30,30,ok
312,task312.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,e34e78a1f9514b4d1cbcbc936a665ca33aa4d02902b47fb0208e24a9f9d4d035,22.00426772644601,0,20,20,ok
313,task313.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,881ced02cecbd7c22aa64b89a06168f186df3d4be047f83acf0936c6f9813695,19.742504627972217,0,192,192,ok
314,task314.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,91294db3a76db1cf55efd0eeb6e6c475503684a7d282ec1b5611be5a48729242,20.394829814011906,0,100,100,ok
315,task315.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,c949139725d6492da4802002e4608ce88f9bf8290d32c211dbf8e024a911102e,19.561920691076804,0,230,230,ok
316,task316.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,87169a9c1976a26df16f68a281f53df41e14cbd27a145dd57b94f56f84aba43c,18.94556065373063,388,38,426,ok
317,task317.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,6991c5597b423cf499a1146d43afa75e88d396b2c8d1d6efd3539e81e149235b,20.016393378291664,128,18,146,ok
318,task318.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,0bfa37796a89ad38a7655d8e98dbb256aba81674632133fbae9b8b9a137c49fe,20.394829814011906,0,100,100,ok
319,task319.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,1ca9fc43fdc4ad4c140e07537df34a42e3c9dc0cb1b2f4240e7a71f66e206f1f,14.970805334841138,22410,269,22679,ok
320,task320.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,793240b0b28b488a072581924ed92941f63c177edf092ed931a5f525b0eb0a74,18.35360948515227,448,322,770,ok
321,task321.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,1ec138f2d3eb7c3bff39f95ed07c6c92c2c570be38055787e8feacfe2febf703,19.2962175253438,0,300,300,ok
322,task322.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,f9625be22bba6717281a52ec13ef7747cbe8064618690490d8259159db56760e,19.701682633451963,144,56,200,ok
323,task323.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,ea2c880d03fbfcdd8327fa621a61a761523703c29728f16060798bcba484531c,17.31429693876545,1521,656,2177,ok
324,task324.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,577414ae050132f61d9afe3d5eecb90891fabbe927c85a708164703d416b59f7,15.904397305494241,7330,1586,8916,ok
325,task325.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,4c2e25983c1ca759266c05c7021903444f16523da3626cb5f9c662ccd29308fc,17.33471528152865,2010,123,2133,ok
326,task326.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,5e386d31e01e3f7cbf3fd025115ebf3d82c20522e73941921053e5cb8bb1778c,21.598802618337846,0,30,30,ok
327,task327.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,b7b15795bbfb580140f78a1cf666faac748311a7d8befafed2d82096a382db6a,18.218942374063822,810,71,881,ok
328,task328.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,ec7ba3334184b95c44bcf4669c360fe2ba75a68785be665793f107e951822d69,16.158985689516108,4971,1941,6912,ok
329,task329.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,2d3a7bbf6b2f2f47ed5835b7e0f9a1b2be6aa6e40c228ce825c65871e91645dd,18.034919654398593,1029,30,1059,ok
330,task330.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,7c7392dd504110103c015c8412f1493a49dee80df5a370c66b26c91558188a1c,16.92224243626308,3000,222,3222,ok
331,task331.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,b5df4c3a8eba5bbda8da79eb463fde4bdfade0968390fe7d019284ea2bc31055,18.186555400489105,0,910,910,ok
332,task332.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,ef438070e0601f167b42593df79839211045ab6ad5c47b7634a4bc6ca6aaf9ae,18.666720371860308,429,134,563,ok
333,task333.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,aa38acb6a6cace1471da861d62793e98a112ecd36130afae89c33fbc19d10383,16.92069180794804,2792,435,3227,ok
334,task334.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,975c7e2516afe0f42367a4e10b1052ee9376a7d4782a2f7c5191b36eb77c9d02,19.716796271262012,189,8,197,ok
335,task335.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,a3e4f79b101addf07f56136403b1f55850efdf094a6e42c5e25608ce2f1a1ee2,16.625292456880516,3666,670,4336,ok
336,task336.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,d126f67c2babdfc65508295dee22297b99bc098232752589d2a77c008ce3b6db,17.26456664750031,1092,1196,2288,ok
337,task337.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,e3cdb7f413a8af7ae8c63da315012cd4692c6084835fb527490a6e524d8f0635,22.697414907005953,0,10,10,ok
338,task338.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,0bae7b26fd0e82550243f477ee86c92ccf13b9b9385377d6f614420140cc7381,15.205044654287333,17254,689,17943,ok
339,task339.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,829550bb68159f8fe1ce13645b1bdd74c87d8d8f54fd3b3b9755ba1f7bf7ae92,20.058357577390694,40,100,140,ok
340,task340.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,3ac01546232f43f38c47cd44753c10729f5afdb93ef40b8a85265c657cbc62bf,15.690810263981648,10910,129,11039,ok
341,task341.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,f18e1aa4c88cd27469c638d574bdae9a01665c8633c9a88f16a8031c13229a57,17.735269822070133,1394,35,1429,ok
342,task342.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,4e4ea16a601d249473836dbf0a9f26ab6583020c44ba89b4ec7902b828a7b81c,17.619120964435883,1530,75,1605,ok
343,task343.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,d1426df0181ba8bb6d998f0999664f78a7bf37bcaa55cfc6decc61c33f69552e,17.379294913161736,1929,111,2040,ok
344,task344.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,60b721e8d62197c58d9fd25424832cde07e54d789c0e3f10b093f677c7961847,18.186555400489105,0,910,910,ok
345,task345.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,e890ad707fae08730ed1411af9e3da53e716328922ce416631d253632731dd96,17.690118514175214,1431,64,1495,ok
346,task346.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,2ebe6886be6c07f72bea7a3b614b2b979768cbbd99edef242d71c86d88af478a,17.865906278807135,1224,30,1254,ok
347,task347.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,f6d53fa3d61c0b0922e172ccc7ca03dc904ec882a105190d8bda3194c988bca4,19.08649699436173,360,10,370,ok
348,task348.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,1108b16ac0accd91fbe50ab60f811d34fab8d36209ff6119c2bced588fe78796,17.25326709224638,2257,57,2314,ok
349,task349.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,51059dcac302242a8f34519fe768f30125f8a48566c72004e9e883b2097e798b,14.369543718428416,37800,3576,41376,ok
350,task350.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,647ec08d1f29b194bb1d871b185dbcd088c3eecda8bb1c1fd558cc5ec1526f2f,15.631716149957862,11700,11,11711,ok
351,task351.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,817a0249e6d7c229a9878bc65250d990cbbb42a38b76f4b9134c14d9fd35c112,17.589652902178976,1632,21,1653,ok
352,task352.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,7e1e11e49412d1b5c391f3bb4df9c5a93f1e826c787aac857f91ceac745a4d17,18.86877351051686,0,460,460,ok
353,task353.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,5c5623ce738a1e7ee37fd5ba4ce2b5f27ce2f5d5f12824e08dfc83d79f23a071,19.1888590070233,272,62,334,ok
354,task354.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,b2508a7c7319fcfb86ecd8bb3f4a662861d71ee454a65077a46e154a1a97372c,16.968289624677958,2998,79,3077,ok
355,task355.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,fb0dedfbe48ebcf56f8b3121d9537fff9e8caa85e66a3e620f94ff3b149efe6a,16.339745965743113,5748,21,5769,ok
356,task356.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,24e9acdd6b1002612e9f26807572e0509780a13c22a7502c9e67d7a87d69306c,17.815370847282686,1300,19,1319,ok
357,task357.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,aa2e6a783ee448c5920f430044b4d60e7f1b24865562c676d93c8c3237168058,19.326676732828506,258,33,291,ok
358,task358.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,720a65d3345d4f21658142b58088679b46d7f609a061f5388a8ab6fcf7d0cd6b,16.58683487900781,4332,174,4506,ok
359,task359.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,a27fbcfe3a61df7d7d7b07a8169934cf8dac10253bdd54f402c3cc8c4c93e825,16.437451106862966,5220,12,5232,ok
360,task360.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,8ef438c032e15f0701ca184a2995915bbd4d03bad58d1568bc136043ee4dd6e8,19.17105438238979,0,340,340,ok
361,task361.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,ccd118c56f957e7db75380f2dfc2ee46dda7e6217706a20e7e29c5624480df61,16.486212601718595,4616,367,4983,ok
362,task362.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,b8dee60f7de2d1db2e86ca11973e26c3d298c74384cc798cba5bff359d29c3a8,18.744249958246634,408,113,521,ok
363,task363.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,420f162e569817e7c41bfdb5c3610dbdce08f7c1df4074bbb904b1025e0f202f,16.457919093075983,4843,283,5126,ok
364,task364.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,137e5cf310666fc16cd6d5af62f3698c3068e6b6a0c838657dbbc89c5e47436d,14.581206873676175,33000,483,33483,ok
365,task365.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,3975f648e8b509f9801879da03e84c9eb7589f1393df10ee4a8f6030994f0bf9,16.692294033450487,3932,123,4055,ok
366,task366.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,58bf4c8b12f85255b11e2e0a8a7e3b93ce931ed1f25c5bc07fb5ef630fc39fdc,14.401492022522246,39583,492,40075,ok
367,task367.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,a38b5ec085911a3101b4511942211ef7e0da66a065e139329524bcdf2be86fd7,14.771859787648001,22036,5635,27671,ok
368,task368.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,2e67109101cab94a87b66f5bd1ce6f4701a7713bb8659bb33048dc796284dfeb,16.25998330848048,6034,214,6248,ok
369,task369.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,6a2054011e701c074f75b77ec6311b395b059d862c3b18836e9af081322a96ab,17.622866287166048,1300,299,1599,ok
370,task370.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,13f3e95b9978fba5e29696377e3725fb0b2fce160e2ada5ac0996bed55d1278e,15.749285733885545,9145,1267,10412,ok
371,task371.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,62e99f09826f2b72f91711dcce6d933dd39081ce76ecee738a6ddb61758b71b0,18.853670742331104,376,91,467,ok
372,task372.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,e80771f0f7b8440f457c8ac7423250344ab4f757b18ce148c1bd5644377fc21a,18.43473502996464,0,710,710,ok
373,task373.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,8edd396f7ebbf71a21da16f7b09e414f2a8b583c9966d48216d566c4ed9c7c76,20.9056554377779,0,60,60,ok
374,task374.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,12bcae1ef705533654fdc96cc90b2baa7f96f8a195a4b90428c1385140343434,17.25759797818422,2262,42,2304,ok
375,task375.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,66c90b8c46e6a85359b68071fff410815f6954292e46246e2a2ac8cb6eaa08a1,19.142066845516542,108,242,350,ok
376,task376.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,14506879a045351038068a19c160ca2ebfc57213fa8ad2412935be9b47244eca,19.774253326286797,144,42,186,ok
377,task377.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,f40283b008c92e528783b1284bd36c7cdcd82fe9f95cae884c5291b10b2792b2,15.688367376541946,10887,179,11066,ok
378,task378.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,78c56a87639ad82951f397ab0684e60cf1e8713d60de8a24ae8525aed948d9a8,16.579758334660212,4420,118,4538,ok
379,task379.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,86ca9732e5dc469b1a5924e3491b881f0d5a9e8387099b48d32bece9854ae3a0,15.657929857345923,10134,1274,11408,ok
380,task380.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,d7e7210306b713a5974c74d3f8ab4da6d918fb601bf1314d3d8847f23aa6b364,20.40488014986541,0,99,99,ok
381,task381.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,245abe8c5210d86c6830dc928a5ca5d3059fe1b008cac9818e53bb59089046d3,17.304696865036433,2128,70,2198,ok
382,task382.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,9b4e74daae39ee22e37642242ae42318458fcecea92ff8edd7e4750f23d32daa,16.33732214184178,5648,135,5783,ok
383,task383.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,3dc80dfd26304a3628cdf3b214da59561614f6ed917e86d137c19635b796c628,16.09863343594322,7246,96,7342,ok
384,task384.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,False,757071f361a7960261327bca07eed43125134215ceaca0063478ae7a263cda07,0.0,,,,"InferenceError: [ShapeInferenceError] Inference error(s): (op_type:ConvTranspose, node name: output): [ShapeInferenceError] Attribute pads must not contain negative values
"
385,task385.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,333305b696f1de6b59fac450064658072d3c4834b231a2ae175ef1955f9ffac1,21.598802618337846,0,30,30,ok
386,task386.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,454df939c0621578a2dcd658c41a6909950c13edd425233bc68711b54b1d7422,19.648141866523932,180,31,211,ok
387,task387.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,82fc85f0a6b59a9ef8baef4dc40ffe726b86c03ac01d14d03894867da16b45d1,16.375029216410333,5466,103,5569,ok
388,task388.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,c2266d1b43638ec48b93ae1332053c10ead90dd9e643e943c8c09895efa0f2c9,17.175953989143707,2282,218,2500,ok
389,task389.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,e755502d481beebaac7412405810ae7e5de7353bd2f29029e0cccb43cda8e6be,20.058357577390694,128,12,140,ok
390,task390.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,97303ebf0fd1507d70df6805399c51d046b6c55baa47c6c80878c6d54fcd73dc,16.963750057867884,2624,467,3091,ok
391,task391.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,144417a5fb4f406933f3a8329f67d13d468a16fa63f2f11a12a6d8ce702ff418,19.93109579777977,135,24,159,ok
392,task392.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,70bd6f1905f23294f41358b31affb13292a7ad9049776a8dacc11a4a70e5373c,17.41167632266478,1626,349,1975,ok
393,task393.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,0d7cf65ca49df24ae80432bfa604bea6eb1b6153d6bb8452fc12636c486c4bf6,20.030186700424,125,19,144,ok
394,task394.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,5f0c8d2439449c2ce9c81bd8fefe772a9e7fdab71a742f708edbf2e5e912b488,17.062268224739892,1871,930,2801,ok
395,task395.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,591fe66edc5027b4b5451d5af6d72e82fbd3ac2b9fc3a9143f04b2d9cea38b88,19.89405452609942,144,21,165,ok
396,task396.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,ac4f93bc4af2a2d0bfacd6c0ce4c9e130b5469709d97568131255eb33d0e1de9,14.723295086905829,28545,503,29048,ok
397,task397.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,77be7f6eae10827cf03288b7e9400fa26fb86f79ff27dc075e650373104b5fb8,17.000992786756044,2774,204,2978,ok
398,task398.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,664cd55b789534b0a265d18b94ecf40c5aae7b7768fd0fb9c449c477c23ff5da,16.368050571285572,5417,191,5608,ok
399,task399.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,8e63f44c4e770dd0dc475414de26c1daf2d268585b9b8286eec977997901f147,20.48914049348315,71,20,91,ok
400,task400.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,721273d3bfc947dbef02d62e9ae515079f879052bb25f2be6be5cb4afdaa7af6,17.451444020830127,1864,34,1898,ok
