task_id,task_name,source,ok,sha256,points,memory,params,cost,reason
135,task135.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,False,673896245f774358872d05cd367d1d1eb3d3c1a8ce689ce37b29c8b3bd2555f3,0.0,,,,"InferenceError: [ShapeInferenceError] Inference error(s): (op_type:Conv, node name: output): [ShapeInferenceError] Attribute pads must not contain negative values
"
136,task136.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,3be184ab9a7ed5bd29c193a098634283a70f1ca8e8fec21f032c5628c2ca51cf,17.89914809105595,1179,34,1213,ok
137,task137.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,59ab733a63abe777f5b9de8f382455e704065188e97327852f84735686a797b7,16.832080637042182,3433,93,3526,ok
138,task138.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,85b54213166d75e5372487663c707c3a6f65ae53e02d518a077895b2e750e515,15.415685187007023,14386,149,14535,ok
139,task139.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,b73deb3fe67d3d7c4fea3589637ee4ca48b45493af3aca6e3588d0aee9628899,18.193170639607825,765,139,904,ok
140,task140.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,d4830ee432562703ce0e624377faf58bf72b5433e6b4616e8268be0d20a86dc8,23.3905620875659,0,5,5,ok
141,task141.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,b0bf73a6c5651fb0f96d143e55452c1abd7e8fe0f2e807eafc10e9a548f11e0a,17.683451822817023,1404,101,1505,ok
142,task142.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,b2bcb44c3431bc8904247245aaf55d9b67228a92e0dd74f506a333740aaada47,19.358092929061886,144,138,282,ok
143,task143.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,8d23876d44bb5bd8d5925028d2d98553b05d23d93627e02c29e9ba7fb4a99b66,18.268981899517918,591,247,838,ok
144,task144.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,24b5c705a650f19dd38c7477a70dc19699523501662ffde1afb3973cb504ff4a,20.35560910085863,0,104,104,ok
145,task145.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,b53851b89df9193ce19fd41bc983af86fa8348de6d3c93ae487611082e3d458a,15.51089217296161,13104,111,13215,ok
146,task146.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,False,62af91ca7366013ad330c14e5e0135f957d848346903a4f3cb99c00f90e3a079,0.0,,,,"InferenceError: [ShapeInferenceError] Inference error(s): (op_type:Conv, node name: checks): [ShapeInferenceError] Attribute pads must not contain negative values
"
147,task147.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,f8c50aeec09138e2867f0b468a7f41db144b8a4a6df6a3889a0a8801a6aa4d2b,18.723356510658355,432,100,532,ok
148,task148.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,d82866d2dc049bad3cbf5dc1cf29e2d8327219a65f7caa2b476a7af302209637,16.249633721632375,6057,256,6313,ok
149,task149.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,False,2c644a361c51fcc505e9e3dbd3154fd7f6f8fbc5299aa99be68f2e6a0af7f5cd,0.0,,,,"InferenceError: [ShapeInferenceError] Inference error(s): (op_type:Conv, node name: conv1_out): [ShapeInferenceError] Attribute pads must not contain negative values
(op_type:Conv, node name: output): [TypeInferenceError] Input 0 expected t"
150,task150.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,f7b9a9bc8ebf4522236b117321fa49c34a483e02e6aa789f7c437a46039ecdf3,19.937404966973034,128,30,158,ok
151,task151.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,923f0ee2c55298f44b9f8669305997a4277a7143c4a847c20d536b039d0e163f,18.197605236675688,0,900,900,ok
152,task152.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,602e3167cb8842803d2ac990c1c5423379b4651e5cb1207114c30810de13f66f,18.55586874329956,504,125,629,ok
153,task153.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,2a003d099760f2691377b83833a2734d25a93ae3ef01372493662ce682b388eb,18.32165788534567,741,54,795,ok
154,task154.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,0ff057efd19f75db9edf39125bf9d1e2c18f24ae16d45e5b5afdcfb00ee6f1d6,17.077014041288805,2661,99,2760,ok
155,task155.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,81969433909ac8f8a591262db6256652ed49bebbc3380a0cfed52ec22751c1d1,19.937404966973034,128,30,158,ok
156,task156.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,e8df5d0ab7c8b94f45d8c8a6d643a9002dacf075c90729fbb10da3ddb39eefaf,17.536063395531073,1697,47,1744,ok
157,task157.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,79870b0eea90402a86ecfae691c6ad3c9a329203a72234790633e5e4f1b65a9b,15.422935348232084,13700,730,14430,ok
158,task158.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,0c10e0d92e57fadce6c242358e64f3d52331bba07d2dcbcf215f6db3a8cfc709,14.525645901612759,33053,2343,35396,ok
159,task159.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,9d38af3859f9df7b0fcac238d0bc67c549ea995f3cc6eaea41824310b9f84e70,17.642443799089648,1419,149,1568,ok
160,task160.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,4009d245574a3c5628037d425de0c5e9c4bf45e9d091aff99f67916c50eca6c3,17.804062773524432,1164,170,1334,ok
161,task161.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,a66ad8378cfb20f996a7aed5ee7b38324895e4ede30df6b0fb3e926e9797596d,16.440322196977608,5189,28,5217,ok
162,task162.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,c15fe38872bde7af561a7e7a9a302aa453ff0199c0d0e0316398ab5f2aa07869,16.68909324283155,4024,44,4068,ok
163,task163.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,fe3a7f65e07afc6293cae932c98f32c9ffbfd22adccded6b93592aa2922f0267,17.23995931911962,2235,110,2345,ok
164,task164.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,7d21ff42590dbb578104ad3a52de35a77ecf207e5b1a25b138d84324fbd817f8,21.598802618337846,0,30,30,ok
165,task165.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,82941762a3768ee5359bf76ba10faf31158be199b2fc5c37452cae80a8060f61,16.099042127454936,7036,303,7339,ok
166,task166.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,5b27fd62c7975ee02404cfb956fcf535d40fba52b6f0b09987d88c744fe4ede8,21.821946169652055,0,24,24,ok
167,task167.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,0528290615251a157fcb3d36d853eb8bfce0c5ba5144e3541aa6ed06f2c9d64a,20.002787726235887,20,128,148,ok
168,task168.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,bc5deb57f3f314363b0c684dbd7402eb6f4c12b1fe6802ea0ccb7116f2431d32,17.286215383401245,2096,143,2239,ok
169,task169.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,19de1a4e6be8661d13c9f9103e149355023743e77b5e636ebddd4cd40b84f990,17.5794210945892,1500,170,1670,ok
170,task170.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,7d6cc54e2b6383c124bf774ee97adb9149b150c3910f203ba3513b6de7dfb78a,17.158114071015376,2216,329,2545,ok
171,task171.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,3fd3a39b195be6d4cb8bcf27c295ac3159134736f11e28d945d99db4fe860326,18.186555400489105,0,910,910,ok
172,task172.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,f27567dd7653cecb2edcca66da619154f79595b5dff72ed685eaa78cf4f86a26,21.598802618337846,0,30,30,ok
173,task173.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,8730ef208a826358b200d89c31a611046b0b654c91569542c221407a09641cfe,14.801569300533888,26759,102,26861,ok
174,task174.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,9e1dbc73073ec5eb3ae948b5e1a34381cb0ad0199ec9482b422eea11a02c085f,15.766138432982471,10067,171,10238,ok
175,task175.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,c4b1e4579ef23752c311f33139d8a194163e7bfd8e6a42437df5749ec414663e,17.84773114396746,340,937,1277,ok
176,task176.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,973e94ddb6a1db46e7d945294f50e0d67faf993399dae2a5dfb97ba14b111b76,19.519361076658008,0,240,240,ok
177,task177.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,77bd72fe17e11613f30cfca83a142e6018b9eec2f6aaa2af4feb50e1957edae9,16.751470875199782,3692,130,3822,ok
178,task178.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,ac0f8977c5987a84bde4d43332cd05dee0a8f64009af38d32ee6fdc36969dea3,18.361432210833478,702,62,764,ok
179,task179.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,fff8098ddf52f6685c85096918109c0fbb4593a5fab259b3e11331e4c90d2606,25.0,0,0,0,ok
180,task180.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,40910c472a459cc9c5bb649650df59db214116c5b2f43029040bd721b00c8ac3,19.65289246928253,0,210,210,ok
181,task181.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,7640f97223bf45e434e35e8e46c03153683eb51854109388c4d9625cb2e28464,19.089203355959473,201,168,369,ok
182,task182.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,c32c789a1c1b2a5d2d910eb3e5b72406120f92ff8d8d11c0719b59e78d7b24f7,15.995700271438364,8043,95,8138,ok
183,task183.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,5c3e9e24eced7c3bd398ec72ce8dbb35302bd17740e2e8526833a4033aa6ccd9,17.885230551633537,1008,222,1230,ok
184,task184.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,a701706297b1746218518f4b54fbdb1b2804fbf3bba852dcf5fa2a5562a26a3b,17.167985819494533,2460,60,2520,ok
185,task185.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,baeb46940fa45fe0a871d4fac4f628431852a1eeeec355bdedf23ba7bbf9bfce,17.245947360964244,1651,680,2331,ok
186,task186.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,3d138ea3d8b3c6443573278009cc3169d10ea4160442e664e3d538ea908cc034,20.365271011770364,80,23,103,ok
187,task187.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,a9a00c82c942432f296ecda329a5e564eb8c8395b43dae893d4363f5830fc808,13.731582182097757,77400,909,78309,ok
188,task188.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,c14b89e7a004ca0b6660a4535f66150c9500675cb3eeeb94eee75374a031e202,17.90493562271287,1146,60,1206,ok
189,task189.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,475f03eafdee661e8de1d8d61b404659dca5b48b841cdfb98e145b7a14834d19,18.18107593472448,866,49,915,ok
190,task190.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,d6f7b90c42511b89f0c0153bf1b7b421a4b2bc2eed455b21e2ce6baa5bba2f23,17.089042617154412,2480,247,2727,ok
191,task191.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,bb4bd6c79b36b6d86c190d6b5d96e8f1f1470f5dbcb6d51c709889fc28f0de7e,14.266825902765099,45458,394,45852,ok
192,task192.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,2203d508ef91362909233c83399ad5ccd931cb771400b7afb15caa11bd4c25f9,15.938043633790075,8515,106,8621,ok
193,task193.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,96351709674fd0b13f9c9097b4af804e9693c3ae0836db7191f77cc9ad8857a1,18.186555400489105,0,910,910,ok
194,task194.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,a92b0a7856fd6bb7a78a37bae87ca34056df87dc129ed8007a23bd6f7def1829,18.14459120139007,900,49,949,ok
195,task195.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,48e90bb143d40d4f9087a6671445bf1ce8b9f746c9f643336c0329c29ea54cf4,18.174539963744692,882,39,921,ok
196,task196.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,7c3c73ad8cd6b04d2271ded656dc46295b901175930ade11aa56c4c71f437764,16.53178699080548,4725,36,4761,ok
197,task197.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,d533558b0dd9bee34df6d6380e4964ee8e79ccb4dd18aaeade4151a30a0c2fce,17.13596434092755,2586,16,2602,ok
198,task198.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,2389595f636c53b1b5fe2d62ce904d6709c39ff09f297b7365027601a12e7e2c,15.194787016732212,17960,168,18128,ok
199,task199.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,7b40a1404b2e9d5c4c132173602afc50f0411ad9373b15046ffbdecf12b7a91c,17.484110914784875,1749,88,1837,ok
200,task200.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,51e42b7f30d07103dcc52a9dcaf4c7737f0e2014b8f9d6320e1a5767dc93a89a,18.37195862382047,570,186,756,ok
201,task201.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,4206cf8d23c8a8d8fc2c5ded8868f0cfcbe506ce8bcaa38aca9648e9b95e7140,16.529060193101223,4476,298,4774,ok
202,task202.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,12f8d7c6c0b2c6a91f01d15f6adc58dff2cb14296aded74986f4a7cf7e665e0f,14.700256278441017,29706,19,29725,ok
203,task203.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,7ccbeb5e0335847e8977ae6b1f53f43113eaea706e1acd02553a6108d371a985,17.955967102725314,1114,32,1146,ok
204,task204.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,d566a74abc42186ab5b608067b602342badd82376ef99e5c6d1521cba43b77bd,15.62262092809438,11364,454,11818,ok
205,task205.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,9eb8bd5e63191a73626176f01ae32552c961f797680a4a6722442d8ffd0585dc,14.056960379925307,55567,992,56559,ok
206,task206.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,6735634a337d3a92b6a07d1c7b9e74aef05481c9f1e6489fe03f8ced964d2266,16.65716019572854,4122,78,4200,ok
207,task207.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,2920def49433195fdd7bb263c4962c07ad72e80ab43303d8c1cb19b6d3b462d3,19.53616819497439,192,44,236,ok
208,task208.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,10f82653423e7e6fe4a6163081273d8ea77e46bd724a800e02bec9f21d1d641b,16.286746725679293,5974,109,6083,ok
209,task209.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,f7a9d027c5340c879f446b2c02105247a3d2c6f902c2aaf5c78ea8e4ffce67e6,13.874046696628765,67739,172,67911,ok
210,task210.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,716a5f806e92321600f8199cd7bd9d96db92077ac977a9afdd93c91198806bd3,21.598802618337846,0,30,30,ok
211,task211.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,922180a39c755e1431c50bad6a9019bcf80fb8bcacfd536760439bcd6559de19,19.01858578874552,240,156,396,ok
212,task212.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,0379532b747ef6e6e75bdfd0cacc19b3798ecb315c93dcacc8e2a9b376f64669,17.233583101980344,2178,182,2360,ok
213,task213.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,0d8031caa31205334dcca11da4357caf84a8310008a49995398d4cb287740662,17.386181315191372,1976,50,2026,ok
214,task214.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,518b80bea044d8452c795dbe4951f87ce38db954a89acc79f258f1c6da173bbf,18.357513198632745,726,41,767,ok
215,task215.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,8c3c297a07b6a1cf379bfba8452eb45b4c692e08d12140446e543dbce4e3d278,17.15145651754332,2560,2,2562,ok
216,task216.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,85b6b73c899fcdaf958f0d9f68adf8b913d686a505d371662207325deb4c1194,15.876634642038224,9080,87,9167,ok
217,task217.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,6f702690e2769bff117871d891c2ac5e79d2b017f0cb48ba289a20b3f6c472a7,17.70698232022722,1429,41,1470,ok
218,task218.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,cfdde6e35543b384fffb83e00f84ef4634a1f72713553ea4ca34221eb408179e,18.38126101648278,653,96,749,ok
219,task219.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,efbac62543fff1fe94df758785a93b6a0498eb1289c91c9e59519d164053876d,14.60652238428602,18533,14113,32646,ok
220,task220.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,01f8f08a90dbff22c12e5fdde12b9d957f925294b282b70c3b0841c030dc23a2,18.197605236675688,0,900,900,ok
221,task221.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,527a22df4e93f511f99ed3a1e79693dd41c2de4bab082b6f2b8a40c4c351ac12,18.309157722581435,451,354,805,ok
222,task222.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,b4fcb70abaa86f73d41b55da7e22c6b28732c4c154109cf2ff71a9c8fbf3a71b,15.616126577262943,11451,444,11895,ok
223,task223.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,60fda0ff702e8a5c46707c1c7dfe15dc3098bb09bca8b068aaa7975c7571eaa8,23.3905620875659,0,5,5,ok
224,task224.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,de1d0aa7e1c0567d352b0fd852c482e64ddf448907d6f2ab6f241586a138f913,17.0516147148881,2460,371,2831,ok
225,task225.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,ca05d356f02f20afeceac04b2ab75edf4db31de656c0167b4c9b53b0a79686a6,18.05977753088036,926,107,1033,ok
226,task226.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,3e2064f8ec9b68d2d48f380febc82ca2cc7937f642319d8300d52d62e5391972,17.601825907029536,1613,20,1633,ok
227,task227.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,f6de979bb18b35a70e77c84b31f02aa3e85fde7e806aeaabd74e7383ef5bc92c,20.394829814011906,0,100,100,ok
228,task228.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,67f44b066a41ed23bdcc1731ffa64dfef0f83e7d96d168efa7ff6c885cc1cca4,18.130985549334294,849,113,962,ok
229,task229.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,b0519b9bc02f1989b345dd783e03059a1533cdbfaca085822122e615c2238acb,19.519361076658008,212,28,240,ok
230,task230.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,934facf5c2af56ca29377327ab424d2416cad7843199af92b061597183bf7527,18.197605236675688,0,900,900,ok
231,task231.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,72f3e66fb7aa0f15a80deaae017c5c779feb83462ab94eb1acae20afcfdc1f36,19.6109282701835,180,39,219,ok
232,task232.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,c9080306bbd1480dd44632366298265f141732323a7ec95175626cd70d7baa74,17.748655016627787,0,1410,1410,ok
233,task233.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,a7f3bf3c9d454418a6d4bd1189171a7238a6acf0c2065c6b14756061965409c4,13.768429996092395,74412,1064,75476,ok
234,task234.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,6a7961b7b7f8bcbed69a367c7dc54900172f2146eca8915e7cb247e5cf0ddd59,16.15869637951843,6869,45,6914,ok
235,task235.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,b3d322cc097ed65c290da4ca23c0de017f64a71234e1c4748dc96ee9fa99899b,19.864201562949738,111,59,170,ok
236,task236.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,efa746c302020a34ddc9f2ffd14b29b08fc504d5ad0348666b31eced263d0310,19.531939858864867,208,29,237,ok
237,task237.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,d824e4da6c345593a3f9cb1c5cceb8d92d76ac67b21c505f9175ccf869065f1f,17.440961744556617,1778,140,1918,ok
238,task238.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,52d77e0b4625f8edbd9ef2438d0617b9c185ea57ccc72b03c562e986630fd91f,17.17795599181438,2051,444,2495,ok
239,task239.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,5aef7de15bffce5dcaab902e6e3673ad0e189c4aaed1884a82d715c311d144d8,18.146700906813923,897,50,947,ok
240,task240.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,False,ef8e73d03716eac1127ec07edb6bf61dbbb767ad18627219580e6a8bb5e44ad7,0.0,,,,"InferenceError: [ShapeInferenceError] Inference error(s): (op_type:MaxPool, node name: s0_pool): [ShapeInferenceError] Attribute pads must not contain negative values
(op_type:MaxPool, node name: s1_pool): [ShapeInferenceError] Attribute pa"
241,task241.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,6ec96fe8f7aa3e65a9ffa38cc0482c12d4517ab27d20a46a63b23dfa17d25890,25.0,0,0,0,ok
242,task242.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,e715bfa987de553f75935cb0d98c282735c6af60a8065332f9d74cf2954cdb06,18.877507190485613,396,60,456,ok
243,task243.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,9d2aa31a265a6ec1ca210db5e7b87f5f4e877ccb3d63f0465fc5321747bb8b9f,14.971996572766304,22608,44,22652,ok
244,task244.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,33e301d26bdba1b3c7c25e02e652479ac46acb8ef72b0bef20383a0147a4d723,17.88767255528909,1120,107,1227,ok
245,task245.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,fd1b49fdf22a22b6581514fe0be8e452762f5c105c3cd8258525a6f87df06663,17.06871523847411,2644,139,2783,ok
246,task246.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,baf88d9e6707b6d5289ba7507ac5be621836f5c71a1906e04b28f35d690e5122,17.028223877119373,2478,420,2898,ok
247,task247.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,057c67c6211e938a10727eba7ccf04abedf198629e5303b6d2bb31f02532c6b9,18.79140997390337,435,62,497,ok
248,task248.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,6a001ce01217f4e505777fb369eb36ec242ffdc413030285fdb28dc76479d892,19.982720163185075,122,29,151,ok
249,task249.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,54a49df5271a5359ca3aac40d0bd0b0cceee556bbd3f044581e4d78ba014e019,19.34051778424038,248,39,287,ok
250,task250.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,fc18272d6df0b12bee5be733d28fcd201a0c7f4979ac32bccc09738202a125ed,16.281336432951047,5644,472,6116,ok
251,task251.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,f723fd61f3038aa83ac20c88d612ba08329beaec2299011f06430651538f7346,15.81867657709431,8741,973,9714,ok
252,task252.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,41e291f6cff0484db7bd048cfa0d2e259b3f53e67f2115787da999750c6e5fcc,19.439318368984473,0,260,260,ok
253,task253.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,3d080dca679f790f7c17a0898c628f124200f3d3d63413b0428599c6c9701e6a,18.523027637110317,600,50,650,ok
254,task254.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,b3e2cbf1e6fbc88a7d2c02194b1c010754fae4feda5f6bdd9696d21fc2b5fefd,17.861133000054476,1241,19,1260,ok
255,task255.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,22a32b187f06f0ccea13d6cf359e03b9b6d5af6ead3970113ded9962113755b2,14.284604931183084,44731,313,45044,ok
256,task256.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,7a6c5b45a52456c4736e1b97826d037ba59c7c5f12f929250395712fb07cda62,17.009761814279635,2902,50,2952,ok
257,task257.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,f6dccbdbf93f072daad951709fea4d9a295e0cf92f8dffcf74669d1af643495a,18.986284843957197,0,409,409,ok
258,task258.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,3ec7a39bb4e870caf027c4669582ea64f42ab1b5fde9c0de5ce644763ba6657c,19.924826184766175,0,160,160,ok
259,task259.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,047dea35b87e5c48902fbe9853eb323d4e6b3a9f8e2cf10b28604b78b588d128,18.161594799152656,909,24,933,ok
260,task260.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,3b06fb25bfae496a6fc7a5050ba23856a6499927a8dab692cdec6a037767e79f,17.343662833569816,1804,310,2114,ok
261,task261.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,08ed2eceeb98593221e2c359b6daa537446a097fbe9a9e9690947fe60ea11863,19.701682633451963,0,200,200,ok
262,task262.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,a2fb38cf2e69d020943db64bd66c99bea479f67488e4c7aff68362b8ccb8e61c,20.336560905887932,90,16,106,ok
263,task263.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,86d648a0e8162f4695c1b7fb2b2dc6ceed14a3d510003c805cf9b5975cc231f8,18.47497034215654,565,117,682,ok
264,task264.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,840f8b4ccc730d0d2db43792da38fc8656dd060a6d8e0d1467e4099965b7f1f8,16.27676872517249,5438,706,6144,ok
265,task265.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,584c8f0313382dbf97a88cf8ec92ea8c97cf3c52342917d8ad774cb2be9f0e69,16.619314053238426,4328,34,4362,ok
266,task266.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,8e31fa4e88e3fa70c862d5544c17c32e9d87c567bdde46ddd6452458baf494b6,19.142066845516542,315,35,350,ok
267,task267.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,88ed92174e9190ced85f8771bdee3e835309326e4a8737cf4c850b1656752b55,18.351015449975222,734,38,772,ok
268,task268.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,0541a1cf1f092a9114eb8bf00232c5bde7df40401def6540e6d08a8860da6faa,16.80466633283713,3368,256,3624,ok
269,task269.onnx,kokinnwakashuu/7117-01-lb-override-audit-frank-delta,True,83610e0c56cb310b92749d325a20686510a86801edc2945be91895f47452b2fd,18.436144473467873,685,24,709,ok
