task_id,baseline_cost,new_cost,baseline_points,new_points,baseline_bytes,new_bytes,optimizer_level,status,reason
247,22031,22031,14.999794168587435,14.999794168587435,2179,2179,none,unchanged,extended: custom domain com.microsoft.nchwc
248,6581,6581,16.208058011543883,16.208058011543883,2295,2295,none,unchanged,extended: custom domain com.microsoft.nchwc
249,8999,8999,15.895131260966052,15.895131260966052,2770,2770,none,unchanged,extended: custom domain com.microsoft.nchwc
250,12141,12141,15.595656566456025,15.595656566456025,9660,9660,none,unchanged,extended: custom domain com.microsoft.nchwc
251,100580,100580,13.481291290274044,13.481291290274044,6781,6781,none,unchanged,extended: custom domain com.microsoft.nchwc
252,38062,38062,14.453028311923028,14.453028311923028,4108,4108,none,unchanged,extended: custom domain com.microsoft.nchwc
253,48269,48269,14.215455188361384,14.215455188361384,4035,4035,none,unchanged,extended: custom domain com.microsoft.nchwc
254,7956,7956,16.018318360026136,16.018318360026136,5035,5035,none,unchanged,extended: custom domain com.microsoft.nchwc
255,74403,74403,13.782748457411104,13.782748457411104,35175,35175,none,unchanged,extended: custom domain com.microsoft.nchwc
256,21123,21123,15.041882226812756,15.041882226812756,5497,5497,none,unchanged,extended: custom domain com.microsoft.nchwc
257,1077,1077,18.01806532284361,18.01806532284361,1891,1891,none,unchanged,extended: custom domain com.microsoft.nchwc
258,160,160,19.924826184766175,19.924826184766175,929,929,none,unchanged,extended: custom domain com.microsoft.nchwc
259,6843,6843,16.169018489047502,16.169018489047502,3995,3995,none,unchanged,extended: custom domain com.microsoft.nchwc
260,12474,12474,15.568598242913932,15.568598242913932,2879,2879,none,unchanged,extended: custom domain com.microsoft.nchwc
261,200,200,19.701682633451963,19.701682633451963,1003,1003,none,unchanged,extended: custom domain com.microsoft.nchwc
262,3770,3770,16.765169719557946,16.765169719557946,1095,1095,none,unchanged,extended: custom domain com.microsoft.nchwc
263,8054,8054,16.006075858588602,16.006075858588602,12625,12625,none,unchanged,extended: custom domain com.microsoft.nchwc
264,79536,79536,13.716034971665547,13.716034971665547,8493,8493,none,unchanged,extended: custom domain com.microsoft.nchwc
265,39162,39162,14.424537832136728,14.424537832136728,3046,3046,none,unchanged,extended: custom domain com.microsoft.nchwc
266,910,910,18.186555400489105,18.186555400489105,3870,3870,none,unchanged,extended: custom domain com.microsoft.nchwc
267,1255,1255,17.865109148434115,17.865109148434115,1543,1543,none,unchanged,extended: custom domain com.microsoft.nchwc
268,22387,22387,14.983764287772118,14.983764287772118,14058,14058,none,unchanged,extended: custom domain com.microsoft.nchwc
269,8602,8602,15.940249986656319,15.940249986656319,3084,3084,none,unchanged,extended: custom domain com.microsoft.nchwc
270,27301,27301,14.785321389461183,14.785321389461183,14311,14311,none,unchanged,extended: custom domain com.microsoft.nchwc
271,28991,28991,14.725259284025897,14.725259284025897,2976,2976,none,unchanged,extended: custom domain com.microsoft.nchwc
272,910,910,18.186555400489105,18.186555400489105,3870,3870,none,unchanged,extended: custom domain com.microsoft.nchwc
273,5937,5937,16.311040765729324,16.311040765729324,2252,2252,none,unchanged,extended: custom domain com.microsoft.nchwc
274,8581,8581,15.942694264192879,15.942694264192879,3724,3724,none,unchanged,extended: custom domain com.microsoft.nchwc
275,83879,83879,13.662869436848247,13.662869436848247,25721,25721,none,unchanged,extended: custom domain com.microsoft.nchwc
276,10,10,22.697414907005953,22.697414907005953,241,241,none,unchanged,extended: custom domain com.microsoft.nchwc
277,14617,14617,15.410059486110708,15.410059486110708,8205,8205,none,unchanged,extended: custom domain com.microsoft.nchwc
278,34383,34383,14.55468246483519,14.55468246483519,2628,2628,none,unchanged,extended: custom domain com.microsoft.nchwc
279,26330,26330,14.821535747509644,14.821535747509644,10894,10894,none,unchanged,extended: custom domain com.microsoft.nchwc
280,90506,90506,13.586828574167079,13.586828574167079,13536,13536,none,unchanged,extended: custom domain com.microsoft.nchwc
281,88615,88615,13.60794357751076,13.60794357751076,6229,6229,none,unchanged,extended: custom domain com.microsoft.nchwc
282,900,900,18.197605236675688,18.197605236675688,3803,3803,none,unchanged,extended: custom domain com.microsoft.nchwc
283,910,910,18.186555400489105,18.186555400489105,3870,3870,none,unchanged,extended: custom domain com.microsoft.nchwc
284,102032,102032,13.466958231444947,13.466958231444947,25369,25369,none,unchanged,extended: custom domain com.microsoft.nchwc
285,151996,151996,13.068390516307327,13.068390516307327,99305,99305,none,unchanged,extended: custom domain com.microsoft.nchwc
286,162199,162199,13.00342074458367,13.00342074458367,24315,24315,none,unchanged,extended: custom domain com.microsoft.nchwc
287,22566,22566,14.975800372301608,14.975800372301608,2378,2378,none,unchanged,extended: custom domain com.microsoft.nchwc
288,31807,31807,14.632558329669694,14.632558329669694,5923,5923,none,unchanged,extended: custom domain com.microsoft.nchwc
289,24972,24972,14.874489523818365,14.874489523818365,2484,2484,none,unchanged,extended: custom domain com.microsoft.nchwc
290,11708,11708,15.631972352188223,15.631972352188223,4019,4019,none,unchanged,extended: custom domain com.microsoft.nchwc
291,4327,4327,16.627370259775116,16.627370259775116,6567,6567,none,unchanged,extended: custom domain com.microsoft.nchwc
292,6305,6305,16.250901751600978,16.250901751600978,1137,1137,none,unchanged,extended: custom domain com.microsoft.nchwc
293,24771,24771,14.882571106914462,14.882571106914462,9968,9968,none,unchanged,extended: custom domain com.microsoft.nchwc
294,910,910,18.186555400489105,18.186555400489105,3870,3870,none,unchanged,extended: custom domain com.microsoft.nchwc
295,12190,12190,15.591628777524683,15.591628777524683,2145,2145,none,unchanged,extended: custom domain com.microsoft.nchwc
296,4115,4115,16.67760588688883,16.67760588688883,2981,2981,none,unchanged,extended: custom domain com.microsoft.nchwc
297,9172,9172,15.876089356022204,15.876089356022204,2534,2534,none,unchanged,extended: custom domain com.microsoft.nchwc
298,14948,14948,15.387667209394625,15.387667209394625,4442,4442,none,unchanged,extended: custom domain com.microsoft.nchwc
299,1790,1790,17.5100291011652,17.5100291011652,2062,2062,none,unchanged,extended: custom domain com.microsoft.nchwc
300,77546,77546,13.741373412351637,13.741373412351637,5439,5439,none,unchanged,extended: custom domain com.microsoft.nchwc
301,64988,64988,13.91804208355036,13.91804208355036,20021,20021,none,unchanged,extended: custom domain com.microsoft.nchwc
302,7796,7796,16.03863393937255,16.03863393937255,5138,5138,none,unchanged,extended: custom domain com.microsoft.nchwc
303,80710,80710,13.701382237681582,13.701382237681582,2368,2368,none,unchanged,extended: custom domain com.microsoft.nchwc
304,14494,14494,15.418509950330773,15.418509950330773,2352,2352,none,unchanged,extended: custom domain com.microsoft.nchwc
305,3952,3952,16.71802294113224,16.71802294113224,2005,2005,none,unchanged,extended: custom domain com.microsoft.nchwc
306,64444,64444,13.926448091389123,13.926448091389123,5273,5273,none,unchanged,extended: custom domain com.microsoft.nchwc
307,1800,1800,17.504458056115745,17.504458056115745,7476,7476,none,unchanged,extended: custom domain com.microsoft.nchwc
308,21799,21799,15.010380623834585,15.010380623834585,4936,4936,none,unchanged,extended: custom domain com.microsoft.nchwc
309,10,10,22.697414907005953,22.697414907005953,241,241,none,unchanged,extended: custom domain com.microsoft.nchwc
310,25739,25739,14.844237369643414,14.844237369643414,4301,4301,none,unchanged,extended: custom domain com.microsoft.nchwc
311,30,30,21.598802618337846,21.598802618337846,503,503,none,unchanged,extended: custom domain com.microsoft.nchwc
312,9979,9979,15.791761836115688,15.791761836115688,1327,1327,none,unchanged,extended: custom domain com.microsoft.nchwc
313,83572,83572,13.666536185257858,13.666536185257858,40083,40083,none,unchanged,extended: custom domain com.microsoft.nchwc
314,8594,8594,15.941180435665059,15.941180435665059,25464,25464,none,unchanged,extended: custom domain com.microsoft.nchwc
315,9557,9557,15.83497085073382,15.83497085073382,1423,1423,none,unchanged,extended: custom domain com.microsoft.nchwc
316,3903,3903,16.730499232819383,16.730499232819383,4720,4720,none,unchanged,extended: custom domain com.microsoft.nchwc
317,900,900,18.197605236675688,18.197605236675688,3803,3803,none,unchanged,extended: custom domain com.microsoft.nchwc
318,739,739,18.394702079051797,18.394702079051797,1164,1164,none,unchanged,extended: custom domain com.microsoft.nchwc
319,18368,18368,15.181634700880707,15.181634700880707,12225,12225,none,unchanged,extended: custom domain com.microsoft.nchwc
320,5190,5190,16.445511023840066,16.445511023840066,2910,2910,none,unchanged,extended: custom domain com.microsoft.nchwc
321,5511,5511,16.385498626116764,16.385498626116764,2453,2453,none,unchanged,extended: custom domain com.microsoft.nchwc
322,867,867,18.23496102321946,18.23496102321946,728,728,none,unchanged,extended: custom domain com.microsoft.nchwc
323,4533,4533,16.58086074905915,16.58086074905915,2810,2810,none,unchanged,extended: custom domain com.microsoft.nchwc
324,48870,48870,14.203081009735799,14.203081009735799,7864,7864,none,unchanged,extended: custom domain com.microsoft.nchwc
325,43022,43022,14.330533108254256,14.330533108254256,5624,5624,none,unchanged,extended: custom domain com.microsoft.nchwc
326,160,160,19.924826184766175,19.924826184766175,280,280,none,unchanged,extended: custom domain com.microsoft.nchwc
327,7548,7548,16.07096209351156,16.07096209351156,1920,1920,none,unchanged,extended: custom domain com.microsoft.nchwc
328,68053,68053,13.871957907660665,13.871957907660665,12645,12645,none,unchanged,extended: custom domain com.microsoft.nchwc
329,10260,10260,15.76399188127524,15.76399188127524,1936,1936,none,unchanged,extended: custom domain com.microsoft.nchwc
330,59024,59024,14.014300580163543,14.014300580163543,11768,11768,none,unchanged,extended: custom domain com.microsoft.nchwc
331,910,910,18.186555400489105,18.186555400489105,3880,3880,none,unchanged,extended: custom domain com.microsoft.nchwc
332,8990,8990,15.896131872534333,15.896131872534333,4759,4759,none,unchanged,extended: custom domain com.microsoft.nchwc
333,24893,24893,14.877658081568091,14.877658081568091,7039,7039,none,unchanged,extended: custom domain com.microsoft.nchwc
334,609,609,18.588181732290103,18.588181732290103,1128,1128,none,unchanged,extended: custom domain com.microsoft.nchwc
335,46249,46249,14.258204878914801,14.258204878914801,4572,4572,none,unchanged,extended: custom domain com.microsoft.nchwc
336,6036,6036,16.294503180112258,16.294503180112258,6633,6633,none,unchanged,extended: custom domain com.microsoft.nchwc
337,10,10,22.697414907005953,22.697414907005953,175,175,none,unchanged,extended: custom domain com.microsoft.nchwc
338,45016,45016,14.285226738886886,14.285226738886886,9604,9604,none,unchanged,extended: custom domain com.microsoft.nchwc
339,884,884,18.215542937362358,18.215542937362358,1707,1707,none,unchanged,extended: custom domain com.microsoft.nchwc
340,70342,70342,13.83887566105239,13.83887566105239,6308,6308,none,unchanged,extended: custom domain com.microsoft.nchwc
341,18865,18865,15.15493636760159,15.15493636760159,11055,11055,none,unchanged,extended: custom domain com.microsoft.nchwc
342,12153,12153,15.5946686681292,15.5946686681292,4213,4213,none,unchanged,extended: custom domain com.microsoft.nchwc
343,28656,28656,14.736881875699506,14.736881875699506,7957,7957,none,unchanged,extended: custom domain com.microsoft.nchwc
344,2510,2510,17.17196196787417,17.17196196787417,10280,10280,none,unchanged,extended: custom domain com.microsoft.nchwc
345,11716,11716,15.631289292052376,15.631289292052376,11528,11528,none,unchanged,extended: custom domain com.microsoft.nchwc
346,9178,9178,15.875435405045222,15.875435405045222,1903,1903,none,unchanged,extended: custom domain com.microsoft.nchwc
347,1607,1607,17.61787563426249,17.61787563426249,1120,1120,none,unchanged,extended: custom domain com.microsoft.nchwc
348,7207,7207,16.11719194507556,16.11719194507556,2711,2711,none,unchanged,extended: custom domain com.microsoft.nchwc
349,49480,49480,14.190676173493577,14.190676173493577,8578,8578,none,unchanged,extended: custom domain com.microsoft.nchwc
350,19831,19831,15.10499835111417,15.10499835111417,1754,1754,none,unchanged,extended: custom domain com.microsoft.nchwc
351,35154,35154,14.532506311227156,14.532506311227156,3316,3316,none,unchanged,extended: custom domain com.microsoft.nchwc
352,6626,6626,16.20124341714016,16.20124341714016,1698,1698,none,unchanged,extended: custom domain com.microsoft.nchwc
353,5411,5411,16.403810802357263,16.403810802357263,4421,4421,none,unchanged,extended: custom domain com.microsoft.nchwc
354,17007,17007,15.258619697007587,15.258619697007587,3546,3546,none,unchanged,extended: custom domain com.microsoft.nchwc
355,11795,11795,15.624569008158225,15.624569008158225,5198,5198,none,unchanged,extended: custom domain com.microsoft.nchwc
356,5002,5002,16.482406888562437,16.482406888562437,2903,2903,none,unchanged,extended: custom domain com.microsoft.nchwc
357,6581,6581,16.208058011543883,16.208058011543883,2295,2295,none,unchanged,extended: custom domain com.microsoft.nchwc
358,113999,113999,13.356055044591665,13.356055044591665,11696,11696,none,unchanged,extended: custom domain com.microsoft.nchwc
359,42313,42313,14.347150353576192,14.347150353576192,1351,1351,none,unchanged,extended: custom domain com.microsoft.nchwc
360,11146,11146,15.681164031870518,15.681164031870518,1579,1579,none,unchanged,extended: custom domain com.microsoft.nchwc
361,15917,15917,15.324857000570146,15.324857000570146,8714,8714,none,unchanged,extended: custom domain com.microsoft.nchwc
362,11939,11939,15.612434368654611,15.612434368654611,2634,2634,none,unchanged,extended: custom domain com.microsoft.nchwc
363,54241,54241,14.098807640977503,14.098807640977503,29270,29270,none,unchanged,extended: custom domain com.microsoft.nchwc
364,77859,77859,13.737345222483407,13.737345222483407,10192,10192,none,unchanged,extended: custom domain com.microsoft.nchwc
365,58814,58814,14.01786479921536,14.01786479921536,25852,25852,none,unchanged,extended: custom domain com.microsoft.nchwc
366,836880,836880,11.362564029982357,11.362564029982357,93413,93413,none,unchanged,extended: custom domain com.microsoft.nchwc
367,49772,49772,14.184792144104478,14.184792144104478,33926,33926,none,unchanged,extended: custom domain com.microsoft.nchwc
368,32339,32339,14.615970788806473,14.615970788806473,14571,14571,none,unchanged,extended: custom domain com.microsoft.nchwc
369,7729,7729,16.04726523289313,16.04726523289313,3324,3324,none,unchanged,extended: custom domain com.microsoft.nchwc
370,108296,108296,13.407376502134378,13.407376502134378,12416,12416,none,unchanged,extended: custom domain com.microsoft.nchwc
371,21181,21181,15.039140167606002,15.039140167606002,2375,2375,none,unchanged,extended: custom domain com.microsoft.nchwc
372,7880,7880,16.027916817148075,16.027916817148075,1009,1009,none,unchanged,extended: custom domain com.microsoft.nchwc
373,524,524,18.738508315678956,18.738508315678956,823,823,none,unchanged,extended: custom domain com.microsoft.nchwc
374,15742,15742,15.335912421297605,15.335912421297605,4708,4708,none,unchanged,extended: custom domain com.microsoft.nchwc
375,15172,15172,15.372793097191211,15.372793097191211,2790,2790,none,unchanged,extended: custom domain com.microsoft.nchwc
376,23413,23413,14.938953297362508,14.938953297362508,3539,3539,none,unchanged,extended: custom domain com.microsoft.nchwc
377,61924,61924,13.966336894339644,13.966336894339644,22294,22294,none,unchanged,extended: custom domain com.microsoft.nchwc
378,39008,39008,14.428477967719003,14.428477967719003,7568,7568,none,unchanged,extended: custom domain com.microsoft.nchwc
379,72499,72499,13.808671952355807,13.808671952355807,12674,12674,none,unchanged,extended: custom domain com.microsoft.nchwc
380,728,728,18.409698951803314,18.409698951803314,504,504,none,unchanged,extended: custom domain com.microsoft.nchwc
381,3681,3681,16.78906026662098,16.78906026662098,4146,4146,none,unchanged,extended: custom domain com.microsoft.nchwc
382,107354,107354,13.416112936092428,13.416112936092428,23876,23876,none,unchanged,extended: custom domain com.microsoft.nchwc
383,128140,128140,13.239121304806988,13.239121304806988,6374,6374,none,unchanged,extended: custom domain com.microsoft.nchwc
384,74722,74722,13.778470160860206,13.778470160860206,5138,5138,none,unchanged,extended: custom domain com.microsoft.nchwc
385,30,30,21.598802618337846,21.598802618337846,199,199,none,unchanged,extended: custom domain com.microsoft.nchwc
386,2183,2183,17.311544643450056,17.311544643450056,1245,1245,none,unchanged,extended: custom domain com.microsoft.nchwc
387,63558,63558,13.940291846175448,13.940291846175448,15157,15157,none,unchanged,extended: custom domain com.microsoft.nchwc
388,6468,6468,16.225377779303003,16.225377779303003,8467,8467,none,unchanged,extended: custom domain com.microsoft.nchwc
389,1898,1898,17.451444020830127,17.451444020830127,1824,1824,none,unchanged,extended: custom domain com.microsoft.nchwc
390,24692,24692,14.885765416486214,14.885765416486214,5629,5629,none,unchanged,extended: custom domain com.microsoft.nchwc
391,10021,10021,15.787561829941671,15.787561829941671,3435,3435,none,unchanged,extended: custom domain com.microsoft.nchwc
392,30870,30870,14.662459882503795,14.662459882503795,10294,10294,none,unchanged,extended: custom domain com.microsoft.nchwc
393,459,459,18.870949789939456,18.870949789939456,2250,2250,none,unchanged,extended: custom domain com.microsoft.nchwc
394,4753,4753,16.53346872338599,16.53346872338599,6206,6206,none,unchanged,extended: custom domain com.microsoft.nchwc
395,1667,1667,17.581219117249205,17.581219117249205,1579,1579,none,unchanged,extended: custom domain com.microsoft.nchwc
396,143389,143389,13.126683504302262,13.126683504302262,28137,28137,none,unchanged,extended: custom domain com.microsoft.nchwc
397,21041,21041,15.045771805760689,15.045771805760689,7844,7844,none,unchanged,extended: custom domain com.microsoft.nchwc
398,84295,84295,13.657922169750098,13.657922169750098,9751,9751,none,unchanged,extended: custom domain com.microsoft.nchwc
399,1839,1839,17.48302277539568,17.48302277539568,2146,2146,none,unchanged,extended: custom domain com.microsoft.nchwc
400,35153,35153,14.532534757896764,14.532534757896764,3276,3276,none,unchanged,extended: custom domain com.microsoft.nchwc
