task_id,variant,baseline_cost,candidate_cost,baseline_points,candidate_points,file_bytes,validation_status,status,reason,sha256
191,surgery_prune_unused_initializers,36077,36076,14.506589177839231,14.506616896714402,88215,25_pass_0_fail,improved,ok,4092708faddabb2978dd4ee64c9ab37fddd5fb8531cad929cb0332ca75a2f0bd
192,surgery_prune_unused_initializers,9232,9231,15.86956901125212,15.869677336009849,21094,23_pass_0_fail,improved,ok,fc9d56f4b0ab107d3ac27787f0e300c2fd2594d203a79501f233ae5f0beb9ac9
193,surgery_prune_unused_initializers,11100,11099,15.685299612699575,15.68538970684802,25092,24_pass_0_fail,improved,ok,81bfc3b15419031753a56964c25b9e4a33c7a6392213a5476d2fe7e31631bad8
194,surgery_prune_unused_initializers,1800,,17.504458056115745,,,not_run,skipped,no unused initializers,
195,surgery_prune_unused_initializers,14229,,15.436962585454308,,,not_run,skipped,no unused initializers,
196,surgery_prune_unused_initializers,18012,18011,15.201206518578537,15.201262038662943,42372,24_pass_0_fail,improved,ok,98263f4a5216268acf7674fd67b4ab135a4b313e33ba13acc0431a793eb95185
197,surgery_prune_unused_initializers,14568,14567,15.413417378592555,15.413486024551052,34080,25_pass_0_fail,improved,ok,effd542bb343430f4b8948292c6a992ef2b65384a0eaa667a6373aafd5b93a35
198,surgery_prune_unused_initializers,103821,,13.449576458609688,,,not_run,skipped,no unused initializers,
199,surgery_prune_unused_initializers,16157,,15.30989132872317,,,not_run,skipped,no unused initializers,
200,surgery_prune_unused_initializers,8306,,15.975266575809302,,,not_run,skipped,no unused initializers,
201,surgery_prune_unused_initializers,22225,22224,14.991026939617894,14.991071935005875,66252,25_pass_0_fail,improved,ok,0ed2f461ed9cace8e3b545d47dbeec72e1c904060b0057d3342e68ed3cd8bf4d
202,surgery_prune_unused_initializers,19207,19206,15.136969925095148,15.137021990802081,44476,22_pass_0_fail,improved,ok,1097b6ba6ee45b1eefb512103b704f26202905dbb2e398556d87c0758f94aae0
203,surgery_prune_unused_initializers,88402,,13.610350127195805,,,not_run,skipped,no unused initializers,
204,surgery_prune_unused_initializers,56172,56171,14.06382630891193,14.063844111534255,141471,26_pass_0_fail,improved,ok,af713af4c0c80fbb293c217f65023ddba802926f1af9f957a13012e133604a68
205,surgery_prune_unused_initializers,30084,30083,14.688251252053707,14.68828449286678,86092,24_pass_0_fail,improved,ok,5eedc670301ffd704ac6c3d9153e6b92e5f865223a4c234660909f28271e4380
206,surgery_prune_unused_initializers,4796,4795,16.524462483852595,16.52467101268246,8896,24_pass_0_fail,improved,ok,a7d3d2817cb3cf81750cf88207eb7fa2f331d1c417171dcf131286182c02b14b
207,surgery_prune_unused_initializers,1875,,17.463636061595487,,,not_run,skipped,no unused initializers,
208,surgery_prune_unused_initializers,10876,10875,15.705686194247638,15.705778144043116,24964,24_pass_0_fail,improved,ok,f86a12a53aa9e6c848233ef2117779b31c076d221e6595356c3279b62ea4fae9
209,surgery_prune_unused_initializers,59268,59267,14.010175189671374,14.010192062325022,159055,24_pass_0_fail,improved,ok,486f6bbc7ed4a8de15de5b1da5944a660445583d68633339e59db45712e8ac02
210,surgery_prune_unused_initializers,30,,21.598802618337846,,,not_run,skipped,no unused initializers,
211,surgery_prune_unused_initializers,1800,,17.504458056115745,,,not_run,skipped,no unused initializers,
212,surgery_prune_unused_initializers,9969,,15.792764442977296,,,not_run,skipped,no unused initializers,
213,surgery_prune_unused_initializers,20068,20067,15.093118214395856,15.093168046213481,61484,24_pass_0_fail,improved,ok,0aa354ca97e52bfead7166f51ca9e828c2c2fb9445cc1aad289aa9bf7c721611
214,surgery_prune_unused_initializers,1800,,17.504458056115745,,,not_run,skipped,no unused initializers,
215,surgery_prune_unused_initializers,38094,,14.452187931601495,,,not_run,skipped,no unused initializers,
216,surgery_prune_unused_initializers,38308,38307,14.44658596935849,14.44661207390721,107085,24_pass_0_fail,improved,ok,d5976411eb60a016ca7c174e53e6fcc16fc12cb85e7b6e5b2c849dc9dedff670
217,surgery_prune_unused_initializers,12476,12475,15.568437922272306,15.568518079380281,22914,24_pass_0_fail,improved,ok,ae3822d3038ead89699f307a81745c733ef6a33a2f019e48b9d2d05085e2d646
218,surgery_prune_unused_initializers,12612,12611,15.557595979335048,15.557675272044126,42409,24_pass_0_fail,improved,ok,cb2ba529d08a8629103a025e5b25601dcc1cbf7cb795628eddadf8bf0362019f
219,surgery_prune_unused_initializers,18012,18011,15.201206518578537,15.201262038662943,42372,24_pass_0_fail,improved,ok,12b29a7ef07d28bd8dba1d430c147e9bf8265f636e067ee04a4913462771d82b
220,surgery_prune_unused_initializers,900,,18.197605236675688,,,not_run,skipped,no unused initializers,
221,surgery_prune_unused_initializers,55869,,14.069235056400384,,,not_run,skipped,no unused initializers,
222,surgery_prune_unused_initializers,52892,52891,14.123992622323286,14.124011528952897,130439,24_pass_0_fail,improved,ok,d3d2fdff1df6f441d431d703544e826455e7122cb6b241f566480768744b4829
223,surgery_prune_unused_initializers,1800,,17.504458056115745,,,not_run,skipped,no unused initializers,
224,surgery_prune_unused_initializers,17244,17243,15.244780464132974,15.244838456999869,40452,24_pass_0_fail,improved,ok,59c6e8fde060a16587f9fbc4a099c1e5d362dd6fccc7c7ac69c06769da7a75c9
225,surgery_prune_unused_initializers,9372,9371,15.854518200372313,15.854624906876177,18178,24_pass_0_fail,improved,ok,be522a602548acd647abec6e4c17476753dccff31609d92eb4e1a193bcb09c08
226,surgery_prune_unused_initializers,5559,,16.37682648504653,,,not_run,skipped,no unused initializers,
227,surgery_prune_unused_initializers,2927,,17.018266713308115,,,not_run,skipped,no unused initializers,
228,surgery_prune_unused_initializers,5180,5179,16.44743966474647,16.447632733576107,9856,24_pass_0_fail,improved,ok,c93e2106116da9e0537c35cdd21cf1d2a381c88e79a4baa5931a57e4e8ab3156
229,surgery_prune_unused_initializers,1409,,17.74936448810132,,,not_run,skipped,no unused initializers,
230,surgery_prune_unused_initializers,900,,18.197605236675688,,,not_run,skipped,no unused initializers,
231,surgery_prune_unused_initializers,30756,30755,14.666159623847928,14.666192138357532,86476,24_pass_0_fail,improved,ok,98d6b54a60e9e38ae9ad05c38b1508e14df31ce7516617f3f7d5c9110fdce272
232,surgery_prune_unused_initializers,16284,16283,15.30206169037713,15.302123102235779,35460,24_pass_0_fail,improved,ok,dd67694256e5c80a797968d37164bfb20266d9ad1e4fea326897c79c22097e9a
233,surgery_prune_unused_initializers,63540,,13.940575092176493,,,not_run,skipped,no unused initializers,
234,surgery_prune_unused_initializers,26620,26619,14.810581908050898,14.810619474496553,64325,24_pass_0_fail,improved,ok,9a97e3ed5d9e7a78faf746f0fa406aedcd161e63240245901be89019fcdb1759
235,surgery_prune_unused_initializers,1338,,17.801068759311825,,,not_run,skipped,no unused initializers,
236,surgery_prune_unused_initializers,643,,18.53385527576238,,,not_run,skipped,no unused initializers,
237,surgery_prune_unused_initializers,8730,8729,15.925479351166352,15.92559390526465,18342,25_pass_0_fail,improved,ok,a7a303f655ee179deda0025a7b64828dd385414d76dcc2c685a1a47e98d118f1
238,surgery_prune_unused_initializers,20292,20291,15.08201800131342,15.082067283032377,61612,24_pass_0_fail,improved,ok,c8c7b872cbf00c5a49074406fab077118c9c0319e64f5df843e0bae8b1f5adba
239,surgery_prune_unused_initializers,17569,17568,15.226108735634945,15.226165655690743,53513,25_pass_0_fail,improved,ok,2d5ca82a1518107343896bc4a1f17c37c21d604940cf48c03443a787aa0f5d11
240,surgery_prune_unused_initializers,21628,21627,15.018255949498105,15.018302186927311,46660,24_pass_0_fail,improved,ok,6b06168843e048239a6e8831f9925aa3679dbb691eaecc63ede8f981ef561500
241,surgery_prune_unused_initializers,0,,25.0,,,not_run,skipped,no unused initializers,
242,surgery_prune_unused_initializers,12612,12611,15.557595979335048,15.557675272044126,42409,24_pass_0_fail,improved,ok,121b7bf161eb6ba6c646d92fb68bed360d907b19c71e88e84b6aa8e382261dc5
243,surgery_prune_unused_initializers,51196,51195,14.156583317024317,14.156602849991083,125767,24_pass_0_fail,improved,ok,e6dacd8817b8de19ec58c883fe958586cd9b8bdb1bf4a39a25664b26c4a62b27
244,surgery_prune_unused_initializers,13732,13731,15.472515845422418,15.472588670678249,45641,24_pass_0_fail,improved,ok,e6ea38c1e04a947ecf5e605299916fff98d5225fbe72d7383cb4280fb5286bda
245,surgery_prune_unused_initializers,8819,8818,15.91533623611182,15.915449634082117,19946,25_pass_0_fail,improved,ok,b2a39522c4ada825d613eb1614a140e74777a5cf3a6839c88929270f1d1e264b
246,surgery_prune_unused_initializers,9756,9755,15.81436224066419,15.814464746942788,19138,24_pass_0_fail,improved,ok,e7540c43a23187d0996b4e382866288842ff4abdb55bc9b679aa6004a74d6968
247,surgery_prune_unused_initializers,15340,15339,15.361780925078753,15.361846116251892,48173,27_pass_0_fail,improved,ok,bdc858f0e9a56708a517f8bb8d98897307f9a0f9e76035241552fe2399de6089
248,surgery_prune_unused_initializers,2939,2938,17.014175333581083,17.01451564326618,4936,13_pass_0_fail,improved,ok,e774238f2e5e51b85cc8fc35da7fd48770111fefd133582d14aaa6b481d2855c
249,surgery_prune_unused_initializers,8999,,15.895131260966052,,,not_run,skipped,no unused initializers,
250,surgery_prune_unused_initializers,8970,8969,15.898359044947158,15.898470533881996,18830,23_pass_0_fail,improved,ok,07906fc556078363fc2c8e93e539684eecaf5ee17721cf53025f1cc065568d91
251,surgery_prune_unused_initializers,10876,10875,15.705686194247638,15.705778144043116,24964,24_pass_0_fail,improved,ok,463bddfd6733bddddf9c4c1214bc0a706d10160b6adee25a230697519eb88ff8
252,surgery_prune_unused_initializers,9532,9531,15.837590161781367,15.837695077062374,19010,24_pass_0_fail,improved,ok,b92745977d6d4aae6a9a131eab6a906b98ea05219ded97f3f3a20ec83a4c29a4
253,surgery_prune_unused_initializers,14445,14444,15.421896387099665,15.421965617602652,45793,23_pass_0_fail,improved,ok,3839c0c58272aa3f4ae1364fa545b361279d8a60c55e1f8ced4c663c69e7701e
254,surgery_prune_unused_initializers,7956,,16.018318360026136,,,not_run,skipped,no unused initializers,
255,surgery_prune_unused_initializers,74403,,13.782748457411104,,,not_run,skipped,no unused initializers,
256,surgery_prune_unused_initializers,19068,19067,15.144233183675285,15.144285628935556,43716,24_pass_0_fail,improved,ok,c27baac617435912e14d877e28d816b0768a70b2272dec8b9c3c290dbcea9833
257,surgery_prune_unused_initializers,1077,,18.01806532284361,,,not_run,skipped,no unused initializers,
258,surgery_prune_unused_initializers,160,,19.924826184766175,,,not_run,skipped,no unused initializers,
259,surgery_prune_unused_initializers,6843,,16.169018489047502,,,not_run,skipped,no unused initializers,
260,surgery_prune_unused_initializers,12474,,15.568598242913932,,,not_run,skipped,no unused initializers,
261,surgery_prune_unused_initializers,200,,19.701682633451963,,,not_run,skipped,no unused initializers,
262,surgery_prune_unused_initializers,2583,2582,17.14329320690416,17.143680428593413,4664,11_pass_0_fail,improved,ok,c35456409150928c6db6a744af24118ceb25910cf6d4f1909fbb196d52d5e3bf
263,surgery_prune_unused_initializers,8054,,16.006075858588602,,,not_run,skipped,no unused initializers,
264,surgery_prune_unused_initializers,25740,25739,14.844198518849883,14.844237369643414,75200,23_pass_0_fail,improved,ok,ceb750711f5b3ee59ddebb97ce967af52318a84c5122321e7cd6ef9acaf48e7a
265,surgery_prune_unused_initializers,12188,12187,15.591792859894401,15.591874911176498,28676,24_pass_0_fail,improved,ok,9ab39c103d92387fdec4a7a687285ff28a87e93a1d0484a1be1b53a0ecedcf3b
266,surgery_prune_unused_initializers,910,,18.186555400489105,,,not_run,skipped,no unused initializers,
267,surgery_prune_unused_initializers,1255,,17.865109148434115,,,not_run,skipped,no unused initializers,
268,surgery_prune_unused_initializers,22387,,14.983764287772118,,,not_run,skipped,no unused initializers,
269,surgery_prune_unused_initializers,8602,,15.940249986656319,,,not_run,skipped,no unused initializers,
270,surgery_prune_unused_initializers,9820,9819,15.807823598651488,15.80792543683071,18434,24_pass_0_fail,improved,ok,bacf732e5e8c383fb97744395a5db7ec3633f5784222f20420aa8ff96e66de4a
271,surgery_prune_unused_initializers,12733,12732,15.548047672426565,15.548126211598017,42617,25_pass_0_fail,improved,ok,fb0a5c4be1f73efcdda69ce032bc82b77daf4629bed75061ff6ce295e04166ec
272,surgery_prune_unused_initializers,910,,18.186555400489105,,,not_run,skipped,no unused initializers,
273,surgery_prune_unused_initializers,5937,,16.311040765729324,,,not_run,skipped,no unused initializers,
274,surgery_prune_unused_initializers,8581,,15.942694264192879,,,not_run,skipped,no unused initializers,
275,surgery_prune_unused_initializers,59812,59811,14.001038411296266,14.001055130489064,160847,24_pass_0_fail,improved,ok,5667ae316ae0b81ccdc0c781aa50de973e77d949cc8c325b0109f668d9b99fd1
276,surgery_prune_unused_initializers,10,,22.697414907005953,,,not_run,skipped,no unused initializers,
277,surgery_prune_unused_initializers,14617,,15.410059486110708,,,not_run,skipped,no unused initializers,
278,surgery_prune_unused_initializers,27081,27080,14.793412346033735,14.793449272973788,63789,23_pass_0_fail,improved,ok,d0b40e3ded0a6f4869177f660bbbad309ed288b5565b0b1ab1083bfa12c30a6a
279,surgery_prune_unused_initializers,20245,20244,15.084336871533738,15.084386267666032,48948,25_pass_0_fail,improved,ok,cc0f488085333bb4442c9d4ad4429e78065181700bb02472cf33eb4729a1cdc3
280,surgery_prune_unused_initializers,70516,70515,13.836405086594366,13.836419267873659,176083,25_pass_0_fail,improved,ok,37db60841fecd37a724b249c540df292b68df5890d492c6b1361b4c94a2f9d70
281,surgery_prune_unused_initializers,18844,18843,15.156050160180069,15.156103228877509,43588,24_pass_0_fail,improved,ok,a3d5c1ee295288968b9520c0521e98796b1b4bc58819c7706c6ece84df607f76
282,surgery_prune_unused_initializers,900,,18.197605236675688,,,not_run,skipped,no unused initializers,
283,surgery_prune_unused_initializers,910,,18.186555400489105,,,not_run,skipped,no unused initializers,
284,surgery_prune_unused_initializers,13756,13755,15.470769628447844,15.470842326641325,29572,24_pass_0_fail,improved,ok,96df37011b8dd5b02206cbf8598939bf05d75760709e25b06a978a9cc16180a0
285,surgery_prune_unused_initializers,23068,23067,14.953798345264698,14.95384169629971,54148,24_pass_0_fail,improved,ok,488b64b85d3aa54ce70db46f5ae632e3977bd76e50f8a6c73cad95db80ae6bcf
286,surgery_prune_unused_initializers,110902,,13.383597792559053,,,not_run,skipped,no unused initializers,
287,surgery_prune_unused_initializers,13780,13779,15.46902645543235,15.469099027006097,32080,25_pass_0_fail,improved,ok,2ba42d1f33da26c65a970c6c3989e4b1fde86dd99cf112d2a9d8e79ae6c2ac08
288,surgery_prune_unused_initializers,6887,6886,16.162609144455303,16.16275435610153,9528,25_pass_0_fail,improved,ok,57a3a9d0fb48f71c39b5ebe1f9275c79ee4c9b3d156a1942eef63ca776c5e9cd
289,surgery_prune_unused_initializers,24972,,14.874489523818365,,,not_run,skipped,no unused initializers,
290,surgery_prune_unused_initializers,11708,,15.631972352188223,,,not_run,skipped,no unused initializers,
291,surgery_prune_unused_initializers,4327,,16.627370259775116,,,not_run,skipped,no unused initializers,
292,surgery_prune_unused_initializers,6305,,16.250901751600978,,,not_run,skipped,no unused initializers,
293,surgery_prune_unused_initializers,4324,4323,16.6280638212409,16.62829511533237,8076,25_pass_0_fail,improved,ok,c94034ed8ce91d9d6e0bdcb17ed2e35a0c1576fc0794af698f768a1822134b35
294,surgery_prune_unused_initializers,910,,18.186555400489105,,,not_run,skipped,no unused initializers,
295,surgery_prune_unused_initializers,12190,,15.591628777524683,,,not_run,skipped,no unused initializers,
296,surgery_prune_unused_initializers,4115,,16.67760588688883,,,not_run,skipped,no unused initializers,
297,surgery_prune_unused_initializers,9172,,15.876089356022204,,,not_run,skipped,no unused initializers,
298,surgery_prune_unused_initializers,14948,,15.387667209394625,,,not_run,skipped,no unused initializers,
299,surgery_prune_unused_initializers,1790,,17.5100291011652,,,not_run,skipped,no unused initializers,
300,surgery_prune_unused_initializers,13324,13323,15.50267780068643,15.502752856039788,44117,25_pass_0_fail,improved,ok,65b9edb2fe0aedecf619d87cde741ffbd487fa6300b63f5057d06af6da2004ad
301,surgery_prune_unused_initializers,24156,24155,14.907711924572208,14.907753323011493,57732,24_pass_0_fail,improved,ok,af319f3ec5ecff3880bed4ea80c74cceba726f69c31d404fed31de71c6f80df5
302,surgery_prune_unused_initializers,7484,7483,16.07947731260602,16.07961093991964,15616,24_pass_0_fail,improved,ok,d44865764b933153eed384ba659818f5b4c4d9010965259d1a6f619d335c7c3b
303,surgery_prune_unused_initializers,52348,52347,14.13433098882463,14.13435009193366,128647,24_pass_0_fail,improved,ok,30b64f449abd3e91e88c0df25628bc950af0caa8dc55209bbd726cfe40953e49
304,surgery_prune_unused_initializers,14494,,15.418509950330773,,,not_run,skipped,no unused initializers,
305,surgery_prune_unused_initializers,3952,,16.71802294113224,,,not_run,skipped,no unused initializers,
306,surgery_prune_unused_initializers,32803,32802,14.601724746395654,14.601755231876945,76245,23_pass_0_fail,improved,ok,fe8d2646da54f3064a754214537a7f143ba14f101a365f1a33854fbd7f78e038
307,surgery_prune_unused_initializers,1800,,17.504458056115745,,,not_run,skipped,no unused initializers,
308,surgery_prune_unused_initializers,21188,21187,15.038809737335583,15.03885693497571,62124,24_pass_0_fail,improved,ok,a80234d860eda7ff71d4c7a681d70ae08127ded982e0a42da39b830391817671
309,surgery_prune_unused_initializers,10,,22.697414907005953,,,not_run,skipped,no unused initializers,
310,surgery_prune_unused_initializers,23396,23395,14.939679653437084,14.939722396699683,68940,24_pass_0_fail,improved,ok,955008c2b448f44d9c040fa6115dd90cf86fa3776d95dbdcc244609364eb7e5d
311,surgery_prune_unused_initializers,30,,21.598802618337846,,,not_run,skipped,no unused initializers,
312,surgery_prune_unused_initializers,9979,,15.791761836115688,,,not_run,skipped,no unused initializers,
313,surgery_prune_unused_initializers,83572,,13.666536185257858,,,not_run,skipped,no unused initializers,
314,surgery_prune_unused_initializers,5596,5595,16.370192664214628,16.370371379253974,7872,24_pass_0_fail,improved,ok,d5e37119c616fb9f8899ffbb41389d162d7d1fb46d6269c7f4de1f565d97a698
315,surgery_prune_unused_initializers,9557,,15.83497085073382,,,not_run,skipped,no unused initializers,
316,surgery_prune_unused_initializers,3903,,16.730499232819383,,,not_run,skipped,no unused initializers,
317,surgery_prune_unused_initializers,900,,18.197605236675688,,,not_run,skipped,no unused initializers,
318,surgery_prune_unused_initializers,739,,18.394702079051797,,,not_run,skipped,no unused initializers,
319,surgery_prune_unused_initializers,16584,16583,15.283806345884384,15.283866646785901,51013,25_pass_0_fail,improved,ok,dfe1e29e0e5fc1a11ee84081dd7a46b7c672e48faad460270f5d2d54374f35ac
320,surgery_prune_unused_initializers,5190,,16.445511023840066,,,not_run,skipped,no unused initializers,
321,surgery_prune_unused_initializers,5511,,16.385498626116764,,,not_run,skipped,no unused initializers,
322,surgery_prune_unused_initializers,867,,18.23496102321946,,,not_run,skipped,no unused initializers,
323,surgery_prune_unused_initializers,4533,,16.58086074905915,,,not_run,skipped,no unused initializers,
324,surgery_prune_unused_initializers,28892,28891,14.728679980829263,14.728714593085465,67845,24_pass_0_fail,improved,ok,b405c76a952b9df6fc389b098704598e5922e88029108b0c4b8b2af1aa9b107d
325,surgery_prune_unused_initializers,17796,17795,15.213271008074068,15.213327202055707,55370,24_pass_0_fail,improved,ok,f6bb96c864c0a709a9743cb57554ff29baefdfdd5bed18258cc4d2a18fca4f10
326,surgery_prune_unused_initializers,160,,19.924826184766175,,,not_run,skipped,no unused initializers,
327,surgery_prune_unused_initializers,7548,,16.07096209351156,,,not_run,skipped,no unused initializers,
328,surgery_prune_unused_initializers,68053,,13.871957907660665,,,not_run,skipped,no unused initializers,
329,surgery_prune_unused_initializers,10260,,15.76399188127524,,,not_run,skipped,no unused initializers,
330,surgery_prune_unused_initializers,16636,16635,15.280675699137198,15.280735811547423,39364,24_pass_0_fail,improved,ok,c564b10102eb70d52c495039b6c80dfedee2d33e3378b15298053dc031450938
331,surgery_prune_unused_initializers,910,,18.186555400489105,,,not_run,skipped,no unused initializers,
332,surgery_prune_unused_initializers,5900,5899,16.317292370106188,16.317461875996926,12076,25_pass_0_fail,improved,ok,50b2417dc850b5234c3ca83318310772b68aaa7b531bacb9884f7953d40ab61d
333,surgery_prune_unused_initializers,5788,5787,16.336457912248626,16.336630698426163,10944,24_pass_0_fail,improved,ok,d3371fc120690f582c8f831e671b4003657566aef7bd513b2e8ca2305e954ec5
334,surgery_prune_unused_initializers,609,,18.588181732290103,,,not_run,skipped,no unused initializers,
335,surgery_prune_unused_initializers,9308,9307,15.861370475577818,15.86147791581429,18882,24_pass_0_fail,improved,ok,6baabd3f16796def059d056e2121a73bb3af3196cd41401c54561dc0079d9711
336,surgery_prune_unused_initializers,6036,,16.294503180112258,,,not_run,skipped,no unused initializers,
337,surgery_prune_unused_initializers,10,,22.697414907005953,,,not_run,skipped,no unused initializers,
338,surgery_prune_unused_initializers,45016,,14.285226738886886,,,not_run,skipped,no unused initializers,
339,surgery_prune_unused_initializers,884,,18.215542937362358,,,not_run,skipped,no unused initializers,
340,surgery_prune_unused_initializers,10940,10939,15.699818924024028,15.69991033588021,24260,24_pass_0_fail,improved,ok,06c7d0968b2b60fb077dccd4b29bc3e1b22fbd1b9a3f8e5ea2a49f4437ea904b
341,surgery_prune_unused_initializers,9788,9787,15.811087575437437,15.81118974657418,21378,24_pass_0_fail,improved,ok,2e04e697b7499ce2a8643569ed797614f6c88c7ae8f39a86f831553ff498ccc6
342,surgery_prune_unused_initializers,5628,5627,16.364490581765722,16.364668280566722,10112,24_pass_0_fail,improved,ok,8cc46edde2a11aab6a01e89f001dd5ebd349f4a57c209b2e6a6ff6c339251eaa
343,surgery_prune_unused_initializers,11100,11099,15.685299612699575,15.68538970684802,25092,24_pass_0_fail,improved,ok,29ccf32327808bc3a1123534f04b89afb1c5bbd17bf2c9b5f46fb630c4608561
344,surgery_prune_unused_initializers,2510,,17.17196196787417,,,not_run,skipped,no unused initializers,
345,surgery_prune_unused_initializers,11716,,15.631289292052376,,,not_run,skipped,no unused initializers,
346,surgery_prune_unused_initializers,9178,,15.875435405045222,,,not_run,skipped,no unused initializers,
347,surgery_prune_unused_initializers,1607,,17.61787563426249,,,not_run,skipped,no unused initializers,
348,surgery_prune_unused_initializers,7207,,16.11719194507556,,,not_run,skipped,no unused initializers,
349,surgery_prune_unused_initializers,49480,,14.190676173493577,,,not_run,skipped,no unused initializers,
350,surgery_prune_unused_initializers,19831,,15.10499835111417,,,not_run,skipped,no unused initializers,
351,surgery_prune_unused_initializers,15684,15683,15.339603636587778,15.339667397865576,50089,24_pass_0_fail,improved,ok,97ab33caca04dc21459665361ae6597674204a22fe1c545d26480a492ae5e97a
352,surgery_prune_unused_initializers,6626,,16.20124341714016,,,not_run,skipped,no unused initializers,
353,surgery_prune_unused_initializers,5015,5014,16.479811299603966,16.48001072128176,5544,29_pass_0_fail,improved,ok,ebc116248b5efb8e788a4048e18627dff1461285816631eb64838e8123c2f940
354,surgery_prune_unused_initializers,17007,,15.258619697007587,,,not_run,skipped,no unused initializers,
355,surgery_prune_unused_initializers,11623,11622,15.639258827356292,15.639344867364949,38879,25_pass_0_fail,improved,ok,aa0b1d01635540ef786ac972b108d86738f85a07ff6006ce5465d8694dd0e630
356,surgery_prune_unused_initializers,5002,,16.482406888562437,,,not_run,skipped,no unused initializers,
357,surgery_prune_unused_initializers,6581,,16.208058011543883,,,not_run,skipped,no unused initializers,
358,surgery_prune_unused_initializers,15758,15757,15.334896548194367,15.334960010037955,34720,23_pass_0_fail,improved,ok,eb5f179773b432f851e01425a3612c08c1ae94de3b39798f975ff6da87bea4bb
359,surgery_prune_unused_initializers,19772,19771,15.10797792557315,15.10802850342512,46340,24_pass_0_fail,improved,ok,2ec380644f8d27b5287d71f8c747866a8c284ab5ccf89f1eb0da552cbbbd1314
360,surgery_prune_unused_initializers,11146,,15.681164031870518,,,not_run,skipped,no unused initializers,
361,surgery_prune_unused_initializers,8316,8315,15.974063351022096,15.974183608372972,16833,24_pass_0_fail,improved,ok,bb45177912347fb2231cc52f6e3d11e31ea0569b35f89de5fa9f18a99d2359f2
362,surgery_prune_unused_initializers,11939,,15.612434368654611,,,not_run,skipped,no unused initializers,
363,surgery_prune_unused_initializers,7580,7579,16.066731521363582,16.06686345618797,17154,24_pass_0_fail,improved,ok,bf678eef7959209001b57833c9839aa17a9c9d5947ce4a9f66fd9bdc407db5e7
364,surgery_prune_unused_initializers,26076,26075,14.83122936995557,14.831267720131027,62532,24_pass_0_fail,improved,ok,c03eb6c3c8b504676aac744cfae2aad0fe5e73af0c608c75b0e5ed6f1c26df96
365,surgery_prune_unused_initializers,15460,15459,15.353988677858586,15.354053363003667,49961,24_pass_0_fail,improved,ok,e9f92e1fde30af362b089508bd75985af53c320d72658344845ae9914e1ae511
366,surgery_prune_unused_initializers,60516,60515,13.989336928135275,13.989353452827295,160879,22_pass_0_fail,improved,ok,d5fd1cfb4296aef3b4bd4c2d4daa9fce68bf339a5e912fdfb05f802042a6f6c0
367,surgery_prune_unused_initializers,19708,19707,15.111220076336146,15.111270818439417,47044,24_pass_0_fail,improved,ok,187608e5a86f9c9039f8095cfcbeedcb7a47e4d25c1fe4b2b14c0eb5e8d0084d
368,surgery_prune_unused_initializers,15057,15056,15.380401721676957,15.38046813817484,35020,23_pass_0_fail,improved,ok,c07265949d8a389baa5356e1c8df779de3395d30ee28dd3876bee241b5a7d891
369,surgery_prune_unused_initializers,7729,,16.04726523289313,,,not_run,skipped,no unused initializers,
370,surgery_prune_unused_initializers,11548,11547,15.645732459217175,15.645819058048144,25348,24_pass_0_fail,improved,ok,bf662dfae20fc31134844c2256378a36eae2a5eab8029111c871dfffed1e0297
371,surgery_prune_unused_initializers,4924,4923,16.498123512695656,16.498326620241798,7488,24_pass_0_fail,improved,ok,23f23abedb8adea114e94cc0c6f5fbaa2ed082bc7ed85414e79f302d1b5ecbfb
372,surgery_prune_unused_initializers,7880,,16.027916817148075,,,not_run,skipped,no unused initializers,
373,surgery_prune_unused_initializers,524,,18.738508315678956,,,not_run,skipped,no unused initializers,
374,surgery_prune_unused_initializers,11255,11254,15.671432246659167,15.671521100006776,25212,25_pass_0_fail,improved,ok,2a9188eea2d7d5bb7e23a976c23d8bb988b47f88f261c3d2c21caccfceada11f
375,surgery_prune_unused_initializers,13532,13531,15.487187470099402,15.487261371736356,29444,24_pass_0_fail,improved,ok,d3053f958433c3e8839cf31b3b6eaba6d9d01b16c8128bd2a818d440cd47767c
376,surgery_prune_unused_initializers,23413,,14.938953297362508,,,not_run,skipped,no unused initializers,
377,surgery_prune_unused_initializers,26660,26659,14.8090804062673,14.80911791634814,77100,24_pass_0_fail,improved,ok,aefc7854da8bf1fd9141e9f7309937f7982e9d3105aadd086b56b410f964a374
378,surgery_prune_unused_initializers,4557,4556,16.575580208736117,16.575799675432926,8208,25_pass_0_fail,improved,ok,1d27242728fbe0a6e512af1145ba6b0a9a53b7d3de01ab46598afa6d7a2dbe75
379,surgery_prune_unused_initializers,18844,18843,15.156050160180069,15.156103228877509,43588,24_pass_0_fail,improved,ok,d692f61c6c29955729ddf64bc5bc5aa9f2ecdf88d2c6d1e86c8bfcaf2dbaa851
380,surgery_prune_unused_initializers,728,,18.409698951803314,,,not_run,skipped,no unused initializers,
381,surgery_prune_unused_initializers,3681,,16.78906026662098,,,not_run,skipped,no unused initializers,
382,surgery_prune_unused_initializers,37116,37115,14.47819657752693,14.478223520448353,88839,24_pass_0_fail,improved,ok,c579bd3c3eb274ec238bd4768fb1d47d69fefbc5c7c51a2f6192458044f3fa54
