task_id,route,template_name,baseline_cost,candidate_cost,baseline_points,candidate_points,file_bytes,validation_status,status,reason,sha256
392,same_shape_global_transform,greedy1_Unsqueeze_node7_to_input0,30870,30868,14.662459882503795,14.662524672422506,10224,full_arc_pass,improved,ok,7eed8807bc3f75b2bbc99a0b171f5b007e18d1415cf40561d9f9f73071c86466
232,sparse_edit_or_object_completion,greedy1_Mul_node27_to_input0,29497,25577,14.707956157758622,14.850551210869217,2707,full_arc_pass,improved,ok,721738426a6cb04b6fab1bc81ec7bd0c5e1c2af6e5d46ad0cf1757316351d67c
178,crop_or_resize,greedy1_Mul_node6_to_input0,29279,28887,14.715374185513443,14.728853054091607,10990,full_arc_pass,improved,ok,d99517b67fe5802c672cbffb3641e6dcd4775c4f9e1cf50e6502b75c3325ed39
245,sparse_edit_or_object_completion,greedy1_Reshape_node24_to_input0,29012,29004,14.724535183516696,14.724810969508516,3348,full_arc_pass,improved,ok,05d00617d41c02bae82bcb30310862d799b17e92a8e7cd280a82765789a4f7d2
343,sparse_edit_or_object_completion,greedy1_Greater_node1_to_input0,28656,28026,14.736881875699506,14.759112070269836,7886,full_arc_pass,improved,ok,494e496c4690595c25f4a93c46a194a93093888aa0ac685fc74b72d8e012346a
96,crop_or_resize,greedy1_Unsqueeze_node3_to_input0,26948,26944,14.79833563791945,14.798484082957946,20332,full_arc_pass,improved,ok,a1c16e6904e0b99b013eae6b95670362bcbcbc9db56d50bdeaff69e24ea8f8c6
55,same_shape_global_transform,greedy1_Mul_node16_to_input1,26370,26310,14.820017720652668,14.822295625965662,15594,full_arc_pass,improved,ok,2116ff041c42e7a68dba723a7433192532c2f9767ae0216e105ed0dc4cbacbb6
86,sparse_edit_or_object_completion,greedy1_And_node17_to_input0,25857,25713,14.83966336368449,14.845248020433008,4503,full_arc_pass,improved,ok,eb81a59faed292f56c40ae939a8e31c4554cb4910fe448e56899f65e9d66df2b
310,crop_or_resize,greedy1_Reshape_node17_to_input0,25739,25731,14.844237369643414,14.844548230341468,4235,full_arc_pass,improved,ok,252d73dc140a5b93d68d080e92b385cf031449a4525d030f351504c0f30406fe
228,sparse_edit_or_object_completion,greedy1_Mul_node20_to_input0,25086,24886,14.86993479941538,14.877939324664423,5143,full_arc_pass,improved,ok,d8c28f18b2b3fcee8ab51f69b1a260d2e602a9b95dfa1b2bd1b551fe812583be
289,crop_or_resize,greedy1_Mul_node22_to_input0,24972,20472,14.874489523818365,15.073186622160375,2421,full_arc_pass,improved,ok,caba0d5ad9f2bf687898692abe86e3b80cab91814862554a54dc4958e58ce5b8
