task_id,route,template_name,baseline_cost,candidate_cost,baseline_points,candidate_points,file_bytes,validation_status,status,reason,sha256
233,crop_or_resize,greedy1_Unsqueeze_node3_to_input0,63540,63536,13.940575092176493,13.940638046628967,40694,full_arc_pass,improved,ok,cee1092d0e753b0513b26eea2aa82a5cf92166b962f44de200ab4c1fd908937c
177,crop_or_resize,greedy1_Where_node24_to_input1,61194,60682,13.978195575521427,13.986597607291635,3607,full_arc_pass,improved,ok,271309e0fe6e65546ab350324753c1a80a636ba571a7d0dfd86dda3e4b0d3037
118,sparse_edit_or_object_completion,greedy1_Unsqueeze_node3_to_input0,60026,60015,13.997466919324204,13.997650190040554,19589,full_arc_pass,improved,ok,b3769b4f5bdc7fec553d705f7faee99bd97b88268af5b33dc522aa03c64f01c0
330,sparse_edit_or_object_completion,greedy1_Where_node3_to_input1,59024,57224,14.014300580163543,14.045271330211781,11690,full_arc_pass,improved,ok,92da3ee7382dcf49d44040e7e32e5aa157a7d588943805d5ba43826c29793833
97,sparse_edit_or_object_completion,greedy1_Greater_node8_to_input0,55812,54912,14.070255820987903,14.086512817152366,1122,full_arc_pass,improved,ok,926871c0978d486daab07e33baec5d696fd0b731e8bf3da2b426d315acc1fb75
367,sparse_edit_or_object_completion,greedy1_Unsqueeze_node4_to_input0,49772,49768,14.184792144104478,14.184872513805145,33853,full_arc_pass,improved,ok,245adcfcd9019ce1c9962b74a051dedb1a7529954bc741552d72686e9b3c3a4a
89,sparse_edit_or_object_completion,greedy1_Mul_node24_to_input0,49703,49365,14.186179427563964,14.19300304995445,15605,full_arc_pass,improved,ok,a428a4e23f5d90350e01a36ea24953fb98c5086df0031ddaaf25a508e5318d60
324,sparse_edit_or_object_completion,greedy1_Add_node13_to_input0,48870,48850,14.203081009735799,14.20349034252907,7801,full_arc_pass,improved,ok,0b5192a1d5e323dea0643e18e5d31e33e3386fdb211f705ab600c461952abc86
182,sparse_edit_or_object_completion,greedy1_And_node37_to_input0,47619,47618,14.22901287975965,14.229033880001152,15374,full_arc_pass,improved,ok,a5a2aa6fa7b4eb4ba8c5cdce67066150f78f758d771b6fcdfb38be08bba7871b
224,sparse_edit_or_object_completion,greedy1_Where_node19_to_input1,45458,45426,14.275455898281896,14.276160092668638,5105,full_arc_pass,improved,ok,74bdbc1b3e17621cb3290ca3be813d3bb8fe37c253790660c96b4ec6e37550c0
325,crop_or_resize,greedy1_Or_node17_to_input0,43022,42061,14.330533108254256,14.353123775467218,5562,full_arc_pass,improved,ok,a73599b8833316faa4d65a144e0b9704b96c26d8d9364f9398d71bb60bb1fc28
80,same_shape_global_transform,greedy1_Where_node5_to_input1,42055,41995,14.353266435603462,14.354694157440273,11632,full_arc_pass,improved,ok,78c13082a211d9c9a6a5a7a2f9ee5e3b685c4b4c8d1f80055a8c53320312d82d
14,crop_or_resize,greedy1_Reshape_node17_to_input0,39049,39041,14.427427453254685,14.427632345046925,6173,full_arc_pass,improved,ok,ecc52c4b0fd1ead05c95555f79141c6ea682490c68294d73afe380a6fa0b81b6
378,sparse_edit_or_object_completion,greedy1_Sub_node16_to_input0,39008,38988,14.428477967719003,14.4289908145429,7502,full_arc_pass,improved,ok,8a8d3ce39c75335bb35ec79cb3709783f7c6a8511d8c6c7867d9f5d795cd636b
184,crop_or_resize,greedy1_Reshape_node21_to_input0,37886,37826,14.457663070311776,14.4592480241516,43782,full_arc_pass,improved,ok,620f3906bf5c511719542e97012028d3a747c15abb5d059148253dfe9a9a826f
231,crop_or_resize,greedy1_Sub_node16_to_input0,38342,38242,14.445698819920006,14.448310332947095,3918,full_arc_pass,improved,ok,0bf13f594eaef62b73b20594bc73735a6b2fdd940cefb4340771371552cfd72b
252,sparse_edit_or_object_completion,greedy1_Mul_node26_to_input0,38062,37612,14.453028311923028,14.464921572603032,4045,full_arc_pass,improved,ok,1b54e6b2ab1922d04e68d9c76286bc9169ac158f03a42dba44f80455c5652008
27,sparse_edit_or_object_completion,greedy1_Mul_node21_to_input0,36791,34991,14.486991470971319,14.537153835452486,16812,full_arc_pass,improved,ok,d1a4f3b414b4bd7d397b6d7425bd65621e2c90e2a8833e37d4b19d14d4d532a6
65,crop_or_resize,greedy1_Greater_node5_to_input0,35095,35080,14.534186050835478,14.53461355351388,3138,full_arc_pass,improved,ok,710a44c356bb0f9038d12995342165f9c92fa972fe042df37da08f35c88d1463
46,crop_or_resize,greedy1_Mul_node18_to_input0,33426,33306,14.58291068075113,14.586507160081783,8003,full_arc_pass,improved,ok,29abf6045cf3568093168d50525861ff69010db67ad7e2a4c9350522be90bb7f
368,sparse_edit_or_object_completion,greedy1_Sub_node32_to_input0,32339,32139,14.615970788806473,14.622174475069333,14505,full_arc_pass,improved,ok,18f84e33d6ddc3e338b52a92a08f3a469361653ac963d60b5c02b13411579a36
196,sparse_edit_or_object_completion,greedy1_Or_node6_to_input1,32242,32017,14.618974770564057,14.62597770928146,3088,full_arc_pass,improved,ok,7a598073ff880904292c186e25fc344b9889c990b8f84716f9f33c30e003685d
288,sparse_edit_or_object_completion,greedy1_Mul_node15_to_input0,31807,30349,14.632558329669694,14.679481152984343,5860,full_arc_pass,improved,ok,24f297712102800eeb3fa93b389226a5f94de5f3745b26bf047fa8b463f08ea5
