feature,keys,cells,majority_correct,accuracy,ambiguous_keys,top_ambiguous
dr+dc+h+w,534,4260,2730,0.6408450704225352,299,"[{""key"": ""2|5|7|9"", ""hist"": {""6"": 5, ""5"": 1, ""0"": 9, ""2"": 4, ""9"": 3, ""1"": 1, ""8"": 1, ""3"": 2, ""4"": 1}, ""n"": 27}, {""key"": ""2|6|7|9"", ""hist"": {""6"": 7, ""5"": 2, ""0"": 6, ""2"": 5, ""1"": 2, ""9"": 2, ""3"": 2, ""8"": 1}, ""n"": 27}, {""key"": ""2|7|7|9"", ""hist"": {""6"": 3, ""0"": 17, ""2"": 2, ""1"": 1, ""3"": 3, ""5"": 1}, ""n"": 27}, {""key"": ""3|5|7|9"", ""hist"": {""6"": 3, ""5"": 1, ""8"": 2, ""2"": 4, ""0"": 8, ""1"": 1, ""9"": 3, ""3"": 4, ""4"": 1}, ""n"": 27}, {""key"": ""3|6|7|9"", ""hist"": {""6"": 5, ""5"": 1, ""8"": 2, ""0"": 8, ""1"": 2, ""9"": 3, ""3"": 2, ""2"": 3, ""4"": 1}, ""n"": 27}, {""key"": ""3|7|7|9"", ""hist"": {""6"": 1, ""0"": 16, ""5"": 2, ""2"": 3, ""1"": 1, ""9"": 1, ""3"": 3}, ""n"": 27}, {""key"": ""4|5|7|9"", ""hist"": {""0"": 9, ""6"": 4, ""2"": 3, ""1"": 2, ""9"": 2, ""3"": 4, ""8"": 1, ""5"": 1}, ""n"": 26}, {""key"": ""4|6|7|9"", ""hist"": {""6"": 3, ""5"": 1, ""0"": 13, ""3"": 3, ""1"": 1, ""2"": 2, ""8"": 1, ""4"": 1, ""9"": 1}, ""n"": 26}]"
dr+dc+h+w+in_color,2358,4260,3365,0.789906103286385,607,"[{""key"": ""2|5|7|9|4"", ""hist"": {""9"": 2, ""2"": 2, ""8"": 1, ""0"": 1, ""3"": 1}, ""n"": 7}, {""key"": ""2|6|7|9|4"", ""hist"": {""0"": 2, ""2"": 2, ""8"": 1, ""5"": 1, ""9"": 1}, ""n"": 7}, {""key"": ""2|7|7|9|4"", ""hist"": {""0"": 6, ""5"": 1}, ""n"": 7}, {""key"": ""3|5|7|9|4"", ""hist"": {""0"": 2, ""2"": 2, ""8"": 1, ""3"": 1, ""9"": 1}, ""n"": 7}, {""key"": ""3|6|7|9|4"", ""hist"": {""0"": 3, ""2"": 2, ""8"": 1, ""9"": 1}, ""n"": 7}, {""key"": ""3|7|7|9|4"", ""hist"": {""0"": 4, ""2"": 2, ""5"": 1}, ""n"": 7}, {""key"": ""2|0|6|8|5"", ""hist"": {""0"": 3, ""1"": 1, ""6"": 1, ""7"": 1}, ""n"": 6}, {""key"": ""2|1|6|8|5"", ""hist"": {""0"": 3, ""1"": 1, ""6"": 1, ""7"": 1}, ""n"": 6}]"
dr+dc+h+w+rank,774,4260,2773,0.6509389671361502,382,"[{""key"": ""2|5|7|9|1"", ""hist"": {""6"": 5, ""5"": 1, ""0"": 6, ""2"": 4, ""9"": 3, ""1"": 1, ""8"": 1, ""3"": 2}, ""n"": 23}, {""key"": ""2|6|7|9|1"", ""hist"": {""6"": 5, ""5"": 2, ""0"": 5, ""2"": 4, ""1"": 2, ""9"": 2, ""3"": 2, ""8"": 1}, ""n"": 23}, {""key"": ""2|7|7|9|1"", ""hist"": {""6"": 3, ""0"": 14, ""2"": 1, ""1"": 1, ""3"": 3, ""5"": 1}, ""n"": 23}, {""key"": ""3|5|7|9|1"", ""hist"": {""6"": 3, ""5"": 1, ""8"": 2, ""2"": 4, ""1"": 1, ""0"": 5, ""9"": 3, ""3"": 4}, ""n"": 23}, {""key"": ""3|6|7|9|1"", ""hist"": {""6"": 4, ""5"": 1, ""8"": 2, ""0"": 6, ""1"": 2, ""9"": 3, ""3"": 2, ""2"": 3}, ""n"": 23}, {""key"": ""3|7|7|9|1"", ""hist"": {""6"": 1, ""0"": 12, ""5"": 2, ""2"": 3, ""1"": 1, ""9"": 1, ""3"": 3}, ""n"": 23}, {""key"": ""4|5|7|9|1"", ""hist"": {""0"": 5, ""6"": 4, ""2"": 3, ""1"": 2, ""9"": 2, ""3"": 4, ""8"": 1, ""5"": 1}, ""n"": 22}, {""key"": ""4|6|7|9|1"", ""hist"": {""6"": 3, ""5"": 1, ""0"": 10, ""3"": 3, ""1"": 1, ""2"": 2, ""8"": 1, ""9"": 1}, ""n"": 22}]"
row_parity+col_parity+in_color,36,4260,2597,0.60962441314554,36,"[{""key"": ""0|0|2"", ""hist"": {""6"": 9, ""0"": 95, ""4"": 4, ""5"": 6, ""8"": 4, ""7"": 12, ""3"": 8, ""9"": 9, ""1"": 11}, ""n"": 158}, {""key"": ""0|1|2"", ""hist"": {""6"": 12, ""4"": 5, ""5"": 7, ""0"": 92, ""7"": 14, ""3"": 7, ""9"": 5, ""1"": 12, ""8"": 4}, ""n"": 158}, {""key"": ""0|0|8"", ""hist"": {""0"": 100, ""5"": 5, ""6"": 8, ""7"": 8, ""4"": 10, ""3"": 11, ""2"": 2, ""9"": 6, ""1"": 2}, ""n"": 152}, {""key"": ""0|1|8"", ""hist"": {""5"": 3, ""0"": 87, ""6"": 12, ""7"": 10, ""4"": 7, ""9"": 18, ""3"": 10, ""2"": 3, ""1"": 2}, ""n"": 152}, {""key"": ""1|0|2"", ""hist"": {""6"": 9, ""0"": 83, ""4"": 4, ""5"": 7, ""8"": 5, ""7"": 10, ""9"": 10, ""1"": 12, ""3"": 8}, ""n"": 148}, {""key"": ""1|1|2"", ""hist"": {""6"": 10, ""0"": 76, ""4"": 6, ""5"": 9, ""8"": 5, ""7"": 13, ""3"": 10, ""9"": 9, ""1"": 10}, ""n"": 148}, {""key"": ""1|0|7"", ""hist"": {""2"": 25, ""0"": 77, ""8"": 4, ""9"": 2, ""4"": 3, ""5"": 14, ""3"": 4, ""1"": 7, ""6"": 4}, ""n"": 140}, {""key"": ""1|1|7"", ""hist"": {""0"": 83, ""2"": 16, ""8"": 8, ""4"": 5, ""5"": 14, ""1"": 4, ""3"": 2, ""6"": 8}, ""n"": 140}]"
dr+dc+nbr4,1875,4260,3527,0.8279342723004695,369,"[{""key"": ""3|6|2:2:2:2"", ""hist"": {""6"": 4, ""5"": 3, ""0"": 5, ""7"": 3, ""9"": 2, ""1"": 3, ""3"": 1, ""8"": 1, ""4"": 1}, ""n"": 23}, {""key"": ""3|6|8:8:8:8"", ""hist"": {""6"": 2, ""4"": 2, ""0"": 8, ""3"": 2, ""7"": 1, ""5"": 1, ""1"": 1, ""9"": 2, ""2"": 1}, ""n"": 20}, {""key"": ""3|6|4:4:4:4"", ""hist"": {""0"": 7, ""5"": 2, ""8"": 2, ""2"": 2, ""1"": 1, ""9"": 1}, ""n"": 15}, {""key"": ""3|0|8:8:0:8"", ""hist"": {""0"": 12, ""9"": 1, ""4"": 1}, ""n"": 14}, {""key"": ""3|1|8:8:8:8"", ""hist"": {""5"": 1, ""0"": 7, ""9"": 3, ""6"": 2, ""7"": 1}, ""n"": 14}, {""key"": ""3|2|8:8:8:8"", ""hist"": {""5"": 1, ""7"": 2, ""0"": 5, ""9"": 3, ""6"": 3}, ""n"": 14}, {""key"": ""3|7|2:2:2:2"", ""hist"": {""0"": 10, ""5"": 1, ""9"": 1, ""1"": 1, ""3"": 1}, ""n"": 14}, {""key"": ""2|6|2:2:2:2"", ""hist"": {""6"": 3, ""4"": 1, ""8"": 1, ""5"": 1, ""0"": 3, ""9"": 2, ""1"": 1, ""3"": 1}, ""n"": 13}]"
dr+dc+ud_pair+lr_pair,1875,4260,3527,0.8279342723004695,369,"[{""key"": ""3|6|2:2|2:2"", ""hist"": {""6"": 4, ""5"": 3, ""0"": 5, ""7"": 3, ""9"": 2, ""1"": 3, ""3"": 1, ""8"": 1, ""4"": 1}, ""n"": 23}, {""key"": ""3|6|8:8|8:8"", ""hist"": {""6"": 2, ""4"": 2, ""0"": 8, ""3"": 2, ""7"": 1, ""5"": 1, ""1"": 1, ""9"": 2, ""2"": 1}, ""n"": 20}, {""key"": ""3|6|4:4|4:4"", ""hist"": {""0"": 7, ""5"": 2, ""8"": 2, ""2"": 2, ""1"": 1, ""9"": 1}, ""n"": 15}, {""key"": ""3|0|8:8|0:8"", ""hist"": {""0"": 12, ""9"": 1, ""4"": 1}, ""n"": 14}, {""key"": ""3|1|8:8|8:8"", ""hist"": {""5"": 1, ""0"": 7, ""9"": 3, ""6"": 2, ""7"": 1}, ""n"": 14}, {""key"": ""3|2|8:8|8:8"", ""hist"": {""5"": 1, ""7"": 2, ""0"": 5, ""9"": 3, ""6"": 3}, ""n"": 14}, {""key"": ""3|7|2:2|2:2"", ""hist"": {""0"": 10, ""5"": 1, ""9"": 1, ""1"": 1, ""3"": 1}, ""n"": 14}, {""key"": ""2|6|2:2|2:2"", ""hist"": {""6"": 3, ""4"": 1, ""8"": 1, ""5"": 1, ""0"": 3, ""9"": 2, ""1"": 1, ""3"": 1}, ""n"": 13}]"
in_color+u+d+l+rr,627,4260,3366,0.7901408450704225,191,"[{""key"": ""2|2|2|2|2"", ""hist"": {""6"": 13, ""0"": 76, ""4"": 4, ""5"": 9, ""8"": 4, ""7"": 18, ""9"": 11, ""1"": 13, ""3"": 10}, ""n"": 158}, {""key"": ""8|8|8|8|8"", ""hist"": {""5"": 10, ""0"": 72, ""6"": 14, ""7"": 11, ""4"": 8, ""9"": 16, ""3"": 13, ""2"": 4, ""1"": 2}, ""n"": 150}, {""key"": ""7|7|7|7|7"", ""hist"": {""2"": 21, ""0"": 75, ""8"": 10, ""9"": 1, ""4"": 5, ""5"": 11, ""1"": 5, ""3"": 3, ""6"": 7}, ""n"": 138}, {""key"": ""4|4|4|4|4"", ""hist"": {""0"": 68, ""6"": 4, ""1"": 4, ""8"": 6, ""5"": 5, ""7"": 9, ""3"": 9, ""2"": 12, ""9"": 3}, ""n"": 120}, {""key"": ""9|9|9|9|9"", ""hist"": {""0"": 62, ""7"": 6, ""1"": 7, ""8"": 7, ""4"": 5, ""3"": 12, ""6"": 8, ""5"": 6, ""2"": 3}, ""n"": 116}, {""key"": ""5|5|5|5|5"", ""hist"": {""2"": 7, ""0"": 62, ""1"": 5, ""7"": 4, ""6"": 9, ""9"": 5, ""8"": 6, ""4"": 8, ""3"": 2}, ""n"": 108}, {""key"": ""6|6|6|6|6"", ""hist"": {""0"": 70, ""5"": 8, ""8"": 7, ""2"": 1, ""9"": 7, ""1"": 4, ""7"": 3, ""4"": 2}, ""n"": 102}, {""key"": ""3|3|3|3|3"", ""hist"": {""2"": 3, ""0"": 64, ""8"": 4, ""1"": 9, ""4"": 4, ""6"": 8, ""5"": 5, ""7"": 3}, ""n"": 100}]"
rank+u+d+l+rr,763,4260,3361,0.7889671361502347,237,"[{""key"": ""1|2|2|2|2"", ""hist"": {""6"": 13, ""0"": 50, ""4"": 3, ""5"": 9, ""8"": 2, ""7"": 18, ""9"": 11, ""1"": 13, ""3"": 5}, ""n"": 124}, {""key"": ""1|7|7|7|7"", ""hist"": {""2"": 21, ""0"": 53, ""8"": 9, ""9"": 1, ""4"": 5, ""5"": 11, ""1"": 5, ""6"": 7}, ""n"": 112}, {""key"": ""1|8|8|8|8"", ""hist"": {""5"": 8, ""0"": 39, ""6"": 11, ""7"": 11, ""4"": 6, ""9"": 16, ""3"": 13, ""1"": 2, ""2"": 2}, ""n"": 108}, {""key"": ""1|9|9|9|9"", ""hist"": {""0"": 45, ""7"": 6, ""1"": 6, ""4"": 5, ""8"": 5, ""3"": 12, ""6"": 8, ""5"": 6, ""2"": 3}, ""n"": 96}, {""key"": ""1|4|4|4|4"", ""hist"": {""8"": 6, ""5"": 5, ""0"": 44, ""7"": 8, ""3"": 9, ""6"": 3, ""2"": 10, ""1"": 2, ""9"": 3}, ""n"": 90}, {""key"": ""1|6|6|6|6"", ""hist"": {""0"": 43, ""5"": 7, ""8"": 7, ""2"": 1, ""9"": 7, ""1"": 4, ""7"": 3}, ""n"": 72}, {""key"": ""1|5|5|5|5"", ""hist"": {""2"": 6, ""0"": 28, ""1"": 5, ""7"": 4, ""8"": 6, ""9"": 1, ""4"": 6, ""6"": 8, ""3"": 2}, ""n"": 66}, {""key"": ""1|3|3|3|3"", ""hist"": {""2"": 3, ""0"": 40, ""8"": 2, ""1"": 7, ""5"": 3, ""4"": 3}, ""n"": 58}]"
dr+dc+h+w+in_color+nbr4,3194,4260,3916,0.9192488262910798,279,"[{""key"": ""3|6|7|9|2|2:2:2:2"", ""hist"": {""6"": 3, ""5"": 1, ""9"": 1, ""3"": 1}, ""n"": 6}, {""key"": ""3|6|7|9|4|4:4:4:4"", ""hist"": {""0"": 3, ""8"": 1, ""2"": 1, ""9"": 1}, ""n"": 6}, {""key"": ""3|7|7|9|2|2:2:2:2"", ""hist"": {""0"": 3, ""5"": 1, ""9"": 1, ""3"": 1}, ""n"": 6}, {""key"": ""3|7|7|9|4|4:4:4:4"", ""hist"": {""0"": 4, ""2"": 1, ""5"": 1}, ""n"": 6}, {""key"": ""4|6|7|9|4|4:4:4:4"", ""hist"": {""0"": 3, ""8"": 1, ""2"": 1, ""9"": 1}, ""n"": 6}, {""key"": ""4|7|7|9|4|4:4:4:4"", ""hist"": {""0"": 5, ""2"": 1}, ""n"": 6}, {""key"": ""3|1|6|8|5|5:5:5:5"", ""hist"": {""0"": 4, ""6"": 1}, ""n"": 5}, {""key"": ""3|2|6|8|5|5:5:5:5"", ""hist"": {""0"": 4, ""6"": 1}, ""n"": 5}]"
