task_id,route,template_name,baseline_cost,candidate_cost,baseline_points,candidate_points,file_bytes,validation_status,status,reason,sha256
366,crop_or_resize,constant_sparse_output,99849,,13.488585676228723,,,not_run,skipped,non-constant output,
366,crop_or_resize,global_transform_color_map,99849,,13.488585676228723,,,not_run,skipped,variable shapes,
366,crop_or_resize,common_fixed_crop,99849,,13.488585676228723,,,not_run,skipped,no crop fits,
366,crop_or_resize,common_fixed_crop_color_map,99849,,13.488585676228723,,,not_run,skipped,no crop color map fits,
366,crop_or_resize,signature_scatternd_lookup,99849,60516,13.488585676228723,13.989336928135275,160911,22_pass_0_fail,improved,ok,00ca673f5c2da7711b8e0d4b7871e13c50ba934dfa6eebe2bc1dc74349c2c91b
366,crop_or_resize,direct_identity,99849,,13.488585676228723,,,not_run,skipped,not identity,
29,crop_or_resize,constant_sparse_output,97117,,13.516328283804857,,,not_run,skipped,non-constant output,
29,crop_or_resize,global_transform_color_map,97117,,13.516328283804857,,,not_run,skipped,variable shapes,
29,crop_or_resize,common_fixed_crop,97117,,13.516328283804857,,,not_run,skipped,no common crop,
29,crop_or_resize,common_fixed_crop_color_map,97117,,13.516328283804857,,,not_run,skipped,no common crop color map,
29,crop_or_resize,signature_scatternd_lookup,97117,71140,13.516328283804857,13.827594954497554,189199,24_pass_0_fail,improved,ok,b6ef1b6a4bd36f4904a81fd7035738aaa98d2b98ff036caa235889146ad9f487
29,crop_or_resize,direct_identity,97117,,13.516328283804857,,,not_run,skipped,not identity,
109,crop_or_resize,constant_sparse_output,92303,,13.567168077328699,,,not_run,skipped,non-constant output,
109,crop_or_resize,global_transform_color_map,92303,,13.567168077328699,,,not_run,skipped,variable shapes,
109,crop_or_resize,common_fixed_crop,92303,,13.567168077328699,,,not_run,skipped,no crop fits,
109,crop_or_resize,common_fixed_crop_color_map,92303,,13.567168077328699,,,not_run,skipped,no crop color map fits,
109,crop_or_resize,signature_scatternd_lookup,92303,38756,13.567168077328699,14.434959138495104,107373,24_pass_0_fail,improved,ok,bdcfa4085a677a3d2ae6a7c983d67d93138d49274022152acbd16e2eeab77bd3
109,crop_or_resize,direct_identity,92303,,13.567168077328699,,,not_run,skipped,not identity,
