task_id,family,candidate_status,candidate_reason,ir_band,ir_cost_proxy,onnx_band,onnx_cost_proxy,route,template_name,baseline_cost,candidate_cost,baseline_points,candidate_points,file_bytes,validation_status,status,reason,sha256,accepted_raw
1,identity,generated,identity,250-600_plausible,0,250-600_plausible,0,farm_ir,farm_identity_one_node_data_movement,2843,,17.047384888349,,195,0_pass_1_fail,rejected,mismatch example 0,8b974dc46b430d84c387824260ad69606d19cbcebf18981a35837263dfe7a3ed,False
2,identity,generated,identity,250-600_plausible,0,250-600_plausible,0,farm_ir,farm_identity_one_node_data_movement,84626,,13.654003173016246,,195,0_pass_1_fail,rejected,mismatch example 0,8b974dc46b430d84c387824260ad69606d19cbcebf18981a35837263dfe7a3ed,False
3,identity,generated,identity,250-600_plausible,0,250-600_plausible,0,farm_ir,farm_identity_one_node_data_movement,9102,,15.883750551423413,,195,0_pass_1_fail,rejected,mismatch example 0,8b974dc46b430d84c387824260ad69606d19cbcebf18981a35837263dfe7a3ed,False
4,identity,generated,identity,250-600_plausible,0,250-600_plausible,0,farm_ir,farm_identity_one_node_data_movement,55020,,14.084547965521434,,195,0_pass_1_fail,rejected,mismatch example 0,8b974dc46b430d84c387824260ad69606d19cbcebf18981a35837263dfe7a3ed,False
5,identity,generated,identity,250-600_plausible,0,250-600_plausible,0,farm_ir,farm_identity_one_node_data_movement,79847,,13.712132417507211,,195,0_pass_1_fail,rejected,mismatch example 0,8b974dc46b430d84c387824260ad69606d19cbcebf18981a35837263dfe7a3ed,False
1,channel_gather,generated,"order=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",250-600_plausible,0,250-600_plausible,10,farm_ir,farm_channel_gather_channel_gather,2843,,17.047384888349,,316,0_pass_1_fail,rejected,mismatch example 0,ae0249c9f9b02fbbc664f4e03b8ae9a3ac1905e7694c4e712094a5cf204813c8,False
1,static_slice_pad,generated,static slice+pad,600-2000_probe,360,250-600_plausible,381,farm_ir,farm_static_slice_pad_static_slice_pad,2843,,17.047384888349,,595,0_pass_1_fail,rejected,mismatch example 0,e5388c4c38827dd51a9bc94c2a5045251d03017f5044af58f77dafc948052767,False
