task_id,source,template_name,route,cost,points,scaled_points,train_n,test_n,arc_gen_n,total_n,input_shape_count,output_shape_count,min_input_area,max_input_area,min_output_area,max_output_area,max_input_colors,risk_score
184,massimilianoghiotto_6254,,crop_or_resize,38855,14.432407952356657,1443,3,1,262,266,226,4,143,1365,4,9,8,2.18855
185,massimilianoghiotto_6254,,crop_or_resize,59584,14.00485763936326,1400,4,1,262,267,2,1,729,841,9,9,5,1.44584
186,massimilianoghiotto_6254,,sparse_edit_or_object_completion,364,19.10284613236326,1910,10,2,255,267,1,1,9,9,9,9,2,0.50364
187,massimilianoghiotto_6254,,same_shape_global_transform,105313,13.435307852707972,1344,3,1,262,266,36,36,400,625,400,625,2,2.65313
188,afr1ste_5689_artifact,,crop_or_resize,10664,15.725371138141455,1573,3,1,262,266,17,9,8,32,4,16,4,1.75664
189,massimilianoghiotto_6254,,crop_or_resize,24649,14.887508389303385,1489,3,1,262,266,1,1,81,81,36,36,7,0.69649
190,massimilianoghiotto_6254,,sparse_edit_or_object_completion,11204,15.675973863620001,1568,3,1,262,266,1,1,100,100,100,100,2,0.61204
191,franksunp_blended_best,,sparse_edit_or_object_completion,73993,13.788274226882638,1379,4,1,262,267,1,1,529,529,529,529,3,1.13993
192,massimilianoghiotto_6254,,sparse_edit_or_object_completion,51968,14.14161657647865,1414,2,1,262,265,66,66,176,400,176,400,3,2.36968
193,massimilianoghiotto_6254,,sparse_edit_or_object_completion,53661,14.109558240338645,1411,3,1,262,266,14,14,49,400,49,400,2,2.38661
194,massimilianoghiotto_6254,,crop_or_resize,1800,17.504458056115745,1750,3,1,262,266,1,1,9,9,36,36,5,0.468
195,massimilianoghiotto_6254,,crop_or_resize,14229,15.436962585454308,1544,3,1,261,265,3,1,255,323,81,81,2,1.19229
196,massimilianoghiotto_6254,,sparse_edit_or_object_completion,32242,14.618974770564057,1462,3,1,262,266,3,3,81,225,81,225,2,2.02242
197,massimilianoghiotto_6254,,sparse_edit_or_object_completion,50688,14.166555524825903,1417,4,1,262,267,10,10,48,140,48,140,10,2.35688
198,massimilianoghiotto_6254,,same_shape_global_transform,103821,13.449576458609688,1345,3,1,262,266,6,6,289,841,289,841,2,2.63821
199,massimilianoghiotto_6254,,sparse_edit_or_object_completion,16157,15.30989132872317,1531,3,1,262,266,13,13,9,225,9,225,2,1.86157
200,massimilianoghiotto_6254,,sparse_edit_or_object_completion,8306,15.975266575809302,1598,3,1,80,84,1,1,100,100,100,100,2,0.58306
201,massimilianoghiotto_6254,,crop_or_resize,92700,13.562876248446054,1356,4,1,261,266,1,7,169,169,24,56,4,2.127
202,massimilianoghiotto_6254,,sparse_edit_or_object_completion,125720,13.258187509088495,1326,4,1,262,267,207,207,66,800,66,800,6,3.1072
203,massimilianoghiotto_6254,,sparse_edit_or_object_completion,88402,13.610350127195805,1361,4,1,262,267,7,7,36,324,36,324,9,2.73402
204,kojimar_5800_minimal_blend,,sparse_edit_or_object_completion,104544,13.442636685599203,1344,5,1,262,268,11,11,100,400,100,400,2,2.64544
205,massimilianoghiotto_6254,,crop_or_resize,112313,13.370955104619776,1337,3,1,262,266,165,25,240,900,36,100,10,2.92313
206,exp068_seddik_style_strict_scalarization_seddik_style_scalarize_dedup_prune,seddik_style_scalarize_dedup_prune,sparse_edit_or_object_completion,61386,13.975062924893004,1398,3,1,262,266,36,36,49,144,49,144,5,2.21386
207,massimilianoghiotto_6254,,crop_or_resize,1875,17.463636061595487,1746,3,1,261,265,1,1,25,25,4,4,2,0.46875
208,afr1ste_5689_artifact,,sparse_edit_or_object_completion,92273,13.56749314667969,1357,3,1,262,266,1,1,441,441,441,441,4,1.57273
209,kojimar_5800_minimal_blend,,crop_or_resize,67337,13.882534858321867,1388,3,1,262,266,36,102,225,400,48,288,6,2.22337
210,massimilianoghiotto_6254,,crop_or_resize,30,21.598802618337846,2160,3,1,262,266,1,1,9,9,18,18,2,0.4503
211,massimilianoghiotto_6254,,crop_or_resize,1800,17.504458056115745,1750,3,1,262,266,1,1,6,6,36,36,2,0.468
212,exp068_seddik_style_strict_scalarization_seddik_style_scalarize_dedup_prune,seddik_style_scalarize_dedup_prune,sparse_edit_or_object_completion,9870,15.802744867572473,1580,2,1,262,265,1,1,100,100,100,100,4,0.3487
213,massimilianoghiotto_6254,,crop_or_resize,50225,14.175731810316865,1418,3,1,261,265,84,5,81,504,9,49,9,2.30225
214,massimilianoghiotto_6254,,sparse_edit_or_object_completion,1800,17.504458056115745,1750,3,1,262,266,1,1,33,33,33,33,5,0.518
215,massimilianoghiotto_6254,,sparse_edit_or_object_completion,38094,14.452187931601495,1445,2,1,262,265,103,103,100,400,100,400,2,2.23094
216,afr1ste_5689_artifact,,crop_or_resize,103572,13.451977697992342,1345,3,1,262,266,1,124,400,400,20,187,3,2.23572
217,massimilianoghiotto_6254,,sparse_edit_or_object_completion,17924,15.206104124093967,1521,3,1,262,266,1,1,81,81,81,81,2,0.67924
218,massimilianoghiotto_6254,,crop_or_resize,23202,14.948006239164648,1495,3,1,262,266,1,4,441,441,4,9,8,1.28202
219,kojimar_5800_minimal_blend,,sparse_edit_or_object_completion,47688,14.227564927100238,1423,3,1,261,265,1,1,150,150,150,150,2,0.87688
220,massimilianoghiotto_6254,,sparse_edit_or_object_completion,900,18.197605236675688,1820,4,1,262,267,11,11,36,256,36,256,4,1.709
221,massimilianoghiotto_6254,,crop_or_resize,55869,14.069235056400384,1407,4,1,262,267,1,5,9,9,81,441,2,1.75869
222,massimilianoghiotto_6254,,crop_or_resize,58035,14.031198444197276,1403,3,1,262,266,1,1,256,256,256,256,10,1.18035
223,massimilianoghiotto_6254,,crop_or_resize,1800,17.504458056115745,1750,2,1,262,265,1,1,9,9,81,81,4,0.468
224,afr1ste_5689_artifact,,sparse_edit_or_object_completion,45458,14.275455898281896,1428,3,1,262,266,36,36,121,256,121,256,3,2.30458
225,massimilianoghiotto_6254,,sparse_edit_or_object_completion,11078,15.68728356140695,1569,3,1,261,265,1,1,36,36,36,36,5,0.61078
226,massimilianoghiotto_6254,,sparse_edit_or_object_completion,5559,16.37682648504653,1638,3,1,129,133,1,1,100,100,100,100,2,0.55559
227,massimilianoghiotto_6254,,crop_or_resize,2927,17.018266713308115,1702,4,1,262,267,1,1,32,32,16,16,3,0.47927
228,massimilianoghiotto_6254,,sparse_edit_or_object_completion,25086,14.86993479941538,1487,3,1,262,266,1,1,100,100,100,100,6,0.75086
229,massimilianoghiotto_6254,,sparse_edit_or_object_completion,1409,17.74936448810132,1775,4,1,262,267,1,1,9,9,9,9,4,0.51409
230,massimilianoghiotto_6254,,sparse_edit_or_object_completion,900,18.197605236675688,1820,3,1,262,266,2,2,100,225,100,225,2,1.009
231,afr1ste_5689_artifact,,crop_or_resize,38342,14.445698819920006,1445,3,1,262,266,5,5,30,50,60,100,3,2.18342
232,massimilianoghiotto_6254,,sparse_edit_or_object_completion,29497,14.707956157758622,1471,3,1,262,266,63,63,49,196,49,196,5,1.99497
233,kojimar_5800_minimal_blend,,crop_or_resize,63540,13.940575092176493,1394,3,1,262,266,154,134,192,900,64,400,7,2.1854
234,massimilianoghiotto_6254,,sparse_edit_or_object_completion,81703,13.689154000119816,1369,3,1,262,266,70,70,180,400,180,400,3,2.66703
235,massimilianoghiotto_6254,,crop_or_resize,1338,17.801068759311825,1780,4,1,64,69,1,1,56,56,9,9,2,0.46338
236,massimilianoghiotto_6254,,crop_or_resize,643,18.53385527576238,1853,4,1,262,267,1,1,36,36,16,16,4,0.45643
237,massimilianoghiotto_6254,,sparse_edit_or_object_completion,14324,15.430308268881676,1543,4,1,261,266,49,49,9,81,9,81,5,1.84324
238,massimilianoghiotto_6254,,crop_or_resize,64372,13.927565965061614,1393,3,1,262,266,9,3,196,256,25,49,6,2.44372
239,afr1ste_5689_artifact,,crop_or_resize,94477,13.54388830238479,1354,4,1,262,267,4,21,9,16,10,40,5,2.74477
240,massimilianoghiotto_6254,,sparse_edit_or_object_completion,27847,14.765519480374964,1477,3,1,262,266,1,1,361,361,361,361,7,0.77847
241,massimilianoghiotto_6254,,sparse_edit_or_object_completion,0,25.0,2500,3,1,262,266,7,7,9,81,9,81,9,1.7
242,massimilianoghiotto_6254,,crop_or_resize,20119,15.090580078810763,1509,3,1,262,266,1,1,256,256,9,9,10,0.65119
243,franksunp_blended_best,,sparse_edit_or_object_completion,67878,13.874532744845478,1387,3,1,261,265,7,7,144,324,144,324,10,2.27878
244,massimilianoghiotto_6254,,crop_or_resize,31782,14.633344629227418,1463,3,1,262,266,7,2,64,529,9,16,5,1.61782
245,exp068_seddik_style_strict_scalarization_seddik_style_scalarize_dedup_prune,seddik_style_scalarize_dedup_prune,sparse_edit_or_object_completion,29012,14.724535183516696,1472,4,1,262,267,16,16,49,100,49,100,3,1.74012
246,massimilianoghiotto_6254,,sparse_edit_or_object_completion,13391,15.497661881504435,1550,3,1,262,266,103,103,100,400,100,400,3,1.83391
247,afr1ste_5689_artifact,,crop_or_resize,22031,14.999794168587435,1500,6,1,262,269,1,13,100,100,3,18,7,1.27031
248,exp068_seddik_style_strict_scalarization_seddik_style_scalarize_dedup_prune,seddik_style_scalarize_dedup_prune,sparse_edit_or_object_completion,6572,16.20942652084284,1621,3,1,9,13,9,9,20,100,20,100,2,1.51572
249,afr1ste_5689_artifact,,crop_or_resize,8999,15.895131260966052,1590,3,1,261,265,9,9,9,25,18,50,9,1.73999
250,massimilianoghiotto_6254,,sparse_edit_or_object_completion,12141,15.595656566456025,1560,2,1,262,265,1,1,100,100,100,100,3,0.62141
251,massimilianoghiotto_6254,,sparse_edit_or_object_completion,100580,13.481291290274044,1348,3,1,262,266,5,5,64,144,64,144,2,2.8558
252,massimilianoghiotto_6254,,sparse_edit_or_object_completion,38062,14.453028311923028,1445,3,1,262,266,13,13,9,225,9,225,2,2.23062
253,massimilianoghiotto_6254,,crop_or_resize,48269,14.215455188361384,1422,2,1,262,265,1,1,169,169,16,16,5,1.08269
254,afr1ste_5689_artifact,,sparse_edit_or_object_completion,7956,16.018318360026136,1602,2,1,262,265,1,1,81,81,81,81,2,0.57956
255,exp_b025_submit_safe_delta_union,greedy3_Reshape_node13_to_input0,same_shape_global_transform,68987,13.858326639968308,1386,3,1,261,265,1,1,900,900,900,900,2,0.83987
256,massimilianoghiotto_6254,,sparse_edit_or_object_completion,21123,15.041882226812756,1504,3,1,262,266,58,58,16,169,16,169,2,1.91123
257,massimilianoghiotto_6254,,crop_or_resize,1077,18.01806532284361,1802,6,1,262,269,1,1,81,81,16,16,6,0.46077
258,massimilianoghiotto_6254,,sparse_edit_or_object_completion,160,19.924826184766175,1992,3,1,262,266,6,6,25,100,25,100,2,1.7016
259,massimilianoghiotto_6254,,crop_or_resize,6843,16.169018489047502,1617,3,1,262,266,9,4,25,49,4,9,3,1.71843
260,massimilianoghiotto_6254,,sparse_edit_or_object_completion,12474,15.568598242913932,1557,3,1,262,266,1,1,100,100,100,100,3,0.62474
261,massimilianoghiotto_6254,,sparse_edit_or_object_completion,200,19.701682633451963,1970,3,1,261,265,5,5,9,49,9,49,2,1.702
262,massimilianoghiotto_6254,,sparse_edit_or_object_completion,3770,16.765169719557946,1677,4,1,6,11,1,1,9,9,9,9,2,0.5377
263,afr1ste_5689_artifact,,crop_or_resize,8054,16.006075858588602,1601,4,1,262,267,6,1,27,45,9,9,6,1.13054
264,massimilianoghiotto_6254,,crop_or_resize,79536,13.716034971665547,1372,2,1,262,265,9,1,196,256,81,81,10,1.99536
265,afr1ste_5689_artifact,,sparse_edit_or_object_completion,39162,14.424537832136728,1442,3,1,262,266,1,1,324,324,324,324,2,1.04162
266,massimilianoghiotto_6254,,sparse_edit_or_object_completion,910,18.186555400489105,1819,4,1,15,20,1,1,15,15,15,15,2,0.5091
267,exp068_seddik_style_strict_scalarization_seddik_style_scalarize_dedup_prune,seddik_style_scalarize_dedup_prune,sparse_edit_or_object_completion,1207,17.904106778902467,1790,2,1,261,264,1,1,49,49,49,49,3,0.26207
268,exp_b025_submit_safe_delta_union,greedy3_And_node58_to_input0,sparse_edit_or_object_completion,22280,14.98855530595878,1499,3,1,262,266,6,6,25,100,25,100,2,1.6728
269,massimilianoghiotto_6254,,crop_or_resize,8602,15.940249986656319,1594,3,1,262,266,1,7,9,9,36,576,9,1.13602
270,massimilianoghiotto_6254,,sparse_edit_or_object_completion,27301,14.785321389461183,1479,3,1,262,266,1,1,225,225,225,225,5,0.77301
271,massimilianoghiotto_6254,,crop_or_resize,28991,14.725259284025897,1473,4,1,262,267,1,1,81,81,9,9,3,0.73991
272,massimilianoghiotto_6254,,sparse_edit_or_object_completion,910,18.186555400489105,1819,4,1,262,267,9,9,9,25,9,25,2,1.7091
273,afr1ste_5689_artifact,,sparse_edit_or_object_completion,5937,16.311040765729324,1631,3,1,262,266,1,1,100,100,100,100,2,0.55937
274,massimilianoghiotto_6254,,crop_or_resize,8581,15.942694264192879,1594,6,1,262,269,70,1,24,168,9,9,3,1.13581
275,afr1ste_5689_artifact,,crop_or_resize,83879,13.662869436848247,1366,3,1,262,266,4,2,18,32,81,256,5,2.28879
276,massimilianoghiotto_6254,,sparse_edit_or_object_completion,10,22.697414907005953,2270,3,1,262,266,11,11,12,36,12,36,2,1.7001
277,massimilianoghiotto_6254,,sparse_edit_or_object_completion,14617,15.410059486110708,1541,3,1,262,266,1,1,100,100,100,100,2,0.64617
278,massimilianoghiotto_6254,,sparse_edit_or_object_completion,34383,14.55468246483519,1455,2,1,262,265,16,16,225,324,225,324,2,2.04383
279,massimilianoghiotto_6254,,sparse_edit_or_object_completion,26330,14.821535747509644,1482,4,1,261,266,45,45,99,256,99,256,2,1.9633
280,massimilianoghiotto_6254,,sparse_edit_or_object_completion,90506,13.586828574167079,1359,4,1,262,267,2,2,100,400,100,400,3,2.05506
281,afr1ste_5689_artifact,,sparse_edit_or_object_completion,88615,13.60794357751076,1361,3,1,262,266,9,9,121,169,121,169,4,2.73615
282,massimilianoghiotto_6254,,sparse_edit_or_object_completion,900,18.197605236675688,1820,2,1,262,265,1,1,81,81,81,81,2,0.509
283,massimilianoghiotto_6254,,sparse_edit_or_object_completion,910,18.186555400489105,1819,2,1,262,265,1,1,100,100,100,100,2,0.5091
284,exp068_seddik_style_strict_scalarization_seddik_style_scalarize_dedup_prune,seddik_style_scalarize_dedup_prune,sparse_edit_or_object_completion,101133,13.475808238755878,1348,3,1,262,266,107,107,63,240,63,240,3,2.61133
285,kojimar_5800_minimal_blend,,sparse_edit_or_object_completion,151996,13.068390516307327,1307,3,1,261,265,19,19,144,900,144,900,10,3.11996
286,massimilianoghiotto_6254,,sparse_edit_or_object_completion,162199,13.00342074458367,1300,2,1,262,265,167,167,110,625,110,625,4,3.47199
287,massimilianoghiotto_6254,,sparse_edit_or_object_completion,22566,14.975800372301608,1498,4,1,262,267,1,1,256,256,256,256,9,0.72566
288,massimilianoghiotto_6254,,sparse_edit_or_object_completion,31807,14.632558329669694,1463,4,1,262,267,4,4,9,81,9,81,3,2.01807
289,afr1ste_5689_artifact,,crop_or_resize,24972,14.874489523818365,1487,5,1,262,268,1,4,9,9,36,225,6,1.29972
290,massimilianoghiotto_6254,,crop_or_resize,11708,15.631972352188223,1563,3,1,262,266,36,4,100,225,9,36,3,1.76708
291,massimilianoghiotto_6254,,crop_or_resize,4327,16.627370259775116,1663,3,1,261,265,47,1,156,324,1,1,8,1.09327
292,massimilianoghiotto_6254,,sparse_edit_or_object_completion,6305,16.250901751600978,1625,5,1,22,28,11,11,30,60,30,60,2,1.76305
293,massimilianoghiotto_6254,,sparse_edit_or_object_completion,24771,14.882571106914462,1488,4,1,262,267,104,104,25,225,25,225,3,1.94771
294,massimilianoghiotto_6254,,sparse_edit_or_object_completion,910,18.186555400489105,1819,2,1,262,265,1,1,100,100,100,100,2,0.5091
295,vyanktesh_multi_source_output,,crop_or_resize,12190,15.591628777524683,1559,5,1,262,268,7,7,6,18,18,162,2,1.7719
296,exp068_seddik_style_strict_scalarization_seddik_style_scalarize_dedup_prune,seddik_style_scalarize_dedup_prune,crop_or_resize,4107,16.67955188604344,1668,5,1,262,268,1,1,35,35,9,9,2,0.24107
297,massimilianoghiotto_6254,,sparse_edit_or_object_completion,9172,15.876089356022204,1588,3,1,261,265,5,5,12,84,12,84,8,1.79172
298,massimilianoghiotto_6254,,sparse_edit_or_object_completion,14948,15.387667209394625,1539,3,2,262,267,2,2,36,64,36,64,3,1.14948
299,massimilianoghiotto_6254,,sparse_edit_or_object_completion,1790,17.5100291011652,1751,2,1,18,21,1,1,36,36,36,36,3,0.5179
300,massimilianoghiotto_6254,,crop_or_resize,77546,13.741373412351637,1374,4,1,262,267,24,4,45,99,6,12,5,2.57546
301,massimilianoghiotto_6254,,sparse_edit_or_object_completion,64988,13.91804208355036,1392,3,1,262,266,28,28,9,108,9,108,10,2.49988
302,massimilianoghiotto_6254,,sparse_edit_or_object_completion,7796,16.03863393937255,1604,3,1,262,266,1,1,144,144,144,144,2,0.57796
303,massimilianoghiotto_6254,,sparse_edit_or_object_completion,80710,13.701382237681582,1370,3,1,261,265,191,191,110,870,110,870,2,2.6571
304,massimilianoghiotto_6254,,crop_or_resize,14494,15.418509950330773,1542,3,1,262,266,1,1,9,9,81,81,4,0.59494
305,massimilianoghiotto_6254,,sparse_edit_or_object_completion,3952,16.71802294113224,1672,3,1,262,266,1,1,256,256,256,256,9,0.53952
306,massimilianoghiotto_6254,,sparse_edit_or_object_completion,64444,13.926448091389123,1393,2,1,262,265,3,3,171,551,171,551,6,2.49444
307,massimilianoghiotto_6254,,crop_or_resize,1800,17.504458056115745,1750,3,1,262,266,4,4,4,25,16,100,8,1.668
308,massimilianoghiotto_6254,,crop_or_resize,21799,15.010380623834585,1501,3,1,262,266,74,3,36,400,9,49,5,1.86799
309,massimilianoghiotto_6254,,sparse_edit_or_object_completion,10,22.697414907005953,2270,3,1,261,265,3,3,12,18,12,18,3,1.7001
310,massimilianoghiotto_6254,,crop_or_resize,25739,14.844237369643414,1484,3,1,262,266,11,4,400,900,25,64,6,1.90739
311,massimilianoghiotto_6254,,crop_or_resize,30,21.598802618337846,2160,3,1,262,266,1,1,9,9,18,18,2,0.4503
312,massimilianoghiotto_6254,,sparse_edit_or_object_completion,9979,15.791761836115688,1579,2,1,262,265,1,1,144,144,144,144,5,0.59979
313,massimilianoghiotto_6254,,sparse_edit_or_object_completion,83572,13.666536185257858,1367,3,1,262,266,16,16,25,400,25,400,4,2.68572
314,massimilianoghiotto_6254,,sparse_edit_or_object_completion,8594,15.941180435665059,1594,3,1,262,266,1,1,64,64,64,64,4,0.58594
315,massimilianoghiotto_6254,,crop_or_resize,9557,15.83497085073382,1583,3,1,262,266,1,1,9,9,81,81,3,0.54557
316,massimilianoghiotto_6254,,crop_or_resize,3903,16.730499232819383,1673,3,1,262,266,1,1,100,100,9,9,9,0.48903
317,massimilianoghiotto_6254,,sparse_edit_or_object_completion,900,18.197605236675688,1820,2,1,262,265,1,1,81,81,81,81,2,0.509
318,massimilianoghiotto_6254,,crop_or_resize,739,18.394702079051797,1839,4,1,262,267,1,1,36,36,16,16,4,0.45739
319,kojimar_5800_minimal_blend,,crop_or_resize,18368,15.181634700880707,1518,4,1,262,267,25,9,225,361,9,25,4,1.58368
320,massimilianoghiotto_6254,,sparse_edit_or_object_completion,5190,16.445511023840066,1645,3,1,262,266,7,7,45,99,45,99,2,1.7519
321,massimilianoghiotto_6254,,crop_or_resize,5511,16.385498626116764,1639,5,1,261,267,1,1,56,56,16,16,5,0.50511
322,massimilianoghiotto_6254,,sparse_edit_or_object_completion,867,18.23496102321946,1823,3,1,262,266,1,1,9,9,9,9,4,0.50867
323,massimilianoghiotto_6254,,sparse_edit_or_object_completion,4533,16.58086074905915,1658,2,1,169,172,1,1,169,169,169,169,2,0.54533
324,massimilianoghiotto_6254,,sparse_edit_or_object_completion,48870,14.203081009735799,1420,3,1,262,266,106,106,100,400,100,400,4,2.3387
325,massimilianoghiotto_6254,,crop_or_resize,43022,14.330533108254256,1433,3,1,262,266,78,6,64,256,1,36,2,2.23022
326,massimilianoghiotto_6254,,crop_or_resize,160,19.924826184766175,1992,3,1,262,266,8,1,16,144,4,4,4,1.0516
327,massimilianoghiotto_6254,,crop_or_resize,7548,16.07096209351156,1607,3,1,261,265,1,1,9,9,36,36,4,0.52548
328,massimilianoghiotto_6254,,sparse_edit_or_object_completion,68053,13.871957907660665,1387,4,1,262,267,13,13,36,324,36,324,5,2.53053
329,massimilianoghiotto_6254,,sparse_edit_or_object_completion,10260,15.76399188127524,1576,3,1,262,266,4,4,9,81,9,81,10,1.8026
330,afr1ste_5689_artifact,,sparse_edit_or_object_completion,59024,14.014300580163543,1401,3,1,262,266,1,1,100,100,100,100,2,1.24024
331,massimilianoghiotto_6254,,sparse_edit_or_object_completion,910,18.186555400489105,1819,2,1,262,265,1,1,100,100,100,100,2,0.5091
332,massimilianoghiotto_6254,,sparse_edit_or_object_completion,8990,15.896131872534333,1590,4,1,262,267,11,11,30,60,30,60,2,1.7899
333,massimilianoghiotto_6254,,sparse_edit_or_object_completion,24893,14.877658081568091,1488,3,1,261,265,1,1,100,100,100,100,4,0.74893
334,massimilianoghiotto_6254,,crop_or_resize,609,18.588181732290103,1859,7,2,262,271,1,1,25,25,9,9,2,0.45609
335,massimilianoghiotto_6254,,sparse_edit_or_object_completion,46249,14.258204878914801,1426,3,1,262,266,105,105,88,400,88,400,3,2.31249
336,massimilianoghiotto_6254,,sparse_edit_or_object_completion,6036,16.294503180112258,1629,2,1,28,31,1,1,100,100,100,100,2,0.56036
337,massimilianoghiotto_6254,,sparse_edit_or_object_completion,10,22.697414907005953,2270,3,1,262,266,3,3,9,25,9,25,9,1.7001
338,massimilianoghiotto_6254,,sparse_edit_or_object_completion,45016,14.285226738886886,1429,3,2,262,267,4,4,100,625,100,625,2,2.30016
339,afr1ste_5689_artifact,,crop_or_resize,884,18.215542937362358,1822,4,1,261,266,1,9,9,9,1,9,2,1.05884
340,afr1ste_5689_artifact,,sparse_edit_or_object_completion,70342,13.83887566105239,1384,3,1,262,266,104,104,100,400,100,400,8,2.55342
341,massimilianoghiotto_6254,,sparse_edit_or_object_completion,18865,15.15493636760159,1515,3,1,262,266,1,1,100,100,100,100,3,0.68865
342,afr1ste_5689_artifact,,sparse_edit_or_object_completion,12153,15.5946686681292,1559,3,1,262,266,1,1,100,100,100,100,6,0.62153
343,afr1ste_5689_artifact,,sparse_edit_or_object_completion,28656,14.736881875699506,1474,3,1,262,266,1,1,75,75,75,75,4,0.78656
344,massimilianoghiotto_6254,,sparse_edit_or_object_completion,2510,17.17196196787417,1717,3,1,262,266,64,64,9,100,9,100,4,1.7251
345,massimilianoghiotto_6254,,sparse_edit_or_object_completion,11716,15.631289292052376,1563,2,1,261,264,1,1,100,100,100,100,3,0.61716
346,massimilianoghiotto_6254,,crop_or_resize,9178,15.875435405045222,1588,4,1,262,267,63,1,25,144,1,1,3,1.14178
347,massimilianoghiotto_6254,,crop_or_resize,1607,17.61787563426249,1762,5,2,262,269,1,1,18,18,9,9,3,0.46607
348,afr1ste_5689_artifact,,sparse_edit_or_object_completion,7207,16.11719194507556,1612,2,1,262,265,36,36,25,100,25,100,2,1.77207
349,massimilianoghiotto_6254,,same_shape_global_transform,49480,14.190676173493577,1419,4,1,262,267,5,5,100,900,100,900,2,2.0948
350,massimilianoghiotto_6254,,sparse_edit_or_object_completion,19831,15.10499835111417,1510,4,1,262,267,81,81,48,624,48,624,2,1.89831
351,massimilianoghiotto_6254,,crop_or_resize,35154,14.532506311227156,1453,3,1,261,265,1,1,256,256,25,25,9,0.80154
352,massimilianoghiotto_6254,,sparse_edit_or_object_completion,6626,16.20124341714016,1620,3,1,262,266,12,12,20,100,20,100,7,1.76626
353,massimilianoghiotto_6254,,sparse_edit_or_object_completion,5411,16.403810802357263,1640,7,2,262,271,30,30,9,168,9,168,3,1.75411
354,massimilianoghiotto_6254,,sparse_edit_or_object_completion,17007,15.258619697007587,1526,3,1,262,266,1,1,100,100,100,100,5,0.67007
355,massimilianoghiotto_6254,,crop_or_resize,11795,15.624569008158225,1562,4,1,262,267,91,1,120,360,1,1,5,1.16795
356,massimilianoghiotto_6254,,sparse_edit_or_object_completion,5002,16.482406888562437,1648,3,1,262,266,1,1,100,100,100,100,2,0.55002
357,exp068_seddik_style_strict_scalarization_seddik_style_scalarize_dedup_prune,seddik_style_scalarize_dedup_prune,sparse_edit_or_object_completion,6572,16.20942652084284,1621,3,1,9,13,9,9,20,100,20,100,2,1.51572
358,exp068_seddik_style_strict_scalarization_seddik_style_scalarize_dedup_prune,seddik_style_scalarize_dedup_prune,sparse_edit_or_object_completion,113921,13.356739495302836,1336,2,1,262,265,22,22,100,420,100,420,5,2.73921
359,massimilianoghiotto_6254,,sparse_edit_or_object_completion,42313,14.347150353576192,1435,3,1,262,266,87,87,104,375,104,375,9,2.27313
360,afr1ste_5689_artifact,,crop_or_resize,11146,15.681164031870518,1568,3,1,262,266,1,1,90,90,40,40,4,0.56146
361,massimilianoghiotto_6254,,sparse_edit_or_object_completion,15917,15.324857000570146,1532,3,1,262,266,1,1,100,100,100,100,3,0.65917
362,massimilianoghiotto_6254,,sparse_edit_or_object_completion,11939,15.612434368654611,1561,4,1,262,267,1,1,100,100,100,100,3,0.61939
363,needless090_4250_output,,sparse_edit_or_object_completion,54241,14.098807640977503,1410,3,1,261,265,1,1,100,100,100,100,3,0.94241
364,massimilianoghiotto_6254,,sparse_edit_or_object_completion,77859,13.737345222483407,1374,3,1,262,266,55,55,80,440,80,440,2,2.62859
365,massimilianoghiotto_6254,,crop_or_resize,58814,14.01786479921536,1402,3,1,262,266,1,16,100,100,9,36,4,1.78814
366,massimilianoghiotto_6254,,crop_or_resize,836880,11.362564029982357,1136,3,1,262,266,60,30,160,510,80,255,6,3.8
367,kojimar_5800_minimal_blend,,sparse_edit_or_object_completion,49772,14.184792144104478,1418,3,1,262,266,103,103,100,400,100,400,2,2.09772
368,massimilianoghiotto_6254,,sparse_edit_or_object_completion,32339,14.615970788806473,1462,2,1,262,265,1,1,100,100,100,100,4,0.82339
369,massimilianoghiotto_6254,,sparse_edit_or_object_completion,7729,16.04726523289313,1605,3,1,261,265,1,1,100,100,100,100,2,0.57729
370,exp068_seddik_style_strict_scalarization_seddik_style_scalarize_dedup_prune,seddik_style_scalarize_dedup_prune,sparse_edit_or_object_completion,108290,13.407431907377575,1341,3,1,262,266,107,107,100,400,100,400,3,2.6829
371,massimilianoghiotto_6254,,sparse_edit_or_object_completion,21181,15.039140167606002,1504,2,2,262,266,21,21,60,196,60,196,2,1.91181
372,massimilianoghiotto_6254,,crop_or_resize,7880,16.027916817148075,1603,3,1,262,266,1,1,121,121,55,55,4,0.5288
373,massimilianoghiotto_6254,,sparse_edit_or_object_completion,524,18.738508315678956,1874,2,1,72,75,1,1,12,12,12,12,2,0.50524
374,massimilianoghiotto_6254,,sparse_edit_or_object_completion,15742,15.335912421297605,1534,4,1,262,267,1,1,100,100,100,100,2,0.65742
375,massimilianoghiotto_6254,,sparse_edit_or_object_completion,15172,15.372793097191211,1537,3,1,54,58,7,7,9,225,9,225,2,1.85172
376,massimilianoghiotto_6254,,crop_or_resize,23413,14.938953297362508,1494,2,1,36,39,4,4,51,102,153,357,2,1.88413
377,massimilianoghiotto_6254,,crop_or_resize,61924,13.966336894339644,1397,3,1,262,266,104,4,400,900,9,81,5,2.41924
378,massimilianoghiotto_6254,,sparse_edit_or_object_completion,39008,14.428477967719003,1443,4,1,262,267,7,7,36,144,36,144,3,2.24008
379,massimilianoghiotto_6254,,sparse_edit_or_object_completion,72499,13.808671952355807,1381,3,1,262,266,78,78,144,400,144,400,3,2.57499
