task_id,route,compiler_lane,is_cropish,bucket,priority,strict_cost,gain_to_600,gain_to_250,example_count,input_shape_count,output_shape_count,max_output_area,min_output_area,median_output_area,max_input_area,grid_size_changed_examples,output_shape_hist
136,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,18.871203,4837,2.08712,2.962589,266,1,1,100,100,100,100,0,10x10:266
160,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,18.338338,4586,2.033834,2.909303,265,1,1,100,100,100,100,0,10x10:265
323,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,18.222096,4533,2.02221,2.897678,172,1,1,169,169,169,169,0,13x13:172
313,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,17.365342,83572,4.936534,5.812003,266,16,16,400,25,144,400,0,5x5:15;6x6:23;7x7:20;8x8:24;9x9:12;10x10:22;11x11:12;12x12:11;13x13:19;14x14:23;15x15:12;16x16:19;17x17:16;18x18:14;19x19:13;20x20:11
285,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,17.346798,151996,5.53468,6.410149,265,19,19,900,144,676,900,0,12x12:4;13x13:4;14x14:5;15x15:5;16x16:1;17x17:2;18x18:6;19x19:6;20x20:14;21x21:7;22x22:12;23x23:14;24x24:17;25x25:19;26x26:22;27x27:21;28x28:32;29x29:43;30x30:31
297,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,17.26981,9172,2.726981,3.60245,265,5,5,84,12,40,84,0,6x2:40;8x3:49;10x4:64;12x5:54;14x6:58
73,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P2_1000_plausible,17.165149,910,0.416515,1.291984,15,1,1,25,25,25,25,0,5x5:15
193,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,16.935121,53661,4.493512,5.368981,266,14,14,400,49,169,400,0,7x7:21;8x8:25;9x9:25;10x10:14;11x11:20;12x12:18;13x13:19;14x14:13;15x15:20;16x16:20;17x17:19;18x18:22;19x19:18;20x20:12
305,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,16.850474,3952,1.885047,2.760516,266,1,1,256,256,256,256,0,16x16:266
85,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,16.397874,113178,5.239787,6.115256,265,18,18,480,160,300,480,0,8x20:15;9x20:18;10x20:7;11x20:14;8x30:10;12x20:21;13x20:16;9x30:14;14x20:14;10x30:12;15x20:16;16x20:17;11x30:16;12x30:11;13x30:15;14x30:11;15x30:16;16x30:22
381,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,16.140101,3681,1.81401,2.689479,265,1,1,100,100,100,100,0,10x10:265
139,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,16.000583,3630,1.800058,2.675527,265,1,1,81,81,81,81,0,9x9:265
309,sparse_edit_or_object_completion,COLOR_ROLE_COMPILER,False,P2_1000_plausible,16.0,10,0.0,0.0,265,3,3,18,12,15,18,0,3x4:94;3x5:83;3x6:88
214,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P3_large_crop_like_task365,15.986123,1800,1.098612,1.974081,266,1,1,33,33,33,33,0,3x11:266
252,sparse_edit_or_object_completion,COLOR_ROLE_COMPILER,False,P4_not_600_by_area_floor,15.50042,38062,4.150042,5.025511,266,13,13,225,9,81,225,0,3x3:14;4x4:18;5x5:23;6x6:16;7x7:24;8x8:19;9x9:20;10x10:18;11x11:21;12x12:24;13x13:22;14x14:26;15x15:21
32,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P3_large_crop_like_task365,15.360706,3405,1.736071,2.611539,266,3,3,36,16,25,36,0,4x4:95;5x5:83;6x6:88
141,sparse_edit_or_object_completion,SYMMETRY_LINE_COMPILER,False,P4_not_600_by_area_floor,14.720374,15819,3.272037,4.147506,265,9,9,441,25,169,441,0,5x5:28;7x7:35;9x9:32;11x11:20;13x13:38;15x15:32;17x17:27;19x19:23;21x21:30
82,sparse_edit_or_object_completion,TILE_SCALE_COMPILER,False,P4_not_600_by_area_floor,14.66932,23479,3.666932,4.542401,265,11,11,90,30,60,90,0,6x5:16;6x6:20;6x7:26;6x8:17;6x9:32;6x10:25;6x11:24;6x12:25;6x13:26;6x14:26;6x15:28
47,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,14.174061,3024,1.617406,2.492875,265,1,1,81,81,81,81,0,9x9:265
66,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,13.745903,21408,3.57459,4.450059,266,11,11,400,100,225,400,0,10x10:28;11x11:31;12x12:29;13x13:16;14x14:29;15x15:24;16x16:22;17x17:15;18x18:23;19x19:25;20x20:24
299,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P3_large_crop_like_task365,12.930412,1790,1.093041,1.96851,21,1,1,36,36,36,36,0,6x6:21
105,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,12.645622,7055,2.464562,3.340031,266,6,6,182,117,143,182,0,9x13:22;10x13:42;11x13:71;12x13:58;13x13:52;14x13:21
81,sparse_edit_or_object_completion,COLOR_ROLE_COMPILER,False,P4_not_600_by_area_floor,11.467736,2307,1.346774,2.222242,264,1,1,49,49,49,49,0,7x7:264
337,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P2_1000_plausible,9.0,10,0.0,0.0,266,3,3,25,9,16,25,0,3x3:96;4x4:82;5x5:88
278,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,8.483879,34383,4.048388,4.923857,265,16,16,324,225,270,324,0,15x15:20;15x16:21;16x15:16;15x17:16;17x15:24;16x16:9;15x18:12;18x15:20;16x17:18;17x16:18;16x18:16;18x16:11;17x17:18;17x18:13;18x17:20;18x18:13
358,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,8.470153,113999,5.247015,6.122484,265,22,22,420,100,210,420,0,10x10:16;11x10:12;11x11:10;12x11:22;12x12:13;13x12:16;13x13:8;14x13:7;14x14:12;15x14:17;15x15:14;16x15:9;16x16:13;17x16:10;17x17:7;18x17:9;18x18:14;19x18:10;19x19:7;20x19:16;20x20:13;21x20:10
320,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,7.575593,5190,2.157559,3.033028,266,7,7,99,45,90,99,0,5x9:3;6x9:6;7x9:17;8x9:20;9x9:41;10x9:66;11x9:113
199,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,6.93179,16157,3.293179,4.168648,266,13,13,225,9,81,225,0,3x3:20;4x4:25;5x5:27;6x6:13;7x7:23;8x8:18;9x9:21;10x10:14;11x11:19;12x12:23;13x13:19;14x14:24;15x15:20
245,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,6.786386,29015,3.878639,4.754107,267,16,16,100,49,70,100,0,7x7:21;7x8:20;8x7:16;7x9:17;9x7:24;8x8:8;7x10:11;10x7:20;8x9:18;9x8:18;8x10:16;10x8:12;9x9:19;9x10:14;10x9:20;10x10:13
248,sparse_edit_or_object_completion,SYMMETRY_LINE_COMPILER,False,P4_not_600_by_area_floor,5.950123,6581,2.395012,3.270481,13,9,9,100,20,50,100,0,10x2:2;10x3:2;10x4:2;10x5:2;10x6:1;10x7:1;10x8:1;10x9:1;10x10:1
357,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,5.950123,6581,2.395012,3.270481,13,9,9,100,20,50,100,0,10x2:2;10x3:2;10x4:2;10x5:2;10x6:1;10x7:1;10x8:1;10x9:1;10x10:1
267,sparse_edit_or_object_completion,COLOR_ROLE_COMPILER,False,P4_not_600_by_area_floor,5.379612,1255,0.737961,1.61343,264,1,1,49,49,49,49,0,7x7:264
332,sparse_edit_or_object_completion,COLOR_ROLE_COMPILER,False,P4_not_600_by_area_floor,5.069385,8990,2.706938,3.582407,267,11,11,60,30,42,60,0,3x10:29;3x11:31;3x12:30;3x13:16;3x14:29;3x15:23;3x16:23;3x17:17;3x18:24;3x19:23;3x20:22
181,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,4.881346,1194,0.688135,1.563603,266,1,1,54,54,54,54,0,6x9:266
95,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,2.165149,910,0.416515,1.291984,265,1,1,81,81,81,81,0,9x9:265
283,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,2.165149,910,0.416515,1.291984,265,1,1,100,100,100,100,0,10x10:265
294,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,2.165149,910,0.416515,1.291984,265,1,1,100,100,100,100,0,10x10:265
331,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,2.165149,910,0.416515,1.291984,265,1,1,100,100,100,100,0,10x10:265
15,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,2.054651,900,0.405465,1.280934,265,1,1,81,81,81,81,0,9x9:265
282,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,2.054651,900,0.405465,1.280934,265,1,1,81,81,81,81,0,9x9:265
317,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,2.054651,900,0.405465,1.280934,265,1,1,81,81,81,81,0,9x9:265
292,sparse_edit_or_object_completion,SYMMETRY_LINE_COMPILER,False,P4_not_600_by_area_floor,1.521686,6305,2.352169,3.227637,28,11,11,60,30,42,60,0,3x10:3;3x11:4;3x12:2;3x13:3;3x14:3;3x15:2;3x16:2;3x17:3;3x18:2;3x19:2;3x20:2
272,sparse_edit_or_object_completion,COLOR_ROLE_COMPILER,False,P3_large_crop_like_task365,1.165149,910,0.416515,1.291984,267,9,9,25,9,16,25,0,3x3:22;3x4:28;4x3:26;3x5:25;5x3:29;4x4:26;4x5:33;5x4:44;5x5:34
58,same_shape_global_transform,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,0.899554,16105,3.289955,4.165424,22,16,16,400,25,169,400,0,5x5:1;6x6:2;7x7:1;8x8:2;9x9:1;10x10:2;11x11:1;12x12:1;13x13:2;14x14:1;15x15:2;16x16:1;17x17:1;18x18:2;19x19:1;20x20:1
127,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,0.054651,900,0.405465,1.280934,267,2,2,77,33,77,77,0,3x11:65;7x11:202
230,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,0.054651,900,0.405465,1.280934,266,2,2,225,100,225,225,0,10x10:117;15x15:149
352,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,0.018269,6626,2.401827,3.277296,266,12,12,100,20,56,100,0,4x5:21;5x5:19;5x6:24;6x6:13;6x7:19;7x7:24;7x8:20;8x8:24;8x9:32;9x9:17;9x10:23;10x10:30
385,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,-2.0,30,0.0,0.0,265,1,1,40,40,40,40,0,10x4:265
84,sparse_edit_or_object_completion,SYMMETRY_LINE_COMPILER,False,P4_not_600_by_area_floor,-3.180935,19513,3.481907,4.357375,175,19,19,441,9,144,441,0,3x3:10;4x4:9;5x5:9;6x6:9;7x7:10;8x8:9;9x9:9;10x10:10;11x11:9;12x12:9;13x13:9;14x14:9;15x15:10;16x16:9;17x17:9;18x18:9;19x19:9;20x20:9;21x21:9
387,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,-3.372215,63558,4.662778,5.538247,266,25,25,324,196,252,324,0,14x14:15;14x15:10;15x14:11;14x16:9;16x14:16;15x15:3;14x17:7;17x14:14;15x16:11;16x15:13;14x18:14;18x14:11;15x17:8;17x15:8;16x16:9;15x18:7;18x15:15;16x17:7;17x16:11;16x18:11;18x16:18;17x17:8;17x18:10;18x17:11;18x18:9
155,sparse_edit_or_object_completion,SYMMETRY_LINE_COMPILER,False,P4_not_600_by_area_floor,-4.752715,1014,0.524729,1.400197,266,5,5,64,16,36,64,0,4x4:65;5x5:51;6x6:56;7x7:44;8x8:50
371,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,-6.360698,21181,3.56393,4.439399,266,21,21,196,60,120,196,0,6x10:6;10x6:7;6x12:5;12x6:8;8x10:7;10x8:5;6x14:13;14x6:7;8x12:5;12x8:12;10x10:24;8x14:5;14x8:8;10x12:11;12x10:17;10x14:25;14x10:20;12x12:17;12x14:23;14x12:22;14x14:19
150,sparse_edit_or_object_completion,GENERAL_DSL_SYNTHESIS,False,P4_not_600_by_area_floor,-8.752715,1014,0.524729,1.400197,266,7,7,81,9,36,81,0,3x3:47;4x4:39;5x5:38;6x6:32;7x7:41;8x8:39;9x9:30
158,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,-8.80913,182776,5.719087,6.594556,266,33,33,650,210,484,650,0,14x15:2;15x15:3;15x16:2;16x15:6;16x16:7;16x17:5;17x16:9;17x17:5;17x18:4;18x17:7;18x18:8;18x19:6;19x18:4;19x19:5;19x20:3;20x19:9;20x20:4;20x21:6;21x20:8;21x21:8;21x22:13;22x21:9;22x22:6;22x23:15;23x22:9;23x23:11;23x24:7;24x23:15;24x24:9;24x25:13;25x24:17;25x25:12;26x25:19
301,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,-9.149717,64988,4.685028,5.560497,266,28,28,108,9,42,108,0,3x3:9;4x3:15;5x3:11;4x4:9;6x3:10;5x4:7;6x4:9;5x5:12;7x4:14;6x5:6;7x5:11;6x6:5;8x5:9;7x6:12;8x6:7;7x7:10;9x6:7;8x7:9;9x7:7;8x8:11;10x7:16;9x8:7;10x8:15;9x9:10;11x8:8;10x9:10;11x9:6;12x9:4
261,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,-10.0,200,0.0,0.0,265,5,5,49,9,36,49,0,3x3:19;4x4:44;5x5:68;6x6:62;7x7:72
258,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,-12.0,160,0.0,0.0,266,6,6,100,25,64,100,0,5x5:38;6x6:43;7x7:49;8x8:39;9x9:45;10x10:52
151,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,-13.834851,910,0.416515,1.291984,266,9,9,144,16,64,144,0,4x4:33;5x5:36;6x6:34;7x7:19;8x8:38;9x9:30;10x10:26;11x11:21;12x12:29
241,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,-14.0,0,0.0,0.0,266,7,7,81,9,36,81,0,3x3:32;4x4:39;5x5:42;6x6:35;7x7:43;8x8:42;9x9:33
176,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,-16.197832,7920,2.580217,3.455686,25,21,21,75,15,45,75,0,3x5:1;3x6:1;3x7:1;3x8:1;3x9:1;3x10:2;3x11:1;3x12:1;3x13:1;3x14:1;3x15:2;3x16:1;3x17:1;3x18:2;3x19:1;3x20:1;3x21:1;3x22:1;3x23:1;3x24:1;3x25:2
220,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,-17.945349,900,0.405465,1.280934,267,11,11,256,36,144,256,0,6x6:11;7x7:17;8x8:16;9x9:18;10x10:19;11x11:29;12x12:29;13x13:31;14x14:36;15x15:37;16x16:24
113,sparse_edit_or_object_completion,SYMMETRY_LINE_COMPILER,False,P4_not_600_by_area_floor,-18.0,30,0.0,0.0,265,9,9,100,20,60,100,0,10x2:34;10x3:37;10x4:33;10x5:20;10x6:38;10x7:28;10x8:26;10x9:21;10x10:28
276,sparse_edit_or_object_completion,COLOR_ROLE_COMPILER,False,P3_large_crop_like_task365,-18.0,10,0.0,0.0,266,11,11,36,12,24,36,0,3x4:1;4x4:28;3x6:1;4x5:23;5x4:35;4x6:31;6x4:33;5x5:20;5x6:29;6x5:38;6x6:27
187,same_shape_global_transform,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,-20.322375,105313,5.167762,6.043231,266,36,36,625,400,504,625,0,20x20:10;20x21:7;21x20:5;20x22:7;22x20:4;21x21:9;20x23:11;23x20:5;21x22:6;22x21:9;20x24:5;24x20:11;21x23:5;23x21:16;22x22:4;20x25:10;25x20:9;21x24:5;24x21:6;22x23:8;23x22:4;21x25:8;25x21:9;22x24:9;24x22:6;23x23:9;22x25:9;25x22:6;23x24:7;24x23:10;23x25:2;25x23:2;24x24:5;24x25:9;25x24:11;25x25:8
147,sparse_edit_or_object_completion,COLOR_ROLE_COMPILER,False,P3_large_crop_like_task365,-23.834851,910,0.416515,1.291984,267,16,16,36,9,18,36,0,3x3:22;3x4:16;4x3:15;3x5:18;5x3:24;4x4:11;3x6:11;6x3:20;4x5:18;5x4:17;4x6:18;6x4:11;5x5:19;5x6:14;6x5:20;6x6:13
206,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,-25.719763,61387,4.628024,5.503492,266,36,36,144,49,88,144,0,7x7:9;7x8:6;8x7:10;7x9:3;9x7:9;8x8:3;7x10:5;10x7:9;8x9:8;9x8:11;7x11:9;11x7:10;8x10:7;10x8:7;9x9:6;7x12:10;12x7:6;8x11:6;11x8:12;9x10:5;10x9:6;8x12:6;12x8:4;9x11:9;11x9:11;10x10:4;9x12:7;12x9:13;10x11:9;11x10:9;10x12:5;12x10:5;11x11:6;11x12:8;12x11:3;12x12:10
224,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,-28.723856,45458,4.327614,5.203083,266,36,36,256,121,182,256,0,11x11:3;11x12:5;12x11:5;11x13:9;13x11:6;12x12:8;11x14:3;14x11:10;12x13:11;13x12:16;11x15:2;15x11:4;12x14:8;14x12:10;13x13:17;11x16:2;16x11:1;12x15:5;15x12:7;13x14:11;14x13:22;12x16:2;16x12:3;13x15:7;15x13:9;14x14:9;13x16:4;16x13:4;14x15:21;15x14:13;14x16:7;16x14:7;15x15:5;15x16:3;16x15:6;16x16:1
120,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,-29.834851,910,0.416515,1.291984,266,17,17,224,120,168,224,0,10x12:14;11x12:12;12x11:1;11x13:12;12x12:23;12x13:18;13x12:17;12x14:23;14x12:24;13x13:11;13x14:14;14x13:14;13x15:1;15x13:28;14x14:20;15x14:15;16x14:19
14,crop_or_resize,CROP_SHAPE_COMPILER,True,P4_not_600_by_area_floor,-32.243571,39049,4.175643,5.051112,266,104,87,168,25,56,625,266,5x5:8;5x6:8;6x5:10;5x7:9;7x5:13;6x6:7;5x8:3;8x5:9;6x7:8;7x6:10;5x9:4;9x5:7;6x8:5;8x6:5;7x7:3;5x10:4;10x5:1;6x9:7;9x6:6;11x5:6;7x8:7;8x7:7;5x12:1;6x10:3;10x6:3;12x5:2;7x9:4;9x7:7;8x8:3;13x5:4;6x11:2;11x6:1;5x14:3;7x10:1;10x7:1;14x5:1;6x12:2;8x9:2;9x8:2;12x6:4;5x15:1;15x5:1;7x11:1;11x7:1;6x13:2;8x10:2;10x8:1;9x9:4;6x14:5;8x11:1;11x8:2;9x10:5;7x13:1;13x7:1;8x12:3;12x8:1;7x14:1;11x9:2;10x10:2;6x17:2;17x6:1;8x13:1;13x8:1;15x7:2;12x9:1;10x11:1;11x10:3;16x7:1;9x13:1;13x9:2;10x12:1;12x10:2;15x8:1;11x11:1;7x18:1;9x14:1;10x13:2;12x11:1;15x9:1;8x17:1;14x10:1;9x16:1;12x12:1;13x12:1;16x10:1;15x11:2;12x14:1
353,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,-38.007405,5411,2.19926,3.074728,271,30,30,168,9,63,168,0,3x3:9;4x3:10;5x3:6;4x4:10;5x4:13;6x4:12;5x5:10;6x5:13;7x5:9;6x6:4;7x6:8;8x6:9;7x7:9;8x7:9;9x7:17;8x8:6;9x8:5;10x8:13;9x9:9;10x9:7;11x9:10;10x10:6;11x10:6;12x10:5;11x11:14;12x11:7;13x11:8;12x12:7;13x12:13;14x12:7
90,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,-41.404363,63354,4.659564,5.535032,267,44,44,150,40,84,150,0,2x20:11;2x21:5;2x22:10;2x23:6;2x24:7;2x25:5;2x26:6;2x27:2;2x28:9;2x29:6;2x30:6;3x20:6;3x21:5;3x22:3;3x23:2;3x24:5;3x25:9;3x26:7;4x20:7;3x27:5;3x28:5;4x21:13;3x29:1;4x22:10;3x30:7;4x23:4;4x24:10;4x25:5;5x20:7;4x26:7;5x21:8;4x27:2;5x22:6;4x28:5;5x23:3;4x29:11;4x30:6;5x24:7;5x25:4;5x26:3;5x27:7;5x28:5;5x29:5;5x30:4
348,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,-47.141216,7207,2.485878,3.361347,265,36,36,100,25,60,100,0,5x5:2;5x6:4;6x5:3;5x7:5;7x5:4;6x6:3;5x8:7;8x5:4;6x7:6;7x6:5;5x9:8;9x5:5;6x8:9;8x6:7;7x7:7;5x10:8;10x5:6;6x9:6;9x6:11;7x8:9;8x7:7;6x10:6;10x6:4;7x9:10;9x7:12;8x8:6;7x10:9;10x7:12;8x9:11;9x8:13;8x10:7;10x8:10;9x9:10;9x10:12;10x9:4;10x10:13
279,sparse_edit_or_object_completion,COLOR_ROLE_COMPILER,False,P4_not_600_by_area_floor,-52.184654,26330,3.781535,4.657003,266,45,45,256,99,210,256,0,9x11:1;10x10:2;10x11:1;10x12:2;11x11:1;11x12:2;12x11:3;10x14:1;14x10:1;11x13:1;13x11:1;12x12:1;10x15:4;15x10:2;11x14:6;14x11:2;12x13:2;13x12:2;10x16:4;16x10:3;11x15:4;15x11:4;12x14:5;14x12:4;13x13:2;16x11:2;12x15:4;15x12:5;13x14:7;14x13:5;12x16:8;16x12:5;13x15:4;15x13:9;14x14:8;13x16:8;16x13:5;14x15:6;15x14:6;14x16:12;16x14:14;15x15:19;15x16:19;16x15:31;16x16:28
91,crop_or_resize,CROP_SHAPE_COMPILER,True,P4_not_600_by_area_floor,-53.48253,51466,4.451747,5.327216,266,49,99,169,9,40,225,266,3x3:5;3x4:3;4x3:3;3x5:3;5x3:5;4x4:3;3x6:4;6x3:1;4x5:2;5x4:4;3x7:3;7x3:4;3x8:7;4x6:9;6x4:6;8x3:1;5x5:7;3x9:3;9x3:1;4x7:6;7x4:5;3x10:7;5x6:4;6x5:3;10x3:3;4x8:1;8x4:4;3x11:1;11x3:4;5x7:6;7x5:2;3x12:2;4x9:3;6x6:4;9x4:1;3x13:3;4x10:3;5x8:4;8x5:2;10x4:3;6x7:1;7x6:1;4x11:1;9x5:2;4x12:1;6x8:2;8x6:3;7x7:4;5x10:4;10x5:1;4x13:2;6x9:4;9x6:1;5x11:1;11x5:1;7x8:6;8x7:3;5x12:2;6x10:2;10x6:3;12x5:2;7x9:3;9x7:2;8x8:2;13x5:3;11x6:1;5x14:1;7x10:1;10x7:4;6x12:2;8x9:2;9x8:3;12x6:2;7x11:3;11x7:1;8x10:2;10x8:4;9x9:4;12x7:1;14x6:1;8x11:1;9x10:3;10x9:5;13x7:1;8x12:1;12x8:2;14x7:1;9x12:1;12x9:3;10x11:1;11x10:1;14x8:1;9x13:2;13x9:1;11x11:2;10x13:1;11x12:1;12x12:3;13x13:1
148,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,-53.968146,22029,3.603185,4.478654,266,45,45,288,128,192,288,0,16x8:5;17x8:13;16x9:6;18x8:2;19x8:12;17x9:6;16x10:4;20x8:9;18x9:1;21x8:7;17x10:7;19x9:4;16x11:2;22x8:6;18x10:6;20x9:7;23x8:9;17x11:5;21x9:8;19x10:5;16x12:7;24x8:4;18x11:5;22x9:4;20x10:8;17x12:6;23x9:5;19x11:9;21x10:5;18x12:3;24x9:11;20x11:3;22x10:7;19x12:2;23x10:5;21x11:6;20x12:7;24x10:6;22x11:5;21x12:8;23x11:5;22x12:2;24x11:8;23x12:9;24x12:2
209,crop_or_resize,CROP_SHAPE_COMPILER,True,P4_not_600_by_area_floor,-56.794645,67337,4.720535,5.596004,266,36,102,288,48,152,400,266,8x6:1;7x7:1;10x6:1;7x9:1;9x7:1;8x8:1;7x10:1;8x9:3;12x6:1;6x13:1;8x10:1;10x8:1;9x9:1;12x7:1;8x11:3;11x8:2;9x10:2;10x9:3;7x13:2;7x14:1;9x11:3;11x9:3;8x13:1;15x7:1;9x12:3;12x9:1;11x10:2;8x14:5;9x13:2;6x20:1;8x15:6;10x12:4;12x10:4;11x11:4;9x14:3;14x9:1;8x16:4;10x13:2;13x10:1;11x12:5;12x11:3;9x15:5;15x9:1;8x17:4;10x14:5;14x10:1;11x13:6;13x11:1;8x18:2;9x16:3;12x12:8;10x15:9;8x19:1;11x14:7;14x11:3;12x13:4;13x12:1;8x20:1;10x16:8;16x10:2;9x18:1;11x15:10;15x11:1;12x14:7;14x12:1;13x13:3;10x17:1;9x19:1;11x16:2;9x20:1;12x15:3;15x12:2;13x14:5;14x13:3;11x17:3;12x16:3;16x12:2;13x15:3;15x13:4;14x14:3;11x18:1;12x17:3;13x16:4;16x13:1;11x19:3;14x15:5;12x18:2;11x20:1;13x17:6;14x16:1;15x15:2;12x19:1;13x18:3;15x16:2;16x15:3;13x19:1;14x18:3;15x17:1;16x16:1;14x19:1;16x17:1;16x18:1
364,sparse_edit_or_object_completion,COLOR_ROLE_COMPILER,False,P4_not_600_by_area_floor,-61.342749,77859,4.865725,5.741194,266,55,55,440,80,224,440,0,10x8:9;10x9:6;11x9:3;10x10:5;10x11:6;11x10:4;10x12:3;12x10:6;11x11:9;11x12:7;12x11:2;11x13:8;13x11:2;12x12:9;12x13:4;13x12:1;12x14:8;14x12:6;13x13:3;13x14:2;14x13:3;13x15:7;15x13:2;14x14:5;14x15:6;15x14:7;14x16:10;16x14:5;15x15:4;15x16:3;16x15:5;15x17:7;17x15:2;16x16:4;16x17:2;17x16:3;16x18:7;18x16:8;17x17:2;17x18:5;18x17:5;17x19:4;19x17:6;18x18:2;18x19:4;19x18:1;18x20:5;20x18:6;19x19:8;19x20:5;20x19:5;19x21:4;20x20:5;20x21:3;20x22:3
