task_id,priority,route,strict_cost,teacher_cost,gain_to_600,gain_to_250,teacher_gain_vs_strict,example_count,same_shape_rate,sparse_edit_rate,only_background_fill_rate,only_deletion_rate,bbox_preserved_rate,changed_count_median,changed_count_min,changed_count_max,shape_pair_count,output_shape_pair_count,dominant_output_shapes,dominant_change_pairs,compiler_lane,lowering_bias,first_probe
364,P0,sparse_edit_or_object_completion,77859,26075,4.865725122300445,5.741193859654347,1.09392249764762,266,1.0,1.0,0.0,0.0,1.0,44.0,22,70,55,55,"{""(14, 16)"": 10, ""(11, 11)"": 9, ""(12, 12)"": 9, ""(10, 8)"": 9, ""(18, 16)"": 8, ""(19, 19)"": 8}","{""(3, 6)"": 4756, ""(3, 2)"": 3877, ""(3, 1)"": 3182}",L4_shape_crop_resize,constant or small shape-conditioned Slice/Gather/Pad; reject full-grid bbox GatherND,"shape rule, bbox anchor, fixed output-size crop/resize probe"
300,P0,crop_or_resize,77546,13323,4.861696932432215,5.737165669786117,1.761379443688151,267,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,59,4,"{""(3, 3)"": 161, ""(4, 3)"": 87, ""(2, 3)"": 12, ""(3, 2)"": 7}",{},L4_shape_crop_resize,constant or small shape-conditioned Slice/Gather/Pad; reject full-grid bbox GatherND,"shape rule, bbox anchor, fixed output-size crop/resize probe"
384,P0,crop_or_resize,74722,26243,4.824600183923646,5.700068921277548,1.0463752733485698,266,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,15,15,"{""(6, 6)"": 50, ""(6, 8)"": 38, ""(8, 6)"": 33, ""(8, 10)"": 32, ""(8, 8)"": 32, ""(6, 10)"": 24}",{},L4_shape_crop_resize,constant or small shape-conditioned Slice/Gather/Pad; reject full-grid bbox GatherND,"shape rule, bbox anchor, fixed output-size crop/resize probe"
191,P0,sparse_edit_or_object_completion,73993,36076,4.8147961179012135,5.690264855255116,0.7183426698317632,267,1.0,1.0,1.0,0.0,0.7565543071161048,38,9,100,1,1,"{""(23, 23)"": 267}","{""(0, 1)"": 10689}",L2_local_predicate_sparse_fill,small Conv kernels plus one Where; target cost 350-600,3x3/5x5 neighborhood predicate and color-role search
88,P0,crop_or_resize,72766,30659,4.798074436907731,5.673543174261633,0.8643225560160204,267,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,258,63,"{""(3, 5)"": 9, ""(8, 4)"": 9, ""(4, 4)"": 8, ""(10, 4)"": 8, ""(4, 7)"": 8, ""(8, 7)"": 8}",{},L4_shape_crop_resize,constant or small shape-conditioned Slice/Gather/Pad; reject full-grid bbox GatherND,"shape rule, bbox anchor, fixed output-size crop/resize probe"
379,P0,sparse_edit_or_object_completion,72499,18843,4.794398392428045,5.669867129781947,1.3474312765217018,266,1.0,1.0,0.0,0.0,0.5789473684210527,22.0,7,57,78,78,"{""(13, 12)"": 8, ""(13, 20)"": 7, ""(20, 16)"": 7, ""(15, 19)"": 7, ""(12, 14)"": 7, ""(17, 14)"": 6}","{""(0, 8)"": 4054, ""(0, 2)"": 1429, ""(8, 2)"": 676}",L4_shape_crop_resize,constant or small shape-conditioned Slice/Gather/Pad; reject full-grid bbox GatherND,"shape rule, bbox anchor, fixed output-size crop/resize probe"
340,P0,sparse_edit_or_object_completion,70342,10939,4.764194683731462,5.6396634210853644,1.8610346748278204,266,1.0,1.0,0.0,0.0,1.0,17.0,9,26,104,104,"{""(18, 14)"": 7, ""(11, 10)"": 7, ""(18, 16)"": 6, ""(10, 12)"": 6, ""(18, 12)"": 6, ""(11, 18)"": 5}","{""(1, 0)"": 327, ""(6, 0)"": 309, ""(2, 0)"": 301, ""(7, 0)"": 301, ""(3, 0)"": 293, ""(8, 0)"": 282}",L4_shape_crop_resize,constant or small shape-conditioned Slice/Gather/Pad; reject full-grid bbox GatherND,"shape rule, bbox anchor, fixed output-size crop/resize probe"
51,P0,sparse_edit_or_object_completion,68437,7483,4.736739237814048,5.61220797516795,2.2132798329498353,265,1.0,1.0,1.0,0.0,0.0,5,1,16,107,107,"{""(14, 18)"": 8, ""(19, 15)"": 7, ""(15, 12)"": 6, ""(11, 17)"": 5, ""(18, 16)"": 5, ""(17, 19)"": 5}","{""(0, 3)"": 207, ""(0, 2)"": 193, ""(0, 7)"": 191, ""(0, 4)"": 179, ""(0, 8)"": 177, ""(0, 1)"": 155}",L2_local_predicate_sparse_fill,small Conv kernels plus one Where; target cost 350-600,3x3/5x5 neighborhood predicate and color-role search
243,P0,sparse_edit_or_object_completion,67878,51195,4.728537599938374,5.604006337292276,0.28207010514560515,265,1.0,1.0,1.0,0.0,1.0,88,20,173,7,7,"{""(12, 12)"": 46, ""(16, 16)"": 42, ""(13, 13)"": 39, ""(17, 17)"": 39, ""(14, 14)"": 38, ""(15, 15)"": 31}","{""(0, 1)"": 23239}",L2_local_predicate_sparse_fill,small Conv kernels plus one Where; target cost 350-600,3x3/5x5 neighborhood predicate and color-role search
165,P0,sparse_edit_or_object_completion,67524,27835,4.723308714005132,5.598777451359034,0.8861888686036714,265,1.0,1.0,1.0,0.0,0.4641509433962264,22,5,90,1,1,"{""(20, 20)"": 265}","{""(0, 4)"": 1078, ""(0, 1)"": 957, ""(0, 3)"": 956, ""(0, 8)"": 834, ""(0, 7)"": 783, ""(0, 6)"": 712}",L2_local_predicate_sparse_fill,small Conv kernels plus one Where; target cost 350-600,3x3/5x5 neighborhood predicate and color-role search
209,P0,crop_or_resize,67337,59267,4.720535486461985,5.596004223815887,0.12765720400315494,266,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,251,102,"{""(11, 15)"": 10, ""(10, 15)"": 9, ""(10, 16)"": 8, ""(12, 12)"": 8, ""(11, 14)"": 7, ""(12, 14)"": 7}",{},L4_shape_crop_resize,constant or small shape-conditioned Slice/Gather/Pad; reject full-grid bbox GatherND,"shape rule, bbox anchor, fixed output-size crop/resize probe"
11,P0,sparse_edit_or_object_completion,66247,24184,4.704215804588145,5.579684541942047,1.007698923345,267,1.0,1.0,0.0,0.0,1.0,56,56,57,1,1,"{""(11, 11)"": 267}","{""(6, 0)"": 1335, ""(2, 0)"": 1335, ""(4, 0)"": 1335, ""(3, 0)"": 1335, ""(8, 0)"": 1171, ""(0, 6)"": 1097}",L5_general_sparse_completion,Reduce/Conv masks before any ScatterND; target cost under 600 only after proof,changed-cell decision tree over color roles and local geometry
70,P0,sparse_edit_or_object_completion,66138,18939,4.7025690919752225,5.578037829329125,1.250520180155636,266,1.0,1.0,0.0,0.0,1.0,12.0,2,50,1,1,"{""(17, 17)"": 266}","{""(1, 3)"": 3486}",L5_general_sparse_completion,Reduce/Conv masks before any ScatterND; target cost under 600 only after proof,changed-cell decision tree over color roles and local geometry
101,P0,sparse_edit_or_object_completion,65875,29435,4.698584630627515,5.574053367981417,0.8055745643813008,266,1.0,1.0,1.0,0.0,0.22180451127819548,12.0,1,70,3,3,"{""(14, 12)"": 151, ""(17, 14)"": 114, ""(17, 21)"": 1}","{""(0, 1)"": 3661}",L2_local_predicate_sparse_fill,small Conv kernels plus one Where; target cost 350-600,3x3/5x5 neighborhood predicate and color-role search
301,P0,sparse_edit_or_object_completion,64988,24155,4.685028261233493,5.560496998587395,0.9897112394611334,266,1.0,1.0,0.0,0.0,0.2932330827067669,22.0,2,66,28,28,"{""(10, 7)"": 16, ""(10, 8)"": 15, ""(4, 3)"": 15, ""(7, 4)"": 14, ""(5, 5)"": 12, ""(7, 6)"": 12}","{""(9, 0)"": 350, ""(0, 4)"": 345, ""(0, 9)"": 340, ""(1, 0)"": 336, ""(3, 0)"": 335, ""(0, 6)"": 334}",L3_object_move_or_erase,object masks with small Gather/Slice; avoid large ScatterND,component correspondence and role-preserving copy/erase search
161,P0,sparse_edit_or_object_completion,64647,34907,4.679767324194874,5.555236061548776,0.6162543182666891,266,1.0,1.0,0.0,0.0,0.5225563909774437,57.5,25,98,103,103,"{""(18, 19)"": 7, ""(11, 15)"": 7, ""(15, 17)"": 6, ""(18, 21)"": 6, ""(10, 17)"": 6, ""(18, 17)"": 6}","{""(0, 2)"": 972, ""(0, 4)"": 966, ""(0, 5)"": 908, ""(9, 0)"": 851, ""(0, 7)"": 835, ""(3, 0)"": 826}",L4_shape_crop_resize,constant or small shape-conditioned Slice/Gather/Pad; reject full-grid bbox GatherND,"shape rule, bbox anchor, fixed output-size crop/resize probe"
306,P0,sparse_edit_or_object_completion,64444,32802,4.676622253394729,5.552090990748631,0.6753071404878224,265,1.0,1.0,1.0,0.0,0.6415094339622641,27,3,95,3,3,"{""(19, 9)"": 95, ""(19, 29)"": 88, ""(19, 19)"": 82}","{""(0, 5)"": 1210, ""(0, 9)"": 1110, ""(0, 8)"": 1070, ""(0, 1)"": 1042, ""(0, 6)"": 940, ""(0, 7)"": 911}",L2_local_predicate_sparse_fill,small Conv kernels plus one Where; target cost 350-600,3x3/5x5 neighborhood predicate and color-role search
238,P0,crop_or_resize,64372,20291,4.675504379722238,5.55097311707614,1.1545013179707624,266,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,27,3,"{""(6, 6)"": 98, ""(5, 5)"": 85, ""(7, 7)"": 83}",{},L4_shape_crop_resize,constant or small shape-conditioned Slice/Gather/Pad; reject full-grid bbox GatherND,"shape rule, bbox anchor, fixed output-size crop/resize probe"
37,P0,sparse_edit_or_object_completion,63726,8379,4.665418266333447,5.540887003687349,2.0288640669363076,266,1.0,1.0,1.0,0.0,1.0,8.0,2,21,1,1,"{""(10, 10)"": 266}","{""(0, 6)"": 267, ""(0, 3)"": 266, ""(0, 4)"": 256, ""(0, 5)"": 250, ""(0, 9)"": 249, ""(0, 1)"": 247}",L1_static_sparse_background_fill,tiny coordinate program or one small mask; target cost 250-450,object-role/orbit/local-neighborhood fill search
387,P0,sparse_edit_or_object_completion,63558,22269,4.662778498608404,5.538247235962306,1.048757298038895,266,1.0,1.0,1.0,0.0,0.0,44.0,40,48,25,25,"{""(18, 16)"": 18, ""(16, 14)"": 16, ""(14, 14)"": 15, ""(18, 15)"": 15, ""(17, 14)"": 14, ""(14, 18)"": 14}","{""(0, 5)"": 3176, ""(0, 2)"": 1184, ""(0, 8)"": 1152, ""(0, 3)"": 1104, ""(0, 4)"": 1104, ""(0, 9)"": 1104}",L2_local_predicate_sparse_fill,small Conv kernels plus one Where; target cost 350-600,3x3/5x5 neighborhood predicate and color-role search
90,P0,sparse_edit_or_object_completion,63354,8030,4.6595636698184215,5.535032407172324,2.065553518093761,267,1.0,1.0,1.0,0.0,0.9176029962546817,10,4,28,44,44,"{""(4, 21)"": 13, ""(2, 20)"": 11, ""(4, 29)"": 11, ""(4, 24)"": 10, ""(4, 22)"": 10, ""(2, 22)"": 10}","{""(0, 6)"": 2984}",L2_local_predicate_sparse_fill,small Conv kernels plus one Where; target cost 350-600,3x3/5x5 neighborhood predicate and color-role search
162,P0,sparse_edit_or_object_completion,63291,12027,4.658568762712784,5.534037500066686,1.6605890166183155,266,1.0,1.0,1.0,0.0,1.0,18.0,9,27,1,1,"{""(20, 20)"": 266}","{""(0, 1)"": 4842}",L2_local_predicate_sparse_fill,small Conv kernels plus one Where; target cost 350-600,3x3/5x5 neighborhood predicate and color-role search
377,P0,crop_or_resize,61924,26659,4.636733450444208,5.51220218779811,0.842781022008495,266,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,175,4,"{""(3, 3)"": 122, ""(5, 5)"": 107, ""(7, 7)"": 28, ""(9, 9)"": 9}",{},L4_shape_crop_resize,constant or small shape-conditioned Slice/Gather/Pad; reject full-grid bbox GatherND,"shape rule, bbox anchor, fixed output-size crop/resize probe"
206,P0,sparse_edit_or_object_completion,61387,4795,4.628023710117526,5.503492447471428,2.5496243780161354,266,1.0,1.0,0.0,0.0,0.0,5.0,5,7,36,36,"{""(12, 9)"": 13, ""(11, 8)"": 12, ""(11, 9)"": 11, ""(9, 8)"": 11, ""(8, 7)"": 10, ""(11, 7)"": 10}","{""(0, 3)"": 292, ""(0, 2)"": 280, ""(0, 6)"": 278, ""(0, 1)"": 263, ""(5, 2)"": 78, ""(5, 3)"": 66}",L3_object_move_or_erase,object masks with small Gather/Slice; avoid large ScatterND,component correspondence and role-preserving copy/erase search
177,P0,crop_or_resize,61194,23171,4.624874769262425,5.500343506616327,0.9711476487258235,265,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,251,25,"{""(7, 4)"": 20, ""(7, 5)"": 17, ""(4, 6)"": 15, ""(8, 6)"": 14, ""(8, 7)"": 13, ""(6, 8)"": 12}",{},L4_shape_crop_resize,constant or small shape-conditioned Slice/Gather/Pad; reject full-grid bbox GatherND,"shape rule, bbox anchor, fixed output-size crop/resize probe"
118,P0,sparse_edit_or_object_completion,60026,10000,4.605603425459648,5.48107216281355,1.7921927086996128,267,1.0,1.0,0.0,0.0,1.0,9,2,22,97,97,"{""(15, 14)"": 7, ""(18, 15)"": 6, ""(11, 10)"": 6, ""(19, 21)"": 6, ""(22, 20)"": 6, ""(20, 22)"": 5}","{""(5, 8)"": 2600}",L4_shape_crop_resize,constant or small shape-conditioned Slice/Gather/Pad; reject full-grid bbox GatherND,"shape rule, bbox anchor, fixed output-size crop/resize probe"
185,P0,crop_or_resize,59584,13431,4.5982127054205915,5.4736814427744935,1.4898216137276652,267,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,2,1,"{""(3, 3)"": 267}",{},L4_shape_crop_resize,constant or small shape-conditioned Slice/Gather/Pad; reject full-grid bbox GatherND,"shape rule, bbox anchor, fixed output-size crop/resize probe"
112,P0,sparse_edit_or_object_completion,59270,15003,4.592928899565736,5.468397636919638,1.373853094694871,266,1.0,1.0,0.7406015037593985,0.0,0.2593984962406015,18.0,0,39,192,192,"{""(27, 22)"": 4, ""(18, 15)"": 4, ""(15, 21)"": 3, ""(20, 15)"": 3, ""(25, 12)"": 3, ""(24, 11)"": 3}","{""(0, 2)"": 4275}",L3_object_move_or_erase,object masks with small Gather/Slice; avoid large ScatterND,component correspondence and role-preserving copy/erase search
330,P0,sparse_edit_or_object_completion,59024,16635,4.588769764620309,5.4642385019742115,1.2664352313838805,266,1.0,1.0,0.0,0.0,1.0,26.0,14,41,1,1,"{""(10, 10)"": 266}","{""(5, 1)"": 3734, ""(5, 2)"": 3264}",L5_general_sparse_completion,Reduce/Conv masks before any ScatterND; target cost under 600 only after proof,changed-cell decision tree over color roles and local geometry
365,P0,crop_or_resize,58814,15459,4.585205545568492,5.460674282922394,1.3361885637883066,266,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,16,16,"{""(3, 3)"": 47, ""(4, 3)"": 34, ""(3, 4)"": 27, ""(5, 3)"": 25, ""(4, 4)"": 21, ""(5, 4)"": 19}",{},L4_shape_crop_resize,constant or small shape-conditioned Slice/Gather/Pad; reject full-grid bbox GatherND,"shape rule, bbox anchor, fixed output-size crop/resize probe"
222,P0,crop_or_resize,58035,52891,4.571871900586576,5.447340637940478,0.09281308475562078,266,1.0,1.0,0.0,1.0,0.0,121.0,63,142,1,1,"{""(16, 16)"": 266}","{""(4, 0)"": 3613, ""(2, 0)"": 3612, ""(1, 0)"": 3586, ""(5, 0)"": 3563, ""(7, 0)"": 3557, ""(8, 0)"": 3532}",L3_object_move_or_erase,object masks with small Gather/Slice; avoid large ScatterND,component correspondence and role-preserving copy/erase search
97,P0,sparse_edit_or_object_completion,55812,8263,4.532814523795949,5.408283261149851,1.910201182310912,267,1.0,1.0,0.0,1.0,0.0599250936329588,6,1,21,167,167,"{""(17, 14)"": 5, ""(13, 10)"": 5, ""(20, 7)"": 4, ""(15, 8)"": 4, ""(19, 6)"": 4, ""(6, 10)"": 4}","{""(3, 0)"": 284, ""(5, 0)"": 242, ""(4, 0)"": 240, ""(9, 0)"": 228, ""(8, 0)"": 221, ""(1, 0)"": 197}",L3_object_move_or_erase,object masks with small Gather/Slice; avoid large ScatterND,component correspondence and role-preserving copy/erase search
33,P0,sparse_edit_or_object_completion,55161,26075,4.521081805605803,5.396550542959705,0.7492791809529784,265,1.0,1.0,1.0,0.0,1.0,49,25,64,1,1,"{""(17, 17)"": 265}","{""(0, 2)"": 1631, ""(0, 8)"": 1531, ""(0, 7)"": 1443, ""(0, 5)"": 1386, ""(0, 6)"": 1334, ""(0, 9)"": 1259}",L2_local_predicate_sparse_fill,small Conv kernels plus one Where; target cost 350-600,3x3/5x5 neighborhood predicate and color-role search
4,P0,sparse_edit_or_object_completion,55020,13560,4.518522379262418,5.39399111661632,1.4005724729841802,265,1.0,1.0,0.0,0.0,0.0,16,4,40,78,78,"{""(9, 8)"": 8, ""(15, 9)"": 7, ""(16, 12)"": 7, ""(16, 14)"": 7, ""(8, 10)"": 7, ""(13, 9)"": 6}","{""(5, 0)"": 274, ""(0, 5)"": 274, ""(1, 0)"": 268, ""(0, 1)"": 268, ""(2, 0)"": 262, ""(0, 2)"": 262}",L3_object_move_or_erase,object masks with small Gather/Slice; avoid large ScatterND,component correspondence and role-preserving copy/erase search
363,P0,sparse_edit_or_object_completion,54241,7579,4.504262703806349,5.379731441160251,1.9680558152104677,265,1.0,1.0,1.0,0.0,1.0,6,3,24,1,1,"{""(10, 10)"": 265}","{""(0, 2)"": 1948}",L1_static_sparse_background_fill,tiny coordinate program or one small mask; target cost 250-450,object-role/orbit/local-neighborhood fill search
193,P0,sparse_edit_or_object_completion,53661,11099,4.493512104445207,5.368980841799109,1.575831466509376,266,1.0,1.0,0.0,1.0,0.06015037593984962,6.0,1,24,14,14,"{""(8, 8)"": 25, ""(9, 9)"": 25, ""(18, 18)"": 22, ""(7, 7)"": 21, ""(15, 15)"": 20, ""(11, 11)"": 20}","{""(5, 0)"": 283, ""(2, 0)"": 216, ""(9, 0)"": 208, ""(1, 0)"": 206, ""(8, 0)"": 204, ""(6, 0)"": 196}",L3_object_move_or_erase,object masks with small Gather/Slice; avoid large ScatterND,component correspondence and role-preserving copy/erase search
174,P0,crop_or_resize,52019,12963,4.462434660226098,5.33790339758,1.3895098908422039,266,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,16,16,"{""(2, 3)"": 42, ""(2, 5)"": 34, ""(2, 2)"": 31, ""(3, 4)"": 30, ""(2, 4)"": 28, ""(3, 2)"": 28}",{},L4_shape_crop_resize,constant or small shape-conditioned Slice/Gather/Pad; reject full-grid bbox GatherND,"shape rule, bbox anchor, fixed output-size crop/resize probe"
192,P0,sparse_edit_or_object_completion,51968,9231,4.461453768305201,5.336922505659103,1.728060759531198,265,1.0,1.0,0.0,0.01509433962264151,0.12830188679245283,14,5,26,66,66,"{""(20, 20)"": 26, ""(20, 19)"": 22, ""(18, 20)"": 17, ""(19, 20)"": 17, ""(19, 19)"": 16, ""(20, 18)"": 9}","{""(9, 0)"": 367, ""(5, 0)"": 355, ""(8, 0)"": 304, ""(2, 0)"": 301, ""(6, 0)"": 292, ""(4, 0)"": 276}",L3_object_move_or_erase,object masks with small Gather/Slice; avoid large ScatterND,component correspondence and role-preserving copy/erase search
91,P0,crop_or_resize,51466,43107,4.451747019236784,5.327215756590686,0.17723599855561645,266,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,252,99,"{""(4, 6)"": 9, ""(5, 5)"": 7, ""(3, 10)"": 7, ""(3, 8)"": 7, ""(5, 7)"": 6, ""(6, 4)"": 6}",{},L4_shape_crop_resize,constant or small shape-conditioned Slice/Gather/Pad; reject full-grid bbox GatherND,"shape rule, bbox anchor, fixed output-size crop/resize probe"
21,P0,crop_or_resize,51223,20739,4.447014273692915,5.322483011046817,0.9041726642956878,266,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,264,36,"{""(2, 6)"": 13, ""(6, 3)"": 13, ""(4, 2)"": 12, ""(7, 2)"": 12, ""(2, 2)"": 10, ""(2, 7)"": 10}",{},L4_shape_crop_resize,constant or small shape-conditioned Slice/Gather/Pad; reject full-grid bbox GatherND,"shape rule, bbox anchor, fixed output-size crop/resize probe"
197,P0,sparse_edit_or_object_completion,50688,14567,4.436514819957949,5.3119835573118515,1.2469304997251491,267,1.0,1.0,1.0,0.0,1.0,15,1,40,10,10,"{""(10, 8)"": 36, ""(14, 10)"": 32, ""(6, 8)"": 30, ""(14, 8)"": 28, ""(12, 8)"": 26, ""(12, 10)"": 25}","{""(0, 9)"": 479, ""(0, 7)"": 469, ""(0, 2)"": 456, ""(0, 8)"": 455, ""(0, 1)"": 455, ""(0, 4)"": 444}",L2_local_predicate_sparse_fill,small Conv kernels plus one Where; target cost 350-600,3x3/5x5 neighborhood predicate and color-role search
213,P0,crop_or_resize,50225,20067,4.427338534466987,5.302807271820889,0.9174362358966164,265,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,117,5,"{""(5, 5)"": 60, ""(4, 4)"": 55, ""(6, 6)"": 51, ""(3, 3)"": 50, ""(7, 7)"": 49}",{},L4_shape_crop_resize,constant or small shape-conditioned Slice/Gather/Pad; reject full-grid bbox GatherND,"shape rule, bbox anchor, fixed output-size crop/resize probe"
367,P0,sparse_edit_or_object_completion,49772,19707,4.418278200679374,5.2937469380332765,0.9264786743349394,266,1.0,1.0,1.0,0.0,1.0,19.0,4,55,103,103,"{""(18, 14)"": 7, ""(11, 10)"": 7, ""(18, 16)"": 6, ""(10, 12)"": 6, ""(18, 12)"": 6, ""(11, 18)"": 5}","{""(0, 4)"": 5319}",L2_local_predicate_sparse_fill,small Conv kernels plus one Where; target cost 350-600,3x3/5x5 neighborhood predicate and color-role search
89,P0,sparse_edit_or_object_completion,49703,11703,4.416890917219888,5.29235965457379,1.4462200742612694,267,1.0,1.0,1.0,0.0,0.09737827715355805,8,3,20,1,1,"{""(13, 13)"": 267}","{""(0, 1)"": 374, ""(0, 4)"": 359, ""(0, 7)"": 347, ""(0, 5)"": 336, ""(0, 8)"": 320, ""(0, 9)"": 216}",L2_local_predicate_sparse_fill,small Conv kernels plus one Where; target cost 350-600,3x3/5x5 neighborhood predicate and color-role search
324,P0,sparse_edit_or_object_completion,48870,28891,4.399989335048053,5.275458072401955,0.5256335833496664,266,1.0,1.0,0.0,0.0,1.0,39.0,17,78,106,106,"{""(18, 14)"": 8, ""(11, 10)"": 7, ""(17, 19)"": 6, ""(18, 16)"": 6, ""(10, 12)"": 6, ""(11, 18)"": 5}","{""(7, 8)"": 331, ""(7, 5)"": 294, ""(8, 2)"": 276, ""(9, 3)"": 272, ""(3, 2)"": 260, ""(4, 5)"": 245}",L4_shape_crop_resize,constant or small shape-conditioned Slice/Gather/Pad; reject full-grid bbox GatherND,"shape rule, bbox anchor, fixed output-size crop/resize probe"
253,P0,crop_or_resize,48269,14444,4.387615156422468,5.26308389377637,1.206510429241268,265,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,1,1,"{""(4, 4)"": 265}",{},L6_task_specific_or_defer,profile teacher and existing strict artifact before lowering,manual profile; not first-wave compiler target
219,P0,sparse_edit_or_object_completion,47688,18011,4.375505417683614,5.250974155037516,0.9736971115627053,265,1.0,1.0,1.0,0.0,0.9433962264150944,16,2,48,1,1,"{""(15, 10)"": 265}","{""(0, 1)"": 4711}",L2_local_predicate_sparse_fill,small Conv kernels plus one Where; target cost 350-600,3x3/5x5 neighborhood predicate and color-role search
182,P0,sparse_edit_or_object_completion,47624,12364,4.374162459617079,5.249631196970981,1.34854781158122,267,1.0,1.0,0.0,0.0,1.0,8,3,48,1,1,"{""(20, 20)"": 267}","{""(1, 3)"": 1286, ""(1, 2)"": 1230}",L5_general_sparse_completion,Reduce/Conv masks before any ScatterND; target cost under 600 only after proof,changed-cell decision tree over color roles and local geometry
92,P0,sparse_edit_or_object_completion,46289,24574,4.345729975637822,5.221198712991724,0.6332153784264527,265,1.0,1.0,1.0,0.0,1.0,28,7,86,9,9,"{""(30, 20)"": 39, ""(20, 10)"": 36, ""(30, 10)"": 32, ""(10, 30)"": 31, ""(20, 30)"": 29, ""(30, 30)"": 27}","{""(0, 7)"": 1054, ""(0, 8)"": 994, ""(0, 9)"": 985, ""(0, 5)"": 982, ""(0, 6)"": 979, ""(0, 2)"": 944}",L2_local_predicate_sparse_fill,small Conv kernels plus one Where; target cost 350-600,3x3/5x5 neighborhood predicate and color-role search
335,P0,sparse_edit_or_object_completion,46249,9307,4.34486546586905,5.2203342032229525,1.6032730368994876,266,1.0,1.0,1.0,0.0,1.0,7.0,1,21,105,105,"{""(10, 12)"": 7, ""(18, 14)"": 7, ""(11, 10)"": 7, ""(18, 16)"": 6, ""(18, 12)"": 6, ""(11, 18)"": 5}","{""(0, 4)"": 2095}",L1_static_sparse_background_fill,tiny coordinate program or one small mask; target cost 250-450,object-role/orbit/local-neighborhood fill search
154,P0,sparse_edit_or_object_completion,45574,17371,4.330163002235903,5.205631739589805,0.9645352293501279,266,1.0,1.0,0.0,0.0,0.0,26.0,10,40,1,1,"{""(15, 15)"": 266}","{""(5, 0)"": 3449, ""(0, 5)"": 3449}",L3_object_move_or_erase,object masks with small Gather/Slice; avoid large ScatterND,component correspondence and role-preserving copy/erase search
224,P0,sparse_edit_or_object_completion,45458,17243,4.327614446501956,5.203083183855858,0.9693825587179727,266,1.0,1.0,1.0,0.0,1.0,34.0,28,40,36,36,"{""(14, 13)"": 22, ""(14, 15)"": 21, ""(13, 13)"": 17, ""(13, 12)"": 16, ""(15, 14)"": 13, ""(12, 13)"": 11}","{""(0, 4)"": 1358, ""(0, 8)"": 1328, ""(0, 6)"": 1190, ""(0, 9)"": 1162, ""(0, 1)"": 1154, ""(0, 2)"": 1096}",L2_local_predicate_sparse_fill,small Conv kernels plus one Where; target cost 350-600,3x3/5x5 neighborhood predicate and color-role search
131,P0,sparse_edit_or_object_completion,44550,11707,4.307437777682807,5.182906515036709,1.3364252004192831,266,1.0,1.0,0.0,0.0,0.0,21.0,13,25,12,12,"{""(5, 16)"": 27, ""(18, 5)"": 26, ""(4, 18)"": 25, ""(16, 5)"": 24, ""(4, 17)"": 24, ""(4, 16)"": 23}","{""(0, 3)"": 2259, ""(3, 0)"": 2233, ""(0, 8)"": 1174, ""(3, 8)"": 26}",L3_object_move_or_erase,object masks with small Gather/Slice; avoid large ScatterND,component correspondence and role-preserving copy/erase search
325,P0,crop_or_resize,43022,17795,4.272537236529596,5.148005973883498,0.8827940938014507,266,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,165,6,"{""(3, 3)"": 80, ""(2, 2)"": 78, ""(4, 4)"": 59, ""(5, 5)"": 32, ""(1, 1)"": 10, ""(6, 6)"": 7}",{},L4_shape_crop_resize,constant or small shape-conditioned Slice/Gather/Pad; reject full-grid bbox GatherND,"shape rule, bbox anchor, fixed output-size crop/resize probe"
359,P0,sparse_edit_or_object_completion,42313,19771,4.25591999120766,5.1313887285615625,0.7608781498489279,266,1.0,1.0,0.0,0.0,1.0,20.0,7,46,87,87,"{""(15, 13)"": 9, ""(15, 15)"": 8, ""(16, 15)"": 8, ""(13, 15)"": 8, ""(13, 14)"": 7, ""(15, 14)"": 7}","{""(6, 2)"": 101, ""(7, 3)"": 92, ""(9, 1)"": 91, ""(5, 7)"": 91, ""(7, 5)"": 91, ""(6, 7)"": 90}",L4_shape_crop_resize,constant or small shape-conditioned Slice/Gather/Pad; reject full-grid bbox GatherND,"shape rule, bbox anchor, fixed output-size crop/resize probe"
265,P0,sparse_edit_or_object_completion,39162,12187,4.1785325126471236,5.054001250001026,1.1673370790397701,266,1.0,1.0,1.0,0.0,1.0,20.0,12,32,1,1,"{""(18, 18)"": 266}","{""(0, 2)"": 5405}",L2_local_predicate_sparse_fill,small Conv kernels plus one Where; target cost 350-600,3x3/5x5 neighborhood predicate and color-role search
