task_id,source,template_name,route,cost,local_points,file_bytes,status,reason,sha256
1,vyanktesh_multi_source_output,,crop_or_resize,2843,17.047384888349,1319,strict_seed,unchanged strict seed,0ba1c190a016805c5f9c036c9dafac06035513bf11cea64837d053da1792a1b6
2,massimilianoghiotto_6254,,sparse_edit_or_object_completion,97293,13.514517676859928,13796,strict_seed,unchanged strict seed,d59734521ec12a1d642cebe2ec724b91f44b1228a0358483dcb8c806d5655bd8
3,afr1ste_5689_artifact,,crop_or_resize,9102,15.883750551423413,3638,strict_seed,unchanged strict seed,201f50b9769bf46022aeebbb31c47469dbff8cc35b1c85b4a593daaa2c9e77b0
4,massimilianoghiotto_6254,,sparse_edit_or_object_completion,55020,14.084547965521434,2666,strict_seed,unchanged strict seed,81681b822c0e06b87dc118341e4c436e0e6b5e922faf237aee4b3c50e5e8e9f2
5,massimilianoghiotto_6254,,sparse_edit_or_object_completion,117225,13.328149556042213,13978,strict_seed,unchanged strict seed,5be2c1ac585d12840bf3df1fc1f19afc7c1b22e58b35129786cf5f2da3abd49f
6,afr1ste_5689_artifact,,crop_or_resize,1631,17.603051397378987,1450,strict_seed,unchanged strict seed,d2cea9184c472bcc677d35dc6f1d8d5f9c27efc824b35adcb8fd3243f7c2395d
7,massimilianoghiotto_6254,,sparse_edit_or_object_completion,7271,16.108350887349943,1591,strict_seed,unchanged strict seed,b3fbdc3763bf12db4c965abb2e34de2d253efe893706d6276a0f519c18742d5c
8,massimilianoghiotto_6254,,sparse_edit_or_object_completion,23289,14.94426357492621,9516,strict_seed,unchanged strict seed,df449fab6a8fa5d281d1aa8be467d8a66c7bcce0a1bcb32987558a7f70a102ba
9,massimilianoghiotto_6254,,sparse_edit_or_object_completion,81241,13.69482467517415,31914,strict_seed,unchanged strict seed,45db58da83a7b9c702a7bbd970799482117c1f484ca73713c988ce613ada688f
10,massimilianoghiotto_6254,,sparse_edit_or_object_completion,5016,16.479611917687244,5285,strict_seed,unchanged strict seed,959b7fe8897b9a6e317f67be7f5235595b9db70155ec0deaf7b10fd828d71b5f
11,massimilianoghiotto_6254,,sparse_edit_or_object_completion,66247,13.898854540195707,11830,strict_seed,unchanged strict seed,e655fd08c139383d43df156b3a474a1486546912190066338cafc87059d46a46
12,massimilianoghiotto_6254,,sparse_edit_or_object_completion,12639,15.555457449352874,2599,strict_seed,unchanged strict seed,c169f12ce3baf4c253e1d7773020c00f99fdaf1de0576dcfb8378541558f1909
13,massimilianoghiotto_6254,,sparse_edit_or_object_completion,116882,13.3310798421544,16641,strict_seed,unchanged strict seed,1ff4c48f660d6df8129fec9e6de9e996a6c64dd656af07456998c2f9366580b0
14,massimilianoghiotto_6254,,crop_or_resize,39049,14.427427453254685,6239,strict_seed,unchanged strict seed,ae18524fa25d9f37ca75f837c4d6e08b401786943fa1e0d3d7e515568ea92fa6
15,massimilianoghiotto_6254,,sparse_edit_or_object_completion,900,18.197605236675688,3802,strict_seed,unchanged strict seed,1ffd2d96fdecfb3f3aff30b61ec79024b253580c0365fa4b8455c4efee2f4c93
16,massimilianoghiotto_6254,,sparse_edit_or_object_completion,10,22.697414907005953,174,strict_seed,unchanged strict seed,0906e52eb5772517bf371fcea4963ef920f1c6dae8800a6c8ebd61621b0f232a
17,massimilianoghiotto_6254,,sparse_edit_or_object_completion,35329,14.527540564604424,10570,strict_seed,unchanged strict seed,d1f54d1f58e001a1eede31fda2a8e667d2f2e0fdf4323f0a00a1dcb18187c52d
18,kojimar_5800_minimal_blend,,sparse_edit_or_object_completion,114578,13.35098890724301,50524,strict_seed,unchanged strict seed,fe471ad5402a1f32d0e7bdafca3685ae2bcf68007df6e4b68e979c5ab74f7299
19,massimilianoghiotto_6254,,crop_or_resize,81346,13.69353305881371,3217,strict_seed,unchanged strict seed,ffa9c64da6677c5e68362fa3a20418ff990b54748ac2fa378df5121eb1738b04
20,massimilianoghiotto_6254,,sparse_edit_or_object_completion,90133,13.590958363748854,30379,strict_seed,unchanged strict seed,26f660cb1b4b01cc1306d4c55fc064d5ca00cb67211549249efe4e72e507bd53
21,massimilianoghiotto_6254,,crop_or_resize,51223,14.156056071090937,39349,strict_seed,unchanged strict seed,bd662811e210f74eb4517dcb1bba35a8d96cb29b40e13fae4bcd00b0718ba9c8
22,massimilianoghiotto_6254,,crop_or_resize,34821,14.542024067963268,6565,strict_seed,unchanged strict seed,b1fae4f540a75c5d391f0f9515c24fbe06179429fe431efcca8c4678f09b16c8
23,franksunp_blended_best,,sparse_edit_or_object_completion,21433,15.027312930662868,3518,strict_seed,unchanged strict seed,28e232e6ced5220f2426f9f805c049e0556f69e037dd2dbcfe8efa62c735edb5
24,massimilianoghiotto_6254,,sparse_edit_or_object_completion,9080,15.88617052840466,3824,strict_seed,unchanged strict seed,589d404dc6812db1d7a0e1103856b40e25aa0b31cf17b5a3d5ebeddacb56eba0
25,franksunp_blended_best,,sparse_edit_or_object_completion,89286,13.600400020341894,61869,strict_seed,unchanged strict seed,113496118d8b99e0ab5b8b6e4cd8558d098247f19dbf670c3c4c73356fba92ea
26,massimilianoghiotto_6254,,crop_or_resize,738,18.39605617539953,1526,strict_seed,unchanged strict seed,52ff3bc9bfadd5e9069ffb66d8c80aff4ca11835aa031ca3e86809ea68b46124
27,massimilianoghiotto_6254,,sparse_edit_or_object_completion,36791,14.486991470971319,16875,strict_seed,unchanged strict seed,a3329bc4155bcb6904c342f9d55293b8b137ba70fc8acca1eb91d53328046a74
28,massimilianoghiotto_6254,,sparse_edit_or_object_completion,8990,15.896131872534333,2106,strict_seed,unchanged strict seed,36728b9b5a411eec91b3378bf527e7993aff151ea43577cf015d927afc9998a7
29,massimilianoghiotto_6254,,crop_or_resize,97117,13.516328283804857,9892,strict_seed,unchanged strict seed,bff77431eb8c3abe5f6ce493cb48e189b2f2a1145a4eb40039f25de32440236e
30,massimilianoghiotto_6254,,sparse_edit_or_object_completion,11998,15.607504751786962,5853,strict_seed,unchanged strict seed,a0f4843251086700ba78da4184126135f92cd1473049e8a4f7709d424cdede97
31,massimilianoghiotto_6254,,crop_or_resize,18616,15.168223295017873,3504,strict_seed,unchanged strict seed,bcb1f9183e1f5ef3092345a1bf70a0a723d699e88b1aa4ef61ae7adb21961543
32,massimilianoghiotto_6254,,sparse_edit_or_object_completion,3405,16.86699978141639,2765,strict_seed,unchanged strict seed,9424a6591a868e2cb8fec1653fe4f48e54b1d7d393444b8fcfa2d1163f52fcc2
33,massimilianoghiotto_6254,,sparse_edit_or_object_completion,55161,14.081988539178049,2047,strict_seed,unchanged strict seed,1f44841b467f7d4c8a455e26a0dc5e227febeb04bddfd451add17256a7ed7d7a
34,afr1ste_5689_artifact,,sparse_edit_or_object_completion,106316,13.425828929592994,10866,strict_seed,unchanged strict seed,9bc0456266a7b4781012f63a7c753e895c2e0073cd7be9cf440d6df5d5bb5ea6
35,massimilianoghiotto_6254,,sparse_edit_or_object_completion,15363,15.36028269986934,5343,strict_seed,unchanged strict seed,415e6719cce74fd480f7999d3bd42e52a3974539fbad353c91d13ee86dcfd930
36,massimilianoghiotto_6254,,crop_or_resize,79962,13.710693199192217,6912,strict_seed,unchanged strict seed,7de12a03fcd0c41d03cd213a090281ac0afc81d013271c7a71f4a07715753263
37,massimilianoghiotto_6254,,sparse_edit_or_object_completion,63726,13.937652078450405,20513,strict_seed,unchanged strict seed,8faff6c42c2e15d27fd29d4ebeaf4a30cc8400305895d7fe67eb4a115afe711c
38,massimilianoghiotto_6254,,crop_or_resize,2193,17.306974251582112,2630,strict_seed,unchanged strict seed,e17eaa6c4b6a15452543c4f573989d8aa55d3e2f0c49b95bdf2917aee713ad7c
39,massimilianoghiotto_6254,,crop_or_resize,7772,16.04171718950267,2013,strict_seed,unchanged strict seed,c0de553b8d476ad4b572e74d73f53e104bff0edababeac198ec7a500f812f91c
40,massimilianoghiotto_6254,,sparse_edit_or_object_completion,7868,16.02944082049105,5036,strict_seed,unchanged strict seed,f256413a6082c8f64b68069a6694fd0240e228a505a9a627ace7bf93adb37a42
41,massimilianoghiotto_6254,,sparse_edit_or_object_completion,11769,15.626775765122337,2556,strict_seed,unchanged strict seed,2683177529ff69ab9fa3a56acb8960fb7e03c75674fd24d479183853369fc066
42,massimilianoghiotto_6254,,sparse_edit_or_object_completion,8518,15.950063149516842,8469,strict_seed,unchanged strict seed,3561c42b4c392afe4f1e9d5a64be540073228144ceb880bc7de8ff1ca4ba45c1
43,massimilianoghiotto_6254,,sparse_edit_or_object_completion,7119,16.129477454896126,2092,strict_seed,unchanged strict seed,2707a8fdd37a1813d40cb4811ede0689bd0f34605e58bb25db3c5bec4131670a
44,franksunp_blended_best,,sparse_edit_or_object_completion,31805,14.632621210887095,25971,strict_seed,unchanged strict seed,77bf771eab4f676ede2beaeb9aab4a7f088cfc8764004e87beb33b549d5f91a3
45,massimilianoghiotto_6254,,sparse_edit_or_object_completion,7428,16.0869880775274,1586,strict_seed,unchanged strict seed,e38c9e4b2bc9d40df39665ad2934414f974c4ad2a0ae39f390291fe5c2f7258a
46,massimilianoghiotto_6254,,crop_or_resize,33426,14.58291068075113,8068,strict_seed,unchanged strict seed,dc9a223af77a04fdb34479c3d6270f4245e82ebca587eccaacbf631d3c5ada42
47,massimilianoghiotto_6254,,sparse_edit_or_object_completion,3024,16.985664262700574,3823,strict_seed,unchanged strict seed,239d68998cf692c7ed8ec2d0991ba236037e049f951b62b2a96c7b979f91ebfa
48,massimilianoghiotto_6254,,crop_or_resize,5609,16.367872270491663,4683,strict_seed,unchanged strict seed,010a8d8bad3f868c1dc1b32f62929c87cb98b880cf291e9ad90cbc8ab094099a
49,massimilianoghiotto_6254,,crop_or_resize,30489,14.674878758194124,4016,strict_seed,unchanged strict seed,d54c1f05a6ca6f306e541c05589e3aad97ea0ad69350f211cc7cbfdebb68eff8
50,afr1ste_5689_artifact,,sparse_edit_or_object_completion,9475,15.843587970049374,2319,strict_seed,unchanged strict seed,cb39f735b098702e13b92341739f7356e38804cfdf60c041820b2eb6a97492ef
51,massimilianoghiotto_6254,,sparse_edit_or_object_completion,68437,13.866331106969804,5091,strict_seed,unchanged strict seed,34546ffc231a4d9535cf0e39dd84238c2487f8da0c3a2d59af7c4cd9ecd4f746
52,massimilianoghiotto_6254,,sparse_edit_or_object_completion,1228,17.886857891292912,1342,strict_seed,unchanged strict seed,eaa6935a705434432f5c824b054299d8bb74920300df6a073ce1008f5dcc3b7c
53,massimilianoghiotto_6254,,sparse_edit_or_object_completion,30,21.598802618337846,199,strict_seed,unchanged strict seed,75d840df9317bb0b3af9bbb578c18ffa62ede8d87214bc168b822a524dc30c0c
54,massimilianoghiotto_6254,,sparse_edit_or_object_completion,150548,13.07796275080141,8874,strict_seed,unchanged strict seed,3a0d921e2928e596771eea0665420e46753aa3ac9216c663a6fce052bc43700c
55,afr1ste_5689_artifact,,same_shape_global_transform,26370,14.820017720652668,15660,strict_seed,unchanged strict seed,401b593731841bd0de4616d239d91ff8f0d678402edb0d8642ca664178ff5c2e
56,massimilianoghiotto_6254,,crop_or_resize,213,19.638707834290575,1004,strict_seed,unchanged strict seed,ca045f982c0767ff66864b342ea52e291463fa98f1c31978f29864adac7ccc01
57,massimilianoghiotto_6254,,crop_or_resize,29304,14.71452069554135,1988,strict_seed,unchanged strict seed,331ba5d00849afad185b601b65ab0baf154b765ed88a51f237d8279b666a1c40
58,afr1ste_5689_artifact,,same_shape_global_transform,16105,15.313114938234701,14579,strict_seed,unchanged strict seed,88a918f1f81d39e18d187eda626570201a3858651a1c58c1d4019cd9f7962c64
59,afr1ste_5689_artifact,,sparse_edit_or_object_completion,20387,15.077347278202861,7242,strict_seed,unchanged strict seed,465c664ecf85570a94e7cd6da952273a0a25687b577173bcd00e438ead90dbec
60,massimilianoghiotto_6254,,sparse_edit_or_object_completion,5581,16.372876749211567,2524,strict_seed,unchanged strict seed,0e1745f47d9614c3e7846b04b62ef490805da2092f46d2fd51ef478f814928f9
61,massimilianoghiotto_6254,,sparse_edit_or_object_completion,18914,15.152342332424542,17113,strict_seed,unchanged strict seed,b02e862976b178388c60fbf8edb95affe176512fdd4774901afa1cf390950c55
62,massimilianoghiotto_6254,,same_shape_global_transform,30609,14.670950637656585,19486,strict_seed,unchanged strict seed,b2c275ca23c1381da01ac4d21d6f71ab610b00efb8973971167bebb61b4f60de
63,massimilianoghiotto_6254,,sparse_edit_or_object_completion,30732,14.666940264012474,4431,strict_seed,unchanged strict seed,c7236d3ffbcb1c64851a507a1a0cd350e6c5248c443e53e7db0069007b7c6a47
64,massimilianoghiotto_6254,,sparse_edit_or_object_completion,114153,13.354705067178468,8580,strict_seed,unchanged strict seed,2aa0e1cf57ee39e8a83c6510b523bbaffe39b7fc6fc40ede9e773339aac1ae48
65,massimilianoghiotto_6254,,crop_or_resize,35109,14.533787213157124,3215,strict_seed,unchanged strict seed,5e39f06410f5e9f721a7dd052658aa1e63f7621bb23f26d5e3bae900e1c8ac9b
66,franksunp_blended_best,,sparse_edit_or_object_completion,21408,15.028480037072045,25831,strict_seed,unchanged strict seed,b54cd16e8802c24172b39b5bada1241443a1c26e75067591c833db686782b4da
67,massimilianoghiotto_6254,,crop_or_resize,315,19.247427361174367,1053,strict_seed,unchanged strict seed,988b4d005f09426a7fb6b169820d02368203d8b03fc7d1b80b4f44af49e395c4
68,massimilianoghiotto_6254,,sparse_edit_or_object_completion,12589,15.55942130423374,2203,strict_seed,unchanged strict seed,27916bc7ec145fc23eff5ed5d953fc2b2b8b1722cda2bc96e9a4818155f670fe
69,massimilianoghiotto_6254,,sparse_edit_or_object_completion,84250,13.658456151785392,48710,strict_seed,unchanged strict seed,2636ff374e6f9820e554e065a8284216b6e56b938f58fe18537a6758c9d118c5
70,massimilianoghiotto_6254,,sparse_edit_or_object_completion,66138,13.90050125280863,9304,strict_seed,unchanged strict seed,bebcaa5ec997396cab47e8ca5581020105bdbaa9d51e6e268435e904acf37c00
71,massimilianoghiotto_6254,,sparse_edit_or_object_completion,129780,13.22640401182484,13061,strict_seed,unchanged strict seed,a69c55037e45a832c533c1b178cdee238246788a5bcdfb2f718515c5738f1988
72,massimilianoghiotto_6254,,crop_or_resize,1309,17.8229812340901,1389,strict_seed,unchanged strict seed,46e5bc1b0d0b2bb9f86f8ccee655f01afe21ef05ba040d8bb9cce1482dd059d0
73,massimilianoghiotto_6254,,sparse_edit_or_object_completion,910,18.186555400489105,3870,strict_seed,unchanged strict seed,991392cf02f9450481e5e836166795e50390595c68a1f05000ff7a4d6e1adb04
74,massimilianoghiotto_6254,,sparse_edit_or_object_completion,21825,15.009188619292196,2292,strict_seed,unchanged strict seed,25d3b285a926e549241f2854dbebc1dc72ac0dd2eed66f4ee02c3ccd86a874f2
75,massimilianoghiotto_6254,,sparse_edit_or_object_completion,28487,14.742796878157792,6113,strict_seed,unchanged strict seed,7c8eeab898c18bb09b9f0fbe945b168c16cdcf15eeafcc57cf870656067b714a
76,needless090_4250_output,,sparse_edit_or_object_completion,36184,14.503627688842322,22903,strict_seed,unchanged strict seed,566e596cf1139d63d90af87b6fbfab7f53789d7bb94666ed4988bb8a09dfcec7
77,massimilianoghiotto_6254,,sparse_edit_or_object_completion,157913,13.030200472556263,9825,strict_seed,unchanged strict seed,4783a1255a3609ae73604e77608c749a36d02e76a832b926fd7dd88898e29c35
78,massimilianoghiotto_6254,,sparse_edit_or_object_completion,11496,15.65024557224114,2275,strict_seed,unchanged strict seed,37550dea4025b51a47612bc0f98d6d0cbadf3008f213592ea68f40e30569248c
79,massimilianoghiotto_6254,,crop_or_resize,21383,15.029648507210364,3601,strict_seed,unchanged strict seed,21ba5d47343d2a4bc1aa79beb8d03c3b481b40961c62c390433ae46015d73a10
80,massimilianoghiotto_6254,,same_shape_global_transform,42082,14.352624625200743,12166,strict_seed,unchanged strict seed,d1d6bc78c480777c1dd8e74cf752b5726109903c7a6097dc56759320e0f45705
81,massimilianoghiotto_6254,,sparse_edit_or_object_completion,2307,17.256296741826247,5225,strict_seed,unchanged strict seed,17d3e0785d4fc44e8b80baaf991c35275e24c4c844bf1170dd6c6e6725f6294b
82,massimilianoghiotto_6254,,sparse_edit_or_object_completion,23479,14.936138316402742,2070,strict_seed,unchanged strict seed,8b735363a493c8b5417626fb1f115593350b270e55a7427a3c579829f68d9e44
83,massimilianoghiotto_6254,,crop_or_resize,1800,17.504458056115745,7476,strict_seed,unchanged strict seed,0e51c90a17c888d894ae9a0632a22ad6d06b14cdf2b5ab371ab23ae7a1a869e6
84,massimilianoghiotto_6254,,sparse_edit_or_object_completion,19513,15.121163810905001,3361,strict_seed,unchanged strict seed,a872b27bdeef5d9c889ff953047c00712561aeb12e881fb8bfa2b0e18718654b
85,massimilianoghiotto_6254,,sparse_edit_or_object_completion,113178,13.36328292042622,3083,strict_seed,unchanged strict seed,aac8e50d55161d3e762a131d92797cc026eafdaa14a10399083336e10e936c37
86,massimilianoghiotto_6254,,sparse_edit_or_object_completion,25857,14.83966336368449,4566,strict_seed,unchanged strict seed,534022b42915e7a94b488ed3ed7c4328b1c6d323e88487a2b341cf923973ff04
87,massimilianoghiotto_6254,,sparse_edit_or_object_completion,368,19.09191706183107,433,strict_seed,unchanged strict seed,9186c0ad0ce5668c83d32e5aa4b40feda7de197e46c3908d674976a335250eb1
88,massimilianoghiotto_6254,,crop_or_resize,72766,13.80499590787612,4857,strict_seed,unchanged strict seed,4ba1d2495cc274ca637ecce894f4e60d690d1a680dbf9c0c9263aa087874e18d
89,afr1ste_5689_artifact,,sparse_edit_or_object_completion,49703,14.186179427563964,15672,strict_seed,unchanged strict seed,e6060ce1141f8254be799146a5472e19555b64caf5691c53299ba809604b16c4
90,massimilianoghiotto_6254,,sparse_edit_or_object_completion,63354,13.94350667496543,31419,strict_seed,unchanged strict seed,d5212a1ebbaf84c4b27765ff1cc36eaabf79d89c4fcece376c4edd7c5d6d3f58
91,massimilianoghiotto_6254,,crop_or_resize,51466,14.151323325547068,5270,strict_seed,unchanged strict seed,d480d00f74433b92914e3b0d49f4d3d522a28b8406a07cb604ab322b5fede868
92,massimilianoghiotto_6254,,sparse_edit_or_object_completion,46289,14.25734036914603,2507,strict_seed,unchanged strict seed,df95c9845151284c6075e6fd58ebfa8f493e6705cd5e9dcaab68376c8f953942
93,massimilianoghiotto_6254,,sparse_edit_or_object_completion,15458,15.354118052333183,6944,strict_seed,unchanged strict seed,11beb8ca824bff280e40cd6d3462d161dc6cff6defa89a0a125c3421fe918161
94,massimilianoghiotto_6254,,sparse_edit_or_object_completion,10453,15.745355702467293,3609,strict_seed,unchanged strict seed,247e80235214b0cdacfa5f9122d852506d8c5380855206abfb9959f6fd2e2710
95,massimilianoghiotto_6254,,sparse_edit_or_object_completion,910,18.186555400489105,3953,strict_seed,unchanged strict seed,865104aaf1de4802da48ad310fb91506cfe1860a7c84b36fe13957343885add3
96,kojimar_5800_minimal_blend,,crop_or_resize,26948,14.79833563791945,20402,strict_seed,unchanged strict seed,b647d07916e8b1707b56146b7d54045d91eae88812c7aaf9add6ee06f98eedc9
97,massimilianoghiotto_6254,,sparse_edit_or_object_completion,55812,14.070255820987903,1190,strict_seed,unchanged strict seed,1c52d1f2d5fec58de21e9c939858c09b27a13f1f5ad574af416ab918ee5da5e5
98,massimilianoghiotto_6254,,sparse_edit_or_object_completion,910,18.186555400489105,3880,strict_seed,unchanged strict seed,a8f900b509645e6f976a19b886bfbb64685e0fdee99c5ec60fc805eed20545b5
99,massimilianoghiotto_6254,,sparse_edit_or_object_completion,4910,16.500970779211436,19883,strict_seed,unchanged strict seed,13c2688a6bd6e25b5c28222b9c6588a03331ca87ad519c802684b82e48003f39
100,massimilianoghiotto_6254,,crop_or_resize,6536,16.21491936346016,3692,strict_seed,unchanged strict seed,8c748402a0b5a6ada7e59e17f0aea9d0c659dd4d2b8e6cddc78f00dd7f07cb54
101,franksunp_blended_best,,sparse_edit_or_object_completion,65875,13.904485714156337,34098,strict_seed,unchanged strict seed,fe4be1b44887740aaa563208737206a2384655af438e18e98e74d1c32498b5d2
102,massimilianoghiotto_6254,,sparse_edit_or_object_completion,12607,15.55799250576873,7489,strict_seed,unchanged strict seed,7962bd2a530d0bbd3f02ac3d1972dc388f4c4fe59811964ebeb71885f07b0c21
103,massimilianoghiotto_6254,,crop_or_resize,193,19.737309811095116,1251,strict_seed,unchanged strict seed,5f05cc6429e5550d5dd1989dc3cba7458d3ab1a71d492ebb7f08055433691f6e
104,massimilianoghiotto_6254,,crop_or_resize,3682,16.788788638206977,4136,strict_seed,unchanged strict seed,0aedc18c90a29ba76a2c20f7c3660eaa9148e5eb111fd2ebf0afbd8e9504ea7a
105,massimilianoghiotto_6254,,sparse_edit_or_object_completion,7055,16.138508135713085,8010,strict_seed,unchanged strict seed,52a7d23fda26b2f35619414e5bd5c24e5ee1f0da5200949d7fa76312ab677e4f
106,massimilianoghiotto_6254,,crop_or_resize,1164,17.940382371708615,2647,strict_seed,unchanged strict seed,2eb2a0ecf0c7db918446c029cbb0344749c72c5f82802396de6b1a1f42d6948b
107,massimilianoghiotto_6254,,crop_or_resize,73131,13.799992367549814,33960,strict_seed,unchanged strict seed,ac72308c1fc856f3f0a7f5012b290b714fdbfe02af40583719aa188686459a03
108,massimilianoghiotto_6254,,crop_or_resize,1800,17.504458056115745,7476,strict_seed,unchanged strict seed,fea74aa712146fbdeb34558b202d8e07d15de4841b2268dacc09226231085505
109,massimilianoghiotto_6254,,crop_or_resize,94878,13.539652865248629,5912,strict_seed,unchanged strict seed,77772c80a0102b55408b00b92b38215ee4075c4753854a4eb9c779ec362b9487
