task_id,filename,source_label,source_ref,relative_path,sha256,file_bytes,normalized_bytes,params,memory_bytes,cost,simple_cost,local_points,validation_status,validation_pass,validation_fail
108,task108.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task108.onnx,825c078fdd5cf248ddfcf1d91c57c125e6e2213304022e67810f2d3aaee2922c,7454,7476,1800,0,1800,9276,17.504458056115745,pass,6,0
109,task109.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task109.onnx,d2ade70f5e497c980bfbb088e8cc977d66bc76830c18c7e11004e7eddfa1f726,5257,5912,954,93924,94878,6866,13.539652865248629,pass,6,0
110,task110.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task110.onnx,8c575949ac1a58e11b8b5888698200d932d67b0d0871c15aaa6a78816c46c929,22233,25121,1242,107959,109201,26363,13.399054500239831,pass,6,0
111,task111.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task111.onnx,c01911e7f5493ba19bcc496b439eb2106bd44f79305daefd94e102a96691a8ca,1499,2007,25,772,797,2032,18.319145321209785,pass,6,0
112,task112.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task112.onnx,c9d107e03bcc1559d05367b27fca4117a92b4a4e65d2103d0e57fd16eebe58ca,3987,5493,106,59164,59270,5599,14.010141445218116,pass,6,0
113,task113.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task113.onnx,356a5f1e2200cf2560f6c836ce7d21eca6b6cad9e68015c2ae31639613ef9b09,499,523,30,0,30,553,21.598802618337846,pass,5,0
114,task114.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task114.onnx,7d1973d605273db25b979fc20a63bacd338098bf8f239bc90618b4b89dd1baa4,4719,4349,163,1091,1254,4512,17.865906278807135,pass,6,0
115,task115.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task115.onnx,fef642f35c49927e9440865ae0761f3f9ecb7d9bb8a03f2a5109e91a82deb620,5069,4708,80,4042,4122,4788,16.675906238549594,pass,6,0
116,task116.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task116.onnx,3f87aab73b8c538752ffb070a34dd07ef95ccba2d299bd7526da67fcf956e1e5,479,503,30,0,30,533,21.598802618337846,pass,7,0
117,task117.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task117.onnx,201415cfba7ab07e31fa5ce17b5bb5c673022cb2154a084d4d12920e4344b297,10774,10768,619,17835,18454,11387,15.1769635718615,pass,6,0
118,task118.onnx,franksunp_blended_best,franksunp/neurogolf-blended-best-models,task118.onnx,46b5d626d88d0263db53d6396e8282d2ada582fe35b31ede129ad7b9755cf413,18974,19659,10040,49986,60026,29699,13.997466919324204,pass,7,0
119,task119.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task119.onnx,07ddefaae6173ac59e2d58892773e2f6363645aa9845b7b8ea9e13e54e6e3283,8400,11316,101,16539,16640,11417,15.280435285624801,pass,6,0
120,task120.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task120.onnx,13dafeb021b56dac928f38d32b4a0b841fcf481296ab752c9ac203fa425e1acc,3836,3880,910,0,910,4790,18.186555400489105,pass,6,0
121,task121.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task121.onnx,03880dc2a72d6781722a53ffad4b506867ebd9f9c0a7faae3760807eabe67856,3339,3528,46,6484,6530,3574,16.215837777729526,pass,6,0
122,task122.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task122.onnx,d932a3ac54fb54cc09d9cdbaab21ba4e9165ed9a6a8e01b9e0c49fb972269b75,10236,10280,2510,0,2510,12790,17.17196196787417,pass,6,0
123,task123.onnx,afr1ste_5689_artifact,afr1ste/neurogolf-5689-51-current-rules-open-artifact,submission\task123.onnx,984533b7a16d9c9d396feb3804602dd6044b4573d05d14964f3f23d179764af2,8805,9143,949,3155,4104,10092,16.680282613149394,pass,6,0
124,task124.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task124.onnx,da414abc8e11d3e2038a3d6606b2781ef28d37a402428e1d219ee350a98f9bf4,2840,4882,353,11320,11673,5235,15.634966238347337,pass,7,0
125,task125.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task125.onnx,20f2c3e90cfb5afe5ac7e795a1cf906ce67453cb55deb5cbcc51275aea5fc7e8,3032,3785,247,13170,13417,4032,15.495722161409528,pass,5,0
126,task126.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task126.onnx,b86dafbc68af0e5b698f0241dd534874e44ffd9dfca8bac7b89280a3534f3824,2765,3870,47,86044,86091,3917,13.636839844664504,pass,6,0
127,task127.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task127.onnx,81f551a5b779e861ce371fdc4697595db753242954a60c50a3ac8e3108937d97,3772,3800,900,0,900,4700,18.197605236675688,pass,7,0
128,task128.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task128.onnx,5224331b88562c8c5864a82ed28442ed1a8c17321e5852eb0c193b0a8eabe7e5,3365,4030,102,94940,95042,4132,13.537925821853902,pass,6,0
129,task129.onnx,afr1ste_5689_artifact,afr1ste/neurogolf-5689-51-current-rules-open-artifact,submission\task129.onnx,728f63fb36979fd5cd4db20aa2b8b128603016a86250a5df2cdbca61d2d2662c,785,997,29,778,807,1026,18.306676331730053,pass,6,0
130,task130.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task130.onnx,129e8e94901df68286dc85134b4be5ba1daa1437df26f1eb430b9272e7f77471,1293,1742,108,15840,15948,1850,15.322911291498754,pass,5,0
131,task131.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task131.onnx,aef2df6731cdd0168ed41a7637a2b939bb42ff5efe498e6732b1bc4fa4aa2d64,7860,10020,951,43599,44550,10971,14.295632567101045,pass,6,0
132,task132.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task132.onnx,02558813adda79590927fa1e3d0be80af0e44475a6abbd69beb0d87da57bfdbb,2585,3465,64,29394,29458,3529,14.709279200950512,pass,7,0
133,task133.onnx,franksunp_blended_best,franksunp/neurogolf-blended-best-models,task133.onnx,073ba6898ff7a31c61b65b66c9fa8c48699a278b7520015e981f4909b9f13232,189849,190542,47236,146687,193923,237778,12.824783547959548,pass,7,0
134,task134.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task134.onnx,b8c97031d4dd9d04cdd7ec5e6e43525899b583f45e8266ddaa88aa4340ea596a,7061,9408,88,12300,12388,9496,15.575516458906906,pass,6,0
135,task135.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task135.onnx,a6eca6896b1dbbcd1bf944fb6c9538e2c5fc2cf15786dac3b683be3574fcd543,251,280,0,360,360,280,19.113895968549844,pass,7,0
136,task136.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task136.onnx,54b79d7f792cfe272130aa8daf7784f6ff46db39d5419da2bf1152175cc472fe,2845,3640,137,4700,4837,3777,16.515950027177016,pass,6,0
137,task137.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task137.onnx,1933adc61bb37aa8289a0a8b5aa4bf16be59d72316649981a3f196e76d12aebf,3864,5213,966,71506,72472,6179,13.809044440650876,pass,6,0
138,task138.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task138.onnx,32972f740b91df81d7495e7bc824df592594382f7f2edab0ef5b07c14f00a0c5,6654,8599,218,48342,48560,8817,14.20944457426662,pass,6,0
139,task139.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task139.onnx,e3e6133e136fc342560390d22bb08861dc290ef6c9f64e8854070984d4a5946f,3865,5416,174,3456,3630,5590,16.803012072741105,pass,5,0
140,task140.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task140.onnx,35298d837506c049f25a80c79e44804bf5b76de02a18f7c2e3bf35a0e4b535c9,394,433,8,360,368,441,19.09191706183107,pass,5,0
141,task141.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task141.onnx,419409ee1ef9989b22aaba718cfe107b9d915bb476e1f4edee982507a294cede,2345,2986,69,15750,15819,3055,15.33103297180142,pass,6,0
142,task142.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task142.onnx,b525fbe662a950ccba343052e36da4678bbd57b9039d4f6c5a15f3c0a16fd54a,7454,7476,1800,0,1800,9276,17.504458056115745,pass,6,0
143,task143.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task143.onnx,545186fc1e5605ade4d666e87702a09678e9c34c1449945e1a0fdef567cea868,2144,2635,57,19384,19441,2692,15.12486048297936,pass,6,0
144,task144.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task144.onnx,9ccdbc162d23747b26bd043d8488ba2aebe080e2a693304f16ff65bd3b7d6a0e,1358,1530,50,736,786,1580,18.333043207570793,pass,7,0
145,task145.onnx,afr1ste_5689_artifact,afr1ste/neurogolf-5689-51-current-rules-open-artifact,submission\task145.onnx,56b66728666329e2dd3c2c70b5c11b0cecc7b7dbeadcc916e3420976161016e6,19982,26837,933,68824,69757,27770,13.847226946929018,pass,7,0
146,task146.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task146.onnx,773d61ca46def6d1e9fdb7916c51a9f5e99a5d39640f394231b2b05a400c4a31,1894,2622,24,2232,2256,2646,17.27865138738205,pass,7,0
147,task147.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task147.onnx,e65dc2d49c2dd32775575699e73cb1ad0aca1fcca0a87fcec26127b52f631670,3825,3870,910,0,910,4780,18.186555400489105,pass,7,0
148,task148.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task148.onnx,977766efe15f7fabde643b68e24ea47cc5d9069210a295f8ba0c7ab3a2f5b9de,6750,10291,353,21676,22029,10644,14.99988495388028,pass,6,0
149,task149.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task149.onnx,1ab54218fe502bd78e1ac617fefaa8923b15b98a69401d7cca996e4f8f578185,1198,1365,169,340,509,1534,18.76755198344948,pass,7,0
150,task150.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task150.onnx,eef66466514ec7a5328062908ce1f14ca3b8e113c6b1cf7adfe182abcc341de8,1299,1583,36,978,1014,1619,18.078341815848873,pass,6,0
151,task151.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task151.onnx,265a8eb2b997ae3dae68af150413ae0c0301bc004251e92a8beb0dc79bd2e36b,3880,3929,910,0,910,4839,18.186555400489105,pass,6,0
152,task152.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task152.onnx,b525fbe662a950ccba343052e36da4678bbd57b9039d4f6c5a15f3c0a16fd54a,7454,7476,1800,0,1800,9276,17.504458056115745,pass,7,0
153,task153.onnx,kojimar_5800_minimal_blend,kojimar/neurogolf-5800-55-minimal-onnx-blend-assets,base_submission\task153.onnx,d1b7cb03d5e07ca932d6e57b23bb88efdf30779c841331e613f0f6b49b245f43,5065,5740,2788,8424,11212,8528,15.675260087715321,pass,6,0
154,task154.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task154.onnx,5f1e298db41b5a1f178cc757f413e3eab14e95291dd559a42ff084b616a29b41,8020,9074,990,44584,45574,10064,14.27290734254795,pass,6,0
155,task155.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task155.onnx,eb14dfb5dced388e02e786c70561a892c539daf1e48ed47cd695642c53b65585,1299,1583,36,978,1014,1619,18.078341815848873,pass,6,0
156,task156.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task156.onnx,e365c128127e7c2ba75fc7e0efd5e0d695bb256972b63cf49206bbf65e227349,49215,47528,1899,24653,26552,49427,14.81313964660019,pass,5,0
157,task157.onnx,kojimar_5800_minimal_blend,kojimar/neurogolf-5800-55-minimal-onnx-blend-assets,base_submission\task157.onnx,b531633bca12249929ec9cd9f172f5ff1078c272045fbde8c096577c9aa07336,49702,50746,23937,55993,79930,74683,13.711093469379936,pass,5,0
158,task158.onnx,kojimar_5800_minimal_blend,kojimar/neurogolf-5800-55-minimal-onnx-blend-assets,base_submission\task158.onnx,656fcf2619b6d05c77f81d93bf7f9674b14fc4cf01b33763b15b228acc5b4f11,159404,177323,36088,146688,182776,213411,12.883983361645681,pass,6,0
159,task159.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task159.onnx,93239bd39db8bb07ffc4f354ca7b43656c78ca03e18c9ca72a30ccb093e2eb5a,12966,15010,4105,85396,89501,19115,13.597994922615115,pass,6,0
160,task160.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task160.onnx,9614391ed6a8c961cb2a50b82e22337eab556621bb99de4baaa2f78d0f8b06ad,2189,2830,66,4520,4586,2896,16.56923653658215,pass,5,0
161,task161.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task161.onnx,aac790a1c2961c5e1042a8a2f49001fa2e554ab4a5bf8990b3490e3ed1658916,4456,4933,36,64611,64647,4969,13.923303020588978,pass,6,0
162,task162.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task162.onnx,29467827e023a09da29f2c6bcf10d77d7bff035e613d5615f27d623e6f2f3224,2268,2707,43,63248,63291,2750,13.944501582071068,pass,6,0
163,task163.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task163.onnx,261af5c25f75b8f68293fce15ca95d8473efdd1a3ee6edf45eb5b1981fe6d584,9085,10179,1655,22430,24085,11834,14.910655480935679,pass,7,0
164,task164.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task164.onnx,250771b94d3db4658d4ac04e3bd9a0740f2af0f3aba0bb9b5df4d6181bb470d4,479,503,30,0,30,533,21.598802618337846,pass,7,0
165,task165.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task165.onnx,84191da6721ff334125fd7fa8616eb9122ba801b8e467d4f0bac42cdd367fab2,4910,5384,994,66530,67524,6378,13.87976163077872,pass,6,0
166,task166.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task166.onnx,635ac35cdaf739d7549ee8cd70b4042ae832ff18d2798a37fb1e315bb0990a02,1318,1433,37,24752,24789,1470,14.881844714630706,pass,6,0
167,task167.onnx,afr1ste_5689_artifact,afr1ste/neurogolf-5689-51-current-rules-open-artifact,submission\task167.onnx,71960feaa6f01d141e2e847cf629191d99e40b6ceb0199f2c3f955b43a84d6d9,1673,1744,294,391,685,2038,18.470581161737776,pass,8,0
168,task168.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task168.onnx,24e27e72411c8561da75b446c8d7253b7581784b14d9d8063097e06ac83fac71,4620,4677,185,20218,20403,4862,15.076562772156251,pass,5,0
169,task169.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task169.onnx,dfe553780f6769c9353bcda597ca9fe3629e0ef69cc742c9b3362616e9b716ae,20803,22889,656,22973,23629,23545,14.929769949800432,pass,6,0
170,task170.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task170.onnx,40c7d62d579c2d8926059eb3c557934286ca2ed2507772f25b157bc0a91d75ba,50577,80838,249,78315,78564,81087,13.728331141770909,pass,6,0
171,task171.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task171.onnx,c0dccfce69e87e53b68a617cc0ce6da5c9659180ce2acc2a46007c9915c524cb,3825,3870,910,0,910,4780,18.186555400489105,pass,7,0
172,task172.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task172.onnx,aa923630b6479cf1a1f5e7b7bfe2e4947e1c8ba8edba4f31d250b0b2f0c98dde,479,503,30,0,30,533,21.598802618337846,pass,7,0
173,task173.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task173.onnx,6422b0cd8c4551cb02c6733546b9d7f1b9130a0e4e58c7132e4791558a968ec7,10061,10179,217,175026,175243,10396,12.926071138839562,pass,6,0
174,task174.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task174.onnx,4501407339b9e160ae271315971c5baa39151bb8f252ce075fee7e027ffb1686,61839,88405,74,51945,52019,88479,14.140635684557754,pass,6,0
175,task175.onnx,kojimar_5800_minimal_blend,kojimar/neurogolf-5800-55-minimal-onnx-blend-assets,base_submission\task175.onnx,576772fc7f7510e6683fa499eea4963b6f7fcaf47a51ba5c5198a15f439dae6e,4283,5696,503,23356,23859,6199,14.920083216374755,pass,6,0
176,task176.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task176.onnx,e323248617622d6f3ec11b2d387952fea83ecc2fed3bdb998ca12143a2168c6b,1126,1206,120,7800,7920,1326,16.022853515191528,pass,6,0
177,task177.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task177.onnx,cf49f3845c907c5c58bfc44858a09562b29c11f7bc05ec633f96e70552287949,3189,3685,102,61092,61194,3787,13.978195575521427,pass,6,0
178,task178.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task178.onnx,4da8ed1ed0676bf74ff1db264eee36e5a51569d8bfd9726b145975fb852cb357,6748,11178,569,28762,29331,11747,14.713599743826219,pass,8,0
179,task179.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task179.onnx,bde695a21a93b9e2084a9b7e8a8bee5f2cdc694baa71a12d1c34ae921a89cb87,170,178,0,0,0,178,25.0,pass,7,0
180,task180.onnx,afr1ste_5689_artifact,afr1ste/neurogolf-5689-51-current-rules-open-artifact,submission\task180.onnx,8f6b55aa41b48daa3c5bde2cf091752666c75e5b3b9acd0b61ce5c378a8988a7,2525,2610,922,6528,7450,3532,16.084030688626395,pass,8,0
181,task181.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task181.onnx,d5e423513a6d975dcf970b7fa00306491312801ed8b9c3232bddaa05e5217ae9,3083,3575,86,1108,1194,3661,17.91493570604745,pass,6,0
182,task182.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task182.onnx,a4c0113b16fd5a5b05d55505920cc5ce2a3f44b02eb252331c82630ae44592ef,12955,15554,1045,46580,47625,16599,14.228886887570997,pass,7,0
183,task183.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task183.onnx,304fd9d6c78ea14e6b21f5a8929aec65dc8582e0ed5300bcfe6c020cd031d4c2,4645,6411,38,24840,24878,6449,14.87826084223009,pass,6,0
184,task184.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task184.onnx,e2dcc9362cac03db34174d9cfe83b4528b95b776befd30fdd1cdc73bfb758161,43202,44106,9975,28880,38855,54081,14.432407952356657,pass,5,0
185,task185.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task185.onnx,dbc48d1e31979b5114d5df411783ca8989f9ae9c4bd063f24eb529ea5d5b1dae,18881,23762,67,59517,59584,23829,14.00485763936326,pass,7,0
186,task186.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task186.onnx,5f12ebe1ba6f496ac5712d9d6c43d990aba0f2edfb4474275efbbbce95cef086,924,1253,46,318,364,1299,19.10284613236326,pass,14,0
187,task187.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task187.onnx,a12ff26344d3636a415f318272f96b57a7e6c98ebd9e5bd92bc9465f8ff342d7,5758,7916,913,104400,105313,8829,13.435307852707972,pass,6,0
188,task188.onnx,afr1ste_5689_artifact,afr1ste/neurogolf-5689-51-current-rules-open-artifact,submission\task188.onnx,b5aedf9a8411d84cd20d8bded8746b6a16044a019d7d5352e049a9c98ef96837,3259,3972,48,10616,10664,4020,15.725371138141455,pass,6,0
189,task189.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task189.onnx,8feb91f1cc27fca0b315416ca074d36c658d8f9683b58d95609bba625e80b4ad,6704,11016,269,24380,24649,11285,14.887508389303385,pass,6,0
190,task190.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task190.onnx,0a31ba38881a6fc4af83224d1aa59f0a876aea5808f55f95707b8c5975ac4c06,8781,9783,178,11026,11204,9961,15.675973863620001,pass,6,0
191,task191.onnx,franksunp_blended_best,franksunp/neurogolf-blended-best-models,task191.onnx,7a6880b96ea5baa26b3389462164ff494aeb033c40be1aea8c4fc2a65cacd5bd,44181,45679,18860,55133,73993,64539,13.788274226882638,pass,7,0
192,task192.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task192.onnx,02da2ed1d0363997e45f8c5bfe6fef9b8de614300b6189a91ffc9a8d49a37a05,2089,2553,70,51898,51968,2623,14.14161657647865,pass,5,0
193,task193.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task193.onnx,1184ed012012ee9bc87677fea86382acea9bc6b8979f087a5b3500492d6138dd,1925,2282,61,53600,53661,2343,14.109558240338645,pass,6,0
194,task194.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task194.onnx,5a188032e9933c63bea9816c0846001d769eb356d00653af9e5e766ff62bb53b,7454,7476,1800,0,1800,9276,17.504458056115745,pass,6,0
195,task195.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task195.onnx,ba4b722b42ea9bdbffbe4fcf38c90d387045eee91e245e77f502c246c158e0dd,5381,6269,1919,12310,14229,8188,15.436962585454308,pass,6,0
196,task196.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task196.onnx,89719c41cdbc1176e45d78565003ab2f9feb673cd43fcf7fef4c3ff8a4a302e1,2417,3150,67,32175,32242,3217,14.618974770564057,pass,6,0
197,task197.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task197.onnx,d2fb46801935583882f6a460471b563ccee60a53661cb17003fc2b60f17ba1ea,1223,1646,16,50672,50688,1662,14.166555524825903,pass,7,0
198,task198.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task198.onnx,a1cd099e3d965fb4506eded8d4bde77ea202357df70e9212b36911ca002c8cb1,6979,8402,913,102908,103821,9315,13.449576458609688,pass,6,0
199,task199.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task199.onnx,7f8ae82add1995ce631f2596ebf18e50b694cb8ec8d56a776cb6b1f393d891fa,2948,3260,54,16103,16157,3314,15.30989132872317,pass,6,0
200,task200.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task200.onnx,3db82e421fb1700c12efd717427c8530ccb8c8b610c32b22b6ae170655c00c8e,3848,4721,54,8252,8306,4775,15.975266575809302,pass,6,0
201,task201.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task201.onnx,38bd02d717e5ab0a9e14bc97fdda66c68e8a52c2b2686fbb9411671b3abf5da8,9668,15537,308,92392,92700,15845,13.562876248446054,pass,7,0
202,task202.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task202.onnx,548ea01a96ba723d596f57386963dc208eac1c74ee9c8ad978597704d8065f5d,3582,3680,14,125706,125720,3694,13.258187509088495,pass,6,0
203,task203.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task203.onnx,5c86587356aef4914bda51c97f89e22464a8270b22c47a7b46fe9a7cfed22036,6437,7171,690,87712,88402,7861,13.610350127195805,pass,7,0
204,task204.onnx,kojimar_5800_minimal_blend,kojimar/neurogolf-5800-55-minimal-onnx-blend-assets,base_submission\task204.onnx,6c21636d516c553f675736fe99ab464e08d17040686f3354615b8e54bb26a472,4457,5559,1044,103500,104544,6603,13.442636685599203,pass,8,0
205,task205.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task205.onnx,dfd08e391e2f0ca84fc0efe2a0fb96c8914cd0c3f7eefebc8c36de45e2c92553,33601,39030,1722,110591,112313,40752,13.370955104619776,pass,6,0
206,task206.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task206.onnx,1ac8f234abad1624589f9b5ba6a54874c1fa67de670126f5adb9071b1ddb9e55,4032,4900,91,61296,61387,4991,13.975046634666326,pass,6,0
207,task207.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task207.onnx,eb31b69d46ecc34c73b17ad80493c10002468aa9196475e6c9e12fcf46ff8235,1979,2718,35,1840,1875,2753,17.463636061595487,pass,6,0
208,task208.onnx,afr1ste_5689_artifact,afr1ste/neurogolf-5689-51-current-rules-open-artifact,submission\task208.onnx,d0d8ece63c8bc8fcbf0d3aaffe8e19beeb3631e34ae885a0bc47d879dd094d1d,15747,18209,522,91751,92273,18731,13.56749314667969,pass,6,0
209,task209.onnx,kojimar_5800_minimal_blend,kojimar/neurogolf-5800-55-minimal-onnx-blend-assets,base_submission\task209.onnx,aae2118f257b070f9d48f89cb5fc6d440a7261ffbabadc2be51a0c083162d230,60395,61236,44843,22494,67337,106079,13.882534858321867,pass,6,0
210,task210.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task210.onnx,aa923630b6479cf1a1f5e7b7bfe2e4947e1c8ba8edba4f31d250b0b2f0c98dde,479,503,30,0,30,533,21.598802618337846,pass,6,0
211,task211.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task211.onnx,3c58a51ab06ee25bf3c54539284f6def4bc6e10c364246d45f5533df0905fd17,7454,7476,1800,0,1800,9276,17.504458056115745,pass,6,0
212,task212.onnx,afr1ste_5689_artifact,afr1ste/neurogolf-5689-51-current-rules-open-artifact,submission\task212.onnx,b1f271155596ce1ff46cb89a2a9c05d5033b8d36d863d7694a2bfa19c3bb363c,4791,4967,237,9732,9969,5204,15.792764442977296,pass,5,0
213,task213.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task213.onnx,77849bbf09f61adb69146af9461c7912abc314e3cb87e9c103a63f33fd7091cb,26499,44339,220,50005,50225,44559,14.175731810316865,pass,6,0
214,task214.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task214.onnx,476030b9c3c916862c896b22ae9f1ee46d6bedd703bd39deeb4fe1a9a7cf6c54,7454,7476,1800,0,1800,9276,17.504458056115745,pass,6,0
215,task215.onnx,massimilianoghiotto_6254,massimilianoghiotto/neurogolf2026-6254,submission\task215.onnx,ad1e975b6e82508de2e208bb5877eb3d7a2c9d9a0cebf7b9dd4911a4078af377,1729,1952,112,37982,38094,2064,14.452187931601495,pass,5,0
