task_id,baseline_cost,baseline_points,program,depth,train_test_arc_examples,proxy_cost,proxy_points,proxy_delta,output_shape_set,leakage_risk,overfitting_risk
31,18616,15.168223295017873,bbox_nonzero,3,266,512,18.761675374960493,3.5934520799426206,"[(3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (5, 3), (5, 4), (5, 5), (5, 6), (6, 2), (6, 3), (6, 4), (6, 5), (6, 6), (6, 7), (7, 4), (7, 5)]",low: full train+test+all arc-gen exact match; no signature lookup,medium: program family is narrow and task-specific until ONNX/full utility validation
150,1014,18.078341815848873,flip_h,1,266,96,20.435651808532164,2.357309992683291,"[(3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8), (9, 9)]",low: full train+test+all arc-gen exact match; no signature lookup,medium: program family is narrow and task-specific until ONNX/full utility validation
155,1014,18.078341815848873,flip_v,1,266,96,20.435651808532164,2.357309992683291,"[(4, 4), (5, 5), (6, 6), (7, 7), (8, 8)]",low: full train+test+all arc-gen exact match; no signature lookup,medium: program family is narrow and task-specific until ONNX/full utility validation
223,1800,17.504458056115745,nearest_upscale_3,2,265,192,19.742504627972217,2.238046571856472,"[(9, 9)]",low: full train+test+all arc-gen exact match; no signature lookup,medium: program family is narrow and task-specific until ONNX/full utility validation
380,728,18.409698951803314,rot90_ccw,2,267,128,20.147969736080384,1.73827078427707,"[(3, 3)]",low: full train+test+all arc-gen exact match; no signature lookup,medium: program family is narrow and task-specific until ONNX/full utility validation
135,360,19.113895968549844,crop_tr,1,266,96,20.435651808532164,1.3217558399823197,"[(3, 3)]",low: full train+test+all arc-gen exact match; no signature lookup,medium: program family is narrow and task-specific until ONNX/full utility validation
87,368,19.09191706183107,rot180,2,266,128,20.147969736080384,1.0560526742493153,"[(3, 3)]",low: full train+test+all arc-gen exact match; no signature lookup,medium: program family is narrow and task-specific until ONNX/full utility validation
140,368,19.09191706183107,rot180,2,265,128,20.147969736080384,1.0560526742493153,"[(3, 3)]",low: full train+test+all arc-gen exact match; no signature lookup,medium: program family is narrow and task-specific until ONNX/full utility validation
326,160,19.924826184766175,crop_tl,1,266,96,20.435651808532164,0.5108256237659887,"[(2, 2)]",low: full train+test+all arc-gen exact match; no signature lookup,medium: program family is narrow and task-specific until ONNX/full utility validation
