task_id,source,baseline_cost,new_cost,baseline_points,new_points,removed_initializers,baseline_file_bytes,new_file_bytes,status,reason
244,massimilianoghiotto_6254,31782,31782,14.633344629227418,14.633344629227418,0,8484,8484,unchanged,no unused initializers
245,massimilianoghiotto_6254,29015,29015,14.724431783375291,14.724431783375291,0,3499,3499,unchanged,no unused initializers
246,massimilianoghiotto_6254,13391,13391,15.497661881504435,15.497661881504435,0,4453,4453,unchanged,no unused initializers
247,afr1ste_5689_artifact,22031,22031,14.999794168587435,14.999794168587435,0,2179,2179,unchanged,no unused initializers
248,afr1ste_5689_artifact,6581,6581,16.208058011543883,16.208058011543883,0,2295,2295,unchanged,no unused initializers
249,afr1ste_5689_artifact,8999,8999,15.895131260966052,15.895131260966052,0,2770,2770,unchanged,no unused initializers
250,massimilianoghiotto_6254,12141,12141,15.595656566456025,15.595656566456025,0,9660,9660,unchanged,no unused initializers
251,massimilianoghiotto_6254,100580,100580,13.481291290274044,13.481291290274044,0,6781,6781,unchanged,no unused initializers
252,massimilianoghiotto_6254,38062,38062,14.453028311923028,14.453028311923028,0,4108,4108,unchanged,no unused initializers
253,massimilianoghiotto_6254,48269,48269,14.215455188361384,14.215455188361384,0,4035,4035,unchanged,no unused initializers
254,afr1ste_5689_artifact,7956,7956,16.018318360026136,16.018318360026136,0,5035,5035,unchanged,no unused initializers
255,kojimar_5800_minimal_blend,74403,74403,13.782748457411104,13.782748457411104,0,35175,35175,unchanged,no unused initializers
256,massimilianoghiotto_6254,21123,21123,15.041882226812756,15.041882226812756,0,5497,5497,unchanged,no unused initializers
257,massimilianoghiotto_6254,1077,1077,18.01806532284361,18.01806532284361,0,1891,1891,unchanged,no unused initializers
258,massimilianoghiotto_6254,160,160,19.924826184766175,19.924826184766175,0,929,929,unchanged,no unused initializers
259,massimilianoghiotto_6254,6843,6843,16.169018489047502,16.169018489047502,0,3995,3995,unchanged,no unused initializers
260,massimilianoghiotto_6254,12474,12474,15.568598242913932,15.568598242913932,0,2879,2879,unchanged,no unused initializers
261,massimilianoghiotto_6254,200,200,19.701682633451963,19.701682633451963,0,1003,1003,unchanged,no unused initializers
262,massimilianoghiotto_6254,3770,3770,16.765169719557946,16.765169719557946,0,1095,1095,unchanged,no unused initializers
263,afr1ste_5689_artifact,8054,8054,16.006075858588602,16.006075858588602,0,12625,12625,unchanged,no unused initializers
264,massimilianoghiotto_6254,79536,79536,13.716034971665547,13.716034971665547,0,8493,8493,unchanged,no unused initializers
265,afr1ste_5689_artifact,39162,39162,14.424537832136728,14.424537832136728,0,3046,3046,unchanged,no unused initializers
266,massimilianoghiotto_6254,910,910,18.186555400489105,18.186555400489105,0,3870,3870,unchanged,no unused initializers
267,afr1ste_5689_artifact,1255,1255,17.865109148434115,17.865109148434115,0,1543,1543,unchanged,no unused initializers
268,massimilianoghiotto_6254,22387,22387,14.983764287772118,14.983764287772118,0,14058,14058,unchanged,no unused initializers
269,massimilianoghiotto_6254,8602,8602,15.940249986656319,15.940249986656319,0,3084,3084,unchanged,no unused initializers
270,massimilianoghiotto_6254,27301,27301,14.785321389461183,14.785321389461183,0,14311,14311,unchanged,no unused initializers
271,massimilianoghiotto_6254,28991,28991,14.725259284025897,14.725259284025897,0,2976,2976,unchanged,no unused initializers
272,massimilianoghiotto_6254,910,910,18.186555400489105,18.186555400489105,0,3870,3870,unchanged,no unused initializers
273,afr1ste_5689_artifact,5937,5937,16.311040765729324,16.311040765729324,0,2252,2252,unchanged,no unused initializers
274,massimilianoghiotto_6254,8581,8581,15.942694264192879,15.942694264192879,0,3724,3724,unchanged,no unused initializers
275,afr1ste_5689_artifact,83879,83879,13.662869436848247,13.662869436848247,0,25721,25721,unchanged,no unused initializers
276,massimilianoghiotto_6254,10,10,22.697414907005953,22.697414907005953,0,241,241,unchanged,no unused initializers
277,massimilianoghiotto_6254,14617,14617,15.410059486110708,15.410059486110708,0,8205,8205,unchanged,no unused initializers
278,massimilianoghiotto_6254,34383,34383,14.55468246483519,14.55468246483519,0,2628,2628,unchanged,no unused initializers
279,massimilianoghiotto_6254,26330,26330,14.821535747509644,14.821535747509644,0,10894,10894,unchanged,no unused initializers
280,massimilianoghiotto_6254,90506,90506,13.586828574167079,13.586828574167079,0,13536,13536,unchanged,no unused initializers
281,afr1ste_5689_artifact,88615,88615,13.60794357751076,13.60794357751076,0,6229,6229,unchanged,no unused initializers
282,massimilianoghiotto_6254,900,900,18.197605236675688,18.197605236675688,0,3803,3803,unchanged,no unused initializers
283,massimilianoghiotto_6254,910,910,18.186555400489105,18.186555400489105,0,3870,3870,unchanged,no unused initializers
284,massimilianoghiotto_6254,102032,102032,13.466958231444947,13.466958231444947,0,25369,25369,unchanged,no unused initializers
285,kojimar_5800_minimal_blend,151996,151996,13.068390516307327,13.068390516307327,0,99305,99305,unchanged,no unused initializers
286,massimilianoghiotto_6254,162200,162199,13.00341457933655,13.00342074458367,1,24340,24315,improved,ok
287,massimilianoghiotto_6254,22566,22566,14.975800372301608,14.975800372301608,0,2378,2378,unchanged,no unused initializers
288,massimilianoghiotto_6254,31807,31807,14.632558329669694,14.632558329669694,0,5923,5923,unchanged,no unused initializers
289,afr1ste_5689_artifact,24972,24972,14.874489523818365,14.874489523818365,0,2484,2484,unchanged,no unused initializers
290,massimilianoghiotto_6254,11708,11708,15.631972352188223,15.631972352188223,0,4019,4019,unchanged,no unused initializers
291,massimilianoghiotto_6254,4327,4327,16.627370259775116,16.627370259775116,0,6567,6567,unchanged,no unused initializers
292,massimilianoghiotto_6254,6305,6305,16.250901751600978,16.250901751600978,0,1137,1137,unchanged,no unused initializers
293,massimilianoghiotto_6254,24771,24771,14.882571106914462,14.882571106914462,0,9968,9968,unchanged,no unused initializers
294,massimilianoghiotto_6254,910,910,18.186555400489105,18.186555400489105,0,3870,3870,unchanged,no unused initializers
295,vyanktesh_multi_source_output,12190,12190,15.591628777524683,15.591628777524683,0,2145,2145,unchanged,no unused initializers
296,massimilianoghiotto_6254,4115,4115,16.67760588688883,16.67760588688883,0,2981,2981,unchanged,no unused initializers
297,massimilianoghiotto_6254,9172,9172,15.876089356022204,15.876089356022204,0,2534,2534,unchanged,no unused initializers
298,massimilianoghiotto_6254,14948,14948,15.387667209394625,15.387667209394625,0,4442,4442,unchanged,no unused initializers
299,massimilianoghiotto_6254,1790,1790,17.5100291011652,17.5100291011652,0,2062,2062,unchanged,no unused initializers
300,massimilianoghiotto_6254,77546,77546,13.741373412351637,13.741373412351637,0,5439,5439,unchanged,no unused initializers
301,massimilianoghiotto_6254,64988,64988,13.91804208355036,13.91804208355036,0,20021,20021,unchanged,no unused initializers
302,massimilianoghiotto_6254,7796,7796,16.03863393937255,16.03863393937255,0,5138,5138,unchanged,no unused initializers
303,massimilianoghiotto_6254,80710,80710,13.701382237681582,13.701382237681582,0,2368,2368,unchanged,no unused initializers
304,massimilianoghiotto_6254,14494,14494,15.418509950330773,15.418509950330773,0,2352,2352,unchanged,no unused initializers
305,massimilianoghiotto_6254,3952,3952,16.71802294113224,16.71802294113224,0,2005,2005,unchanged,no unused initializers
306,massimilianoghiotto_6254,64444,64444,13.926448091389123,13.926448091389123,0,5273,5273,unchanged,no unused initializers
307,massimilianoghiotto_6254,1800,1800,17.504458056115745,17.504458056115745,0,7476,7476,unchanged,no unused initializers
308,massimilianoghiotto_6254,21799,21799,15.010380623834585,15.010380623834585,0,4936,4936,unchanged,no unused initializers
309,massimilianoghiotto_6254,10,10,22.697414907005953,22.697414907005953,0,241,241,unchanged,no unused initializers
310,massimilianoghiotto_6254,25739,25739,14.844237369643414,14.844237369643414,0,4301,4301,unchanged,no unused initializers
311,massimilianoghiotto_6254,30,30,21.598802618337846,21.598802618337846,0,503,503,unchanged,no unused initializers
312,massimilianoghiotto_6254,9979,9979,15.791761836115688,15.791761836115688,0,1327,1327,unchanged,no unused initializers
313,massimilianoghiotto_6254,83572,83572,13.666536185257858,13.666536185257858,0,40083,40083,unchanged,no unused initializers
314,massimilianoghiotto_6254,8594,8594,15.941180435665059,15.941180435665059,0,25464,25464,unchanged,no unused initializers
315,massimilianoghiotto_6254,9557,9557,15.83497085073382,15.83497085073382,0,1423,1423,unchanged,no unused initializers
316,massimilianoghiotto_6254,3903,3903,16.730499232819383,16.730499232819383,0,4720,4720,unchanged,no unused initializers
317,massimilianoghiotto_6254,900,900,18.197605236675688,18.197605236675688,0,3803,3803,unchanged,no unused initializers
318,massimilianoghiotto_6254,739,739,18.394702079051797,18.394702079051797,0,1164,1164,unchanged,no unused initializers
319,kojimar_5800_minimal_blend,18368,18368,15.181634700880707,15.181634700880707,0,12225,12225,unchanged,no unused initializers
320,massimilianoghiotto_6254,5190,5190,16.445511023840066,16.445511023840066,0,2910,2910,unchanged,no unused initializers
321,massimilianoghiotto_6254,5511,5511,16.385498626116764,16.385498626116764,0,2453,2453,unchanged,no unused initializers
322,massimilianoghiotto_6254,867,867,18.23496102321946,18.23496102321946,0,728,728,unchanged,no unused initializers
323,massimilianoghiotto_6254,4533,4533,16.58086074905915,16.58086074905915,0,2810,2810,unchanged,no unused initializers
324,massimilianoghiotto_6254,48870,48870,14.203081009735799,14.203081009735799,0,7864,7864,unchanged,no unused initializers
325,massimilianoghiotto_6254,43022,43022,14.330533108254256,14.330533108254256,0,5624,5624,unchanged,no unused initializers
326,massimilianoghiotto_6254,160,160,19.924826184766175,19.924826184766175,0,280,280,unchanged,no unused initializers
327,massimilianoghiotto_6254,7548,7548,16.07096209351156,16.07096209351156,0,1920,1920,unchanged,no unused initializers
328,massimilianoghiotto_6254,68053,68053,13.871957907660665,13.871957907660665,0,12645,12645,unchanged,no unused initializers
329,massimilianoghiotto_6254,10260,10260,15.76399188127524,15.76399188127524,0,1936,1936,unchanged,no unused initializers
330,afr1ste_5689_artifact,59024,59024,14.014300580163543,14.014300580163543,0,11768,11768,unchanged,no unused initializers
331,massimilianoghiotto_6254,910,910,18.186555400489105,18.186555400489105,0,3880,3880,unchanged,no unused initializers
332,massimilianoghiotto_6254,8990,8990,15.896131872534333,15.896131872534333,0,4759,4759,unchanged,no unused initializers
333,massimilianoghiotto_6254,24893,24893,14.877658081568091,14.877658081568091,0,7039,7039,unchanged,no unused initializers
334,massimilianoghiotto_6254,609,609,18.588181732290103,18.588181732290103,0,1128,1128,unchanged,no unused initializers
335,massimilianoghiotto_6254,46249,46249,14.258204878914801,14.258204878914801,0,4572,4572,unchanged,no unused initializers
336,massimilianoghiotto_6254,6036,6036,16.294503180112258,16.294503180112258,0,6633,6633,unchanged,no unused initializers
337,massimilianoghiotto_6254,10,10,22.697414907005953,22.697414907005953,0,175,175,unchanged,no unused initializers
338,massimilianoghiotto_6254,45016,45016,14.285226738886886,14.285226738886886,0,9604,9604,unchanged,no unused initializers
339,afr1ste_5689_artifact,884,884,18.215542937362358,18.215542937362358,0,1707,1707,unchanged,no unused initializers
340,afr1ste_5689_artifact,70342,70342,13.83887566105239,13.83887566105239,0,6308,6308,unchanged,no unused initializers
341,massimilianoghiotto_6254,18865,18865,15.15493636760159,15.15493636760159,0,11055,11055,unchanged,no unused initializers
342,afr1ste_5689_artifact,12153,12153,15.5946686681292,15.5946686681292,0,4213,4213,unchanged,no unused initializers
343,afr1ste_5689_artifact,28656,28656,14.736881875699506,14.736881875699506,0,7957,7957,unchanged,no unused initializers
344,massimilianoghiotto_6254,2510,2510,17.17196196787417,17.17196196787417,0,10280,10280,unchanged,no unused initializers
345,massimilianoghiotto_6254,11716,11716,15.631289292052376,15.631289292052376,0,11528,11528,unchanged,no unused initializers
346,massimilianoghiotto_6254,9178,9178,15.875435405045222,15.875435405045222,0,1903,1903,unchanged,no unused initializers
347,massimilianoghiotto_6254,1607,1607,17.61787563426249,17.61787563426249,0,1120,1120,unchanged,no unused initializers
348,afr1ste_5689_artifact,7207,7207,16.11719194507556,16.11719194507556,0,2711,2711,unchanged,no unused initializers
349,massimilianoghiotto_6254,49481,49480,14.190655963511865,14.190676173493577,1,8603,8578,improved,ok
350,massimilianoghiotto_6254,19831,19831,15.10499835111417,15.10499835111417,0,1754,1754,unchanged,no unused initializers
351,massimilianoghiotto_6254,35154,35154,14.532506311227156,14.532506311227156,0,3316,3316,unchanged,no unused initializers
352,massimilianoghiotto_6254,6626,6626,16.20124341714016,16.20124341714016,0,1698,1698,unchanged,no unused initializers
353,massimilianoghiotto_6254,5411,5411,16.403810802357263,16.403810802357263,0,4421,4421,unchanged,no unused initializers
354,massimilianoghiotto_6254,17007,17007,15.258619697007587,15.258619697007587,0,3546,3546,unchanged,no unused initializers
355,massimilianoghiotto_6254,11795,11795,15.624569008158225,15.624569008158225,0,5198,5198,unchanged,no unused initializers
356,massimilianoghiotto_6254,5002,5002,16.482406888562437,16.482406888562437,0,2903,2903,unchanged,no unused initializers
357,afr1ste_5689_artifact,6581,6581,16.208058011543883,16.208058011543883,0,2295,2295,unchanged,no unused initializers
358,afr1ste_5689_artifact,113999,113999,13.356055044591665,13.356055044591665,0,11696,11696,unchanged,no unused initializers
359,massimilianoghiotto_6254,42313,42313,14.347150353576192,14.347150353576192,0,1351,1351,unchanged,no unused initializers
360,afr1ste_5689_artifact,11146,11146,15.681164031870518,15.681164031870518,0,1579,1579,unchanged,no unused initializers
361,massimilianoghiotto_6254,15917,15917,15.324857000570146,15.324857000570146,0,8714,8714,unchanged,no unused initializers
362,massimilianoghiotto_6254,11939,11939,15.612434368654611,15.612434368654611,0,2634,2634,unchanged,no unused initializers
363,needless090_4250_output,54241,54241,14.098807640977503,14.098807640977503,0,29270,29270,unchanged,no unused initializers
364,massimilianoghiotto_6254,77859,77859,13.737345222483407,13.737345222483407,0,10192,10192,unchanged,no unused initializers
365,massimilianoghiotto_6254,58814,58814,14.01786479921536,14.01786479921536,0,25852,25852,unchanged,no unused initializers
366,massimilianoghiotto_6254,836880,836880,11.362564029982357,11.362564029982357,0,93413,93413,unchanged,no unused initializers
367,kojimar_5800_minimal_blend,49772,49772,14.184792144104478,14.184792144104478,0,33926,33926,unchanged,no unused initializers
368,massimilianoghiotto_6254,32339,32339,14.615970788806473,14.615970788806473,0,14571,14571,unchanged,no unused initializers
369,massimilianoghiotto_6254,7729,7729,16.04726523289313,16.04726523289313,0,3324,3324,unchanged,no unused initializers
370,massimilianoghiotto_6254,108297,108296,13.407367268225618,13.407376502134378,1,12455,12416,improved,ok
371,massimilianoghiotto_6254,21181,21181,15.039140167606002,15.039140167606002,0,2375,2375,unchanged,no unused initializers
372,massimilianoghiotto_6254,7880,7880,16.027916817148075,16.027916817148075,0,1009,1009,unchanged,no unused initializers
373,massimilianoghiotto_6254,524,524,18.738508315678956,18.738508315678956,0,823,823,unchanged,no unused initializers
374,massimilianoghiotto_6254,15742,15742,15.335912421297605,15.335912421297605,0,4708,4708,unchanged,no unused initializers
375,massimilianoghiotto_6254,15172,15172,15.372793097191211,15.372793097191211,0,2790,2790,unchanged,no unused initializers
376,massimilianoghiotto_6254,23413,23413,14.938953297362508,14.938953297362508,0,3539,3539,unchanged,no unused initializers
377,massimilianoghiotto_6254,61924,61924,13.966336894339644,13.966336894339644,0,22294,22294,unchanged,no unused initializers
378,massimilianoghiotto_6254,39008,39008,14.428477967719003,14.428477967719003,0,7568,7568,unchanged,no unused initializers
379,massimilianoghiotto_6254,72499,72499,13.808671952355807,13.808671952355807,0,12674,12674,unchanged,no unused initializers
380,massimilianoghiotto_6254,728,728,18.409698951803314,18.409698951803314,0,504,504,unchanged,no unused initializers
381,massimilianoghiotto_6254,3681,3681,16.78906026662098,16.78906026662098,0,4146,4146,unchanged,no unused initializers
382,massimilianoghiotto_6254,107354,107354,13.416112936092428,13.416112936092428,0,23876,23876,unchanged,no unused initializers
383,afr1ste_5689_artifact,128140,128140,13.239121304806988,13.239121304806988,0,6374,6374,unchanged,no unused initializers
384,massimilianoghiotto_6254,74722,74722,13.778470160860206,13.778470160860206,0,5138,5138,unchanged,no unused initializers
385,massimilianoghiotto_6254,30,30,21.598802618337846,21.598802618337846,0,199,199,unchanged,no unused initializers
386,massimilianoghiotto_6254,2183,2183,17.311544643450056,17.311544643450056,0,1245,1245,unchanged,no unused initializers
387,massimilianoghiotto_6254,63558,63558,13.940291846175448,13.940291846175448,0,15157,15157,unchanged,no unused initializers
388,massimilianoghiotto_6254,6468,6468,16.225377779303003,16.225377779303003,0,8467,8467,unchanged,no unused initializers
389,massimilianoghiotto_6254,1898,1898,17.451444020830127,17.451444020830127,0,1824,1824,unchanged,no unused initializers
390,massimilianoghiotto_6254,24692,24692,14.885765416486214,14.885765416486214,0,5629,5629,unchanged,no unused initializers
391,massimilianoghiotto_6254,10021,10021,15.787561829941671,15.787561829941671,0,3435,3435,unchanged,no unused initializers
392,massimilianoghiotto_6254,30870,30870,14.662459882503795,14.662459882503795,0,10294,10294,unchanged,no unused initializers
393,massimilianoghiotto_6254,459,459,18.870949789939456,18.870949789939456,0,2250,2250,unchanged,no unused initializers
394,afr1ste_5689_artifact,4753,4753,16.53346872338599,16.53346872338599,0,6206,6206,unchanged,no unused initializers
395,afr1ste_5689_artifact,1667,1667,17.581219117249205,17.581219117249205,0,1579,1579,unchanged,no unused initializers
396,massimilianoghiotto_6254,143389,143389,13.126683504302262,13.126683504302262,0,28137,28137,unchanged,no unused initializers
397,afr1ste_5689_artifact,21041,21041,15.045771805760689,15.045771805760689,0,7844,7844,unchanged,no unused initializers
398,massimilianoghiotto_6254,84295,84295,13.657922169750098,13.657922169750098,0,9751,9751,unchanged,no unused initializers
399,massimilianoghiotto_6254,1839,1839,17.48302277539568,17.48302277539568,0,2146,2146,unchanged,no unused initializers
400,massimilianoghiotto_6254,35153,35153,14.532534757896764,14.532534757896764,0,3276,3276,unchanged,no unused initializers
