task_id,template_name,route,baseline_cost,candidate_cost,baseline_points,candidate_points,file_bytes,validation_status,status,reason,sha256
303,fixed_geometry_transpose_hw,sparse_edit_or_object_completion,80710,,13.701382237681582,,,not_run,skipped,transform does not fit,
303,fixed_geometry_rot90,sparse_edit_or_object_completion,80710,,13.701382237681582,,,not_run,skipped,transform does not fit,
303,fixed_geometry_rot180,sparse_edit_or_object_completion,80710,,13.701382237681582,,,not_run,skipped,transform does not fit,
303,fixed_geometry_rot270,sparse_edit_or_object_completion,80710,,13.701382237681582,,,not_run,skipped,transform does not fit,
303,signature_scatter_lookup,sparse_edit_or_object_completion,80710,90541,13.701382237681582,13.586441934228985,52555,24_pass_0_fail,no_cost_gain,candidate cost is not lower than baseline,d7b97e8bb70d357a2330341a0692419339e25b8fccc7992f59b740ee4928b183
303,fixed_mask_rewrite,sparse_edit_or_object_completion,80710,,13.701382237681582,,,not_run,skipped,fixed edit does not hold,
303,conv_color_map,sparse_edit_or_object_completion,80710,,13.701382237681582,,,not_run,skipped,conflicting color map,
303,constant_output,sparse_edit_or_object_completion,80710,,13.701382237681582,,,not_run,skipped,fit outputs differ,
36,fixed_geometry_identity,crop_or_resize,79962,,13.710693199192217,,,not_run,skipped,transform does not fit,
36,fixed_geometry_flip_h,crop_or_resize,79962,,13.710693199192217,,,not_run,skipped,transform does not fit,
36,fixed_geometry_flip_w,crop_or_resize,79962,,13.710693199192217,,,not_run,skipped,transform does not fit,
36,fixed_geometry_transpose_hw,crop_or_resize,79962,,13.710693199192217,,,not_run,skipped,transform does not fit,
36,fixed_geometry_rot90,crop_or_resize,79962,,13.710693199192217,,,not_run,skipped,transform does not fit,
36,fixed_geometry_rot180,crop_or_resize,79962,,13.710693199192217,,,not_run,skipped,transform does not fit,
36,fixed_geometry_rot270,crop_or_resize,79962,,13.710693199192217,,,not_run,skipped,transform does not fit,
36,signature_scatter_lookup,crop_or_resize,79962,84764,13.710693199192217,13.652373796659543,42769,23_pass_0_fail,no_cost_gain,candidate cost is not lower than baseline,63672d49018aee3a8593db1cbebd6abfccd42da2a8cae68e3f82a9d99a424b1e
36,fixed_slice_crop,crop_or_resize,79962,,13.710693199192217,,,not_run,skipped,no common fixed crop,
36,constant_output,crop_or_resize,79962,,13.710693199192217,,,not_run,skipped,fit outputs differ,
36,conv_color_map,crop_or_resize,79962,,13.710693199192217,,,not_run,skipped,shape mismatch,
157,fixed_geometry_identity,sparse_edit_or_object_completion,79930,,13.711093469379936,,,not_run,skipped,transform does not fit,
157,fixed_geometry_flip_h,sparse_edit_or_object_completion,79930,,13.711093469379936,,,not_run,skipped,transform does not fit,
157,fixed_geometry_flip_w,sparse_edit_or_object_completion,79930,,13.711093469379936,,,not_run,skipped,transform does not fit,
157,fixed_geometry_transpose_hw,sparse_edit_or_object_completion,79930,,13.711093469379936,,,not_run,skipped,transform does not fit,
157,fixed_geometry_rot90,sparse_edit_or_object_completion,79930,,13.711093469379936,,,not_run,skipped,transform does not fit,
157,fixed_geometry_rot180,sparse_edit_or_object_completion,79930,,13.711093469379936,,,not_run,skipped,transform does not fit,
157,fixed_geometry_rot270,sparse_edit_or_object_completion,79930,,13.711093469379936,,,not_run,skipped,transform does not fit,
157,signature_scatter_lookup,sparse_edit_or_object_completion,79930,81266,13.711093469379936,13.694516996117898,24653,23_pass_0_fail,no_cost_gain,candidate cost is not lower than baseline,188a1bde8252323e07e5b1e9a798921f76927a8f1203ea6c60313fdaf25df3ef
157,fixed_mask_rewrite,sparse_edit_or_object_completion,79930,,13.711093469379936,,,not_run,skipped,fixed edit does not hold,
157,conv_color_map,sparse_edit_or_object_completion,79930,,13.711093469379936,,,not_run,skipped,conflicting color map,
157,constant_output,sparse_edit_or_object_completion,79930,,13.711093469379936,,,not_run,skipped,fit outputs differ,
264,fixed_geometry_identity,crop_or_resize,79536,,13.716034971665547,,,not_run,skipped,transform does not fit,
264,fixed_geometry_flip_h,crop_or_resize,79536,,13.716034971665547,,,not_run,skipped,transform does not fit,
264,fixed_geometry_flip_w,crop_or_resize,79536,,13.716034971665547,,,not_run,skipped,transform does not fit,
264,fixed_geometry_transpose_hw,crop_or_resize,79536,,13.716034971665547,,,not_run,skipped,transform does not fit,
264,fixed_geometry_rot90,crop_or_resize,79536,,13.716034971665547,,,not_run,skipped,transform does not fit,
264,fixed_geometry_rot180,crop_or_resize,79536,,13.716034971665547,,,not_run,skipped,transform does not fit,
264,fixed_geometry_rot270,crop_or_resize,79536,,13.716034971665547,,,not_run,skipped,transform does not fit,
264,signature_scatter_lookup,crop_or_resize,79536,87600,13.716034971665547,13.619463723075517,52773,23_pass_0_fail,no_cost_gain,candidate cost is not lower than baseline,b7b1c8c3ff82a269560202dcd371bf41ae8c380dceb0bc4b9a83c9134f7aa56e
264,fixed_slice_crop,crop_or_resize,79536,,13.716034971665547,,,not_run,skipped,no common fixed crop,
264,constant_output,crop_or_resize,79536,,13.716034971665547,,,not_run,skipped,fit outputs differ,
264,conv_color_map,crop_or_resize,79536,,13.716034971665547,,,not_run,skipped,shape mismatch,
170,fixed_geometry_identity,crop_or_resize,78564,,13.728331141770909,,,not_run,skipped,transform does not fit,
170,fixed_geometry_flip_h,crop_or_resize,78564,,13.728331141770909,,,not_run,skipped,transform does not fit,
170,fixed_geometry_flip_w,crop_or_resize,78564,,13.728331141770909,,,not_run,skipped,transform does not fit,
170,fixed_geometry_transpose_hw,crop_or_resize,78564,,13.728331141770909,,,not_run,skipped,transform does not fit,
170,fixed_geometry_rot90,crop_or_resize,78564,,13.728331141770909,,,not_run,skipped,transform does not fit,
170,fixed_geometry_rot180,crop_or_resize,78564,,13.728331141770909,,,not_run,skipped,transform does not fit,
170,fixed_geometry_rot270,crop_or_resize,78564,,13.728331141770909,,,not_run,skipped,transform does not fit,
170,signature_scatter_lookup,crop_or_resize,78564,83669,13.728331141770909,13.66537618249685,40965,24_pass_0_fail,no_cost_gain,candidate cost is not lower than baseline,54897c81bab421a83969a4c5fc1becdeba1a7d58cbb2c58e4aae5b727e79bcd3
170,fixed_slice_crop,crop_or_resize,78564,,13.728331141770909,,,not_run,skipped,no common fixed crop,
170,constant_output,crop_or_resize,78564,,13.728331141770909,,,not_run,skipped,fit outputs differ,
170,conv_color_map,crop_or_resize,78564,,13.728331141770909,,,not_run,skipped,shape mismatch,
364,fixed_geometry_identity,sparse_edit_or_object_completion,77859,,13.737345222483407,,,not_run,skipped,transform does not fit,
364,fixed_geometry_flip_h,sparse_edit_or_object_completion,77859,,13.737345222483407,,,not_run,skipped,transform does not fit,
364,fixed_geometry_flip_w,sparse_edit_or_object_completion,77859,,13.737345222483407,,,not_run,skipped,transform does not fit,
364,fixed_geometry_transpose_hw,sparse_edit_or_object_completion,77859,,13.737345222483407,,,not_run,skipped,transform does not fit,
364,fixed_geometry_rot90,sparse_edit_or_object_completion,77859,,13.737345222483407,,,not_run,skipped,transform does not fit,
364,fixed_geometry_rot180,sparse_edit_or_object_completion,77859,,13.737345222483407,,,not_run,skipped,transform does not fit,
364,fixed_geometry_rot270,sparse_edit_or_object_completion,77859,,13.737345222483407,,,not_run,skipped,transform does not fit,
364,signature_scatter_lookup,sparse_edit_or_object_completion,77859,81930,13.737345222483407,13.68637949686414,26157,24_pass_0_fail,no_cost_gain,candidate cost is not lower than baseline,dfdfdfa6fe8c6ab073c8331c71eb4638f3026714e73fe22273201f8b66d48634
364,fixed_mask_rewrite,sparse_edit_or_object_completion,77859,,13.737345222483407,,,not_run,skipped,changed cell color conflict,
364,conv_color_map,sparse_edit_or_object_completion,77859,,13.737345222483407,,,not_run,skipped,conflicting color map,
364,constant_output,sparse_edit_or_object_completion,77859,,13.737345222483407,,,not_run,skipped,fit outputs differ,
300,fixed_geometry_identity,crop_or_resize,77546,,13.741373412351637,,,not_run,skipped,transform does not fit,
300,fixed_geometry_flip_h,crop_or_resize,77546,,13.741373412351637,,,not_run,skipped,transform does not fit,
300,fixed_geometry_flip_w,crop_or_resize,77546,,13.741373412351637,,,not_run,skipped,transform does not fit,
300,fixed_geometry_transpose_hw,crop_or_resize,77546,,13.741373412351637,,,not_run,skipped,transform does not fit,
300,fixed_geometry_rot90,crop_or_resize,77546,,13.741373412351637,,,not_run,skipped,transform does not fit,
300,fixed_geometry_rot180,crop_or_resize,77546,,13.741373412351637,,,not_run,skipped,transform does not fit,
300,fixed_geometry_rot270,crop_or_resize,77546,,13.741373412351637,,,not_run,skipped,transform does not fit,
300,signature_scatter_lookup,crop_or_resize,77546,83734,13.741373412351637,13.664599613340185,40425,25_pass_0_fail,no_cost_gain,candidate cost is not lower than baseline,1a306e50da31f6d3c12ea6cc94dfa7ba3813a6d6b672f2b3ff9f2f538727c8b7
300,fixed_slice_crop,crop_or_resize,77546,,13.741373412351637,,,not_run,skipped,no common fixed crop,
300,constant_output,crop_or_resize,77546,,13.741373412351637,,,not_run,skipped,fit outputs differ,
300,conv_color_map,crop_or_resize,77546,,13.741373412351637,,,not_run,skipped,shape mismatch,
384,fixed_geometry_identity,crop_or_resize,74722,,13.778470160860206,,,not_run,skipped,transform does not fit,
384,fixed_geometry_flip_h,crop_or_resize,74722,,13.778470160860206,,,not_run,skipped,transform does not fit,
384,fixed_geometry_flip_w,crop_or_resize,74722,,13.778470160860206,,,not_run,skipped,transform does not fit,
384,fixed_geometry_transpose_hw,crop_or_resize,74722,,13.778470160860206,,,not_run,skipped,transform does not fit,
384,fixed_geometry_rot90,crop_or_resize,74722,,13.778470160860206,,,not_run,skipped,transform does not fit,
384,fixed_geometry_rot180,crop_or_resize,74722,,13.778470160860206,,,not_run,skipped,transform does not fit,
384,fixed_geometry_rot270,crop_or_resize,74722,,13.778470160860206,,,not_run,skipped,transform does not fit,
384,signature_scatter_lookup,crop_or_resize,74722,87986,13.778470160860206,13.615067010105049,53357,24_pass_0_fail,no_cost_gain,candidate cost is not lower than baseline,7a24ee38acb855cd40bb25928e853042cd428241eba665c135f6f08e2a9ccd1e
384,fixed_slice_crop,crop_or_resize,74722,,13.778470160860206,,,not_run,skipped,no common fixed crop,
384,constant_output,crop_or_resize,74722,,13.778470160860206,,,not_run,skipped,fit outputs differ,
384,conv_color_map,crop_or_resize,74722,,13.778470160860206,,,not_run,skipped,shape mismatch,
255,fixed_geometry_identity,same_shape_global_transform,74403,,13.782748457411104,,,not_run,skipped,transform does not fit,
255,fixed_geometry_flip_h,same_shape_global_transform,74403,,13.782748457411104,,,not_run,skipped,transform does not fit,
255,fixed_geometry_flip_w,same_shape_global_transform,74403,,13.782748457411104,,,not_run,skipped,transform does not fit,
255,fixed_geometry_transpose_hw,same_shape_global_transform,74403,,13.782748457411104,,,not_run,skipped,transform does not fit,
255,fixed_geometry_rot90,same_shape_global_transform,74403,,13.782748457411104,,,not_run,skipped,transform does not fit,
255,fixed_geometry_rot180,same_shape_global_transform,74403,,13.782748457411104,,,not_run,skipped,transform does not fit,
255,fixed_geometry_rot270,same_shape_global_transform,74403,,13.782748457411104,,,not_run,skipped,transform does not fit,
255,signature_scatter_lookup,same_shape_global_transform,74403,125904,13.782748457411104,13.256725009225235,159203,24_pass_0_fail,no_cost_gain,candidate cost is not lower than baseline,ddf6aef97bc0fa80f0f25b8a10214b69488bf98c623d5ad5b06c08dba2af38b7
255,conv_color_map,same_shape_global_transform,74403,,13.782748457411104,,,not_run,skipped,conflicting color map,
255,fixed_mask_rewrite,same_shape_global_transform,74403,,13.782748457411104,,,not_run,skipped,fixed edit does not hold,
255,constant_output,same_shape_global_transform,74403,,13.782748457411104,,,not_run,skipped,fit outputs differ,
191,fixed_geometry_identity,sparse_edit_or_object_completion,73993,,13.788274226882638,,,not_run,skipped,transform does not fit,
191,fixed_geometry_flip_h,sparse_edit_or_object_completion,73993,,13.788274226882638,,,not_run,skipped,transform does not fit,
191,fixed_geometry_flip_w,sparse_edit_or_object_completion,73993,,13.788274226882638,,,not_run,skipped,transform does not fit,
191,fixed_geometry_transpose_hw,sparse_edit_or_object_completion,73993,,13.788274226882638,,,not_run,skipped,transform does not fit,
191,fixed_geometry_rot90,sparse_edit_or_object_completion,73993,,13.788274226882638,,,not_run,skipped,transform does not fit,
191,fixed_geometry_rot180,sparse_edit_or_object_completion,73993,,13.788274226882638,,,not_run,skipped,transform does not fit,
191,fixed_geometry_rot270,sparse_edit_or_object_completion,73993,,13.788274226882638,,,not_run,skipped,transform does not fit,
191,signature_scatter_lookup,sparse_edit_or_object_completion,73993,85524,13.788274226882638,13.643447682710129,36507,25_pass_0_fail,no_cost_gain,candidate cost is not lower than baseline,78f5a5691acf9769a341bca5e8815b0d11616dfdbc59b5fa341bca01f0100bf1
191,fixed_mask_rewrite,sparse_edit_or_object_completion,73993,,13.788274226882638,,,not_run,skipped,fixed edit does not hold,
191,conv_color_map,sparse_edit_or_object_completion,73993,,13.788274226882638,,,not_run,skipped,conflicting color map,
191,constant_output,sparse_edit_or_object_completion,73993,,13.788274226882638,,,not_run,skipped,fit outputs differ,
107,fixed_geometry_identity,crop_or_resize,73131,,13.799992367549814,,,not_run,skipped,transform does not fit,
107,fixed_geometry_flip_h,crop_or_resize,73131,,13.799992367549814,,,not_run,skipped,transform does not fit,
107,fixed_geometry_flip_w,crop_or_resize,73131,,13.799992367549814,,,not_run,skipped,transform does not fit,
107,fixed_geometry_transpose_hw,crop_or_resize,73131,,13.799992367549814,,,not_run,skipped,transform does not fit,
107,fixed_geometry_rot90,crop_or_resize,73131,,13.799992367549814,,,not_run,skipped,transform does not fit,
107,fixed_geometry_rot180,crop_or_resize,73131,,13.799992367549814,,,not_run,skipped,transform does not fit,
107,fixed_geometry_rot270,crop_or_resize,73131,,13.799992367549814,,,not_run,skipped,transform does not fit,
107,signature_scatter_lookup,crop_or_resize,73131,123529,13.799992367549814,13.275768774701454,158315,24_pass_0_fail,no_cost_gain,candidate cost is not lower than baseline,34d6390256c8304589206f68fdf651be49ffdc30aea22a5c3729ffe33b61801e
107,fixed_slice_crop,crop_or_resize,73131,,13.799992367549814,,,not_run,skipped,no common fixed crop,
107,constant_output,crop_or_resize,73131,,13.799992367549814,,,not_run,skipped,fit outputs differ,
107,conv_color_map,crop_or_resize,73131,,13.799992367549814,,,not_run,skipped,shape mismatch,
88,fixed_geometry_identity,crop_or_resize,72766,,13.80499590787612,,,not_run,skipped,transform does not fit,
88,fixed_geometry_flip_h,crop_or_resize,72766,,13.80499590787612,,,not_run,skipped,transform does not fit,
88,fixed_geometry_flip_w,crop_or_resize,72766,,13.80499590787612,,,not_run,skipped,transform does not fit,
88,fixed_geometry_transpose_hw,crop_or_resize,72766,,13.80499590787612,,,not_run,skipped,transform does not fit,
88,fixed_geometry_rot90,crop_or_resize,72766,,13.80499590787612,,,not_run,skipped,transform does not fit,
88,fixed_geometry_rot180,crop_or_resize,72766,,13.80499590787612,,,not_run,skipped,transform does not fit,
88,fixed_geometry_rot270,crop_or_resize,72766,,13.80499590787612,,,not_run,skipped,transform does not fit,
88,signature_scatter_lookup,crop_or_resize,72766,89542,13.80499590787612,13.597536932068524,58025,25_pass_0_fail,no_cost_gain,candidate cost is not lower than baseline,7e76fb8fcd2a76a63a547a01fcc1009595dcc7fa46bafaa8a150f41e6966fc48
88,fixed_slice_crop,crop_or_resize,72766,,13.80499590787612,,,not_run,skipped,no common fixed crop,
88,constant_output,crop_or_resize,72766,,13.80499590787612,,,not_run,skipped,fit outputs differ,
88,conv_color_map,crop_or_resize,72766,,13.80499590787612,,,not_run,skipped,shape mismatch,
379,fixed_geometry_identity,sparse_edit_or_object_completion,72499,,13.808671952355807,,,not_run,skipped,transform does not fit,
379,fixed_geometry_flip_h,sparse_edit_or_object_completion,72499,,13.808671952355807,,,not_run,skipped,transform does not fit,
379,fixed_geometry_flip_w,sparse_edit_or_object_completion,72499,,13.808671952355807,,,not_run,skipped,transform does not fit,
379,fixed_geometry_transpose_hw,sparse_edit_or_object_completion,72499,,13.808671952355807,,,not_run,skipped,transform does not fit,
379,fixed_geometry_rot90,sparse_edit_or_object_completion,72499,,13.808671952355807,,,not_run,skipped,transform does not fit,
379,fixed_geometry_rot180,sparse_edit_or_object_completion,72499,,13.808671952355807,,,not_run,skipped,transform does not fit,
379,fixed_geometry_rot270,sparse_edit_or_object_completion,72499,,13.808671952355807,,,not_run,skipped,transform does not fit,
379,signature_scatter_lookup,sparse_edit_or_object_completion,72499,79812,13.808671952355807,13.712570851927579,18685,24_pass_0_fail,no_cost_gain,candidate cost is not lower than baseline,9a7aeafa8b84b83c6336e3649f69faff4d99d4847a9bef4fa17de006abe769d0
379,fixed_mask_rewrite,sparse_edit_or_object_completion,72499,,13.808671952355807,,,not_run,skipped,changed cell color conflict,
379,conv_color_map,sparse_edit_or_object_completion,72499,,13.808671952355807,,,not_run,skipped,conflicting color map,
379,constant_output,sparse_edit_or_object_completion,72499,,13.808671952355807,,,not_run,skipped,fit outputs differ,
137,fixed_geometry_identity,same_shape_global_transform,72472,,13.809044440650876,,,not_run,skipped,transform does not fit,
137,fixed_geometry_flip_h,same_shape_global_transform,72472,,13.809044440650876,,,not_run,skipped,transform does not fit,
137,fixed_geometry_flip_w,same_shape_global_transform,72472,,13.809044440650876,,,not_run,skipped,transform does not fit,
137,fixed_geometry_transpose_hw,same_shape_global_transform,72472,,13.809044440650876,,,not_run,skipped,transform does not fit,
137,fixed_geometry_rot90,same_shape_global_transform,72472,,13.809044440650876,,,not_run,skipped,transform does not fit,
137,fixed_geometry_rot180,same_shape_global_transform,72472,,13.809044440650876,,,not_run,skipped,transform does not fit,
137,fixed_geometry_rot270,same_shape_global_transform,72472,,13.809044440650876,,,not_run,skipped,transform does not fit,
137,signature_scatter_lookup,same_shape_global_transform,72472,126345,13.809044440650876,13.253228460582426,153261,24_pass_0_fail,no_cost_gain,candidate cost is not lower than baseline,c644115e766ae74bf2934d42b840f8cf9517238123d2469d6e64d4e093ff62cc
137,conv_color_map,same_shape_global_transform,72472,,13.809044440650876,,,not_run,skipped,conflicting color map,
137,fixed_mask_rewrite,same_shape_global_transform,72472,,13.809044440650876,,,not_run,skipped,changed cell color conflict,
137,constant_output,same_shape_global_transform,72472,,13.809044440650876,,,not_run,skipped,fit outputs differ,
340,fixed_geometry_identity,sparse_edit_or_object_completion,70342,,13.83887566105239,,,not_run,skipped,transform does not fit,
340,fixed_geometry_flip_h,sparse_edit_or_object_completion,70342,,13.83887566105239,,,not_run,skipped,transform does not fit,
340,fixed_geometry_flip_w,sparse_edit_or_object_completion,70342,,13.83887566105239,,,not_run,skipped,transform does not fit,
340,fixed_geometry_transpose_hw,sparse_edit_or_object_completion,70342,,13.83887566105239,,,not_run,skipped,transform does not fit,
340,fixed_geometry_rot90,sparse_edit_or_object_completion,70342,,13.83887566105239,,,not_run,skipped,transform does not fit,
340,fixed_geometry_rot180,sparse_edit_or_object_completion,70342,,13.83887566105239,,,not_run,skipped,transform does not fit,
340,fixed_geometry_rot270,sparse_edit_or_object_completion,70342,,13.83887566105239,,,not_run,skipped,transform does not fit,
340,signature_scatter_lookup,sparse_edit_or_object_completion,70342,77031,13.83887566105239,13.74803678278217,10900,24_pass_0_fail,no_cost_gain,candidate cost is not lower than baseline,cbb0dfbcaec779c8eeebf520ec899c9388b6e3aec38a5a58da9c7d5ad3476572
340,fixed_mask_rewrite,sparse_edit_or_object_completion,70342,,13.83887566105239,,,not_run,skipped,changed cell color conflict,
340,conv_color_map,sparse_edit_or_object_completion,70342,,13.83887566105239,,,not_run,skipped,conflicting color map,
340,constant_output,sparse_edit_or_object_completion,70342,,13.83887566105239,,,not_run,skipped,fit outputs differ,
145,fixed_geometry_identity,same_shape_global_transform,69757,,13.847226946929018,,,not_run,skipped,transform does not fit,
145,fixed_geometry_flip_h,same_shape_global_transform,69757,,13.847226946929018,,,not_run,skipped,transform does not fit,
145,fixed_geometry_flip_w,same_shape_global_transform,69757,,13.847226946929018,,,not_run,skipped,transform does not fit,
145,fixed_geometry_transpose_hw,same_shape_global_transform,69757,,13.847226946929018,,,not_run,skipped,transform does not fit,
145,fixed_geometry_rot90,same_shape_global_transform,69757,,13.847226946929018,,,not_run,skipped,transform does not fit,
145,fixed_geometry_rot180,same_shape_global_transform,69757,,13.847226946929018,,,not_run,skipped,transform does not fit,
145,fixed_geometry_rot270,same_shape_global_transform,69757,,13.847226946929018,,,not_run,skipped,transform does not fit,
145,signature_scatter_lookup,same_shape_global_transform,69757,107372,13.847226946929018,13.415945280568252,103891,25_pass_0_fail,no_cost_gain,candidate cost is not lower than baseline,41e2202f96bec484b59f6400c497adc875a1d5f9227c6f2ffaa4816b477cad8a
145,conv_color_map,same_shape_global_transform,69757,,13.847226946929018,,,not_run,skipped,conflicting color map,
145,fixed_mask_rewrite,same_shape_global_transform,69757,,13.847226946929018,,,not_run,skipped,changed cell color conflict,
145,constant_output,same_shape_global_transform,69757,,13.847226946929018,,,not_run,skipped,fit outputs differ,
51,fixed_geometry_identity,sparse_edit_or_object_completion,68437,,13.866331106969804,,,not_run,skipped,transform does not fit,
51,fixed_geometry_flip_h,sparse_edit_or_object_completion,68437,,13.866331106969804,,,not_run,skipped,transform does not fit,
51,fixed_geometry_flip_w,sparse_edit_or_object_completion,68437,,13.866331106969804,,,not_run,skipped,transform does not fit,
51,fixed_geometry_transpose_hw,sparse_edit_or_object_completion,68437,,13.866331106969804,,,not_run,skipped,transform does not fit,
51,fixed_geometry_rot90,sparse_edit_or_object_completion,68437,,13.866331106969804,,,not_run,skipped,transform does not fit,
51,fixed_geometry_rot180,sparse_edit_or_object_completion,68437,,13.866331106969804,,,not_run,skipped,transform does not fit,
51,fixed_geometry_rot270,sparse_edit_or_object_completion,68437,,13.866331106969804,,,not_run,skipped,transform does not fit,
51,signature_scatter_lookup,sparse_edit_or_object_completion,68437,75879,13.866331106969804,13.763104754741105,7444,24_pass_0_fail,no_cost_gain,candidate cost is not lower than baseline,50e5ffd353c25d806a106856659b6b3f23f23bfa85070e1e0d5afc5be9fae516
51,fixed_mask_rewrite,sparse_edit_or_object_completion,68437,,13.866331106969804,,,not_run,skipped,changed cell color conflict,
51,conv_color_map,sparse_edit_or_object_completion,68437,,13.866331106969804,,,not_run,skipped,conflicting color map,
51,constant_output,sparse_edit_or_object_completion,68437,,13.866331106969804,,,not_run,skipped,fit outputs differ,
328,fixed_geometry_identity,sparse_edit_or_object_completion,68053,,13.871957907660665,,,not_run,skipped,transform does not fit,
328,fixed_geometry_flip_h,sparse_edit_or_object_completion,68053,,13.871957907660665,,,not_run,skipped,transform does not fit,
328,fixed_geometry_flip_w,sparse_edit_or_object_completion,68053,,13.871957907660665,,,not_run,skipped,transform does not fit,
328,fixed_geometry_transpose_hw,sparse_edit_or_object_completion,68053,,13.871957907660665,,,not_run,skipped,transform does not fit,
328,fixed_geometry_rot90,sparse_edit_or_object_completion,68053,,13.871957907660665,,,not_run,skipped,transform does not fit,
328,fixed_geometry_rot180,sparse_edit_or_object_completion,68053,,13.871957907660665,,,not_run,skipped,transform does not fit,
328,fixed_geometry_rot270,sparse_edit_or_object_completion,68053,,13.871957907660665,,,not_run,skipped,transform does not fit,
328,signature_scatter_lookup,sparse_edit_or_object_completion,68053,97430,13.871957907660665,13.513110549580613,68464,25_pass_0_fail,no_cost_gain,candidate cost is not lower than baseline,8a91f974ea811ae0511e0b684ef3ba268bf1f79544530af8ddd31c3d8b1110b6
328,fixed_mask_rewrite,sparse_edit_or_object_completion,68053,,13.871957907660665,,,not_run,skipped,changed cell color conflict,
328,conv_color_map,sparse_edit_or_object_completion,68053,,13.871957907660665,,,not_run,skipped,conflicting color map,
328,constant_output,sparse_edit_or_object_completion,68053,,13.871957907660665,,,not_run,skipped,fit outputs differ,
243,fixed_geometry_identity,sparse_edit_or_object_completion,67878,,13.874532744845478,,,not_run,skipped,transform does not fit,
243,fixed_geometry_flip_h,sparse_edit_or_object_completion,67878,,13.874532744845478,,,not_run,skipped,transform does not fit,
243,fixed_geometry_flip_w,sparse_edit_or_object_completion,67878,,13.874532744845478,,,not_run,skipped,transform does not fit,
243,fixed_geometry_transpose_hw,sparse_edit_or_object_completion,67878,,13.874532744845478,,,not_run,skipped,transform does not fit,
243,fixed_geometry_rot90,sparse_edit_or_object_completion,67878,,13.874532744845478,,,not_run,skipped,transform does not fit,
243,fixed_geometry_rot180,sparse_edit_or_object_completion,67878,,13.874532744845478,,,not_run,skipped,transform does not fit,
243,fixed_geometry_rot270,sparse_edit_or_object_completion,67878,,13.874532744845478,,,not_run,skipped,transform does not fit,
243,signature_scatter_lookup,sparse_edit_or_object_completion,67878,90157,13.874532744845478,13.590692126019176,51403,24_pass_0_fail,no_cost_gain,candidate cost is not lower than baseline,e7b89df3340569fbb4e6d124810fc8bdd4243727316e24565e8e7c0e13d401c3
243,fixed_mask_rewrite,sparse_edit_or_object_completion,67878,,13.874532744845478,,,not_run,skipped,fixed edit does not hold,
243,conv_color_map,sparse_edit_or_object_completion,67878,,13.874532744845478,,,not_run,skipped,conflicting color map,
243,constant_output,sparse_edit_or_object_completion,67878,,13.874532744845478,,,not_run,skipped,fit outputs differ,
165,fixed_geometry_identity,sparse_edit_or_object_completion,67524,,13.87976163077872,,,not_run,skipped,transform does not fit,
165,fixed_geometry_flip_h,sparse_edit_or_object_completion,67524,,13.87976163077872,,,not_run,skipped,transform does not fit,
165,fixed_geometry_flip_w,sparse_edit_or_object_completion,67524,,13.87976163077872,,,not_run,skipped,transform does not fit,
165,fixed_geometry_transpose_hw,sparse_edit_or_object_completion,67524,,13.87976163077872,,,not_run,skipped,transform does not fit,
165,fixed_geometry_rot90,sparse_edit_or_object_completion,67524,,13.87976163077872,,,not_run,skipped,transform does not fit,
165,fixed_geometry_rot180,sparse_edit_or_object_completion,67524,,13.87976163077872,,,not_run,skipped,transform does not fit,
165,fixed_geometry_rot270,sparse_edit_or_object_completion,67524,,13.87976163077872,,,not_run,skipped,transform does not fit,
165,signature_scatter_lookup,sparse_edit_or_object_completion,67524,82663,13.87976163077872,13.677472619343405,27799,24_pass_0_fail,no_cost_gain,candidate cost is not lower than baseline,09ba5637cad70cebac14dc561245e13e3fce8ea32620f78efd4574b7aead4594
165,fixed_mask_rewrite,sparse_edit_or_object_completion,67524,,13.87976163077872,,,not_run,skipped,changed cell color conflict,
165,conv_color_map,sparse_edit_or_object_completion,67524,,13.87976163077872,,,not_run,skipped,conflicting color map,
165,constant_output,sparse_edit_or_object_completion,67524,,13.87976163077872,,,not_run,skipped,fit outputs differ,
209,fixed_geometry_identity,crop_or_resize,67337,,13.882534858321867,,,not_run,skipped,transform does not fit,
209,fixed_geometry_flip_h,crop_or_resize,67337,,13.882534858321867,,,not_run,skipped,transform does not fit,
209,fixed_geometry_flip_w,crop_or_resize,67337,,13.882534858321867,,,not_run,skipped,transform does not fit,
209,fixed_geometry_transpose_hw,crop_or_resize,67337,,13.882534858321867,,,not_run,skipped,transform does not fit,
209,fixed_geometry_rot90,crop_or_resize,67337,,13.882534858321867,,,not_run,skipped,transform does not fit,
209,fixed_geometry_rot180,crop_or_resize,67337,,13.882534858321867,,,not_run,skipped,transform does not fit,
209,fixed_geometry_rot270,crop_or_resize,67337,,13.882534858321867,,,not_run,skipped,transform does not fit,
209,signature_scatter_lookup,crop_or_resize,67337,98994,13.882534858321867,13.497185478780501,86387,24_pass_0_fail,no_cost_gain,candidate cost is not lower than baseline,289ca529354f8894680d3b1bbf7760c1dc5c11ad2685602767aeffb74bd84031
209,fixed_slice_crop,crop_or_resize,67337,,13.882534858321867,,,not_run,skipped,no common fixed crop,
209,constant_output,crop_or_resize,67337,,13.882534858321867,,,not_run,skipped,fit outputs differ,
209,conv_color_map,crop_or_resize,67337,,13.882534858321867,,,not_run,skipped,shape mismatch,
